extractant,n_rows,sd_true,sd_pred,span_true,span_pred,sd_ratio,span_ratio,model,split_seed
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,5,0.27805428658727666,0.2065168887956397,0.6532125140000005,0.49529181322161114,0.7427214711570989,0.7582399335687111,GEN10_MONO_HYBRID,104729
C1COCCOCCOCCOCCOCCO1,5,0.32487650575044763,0.2074621039423591,0.7303784690000001,0.527218362023625,0.6385875871914238,0.7218426944395933,GEN10_MONO_HYBRID,104729
CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,7,1.0923953978158119,0.45754974043993685,2.854369913333206,1.147535198504352,0.4188499341491038,0.40202749935950366,GEN10_MONO_HYBRID,104729
CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,14,0.6819128154648445,0.24264451415865668,2.2463344173155235,0.860805220754197,0.35582923308641945,0.38320439473250834,GEN10_MONO_HYBRID,104729
CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,3,0.29407376578754535,0.11236655311620991,0.5740312677277188,0.2050687743370796,0.3821032890005888,0.35724321281110105,GEN10_MONO_HYBRID,104729
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,14,0.528354946632151,0.33142112461983436,1.467585685177242,1.093190115412377,0.627269843374013,0.7448901460771276,GEN10_MONO_HYBRID,104729
CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6,0.20171374219122631,0.1912749257327896,0.5314789170422551,0.5029934579808258,0.9482493540348845,0.9464034072697477,GEN10_MONO_HYBRID,104729
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,8,0.3237551309679372,0.18185573607547867,0.9195300453453271,0.4783644576791405,0.5617076570548271,0.5202271095986776,GEN10_MONO_HYBRID,104729
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,6,0.5939206167929916,0.3362970793704661,1.274157849263679,0.7404015276433797,0.5662323715690796,0.5810908970746829,GEN10_MONO_HYBRID,104729
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,11,0.4284083783045114,0.34712333014296054,1.1760912590556813,1.0027531633880526,0.8102627019498352,0.8526150973974528,GEN10_MONO_HYBRID,104729
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,19,0.4733589997166108,0.6961577505014298,1.5051499790000036,2.190258759417865,1.4706760638716145,1.455176420939152,GEN10_MONO_HYBRID,104729
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,5,0.5613198115031388,0.2564634009124754,1.2710667722865472,0.5746191480438272,0.4568935491973835,0.45207628786498244,GEN10_MONO_HYBRID,104729
CC1(C)SC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)SC6(C)C)n4)n3)nnc21,11,0.4298868162346492,0.40631119776362823,1.4471580313422285,1.2233893334032635,0.9451585450386261,0.845373695828215,GEN10_MONO_HYBRID,104729
CC12CCC(c3nnc(-c4cccc(-c5cccc(-c6nnc7c(n6)C6(C)CCC7C6(C)C)n5)n4)nc31)C2(C)C,12,0.6165623141025381,0.1054135708672138,1.8581933381044045,0.3065269459171893,0.17096985731385922,0.16495966250201183,GEN10_MONO_HYBRID,104729
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,22,1.1951031207154101,0.48166164339578704,4.021189299,1.6011311673717543,0.40302935792474187,0.39817353730895677,GEN10_MONO_HYBRID,104729
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,14,0.6465329191852247,0.46545301386640225,2.05470142458098,1.2849968228294926,0.719921600361783,0.6253934549597857,GEN10_MONO_HYBRID,104729
CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,17,0.5798927650898932,0.2930989219181532,2.440023247079987,1.0760314312038441,0.5054364178396292,0.44099228664790274,GEN10_MONO_HYBRID,104729
CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,12,0.2971359447160183,0.42121070606053956,0.8009338767819255,1.096634718862878,1.417569006883712,1.3691950742164256,GEN10_MONO_HYBRID,104729
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,184,1.4720374480280964,0.4681566925813167,5.947784810126583,2.243483476136468,0.31803314053487386,0.3771964769668123,GEN10_MONO_HYBRID,104729
