model,axis_label,n_curves,n_curves_guarded,n_ligands,slope_true_median,slope_pred_median,slope_mae,slope_mae_median,slope_ratio_median,slope_pearson,slope_spearman,slope_sign_agree,span_true_median,span_pred_median,span_recovery_median,span_recovery_median_unguarded,span_recovery_q25,span_recovery_q75,compression_median,shape_mae,shape_mae_median,within_curve_spearman,within_curve_sign_accuracy,row_mae,n_distinct_pred_median,n_distinct_true_median,step_share_pred_median,linear_r2_pred_median,linear_r2_true_median
GEN10_MONO_HYBRID,acid,2105,1950,68,1.6557758087863772,0.5427026473150335,1.3779216759420134,1.1809373365625684,0.32452818461389976,0.2464014540342844,0.29910743795413086,0.838479809976247,1.9269282814614344,0.717497957398566,0.3402033294224541,0.3500838455064632,0.1707639751520383,0.5761866850032686,0.3428521706718659,0.5279025649557166,0.4682101328378689,0.6150739799595389,0.790260701808565,1.2401944320109906,5.0,5.0,1.0,0.944547207077359,0.917337219586492
GEN10_MONO_HYBRID,contact_time,40,0,8,0.00014296899524398737,-1.4913122145840284e-17,0.0027686990418045155,0.0008200437127232295,1.3999831614374643e-14,0.1704360316255206,0.29352795717658303,0.55,0.06287846248431395,0.04861187184951704,,0.3031154004332135,,,,0.05626520453557837,0.02699391419712258,0.10109707628546527,0.53,2.007649729580385,3.0,5.0,0.6,0.20404690912870949,0.1646628381999693
GEN10_MONO_HYBRID,extractant,775,775,25,2.573675226299942,0.8447851828656942,1.675326602101929,1.6549467123003438,0.29954352346678753,0.270843769679806,0.34718969496499613,0.9535483870967741,2.073913043478258,0.7602978490666608,0.3459906863450281,0.3459906863450281,0.23830681558887656,0.5346617240608724,0.35056422373436,0.49575216486549084,0.4563127935620946,0.8467133991637312,0.9107469376501635,1.1906802019632068,5.0,5.0,1.0,0.9658171579479,0.9940258395786431
GEN10_MONO_HYBRID,metal_concentration,45,30,4,-1.1226193871745382,0.009445095718492792,0.8543179678626629,1.1353028656248374,-0.0010924412255495137,0.09028382652095591,-0.00795242772487544,0.3333333333333333,0.72923076923077,0.0066828063122088555,0.01668636130996182,0.013292479812263395,0.008045013713417098,0.04654376011316287,0.017670067592453938,0.27425213621206096,0.2314207024404082,-0.20004890880644213,0.43294992407737504,0.5389089345527092,4.0,8.0,0.5,0.7004025646068461,0.7515429813530872
GEN10_MONO_HYBRID,metal_series,1605,1210,84,0.08443469855079262,0.05742941605917413,0.09344335693474984,0.0744403435130672,0.3934216997683439,0.20507498473826868,0.24119543711369662,0.8006230529595015,1.0261096605744122,0.5606015605761981,0.4492822837813688,0.5298640209689418,0.23931158478688144,0.6848941106856229,0.473414135690496,0.3000091834301447,0.2541420149085788,0.510595111420628,0.7318518016774483,1.1072815565986691,8.0,8.0,1.0,0.859829898211231,0.8742223263723046
GEN10_MONO_HYBRID,temperature,160,160,5,-0.04032650561688559,2.457662458608427e-05,0.039103749475186446,0.04193433775670584,-0.0006932144300785517,0.05780020711207771,0.09804784757492835,0.5,1.1765941508309075,0.19252661676225225,0.17836713369696278,0.17836713369696278,0.10259266585581718,0.26351861024034456,0.18333742720019575,0.3974935169891259,0.38010664506218217,0.0857586431673876,0.5526041666666666,1.278025983800988,4.0,4.0,1.0,0.2557908885950576,0.9893613987029377
GEN10_MONO_RANK,acid,2105,1950,68,1.6557758087863772,0.5482547700197079,1.3985375395226192,1.177148318494123,0.3111905831607073,0.24025429727396938,0.2966079329274738,0.8332541567695962,1.9269282814614344,0.6745803462926074,0.3389615272691894,0.3499829920032753,0.16850123923649363,0.5474306955241555,0.33838885556609083,0.5317753100138201,0.4635732141378927,0.6074486496812049,0.7888198495980457,1.2458233667722058,5.0,5.0,1.0,0.9362512299671396,0.917337219586492
GEN10_MONO_RANK,contact_time,40,0,8,0.00014296899524398737,-7.902351831312372e-06,0.002914572367807719,0.0007501623765812761,1.3999831614374643e-14,0.16534973644356962,0.5417812974743181,0.575,0.06287846248431395,0.055170869779091636,,0.29589673143665185,,,,0.06134585681304994,0.03351144332994837,0.06074502404585415,0.5204166666666666,2.203157257577298,3.0,5.0,0.6,0.42548503182804553,0.1646628381999693
GEN10_MONO_RANK,extractant,775,775,25,2.573675226299942,0.7585888318312389,1.742171439008116,1.7385003168579345,0.2717376792283712,0.22360150237352322,0.30783805995352526,0.9587096774193549,2.073913043478258,0.7142555960666809,0.3122727741949602,0.3122727741949602,0.20663635419493237,0.5299981657775944,0.317185300541004,0.5133720797455715,0.46276834937409195,0.8540356682924519,0.9130438378825476,1.2379632862096994,5.0,5.0,1.0,0.9505228435123639,0.9940258395786431
GEN10_MONO_RANK,metal_concentration,45,30,4,-1.1226193871745382,0.018836573989721783,0.85807710229466,1.1346961309558337,-0.010516612036514862,0.236430049406407,0.13784208056450764,0.3333333333333333,0.72923076923077,0.010511135203317035,0.02113660076463908,0.02093531609441339,0.005547446844538227,0.044404518261430395,0.023911545446216695,0.2751945927687232,0.23163895749678937,-0.1606443163275746,0.43497043261749146,0.602565218261395,4.0,8.0,0.625,0.6745921537778063,0.7515429813530872
