model,axis_label,true_median,true_q05,true_q25,true_q75,true_q95,true_absmax,pred_median,pred_q05,pred_q25,pred_q75,pred_q95,pred_absmax,n_curves,true_abs_q95,frac_pred_steeper_than_true_q95
GEN10_MONO_HYBRID,acid,1.6557758087863772,-0.3090242179260243,0.883582296507414,2.4836347229662645,4.096268892073402,7.070218611063501,0.5427026473150335,-0.21941835526570266,0.17083174678711355,0.9449558921784713,1.4795326460982279,2.4600792617889202,2105,4.096268892073402,0.0
GEN10_MONO_HYBRID,contact_time,0.00014296899524398737,-0.003860259289568225,-0.001443518622976498,0.0006754540790722422,0.004260886876512296,0.004260886876512296,-1.4913122145840284e-17,-0.01687763321054346,-0.00012920043625025575,8.932885064658554e-17,0.0009671112663113341,0.01760172822578142,40,0.004260886876512296,0.1
GEN10_MONO_HYBRID,extractant,2.573675226299942,1.0950386409430202,2.0655183087734943,3.099064383114671,4.083272356142025,4.763649432724295,0.8447851828656942,0.12300496988916126,0.5547514110362413,1.3600463232901754,2.2536344927491285,5.156197453195397,775,4.083272356142025,0.0025806451612903226
GEN10_MONO_HYBRID,metal_concentration,-1.1226193871745382,-1.702688996342022,-1.5656634031151335,-0.04384080759636681,0.21979523077041146,1.702688996342022,0.009445095718492792,-0.005837587210704127,9.204523575910003e-17,0.02258816154173909,0.05371929649999281,0.07209509303558755,45,1.702688996342022,0.0
GEN10_MONO_HYBRID,metal_series,0.08443469855079262,-0.06907917881426685,0.0182241529447495,0.1817395426715157,0.27828843337007847,0.44449204406364573,0.05742941605917413,-0.01637120848317224,0.013768590346243179,0.09359236008641637,0.1561512455282807,0.2536438892572407,1605,0.27875960482985723,0.0
GEN10_MONO_HYBRID,temperature,-0.04032650561688559,-0.053710948877895556,-0.047092176933804346,-0.027239563148745684,-0.019187176040771352,0.058814071569548106,2.457662458608427e-05,-0.006912302476001788,-0.0023583594543577016,0.0038588575911998224,0.011208320251562773,0.017777084366231048,160,0.053710948877895556,0.0
GEN10_MONO_RANK,acid,1.6557758087863772,-0.3090242179260243,0.883582296507414,2.4836347229662645,4.096268892073402,7.070218611063501,0.5482547700197079,-0.2879335106134627,0.1632279574972855,0.883818146298589,1.3765176979288851,2.3539435595768023,2105,4.096268892073402,0.0
GEN10_MONO_RANK,contact_time,0.00014296899524398737,-0.003860259289568225,-0.001443518622976498,0.0006754540790722422,0.004260886876512296,0.004260886876512296,-7.902351831312372e-06,-0.018530224295912435,-9.062804271345162e-05,5.965169879907087e-17,0.00029962452205040927,0.02049281107568894,40,0.004260886876512296,0.075
GEN10_MONO_RANK,extractant,2.573675226299942,1.0950386409430202,2.0655183087734943,3.099064383114671,4.083272356142025,4.763649432724295,0.7585888318312389,0.16787615879159362,0.5145585613881913,1.2596132970935168,2.2016813528623698,4.977308235605119,775,4.083272356142025,0.003870967741935484
GEN10_MONO_RANK,metal_concentration,-1.1226193871745382,-1.702688996342022,-1.5656634031151335,-0.04384080759636681,0.21979523077041146,1.702688996342022,0.018836573989721783,-0.008476152720219373,0.0010533346893667871,0.035109740031639164,0.06557293896932263,0.07727966164852858,45,1.702688996342022,0.0
