model,axis_label,extractant,tanimoto_cluster,split_seed,slope_abs_error,shape_mae,row_mae,spearman,sign_accuracy,span_recovery,span_recovery_distance,slope_recovery_distance,n_curves
GEN10_MONO_HYBRID,acid,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,tan095,104729,5.168878239052991,1.275788148860897,1.2274271546111046,-1.0,0.0,0.40202749935950366,0.5979725006404963,1.4177368893176965,1
GEN10_MONO_HYBRID,acid,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,tan095,130363,4.661813230123719,1.151635770856366,1.1721332050592712,-1.0,0.0,0.27000840496505474,0.7299915950349453,1.2786574343191695,1
GEN10_MONO_HYBRID,acid,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,tan095,155921,4.571652871069187,1.125479348542108,1.1398886282406442,-1.0,0.0,0.242081956065039,0.757918043934961,1.2539279551025806,1
GEN10_MONO_HYBRID,acid,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,tan095,196613,4.877181011432549,1.2129439820693795,1.1663453855615418,-1.0,0.0,0.3081949823624254,0.6918050176375746,1.3377292162824403,1
GEN10_MONO_HYBRID,acid,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,tan095,262147,5.083271852612525,1.2524415745206823,1.239967593555194,-1.0,0.0,0.38411248763498185,0.6158875123650182,1.3942564886572872,1
GEN10_MONO_HYBRID,acid,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,tan018,104729,0.6044437949838504,0.28865483846965034,0.47114162224719525,0.8999999999999998,0.9,0.3951196330023792,0.6048803669976208,0.6002154607034378,2
GEN10_MONO_HYBRID,acid,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,tan018,130363,0.8569138716681268,0.42295051093356084,0.6139367400563931,0.7,0.8,0.2091325961771493,0.7908674038228507,0.8740020096572441,2
GEN10_MONO_HYBRID,acid,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,tan018,155921,0.5774079048440235,0.2717326163983913,0.4492168775840685,0.9999999999999999,1.0,0.4343568058574606,0.5656431941425395,0.5682209238697586,2
GEN10_MONO_HYBRID,acid,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,tan018,196613,0.681455180151662,0.3339349601338733,0.7863481110235846,0.9999999999999999,1.0,0.3331674381246207,0.6668325618753793,0.6770999778591363,2
GEN10_MONO_HYBRID,acid,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,tan018,262147,0.6342869314003244,0.30810232724061637,0.8009975630358435,0.9999999999999999,1.0,0.3819567144260744,0.6180432855739256,0.6251970872291932,2
GEN10_MONO_HYBRID,acid,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,tan020,104729,0.15324048494453807,0.2462103736388511,2.2232356955772126,0.7714285714285715,0.8,0.5810908970746829,0.41890910292531713,0.4104781061835414,1
GEN10_MONO_HYBRID,acid,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,tan020,130363,0.3388737786091436,0.47768806529434293,2.271481250058191,0.2571428571428572,0.5333333333333333,0.2175656314770919,0.782434368522908,0.9077253111609909,1
GEN10_MONO_HYBRID,acid,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,tan020,155921,0.12551825567679292,0.22976062894591168,2.2047951590706036,0.7714285714285715,0.8,0.6601371033985377,0.3398628966014623,0.3362198697055736,1
GEN10_MONO_HYBRID,acid,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,tan020,196613,0.18928761224807114,0.29009758646320605,2.4979369689360746,0.7714285714285715,0.8,0.4876713783797612,0.5123286216202387,0.5070358569258897,1
GEN10_MONO_HYBRID,acid,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,tan020,262147,0.15676861833021258,0.2481810567300741,2.387789900404321,0.7714285714285715,0.8,0.5662737791356688,0.4337262208643312,0.41992875175568734,1
GEN10_MONO_HYBRID,acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,tan019,104729,0.30050867427257466,0.21851173985637787,1.1235572658183786,0.9039587621380964,0.9545454545454546,1.2716639340397968,0.46338561759254404,1.5093998958849086,2
GEN10_MONO_HYBRID,acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,tan019,130363,0.38595236918426884,0.25409291096630815,1.4604841054180662,0.3603122146777603,0.7222222222222222,0.39311600213651887,0.7845601884455751,0.8219053565558492,2
GEN10_MONO_HYBRID,acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,tan019,155921,0.3444766248798308,0.24035960581740157,1.1127717139136828,0.8526598445338387,0.898989898989899,1.2061515955882431,0.6162013665558539,1.5920450870647522,2
GEN10_MONO_HYBRID,acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,tan019,196613,0.26379194918492427,0.17952184779981933,1.8996871038698497,0.9039587621380964,0.9545454545454546,1.0308760843410112,0.529656011386348,1.0622763830291007,2
GEN10_MONO_HYBRID,acid,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,tan019,262147,0.32763409693772994,0.21978978954938563,1.9239772621691253,0.9039587621380964,0.9545454545454546,0.8933023938941368,0.7336493326855178,1.130885040616926,2
