arm,macro_mae_base,gain_within_rank1,gain_within_rank2,gain_extractant_rank2,gain_both_rank2
C_DIRECT_ROW,0.4682282360802015,0.0395831743202989,0.05139690530316682,0.21844302382822295,0.3445154444506583
M_SELECTED,0.5049822284318364,0.04389512969155879,0.05881464152836957,0.2577143243863534,0.3798336385540965
M_PHYSICS_radius+radius_sq,0.4990145089786255,0.047226678407195855,0.06337769183189329,0.25516246302101886,0.37673202208349726
M_LOWRANK_K2,0.4898763232817063,0.05117375193988977,0.06817807539250309,0.2405414913864485,0.36528006590714734
X_ENS_DIRECT+LOWRANK_K2,0.4624134204979352,0.04937339001064778,0.06517379707581972,0.2151517674354588,0.34099059706773516
X_ENS_DIRECT+PHYSICS,0.46877731426530334,0.045689693455953584,0.06203527118688845,0.2238423980416223,0.3479782542159048
B1_MEAN_CURVE,0.4854901014321166,0.03966212115865292,0.045392638937236995,0.24039481906686463,0.3611561989062212
B3_NN_TANIMOTO,0.7016458296162998,0.018550625551069566,0.022935849728025093,0.4397906729726696,0.55699679311027
