cell_id,extractant,extractant_name,publication_id,chemotype,n_metals,rz_span,curve_rms,acid_M,amplitude,curvature,se_amp_meas,se_amp_resid,amplitude_no_intercept
0f09c750ad725e62,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,2-5-8-15-18-21-hexaoxatricyclo[20.4.0.09-14]hexacosane,pub_1927dff570,sc000,5,2.6827875657069296,0.24869931449774338,1.0,0.19163273416357962,0.06083265260162518,0.17624017764304745,0.038490553941375544,0.2596072512446672
109e14b8ccc21bad,C1COCCOCCOCCOCCOCCO1,1-4-7-10-13-16-hexaoxacyclooctadecane,pub_1927dff570,sc001,5,2.6827875657069296,0.29057838046024087,1.0,0.1711787531736182,0.12124871102396241,0.17624017764304745,0.043387027084591766,0.26131478629283805
7ae1cf22d55d9cc1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,DMDdecdDGA,pub_126bbe7976,sc007,14,3.1471161828485137,0.5091355660892728,3.0,-0.41347681814696846,-0.1834128363889489,0.06909809867928879,0.017735959960204765,-0.45294552382992215
2d78f120adfe3686,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6-MH-C9-B8D(iB)CMPO,pub_9428119866,sc008,6,1.6165514819003277,0.184138611261527,3.0,0.3368589257104627,-0.3189610410113498,0.7495427082528847,0.17131817956714646,0.5259170756609627
b3e96da836b2a8d7,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,TIBDGA,pub_b9dfc468cd,sc010,8,3.1471161828485137,0.30284519432303675,1.5,-0.2915092882205743,-0.049112851060395646,0.09565949010577697,0.029984546034007922,-0.3018801902908903
80c823b698d1e2e3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,5-5-8-8-tetramethyl-3-[6-[6-(5-5-8-8-tetramethyl-6-7-dihydro-1-2-4-benzotriazin-3-yl)-2-pyridinyl]-2-pyridinyl]-6-7-dihydro-1-2-4-benzotriazine,pub_401a06b4b7,sc012,14,3.1471161828485137,0.45989879253987964,1.0,-0.1655543870088152,-0.33846793512255546,0.06909809867928879,0.06868616933401395,-0.23838948174635116
7ad5ac5e8cdc02e6,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,8-11-11-trimethyl-5-[6-(8-11-11-trimethyl-3-4-6-triazatricyclo[6.2.1.02-7]undeca-2(7)-3-5-trien-5-yl)-2-pyridinyl]-3-4-6-triazatricyclo[6.2.1.02-7]undeca-2(7)-3-5-triene,pub_1845fd6492,sc015,14,3.1471161828485137,1.3834780448575714,0.1,-1.1619342897926832,-0.4118510268576254,0.06909809867928879,0.08201505978010788,-1.2505607310183926
d0c6d7ffec5d58c3,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,DMDetHDGA,pub_126bbe7976,sc009,14,3.1471161828485137,0.6230147099084412,3.0,-0.4629261762301301,-0.2831518156708463,0.06909809867928879,0.028128130149868473,-0.5238577658414882
1e24cffad4644246,CCCCC(CC)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,ADAAM(EH),pub_8dafaf94bc,sc016,2,0.7394863161884476,0.9124842176486792,1.5,,,,,
b0a65fc4ebf31640,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,pub_126bbe7976,sc009,14,3.1471161828485137,0.26350550256378846,3.0,-0.22888696841716483,-0.05438947342668976,0.06909809867928879,0.023829168157921635,-0.24059106809302713
5336017ed36fd28f,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,pub_4cba27f5f3,sc009,14,3.1471161828485137,0.29239423345049426,3.0,-0.2571899823418163,-0.0581841149127485,0.06909809867928879,0.02397705651253317,-0.2697106529346017
b3f035de0e7be945,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,TEHDGA,pub_51c0693f9c,sc009,3,1.6165514819003277,0.24864737532382805,2.0,,,,,
cea7fbe06302870b,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,TEHDGA,pub_9a3afbee00,sc009,2,0.894262521902311,0.014128379781713107,6.9885,,,,,
5a6a2f3bf13a7d55,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,T2EHDGA,pub_b9dfc468cd,sc009,8,3.1471161828485137,0.30409969231173506,1.5,-0.31085397500355577,-0.0180923807222369,0.09565949010577697,0.025364159334074307,-0.3168731331597348
c61ecb085d8df371,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,TEHDGA,pub_b9dfc468cd,sc009,8,3.1471161828485137,0.30409969231173506,1.5,-0.31085397500355577,-0.0180923807222369,0.09565949010577697,0.025364159334074307,-0.3168731331597348
51b8bb1801b4ae88,CCCCC(CC)CP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,2-EH-C9-B8D(iB)CMPO,pub_9428119866,sc017,6,1.6165514819003277,0.14396437947477358,3.0,0.3557710959292095,-0.29073209071082673,0.7495427082528847,0.1523009294622321,0.4223936301113049
4f2be71378594542,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,6,2.1324721676132015,0.5325708155895184,1.0,-0.6895709290580359,0.0664447526850156,0.0002695569438153379,0.09654804468818703,-0.7191065140691824
b35f13943d04ca50,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,6,2.1324721676132015,0.35022747542698246,1.0,-0.45749897739892975,0.049855026974288175,0.17644422656100706,0.04023487854335889,-0.4776195232008593
d871da32cd728745,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,6,2.1324721676132015,0.5711912810754491,1.0,-0.7198141775310241,0.15021225460761545,0.001488423124531959,0.07086887077986037,-0.7579997040382078
ee9ed6c5b9f7b397,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,6,2.1324721676132015,0.6007390369236869,1.0,-0.7647728259575239,0.11352482949291531,0.0010430681738848268,0.10714914531578927,-0.8011528068146141
9ed4efa5a12f8c67,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,5,1.6165514819003297,0.5262058685141375,1.0,-0.5605269125134498,0.3895125855190172,0.0072055627437519415,0.24861272470436632,-0.6927230843711213
343f9328b4ddf79c,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,2,2.1324721676132015,0.7759900990098999,1.0,,,,,
0f9c166921b14844,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,5,1.8057223999950494,0.3264048971439436,1.0,-0.4975516273673969,-0.1714126432653626,0.00830595103721337,0.011915469968859664,-0.5015573205052969
adf989d8af50b9a8,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,4,1.2898017142821776,0.24542191548700984,1.0,-0.621869036601264,-0.2639181989926633,0.39601584513323473,0.08894501123930394,-0.6736602102342147
71dc32e0ed7e16a2,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,5,1.8057223999950494,0.4788849813987411,1.0,-0.7032666914653731,-0.40547419938612883,0.16645915515863516,0.03981381872257981,-0.7133813703766632
9f318a8d2aacfaf8,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,2,0.7222889599980185,0.1076732673267351,1.0,,,,,
519ef744e75b8881,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,4,1.8057223999950494,0.4962025364006392,1.0,-0.7170879058482675,-0.40165203296623186,0.17889306743024225,0.07801634288745869,-0.6888252698654114
b67683ce7ad0ddd2,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,3,1.169420220949174,0.14705345342727041,1.0,,,,,
24f200d78a2ccb55,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,3,1.8057223999950494,0.5717419942160963,1.0,,,,,
815c365f83ac70cf,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,DBD1MHDGA,pub_bdb1564c49,sc018,6,2.1324721676132015,0.5924944584976896,2.0,-0.047374046819091076,0.8838912691477623,0.6358830206653431,0.32532951167810364,-0.12938828554309628
