design,split_seed,fold,n_terms,winner,inner_cv_acc,outer_acc,oracle_best_outer_acc,bite_outer_acc,oracle_winner
B,262147,4,4602,(coord__dist__frac_donor_pairs_within_3/coord__dist__donor_pair_min)*coord__arm__has_repeated_arms,0.8897321428571436,0.6,0.8,0.6,coord__arm__estimated_denticity_per_pocket*coord__arm__n_amide_branches
BR,104729,0,4602,(coord__arm__estimated_denticity_per_pocket/coord__dist__donor_pair_median)*coord__arm__estimated_denticity_per_pocket,0.8995370370370368,0.7761194029850746,0.7810945273631841,0.7711442786069652,coord__arm__mean_donor_distance_to_core/coord__dist__n_donor_pairs_beyond_6
BR,104729,1,4602,(coord__arm__core_branch_degree*coord__dist__donor_pair_min)/coord__dist__frac_donor_pairs_within_3,0.8807112271786185,0.6,0.8,0.7,coord__arm__core_branch_degree*coord__arm__mean_donor_cluster_size
BR,104729,2,4602,(coord__arm__n_clusters_with_3plus_donors/coord__arm__min_donor_cluster_size)/coord__dist__donor_pair_min,0.8405573593073602,1.0,1.0,0.9047619047619048,coord__arm__core_branch_degree*coord__dist__donor_pair_min
BR,104729,3,4602,coord__dist__donor_pair_median/coord__dist__n_donor_pairs_within_6,0.8373611111111103,0.5714285714285714,1.0,0.7142857142857143,coord__arm__estimated_denticity_per_pocket*coord__arm__n_amide_branches
BR,104729,4,4602,(coord__dist__donor_pair_min/coord__dist__frac_donor_pairs_within_3)*coord__arm__min_donor_cluster_size,0.8492063492063491,0.875,0.9,0.475,coord__arm__mean_donor_distance_to_core*coord__dist__donor_pair_min
BR,130363,0,4602,(coord__arm__estimated_denticity_per_pocket/coord__dist__n_donor_pairs_within_3)/coord__arm__n_clusters_with_3plus_donors,0.8436139605427683,0.8823529411764706,0.8823529411764706,0.8823529411764706,coord__dist__donor_eccentricity_min
BR,130363,1,4602,(coord__dist__donor_pair_min/coord__dist__frac_donor_pairs_within_3)/coord__arm__has_repeated_arms,0.7963521772345308,1.0,1.0,0.9574468085106383,coord__arm__core_branch_degree*coord__dist__donor_pair_min
BR,130363,2,4602,(coord__dist__frac_donor_pairs_within_3/coord__dist__donor_pair_min)*coord__arm__has_repeated_arms,0.8713879870129868,0.5172413793103449,0.6206896551724138,0.4482758620689655,coord__arm__has_repeated_arms*coord__dist__n_donor_pairs_within_2
BR,130363,3,4602,(coord__dist__donor_eccentricity_min/coord__dist__donor_pair_sd)*coord__dist__donor_pair_min,0.9064732142857143,0.7814207650273224,0.7923497267759563,0.7868852459016393,coord__arm__core_donor_eccentricity
BR,130363,4,4602,coord__dist__donor_eccentricity_mean/coord__dist__donor_pair_median,0.8395042194092828,0.6153846153846154,0.8461538461538461,0.7692307692307693,coord__arm__core_branch_degree*coord__dist__donor_pair_min
BR,155921,0,4602,(coord__dist__n_donor_pairs_within_3/coord__arm__estimated_denticity_per_pocket)*coord__arm__n_clusters_with_3plus_donors,0.8648644548759586,0.9,0.9,0.9,coord__dist__donor_eccentricity_min
BR,155921,1,4602,(coord__dist__n_donor_pairs_within_4/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.8641549422799426,0.9230769230769231,1.0,0.8461538461538461,coord__arm__mean_donor_distance_to_core*coord__dist__donor_pair_min
BR,155921,2,4602,coord__dist__donor_eccentricity_mean/coord__dist__donor_pair_median,0.8327316948284684,0.8823529411764706,0.9705882352941176,0.8529411764705882,coord__arm__core_branch_degree/coord__arm__n_amide_branches
BR,155921,3,4602,(coord__arm__n_clusters_with_3plus_donors/coord__dist__donor_pair_proximity_count)/coord__dist__donor_pair_min,0.8591742252456538,0.815,0.815,0.715,coord__dist__donor_eccentricity_max/coord__arm__core_donor_eccentricity
BR,155921,4,4602,(coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_eccentricity_min)*coord__arm__n_clusters_with_3plus_donors,0.9275050662424829,0.36363636363636365,0.7272727272727273,0.36363636363636365,coord__arm__has_repeated_arms*coord__arm__n_clusters_with_3plus_donors
BR,196613,0,4602,(coord__dist__donor_eccentricity_min/coord__dist__donor_pair_sd)*coord__dist__donor_pair_min,0.9245706759715386,0.3,0.75,0.3,coord__arm__core_branch_degree*coord__arm__n_clusters_with_3plus_donors
BR,196613,1,4602,(coord__arm__max_connected_donor_motif_size/coord__dist__donor_pair_median)*coord__arm__local_donor_cluster_count,0.8164682539682542,0.7446808510638298,0.8297872340425532,0.7340425531914894,coord__dist__donor_pair_sd/coord__dist__donor_eccentricity_min
BR,196613,2,4602,(coord__dist__frac_donor_pairs_within_3/coord__arm__min_donor_cluster_size)*coord__dist__donor_pair_proximity_count,0.885775162337662,0.6842105263157895,0.7894736842105263,0.42105263157894735,coord__arm__n_clusters_with_3plus_donors
BR,196613,3,4602,(coord__dist__n_donor_pairs_within_4/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.8424784988947225,0.896551724137931,0.9310344827586207,0.9310344827586207,coord__dist__donor_eccentricity_min
BR,196613,4,4602,(coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_eccentricity_min)*coord__arm__n_clusters_with_3plus_donors,0.8477653519320185,0.9090909090909091,0.9090909090909091,0.8484848484848485,coord__arm__core_branch_degree*coord__dist__donor_pair_min
BR,262147,0,4602,(coord__dist__donor_pair_min*coord__dist__n_donor_pairs_beyond_6)/coord__arm__estimated_denticity_per_pocket,0.8757055852644089,0.7666666666666667,0.9333333333333333,0.8666666666666667,coord__arm__has_repeated_arms*coord__dist__frac_donor_pairs_within_3
BR,262147,1,4602,(coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_eccentricity_min)*coord__arm__n_clusters_with_3plus_donors,0.8748877665544331,0.75,0.9166666666666666,0.9166666666666666,coord__arm__n_clusters_with_2plus_donors
BR,262147,2,4602,coord__dist__donor_eccentricity_mean/coord__dist__donor_eccentricity_max,0.8543650793650794,0.8087431693989071,0.8142076502732241,0.8087431693989071,coord__arm__mean_donor_distance_to_core*coord__dist__donor_pair_min
BR,262147,3,4602,coord__dist__donor_pair_median/coord__dist__donor_eccentricity_max,0.8657832662441469,0.6326530612244898,0.7551020408163265,0.3673469387755102,coord__arm__has_repeated_arms*coord__dist__n_donor_pairs_within_2
BR,262147,4,4602,(coord__dist__frac_donor_pairs_within_3/coord__dist__donor_pair_min)*coord__arm__has_repeated_arms,0.9190654282426436,0.6,0.8,0.6,coord__arm__estimated_denticity_per_pocket*coord__arm__n_amide_branches
BQ,104729,0,4602,(coord__dist__donor_pair_proximity_count/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.883116883116883,0.7761194029850746,0.7810945273631841,0.7711442786069652,coord__arm__estimated_denticity_per_pocket/coord__dist__n_donor_pairs_within_3
BQ,104729,1,4602,(coord__dist__donor_pair_min/coord__dist__frac_donor_pairs_within_3)*coord__arm__min_donor_cluster_size,0.9110537654169726,0.7,0.8,0.7,coord__arm__core_branch_degree*coord__dist__donor_eccentricity_min
BQ,104729,2,4602,(coord__arm__estimated_denticity_per_pocket/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.8405573593073602,1.0,1.0,0.9047619047619048,coord__arm__core_branch_degree*coord__dist__donor_pair_min
BQ,104729,3,4602,(coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_eccentricity_min)*coord__arm__n_clusters_with_3plus_donors,0.8523362909921133,0.5714285714285714,1.0,0.7142857142857143,coord__arm__estimated_denticity_per_pocket*coord__arm__n_amide_branches
BQ,104729,4,4602,(coord__arm__n_clusters_with_3plus_donors/coord__dist__n_five_membered_chelate_pairs)/coord__dist__donor_pair_min,0.8784863945578227,0.825,0.9,0.475,coord__arm__core_branch_degree*coord__dist__donor_pair_min
BQ,130363,0,4602,coord__dist__donor_eccentricity_max/coord__dist__donor_eccentricity_min,0.8435994259363824,0.5882352941176471,0.8823529411764706,0.8823529411764706,coord__dist__donor_eccentricity_min
BQ,130363,1,4602,(coord__dist__frac_donor_pairs_within_3/coord__dist__donor_pair_min)*coord__arm__has_repeated_arms,0.8114684074790457,1.0,1.0,0.6170212765957447,coord__arm__core_branch_degree*coord__dist__donor_pair_min
BQ,130363,2,4602,(coord__dist__donor_pair_min/coord__dist__frac_donor_pairs_within_3)*coord__arm__min_donor_cluster_size,0.8692171239356662,0.4827586206896552,0.6206896551724138,0.4482758620689655,coord__arm__has_repeated_arms*coord__dist__n_donor_pairs_within_2
BQ,130363,3,4602,(coord__dist__donor_eccentricity_min/coord__dist__donor_pair_sd)*coord__dist__donor_pair_min,0.9166666666666669,0.7814207650273224,0.7923497267759563,0.7868852459016393,coord__arm__mean_donor_distance_to_core
BQ,130363,4,4602,coord__dist__donor_eccentricity_mean/coord__dist__donor_pair_median,0.8402462121212124,0.6153846153846154,0.8461538461538461,0.7692307692307693,coord__arm__core_branch_degree*coord__dist__donor_pair_min
BQ,155921,0,4602,coord__arm__mean_donor_distance_to_core/coord__dist__donor_eccentricity_max,0.838031355218855,0.7,0.9,0.9,coord__dist__donor_eccentricity_min
BQ,155921,1,4602,(coord__arm__min_donor_cluster_size/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.829521197193611,1.0,1.0,0.8461538461538461,coord__arm__mean_donor_distance_to_core*coord__dist__donor_pair_min
BQ,155921,2,4602,coord__dist__donor_eccentricity_mean/coord__dist__donor_pair_median,0.8246168582375477,0.8823529411764706,0.9705882352941176,0.8529411764705882,coord__arm__core_branch_degree/coord__arm__n_amide_branches
BQ,155921,3,4602,(coord__dist__frac_donor_pairs_within_3/coord__arm__min_donor_cluster_size)*coord__dist__n_donor_pairs_within_3,0.8738095238095238,0.805,0.815,0.72,coord__arm__core_donor_eccentricity/coord__dist__n_donor_pairs_within_5
BQ,155921,4,4602,(coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_pair_median)*coord__arm__n_clusters_with_3plus_donors,0.9002529576587787,0.36363636363636365,0.7272727272727273,0.36363636363636365,coord__dist__donor_eccentricity_max
BQ,196613,0,4602,(coord__dist__donor_pair_sd/coord__dist__donor_eccentricity_min)*coord__dist__n_donor_pairs_within_2,0.9005001600512159,0.3,0.75,0.3,coord__arm__core_branch_degree*coord__arm__n_clusters_with_3plus_donors
BQ,196613,1,4602,(coord__dist__donor_eccentricity_mean/coord__arm__mean_donor_distance_to_core)*coord__arm__n_clusters_with_3plus_donors,0.8168650793650793,0.8085106382978723,0.8297872340425532,0.7340425531914894,coord__dist__donor_eccentricity_min/coord__dist__donor_pair_sd
BQ,196613,2,4602,coord__dist__n_donor_pairs_within_3/coord__arm__estimated_denticity_per_pocket,0.8748775347459564,0.6842105263157895,0.8421052631578947,0.631578947368421,coord__arm__mean_donor_cluster_size*coord__dist__frac_donor_pairs_within_3
BQ,196613,3,4602,(coord__arm__core_donor_eccentricity/coord__dist__donor_eccentricity_min)*coord__dist__donor_eccentricity_max,0.8440029576587796,0.896551724137931,0.9310344827586207,0.9310344827586207,coord__dist__donor_eccentricity_min
BQ,196613,4,4602,coord__dist__donor_eccentricity_mean/coord__dist__donor_pair_median,0.8215602106227106,0.8787878787878788,0.9090909090909091,0.8484848484848485,coord__arm__core_branch_degree*coord__dist__donor_pair_min
BQ,262147,0,4602,coord__dist__donor_pair_sd/coord__dist__donor_pair_mean,0.8457896270396275,0.8333333333333334,0.9333333333333333,0.8666666666666667,coord__arm__has_repeated_arms*coord__dist__frac_donor_pairs_within_3
BQ,262147,1,4602,(coord__dist__donor_eccentricity_min/coord__dist__donor_pair_sd)*coord__dist__donor_pair_min,0.8766203703703699,0.75,0.9166666666666666,0.9166666666666666,coord__arm__n_clusters_with_3plus_donors
BQ,262147,2,4602,(coord__arm__min_donor_cluster_size/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.8749323593073594,0.8142076502732241,0.8142076502732241,0.8087431693989071,coord__arm__core_donor_eccentricity*coord__dist__donor_pair_min
BQ,262147,3,4602,(coord__arm__mean_donor_cluster_size/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.8811011904761902,0.7346938775510204,0.7551020408163265,0.3673469387755102,coord__arm__has_repeated_arms*coord__dist__n_donor_pairs_within_2
BQ,262147,4,4602,(coord__dist__frac_donor_pairs_within_3/coord__dist__donor_pair_min)*coord__arm__has_repeated_arms,0.8893272316763692,0.6,0.8,0.6,coord__arm__estimated_denticity_per_pocket*coord__arm__n_amide_branches
A,104729,0,4602,(coord__dist__donor_pair_max/coord__arm__core_donor_eccentricity)*coord__arm__n_clusters_with_2plus_donors,0.8510551948051953,0.8048780487804879,0.8292682926829268,0.7560975609756098,coord__arm__estimated_denticity_per_pocket/coord__dist__donor_eccentricity_min
A,104729,1,4602,(coord__arm__n_clusters_with_3plus_donors/coord__dist__donor_pair_median)*coord__arm__has_repeated_arms,0.8606626488979426,0.6619718309859155,0.9014084507042254,0.6619718309859155,coord__arm__core_branch_degree*coord__dist__donor_pair_min
A,104729,2,4602,(coord__arm__n_clusters_with_3plus_donors/coord__arm__min_donor_cluster_size)/coord__dist__donor_pair_min,0.8840963648834018,0.7777777777777778,0.8148148148148148,0.7037037037037037,coord__arm__estimated_denticity_per_pocket
A,104729,3,4602,(coord__dist__n_donor_pairs_within_3/coord__arm__max_connected_donor_motif_size)*coord__arm__n_clusters_with_3plus_donors,0.8616300461661289,0.7976190476190477,0.7976190476190477,0.7857142857142857,coord__arm__core_branch_degree*coord__dist__donor_pair_min
A,104729,4,4602,(coord__dist__n_donor_pairs_within_3/coord__dist__donor_eccentricity_min)*coord__arm__repeated_arm_count,0.8698337542087543,0.7121212121212122,0.7575757575757576,0.7272727272727273,(coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_eccentricity_min)*coord__arm__n_amide_branches
A,130363,0,4602,(coord__dist__donor_pair_sd/coord__dist__donor_pair_mean)*coord__arm__has_repeated_arms,0.8239213784183297,0.8,0.88,0.8,(coord__dist__n_donor_pairs_within_3/coord__dist__n_donor_pairs_within_6)*coord__arm__n_distinct_arm_types
A,130363,1,4602,coord__arm__mean_donor_distance_to_core/coord__dist__donor_eccentricity_mean,0.8625276487502769,0.7959183673469388,0.8979591836734694,0.8979591836734694,coord__dist__frac_donor_pairs_within_3
A,130363,2,4602,(coord__dist__donor_pair_sd/coord__dist__donor_eccentricity_min)*coord__dist__n_donor_pairs_within_2,0.8520666434459547,0.7142857142857143,0.7321428571428571,0.42857142857142855,coord__arm__core_branch_degree*coord__dist__donor_pair_min
A,130363,3,4602,(coord__dist__n_five_membered_chelate_pairs/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.8625835479519256,0.6923076923076923,0.7692307692307693,0.7435897435897436,coord__arm__mean_donor_distance_to_core*coord__dist__donor_pair_min
A,130363,4,4602,(coord__dist__frac_donor_pairs_within_3/coord__dist__donor_pair_min)*coord__arm__has_repeated_arms,0.845792748917749,0.8,0.8166666666666667,0.7916666666666666,coord__arm__core_donor_eccentricity/coord__dist__donor_eccentricity_min
A,155921,0,4602,(coord__arm__mean_donor_distance_to_core/coord__dist__donor_pair_median)*coord__dist__donor_eccentricity_max,0.8514971139971144,0.8461538461538461,0.8653846153846154,0.8269230769230769,(coord__arm__n_clusters_with_3plus_donors/coord__dist__donor_pair_median)*coord__dist__donor_eccentricity_max
A,155921,1,4602,(coord__arm__core_donor_eccentricity/coord__dist__donor_eccentricity_min)*coord__dist__donor_eccentricity_max,0.8416666666666675,0.8636363636363636,0.8636363636363636,0.8409090909090909,coord__arm__mean_donor_distance_to_core*coord__dist__donor_pair_min
A,155921,2,4602,(coord__dist__frac_donor_pairs_within_3/coord__arm__min_donor_cluster_size)*coord__dist__donor_pair_proximity_count,0.853835933966531,0.7777777777777778,0.7962962962962963,0.7592592592592593,coord__arm__core_branch_degree*coord__dist__donor_eccentricity_min
A,155921,3,4602,(coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_eccentricity_min)*coord__arm__n_clusters_with_3plus_donors,0.8261404105154109,0.9166666666666666,0.9444444444444444,0.5,coord__arm__mean_donor_distance_to_core*coord__dist__donor_pair_min
A,155921,4,4602,(coord__dist__donor_pair_median/coord__dist__donor_pair_sd)*coord__dist__donor_pair_min,0.8801024873458652,0.6326530612244898,0.6530612244897959,0.6122448979591837,coord__arm__core_donor_eccentricity/coord__dist__donor_eccentricity_max
A,196613,0,4602,(coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_eccentricity_min)*coord__arm__n_clusters_with_3plus_donors,0.8698548573137395,0.6346153846153846,0.6730769230769231,0.6346153846153846,coord__arm__core_donor_eccentricity/coord__dist__donor_eccentricity_max
A,196613,1,4602,(coord__arm__min_donor_cluster_size/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.8771464646464641,0.9428571428571428,0.9428571428571428,0.45714285714285713,coord__arm__core_branch_degree*coord__dist__donor_pair_min
A,196613,2,4602,(coord__dist__frac_donor_pairs_within_3/coord__dist__donor_pair_min)*coord__arm__has_repeated_arms,0.8742666780802376,0.8245614035087719,0.8421052631578947,0.8070175438596491,(coord__dist__n_donor_pairs_beyond_6/coord__dist__donor_eccentricity_min)*coord__arm__n_amide_branches
A,196613,3,4602,(coord__dist__n_donor_pairs_within_3/coord__arm__max_connected_donor_motif_size)*coord__arm__n_clusters_with_3plus_donors,0.8784443430656927,0.8412698412698413,0.8412698412698413,0.8412698412698413,coord__dist__donor_eccentricity_min
A,196613,4,4602,(coord__dist__frac_donor_pairs_within_3/coord__arm__min_donor_cluster_size)*coord__dist__donor_pair_proximity_count,0.857580169979363,0.7926829268292683,0.8170731707317073,0.7804878048780488,coord__arm__core_branch_degree*coord__dist__donor_pair_min
A,262147,0,4602,(coord__dist__donor_pair_sd/coord__dist__donor_pair_mean)*coord__arm__repeated_arm_count,0.8673904495072382,0.6216216216216216,0.7297297297297297,0.7027027027027027,coord__dist__donor_eccentricity_mean/coord__dist__donor_pair_median
A,262147,1,4602,coord__arm__estimated_denticity_per_pocket/coord__dist__donor_pair_median,0.9207542194092829,0.58,0.66,0.6,coord__arm__core_donor_eccentricity*coord__arm__n_amide_branches
A,262147,2,4602,coord__dist__donor_eccentricity_max/coord__dist__donor_pair_median,0.8636594786447147,0.5735294117647058,0.9264705882352942,0.5441176470588235,coord__arm__core_donor_eccentricity/coord__dist__n_donor_pairs_within_5
A,262147,3,4602,(coord__dist__n_five_membered_chelate_pairs/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.8473114907032105,0.8108108108108109,0.8918918918918919,0.8918918918918919,coord__dist__donor_eccentricity_min
A,262147,4,4602,(coord__arm__mean_donor_cluster_size/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.8509680134680135,0.8247422680412371,0.8247422680412371,0.8247422680412371,coord__dist__donor_eccentricity_min
BP,104729,0,4602,coord__dist__donor_pair_mean/coord__dist__n_donor_pairs_within_3,0.9208333333333334,0.7761194029850746,0.7810945273631841,0.24875621890547264,(coord__dist__n_donor_pairs_within_3/coord__dist__donor_pair_mean)*coord__arm__has_repeated_arms
BP,104729,1,4602,coord__dist__donor_eccentricity_min/coord__dist__donor_pair_sd,0.8651515151515154,0.75,0.8,0.5,coord__arm__core_branch_degree*coord__dist__donor_eccentricity_min
BP,104729,2,4602,(coord__dist__donor_eccentricity_mean/coord__dist__donor_eccentricity_min)*coord__arm__core_donor_eccentricity,0.8852650494159926,0.9047619047619048,1.0,0.8571428571428571,coord__dist__donor_eccentricity_min/coord__dist__n_donor_pairs_beyond_6
BP,104729,3,4602,coord__dist__donor_eccentricity_min/coord__dist__donor_pair_sd,0.8554761904761894,0.5714285714285714,1.0,0.7142857142857143,coord__arm__n_amide_branches*coord__arm__n_clusters_with_3plus_donors
BP,104729,4,4602,(coord__dist__n_donor_pairs_within_3/coord__dist__n_donor_pairs_within_6)*coord__arm__n_clusters_with_3plus_donors,0.8657079646017699,0.9,0.9,0.475,coord__arm__core_branch_degree*coord__dist__donor_pair_min
BP,130363,0,4602,coord__dist__donor_eccentricity_max/coord__dist__donor_eccentricity_min,0.8676940978411567,0.5882352941176471,0.8823529411764706,0.6470588235294118,coord__dist__donor_eccentricity_min
BP,130363,1,4602,(coord__dist__donor_pair_proximity_count/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.8309852118305356,1.0,1.0,0.9574468085106383,coord__arm__core_donor_eccentricity/coord__arm__mean_donor_distance_to_core
BP,130363,2,4602,(coord__dist__donor_pair_min/coord__dist__frac_donor_pairs_within_3)*coord__arm__min_donor_cluster_size,0.8931569030489894,0.4827586206896552,0.6206896551724138,0.4482758620689655,coord__dist__mean_intercluster_distance*coord__dist__n_donor_pairs_within_2
BP,130363,3,4602,coord__dist__donor_eccentricity_max/coord__dist__donor_pair_sd,0.9291666666666667,0.7814207650273224,0.7923497267759563,0.22404371584699453,coord__dist__donor_eccentricity_min
BP,130363,4,4602,(coord__arm__repeated_arm_count*coord__dist__frac_donor_pairs_within_3)/coord__dist__donor_pair_min,0.8216689250225832,0.8461538461538461,0.8461538461538461,0.5384615384615384,coord__arm__core_branch_degree*coord__dist__donor_pair_min
BP,155921,0,4602,coord__arm__mean_donor_distance_to_core/coord__dist__donor_eccentricity_mean,0.8392466329966334,0.7,0.9,0.9,coord__dist__donor_eccentricity_min
BP,155921,1,4602,(coord__dist__n_donor_pairs_within_4/coord__arm__n_clusters_with_3plus_donors)*coord__dist__donor_pair_min,0.8225762527233105,0.9230769230769231,1.0,0.8461538461538461,coord__arm__mean_donor_distance_to_core*coord__dist__donor_pair_min
BP,155921,2,4602,(coord__dist__frac_donor_pairs_within_3/coord__dist__donor_pair_min)*coord__arm__has_repeated_arms,0.8538052089522677,0.9411764705882353,0.9705882352941176,0.7941176470588235,coord__arm__core_branch_degree/coord__arm__n_amide_branches
BP,155921,3,4602,coord__arm__mean_donor_distance_to_core*coord__dist__donor_pair_min,0.9291666666666665,0.805,0.815,0.72,coord__arm__core_donor_eccentricity/coord__dist__donor_eccentricity_max
