extractant,series,n,var_n_ligs,corr_n_ligs_r,r2_n_ligs_on_rr2,var_n_NO3,corr_n_NO3_r,r2_n_NO3_on_rr2,var_n_H2O,corr_n_H2O_r,r2_n_H2O_on_rr2,var_coreCN,corr_coreCN_r,r2_coreCN_on_rr2
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC||water,14,1,0.8524975140112682,0.7687687410605535,0,,,1,-0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC||water,14,1,0.8524975140112682,0.7687687410605535,0,,,1,-0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C||water,14,1,0.8524975140112682,0.7687687410605535,0,,,1,-0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate,14,1,0.8524975140112682,0.7687687410605535,1,-0.8524975140112682,0.7687687410605535,0,,,1,0.8524975140112682,0.7687687410605537
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate,14,1,0.8524975140112682,0.7687687410605535,1,-0.8524975140112682,0.7687687410605535,0,,,1,0.8524975140112682,0.7687687410605537
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC||nitrate,14,0,,,0,,,1,0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate,14,1,0.8524975140112682,0.7687687410605535,1,-0.8524975140112682,0.7687687410605535,0,,,1,0.8524975140112682,0.7687687410605537
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate,12,1,0.8655617846029809,0.7696893291345658,1,-0.8655617846029809,0.7696893291345658,0,,,1,0.8655617846029809,0.7696893291345659
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate,14,1,0.8524975140112682,0.7687687410605535,1,-0.8524975140112682,0.7687687410605535,0,,,1,0.8524975140112682,0.7687687410605537
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC||nitrate,14,1,0.8524975140112682,0.7687687410605535,1,-0.8524975140112682,0.7687687410605535,0,,,1,0.8524975140112682,0.7687687410605537
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1||water,14,1,-0.3359223420513833,0.11287553867594846,0,,,1,0.6111430062890645,0.37934984546751693,1,0.8524975140112682,0.7687687410605537
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1||nitrate,12,0,,,0,,,1,0.8929637734244419,0.799309393673189,1,0.8929637734244416,0.7993093936731892
CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-]||water,13,1,0.8604381585776321,0.7660389935817982,0,,,1,-0.8604381585776321,0.7660389935817982,1,0.8604381585776321,0.766038993581799
CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC||nitrate,9,0,,,0,,,1,0.7494300410762571,0.7461166688899434,1,0.7494300410762574,0.7461166688899433
CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C||water,14,1,0.8524975140112682,0.7687687410605535,0,,,1,-0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C||water,14,1,0.8524975140112682,0.7687687410605535,0,,,1,-0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC||nitrate,9,0,,,0,,,1,0.7494300410762571,0.7461166688899434,1,0.7494300410762574,0.7461166688899433
CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1||nitrate,14,0,,,0,,,1,0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O||nitrate,14,0,,,0,,,0,,,0,,
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC||nitrate,13,0,,,0,,,0,,,0,,
CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC||nitrate,9,0,,,0,,,1,0.7494300410762571,0.7461166688899434,1,0.7494300410762574,0.7461166688899433
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC||nitrate,10,1,0.7900632383797059,0.6944028178474679,1,-0.7900632383797062,0.6944028178474679,0,,,1,0.7900632383797059,0.6944028178474686
CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1||nitrate,14,0,,,0,,,1,0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC||nitrate,13,1,0.8682654511201875,0.8347882459653208,1,-0.8682654511201874,0.8347882459653209,0,,,1,0.8682654511201875,0.8347882459653211
CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC||nitrate,13,1,0.044454610020597654,0.10180625557008549,1,-0.04445461002059763,0.10180625557008582,0,,,0,,
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1||nitrate,14,0,,,0,,,1,0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C||nitrate,14,0,,,0,,,1,0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C||nitrate,14,0,,,0,,,1,0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1||nitrate,14,0,,,0,,,1,0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1||nitrate,12,1,0.8215944645988558,0.7581141141483141,1,-0.8215944645988558,0.7581141141483139,0,,,1,0.8215944645988557,0.7581141141483149
CCN(CC)C(=O)COCC(=O)N(CC)CC,CCN(CC)C(=O)COCC(=O)N(CC)CC||nitrate,14,1,0.8524975140112682,0.7687687410605535,1,-0.8524975140112682,0.7687687410605535,0,,,1,0.8524975140112682,0.7687687410605537
CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1||nitrate,14,0,,,0,,,1,0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1||nitrate,14,0,,,0,,,1,0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1||nitrate,14,1,0.8524975140112682,0.7687687410605535,1,-0.8524975140112682,0.7687687410605535,0,,,1,0.8524975140112682,0.7687687410605537
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1||nitrate,8,1,0.5934748395792752,0.7579524815270161,1,-0.5934748395792752,0.757952481527016,0,,,1,0.5934748395792752,0.7579524815270161
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC||water,13,1,-0.3683761487742972,0.332005822187452,0,,,1,0.6446208714092742,0.416522425910441,1,0.8415262054339436,0.7503640617369172
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,O=C(COCC(=O)N1CCCCC1)N1CCCCC1||water,14,1,0.8524975140112682,0.7687687410605535,0,,,1,-0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1||nitrate,14,0,,,0,,,1,0.8524975140112682,0.7687687410605535,1,0.8524975140112682,0.7687687410605537
