model,rho,n,n_folds_lead_style,n_folds_effective,loco_min_all,loco_max_all,loco_min_present,loco_max_present
NAIVE,0.39200725239857975,62,40,29,0.21926910299003324,0.5046957488191165,0.21926910299003324,0.5046957488191165
SPECIES,-0.08367958500163683,62,40,29,-0.12886913031397612,0.000453035336756267,-0.12886913031397612,0.000453035336756267
SPECIES_CONST,0.16666666666666666,19,40,14,0.07327141382868937,0.33529411764705885,0.07327141382868937,0.33529411764705885
ELEM,0.31338923723905215,62,40,29,0.03095741467834491,0.37546138072453866,0.03095741467834491,0.37546138072453866
CYCLE_ADD,0.2906247639193171,62,40,29,-0.025823014195107217,0.35071770334928226,-0.025823014195107217,0.35071770334928226
CYCLE_CONSTGAMMA,0.1892422754400544,62,40,29,0.12497916087802169,0.27818838566268417,0.12497916087802169,0.27818838566268417
SPECIES_NODELTA,0.034474075193271385,62,40,29,-0.08230141951072183,0.11453181439288694,-0.08230141951072183,0.11453181439288694
