model,n,slope_sd_eV_per_unit_r,slope_iqr,median_abs_slope
NAIVE,62,818.5247876917617,1489.2338781435678,772.1490869907989
ELEM,62,1.6483789856549818,2.269273492682177,1.1485049650131582
SPECIES,62,0.25234200240316373,0.19165787519246472,0.10088851120960676
SPECIES_CONST,19,0.28264748604442447,0.26005844186351396,0.1218254921568059
CYCLE_ADD,62,2.4785656680028874,4.6992108353375786,2.1656559331844125
