context,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,2d_ensemble_weight,delta3d_weight,simplicial_weight,inner_group_balanced_r2,raw_selected,selected_after_gate
outer_1:baseline,0.0,3.0,224094.0,0.35,2.0,0.14037675021445487,0.08727148347744262,0.1142533980403789,True,,,,,,
outer_1:baseline,1.0,3.0,224094.0,0.7,2.0,0.14071345468338137,0.13852201248706053,0.10938947025189769,False,,,,,,
outer_1:baseline,2.0,3.0,224094.0,1.0,4.0,0.15748642836541643,-0.04957661323244422,0.12379333988248815,False,,,,,,
outer_1:2d_second_unshrunk,0.0,3.0,224094.0,0.35,2.0,0.13865772398254478,0.10664907461192386,0.11215889004809122,True,,,,,,
outer_1:2d_second_unshrunk,1.0,3.0,224094.0,0.7,2.0,0.14041173305773005,0.1400235335946155,0.10911276305197724,False,,,,,,
outer_1:2d_second_unshrunk,2.0,3.0,224094.0,1.0,4.0,0.15752517760447354,-0.05988401192130577,0.1242550810080256,False,,,,,,
outer_1:delta3d_unshrunk,0.0,3.0,224094.0,0.35,2.0,0.13885725013814196,0.0988030005193089,0.11495906539634873,True,,,,,,
outer_1:delta3d_unshrunk,1.0,3.0,224094.0,0.7,2.0,0.14076370526922574,0.09658971737992095,0.11408246222147995,False,,,,,,
outer_1:delta3d_unshrunk,2.0,3.0,224094.0,1.0,4.0,0.14876950863579116,0.018352070758135608,0.12232126919811691,False,,,,,,
outer_1:2d_ensemble_weight,,,,,,0.14037675021445487,0.08727148347744262,0.1142533980403789,False,0.0,,,,,
outer_1:2d_ensemble_weight,,,,,,0.13991463673973725,0.09293117663444073,0.11364452893883614,False,0.25,,,,,
outer_1:2d_ensemble_weight,,,,,,0.1394700087013584,0.09804733954252032,0.11309356573573125,False,0.5,,,,,
outer_1:2d_ensemble_weight,,,,,,0.13904939114654835,0.10261997220168129,0.11259102748194255,False,0.75,,,,,
outer_1:2d_ensemble_weight,,,,,,0.13865772398254478,0.10664907461192386,0.11215889004809122,True,1.0,,,,,
outer_1:delta3d_weight,,,,,,0.14037675021445487,0.08727148347744262,0.1142533980403789,False,,0.0,,,,
outer_1:delta3d_weight,,,,,,0.13837709917529953,0.10047893435455169,0.113507449777674,False,,0.25,,,,
outer_1:delta3d_weight,,,,,,0.13762941539352344,0.10680333748723247,0.11341318666735467,True,,0.5,,,,
outer_1:delta3d_weight,,,,,,0.1378836599847636,0.10624469287548488,0.11392883428922825,False,,0.75,,,,
outer_1:delta3d_weight,,,,,,0.13885725013814196,0.0988030005193089,0.11495906539634873,False,,1.0,,,,
outer_1:simplicial_weight,,,,,,0.13762941539352344,0.10680333748723247,,,,,0.0,0.06002373440874631,False,True
outer_1:simplicial_weight,,,,,,0.1372024737354057,0.12949614674952803,,,,,0.25,0.07964317965678536,True,False
outer_1:simplicial_weight,,,,,,0.1395287726807129,0.11371557593667647,,,,,0.5,0.06753791996815539,False,False
outer_1:simplicial_weight,,,,,,0.14470923727111645,0.0594616250486778,,,,,0.75,0.023707955342856524,False,False
outer_1:simplicial_weight,,,,,,0.15292628723971574,-0.03326570591446831,,,,,1.0,-0.05184671421911147,False,False
outer_2:baseline,0.0,3.0,234101.0,0.35,2.0,0.14227377999444613,0.018901885382935135,0.13118479192039004,True,,,,,,
outer_2:baseline,1.0,3.0,234101.0,0.7,2.0,0.1486373534326778,-0.11719648150623163,0.1411911104337092,False,,,,,,
outer_2:baseline,2.0,3.0,234101.0,1.0,4.0,0.15208741589203492,-0.019571188497338854,0.13575208014045223,False,,,,,,
outer_2:2d_second_unshrunk,0.0,3.0,234101.0,0.35,2.0,0.1421853327629435,0.017614242942873837,0.13095664728422388,True,,,,,,
outer_2:2d_second_unshrunk,1.0,3.0,234101.0,0.7,2.0,0.15258539729635093,-0.15899886963874454,0.14365092645808525,False,,,,,,
outer_2:2d_second_unshrunk,2.0,3.0,234101.0,1.0,4.0,0.1524701865556067,-0.017164053638075938,0.1356156813672347,False,,,,,,
outer_2:delta3d_unshrunk,0.0,3.0,234101.0,0.35,2.0,0.14822889124834981,0.09596225133630665,0.12604899026253974,True,,,,,,
outer_2:delta3d_unshrunk,1.0,3.0,234101.0,0.7,2.0,0.15080522153352502,0.0650140557663813,0.12802973428844536,False,,,,,,
outer_2:delta3d_unshrunk,2.0,3.0,234101.0,1.0,4.0,0.15092141216423458,0.09257049225325853,0.12489491179738056,False,,,,,,
outer_2:2d_ensemble_weight,,,,,,0.14227377999444613,0.018901885382935135,0.13118479192039004,False,0.0,,,,,
outer_2:2d_ensemble_weight,,,,,,0.14197038157164985,0.019374070073071792,0.13100905495549764,False,0.25,,,,,
outer_2:2d_ensemble_weight,,,,,,0.14196154231888172,0.01931685789644033,0.13092752734603738,True,0.5,,,,,
outer_2:2d_ensemble_weight,,,,,,0.1420535782889628,0.018730248853040976,0.13090669817215375,False,0.75,,,,,
outer_2:2d_ensemble_weight,,,,,,0.1421853327629435,0.017614242942873837,0.13095664728422388,False,1.0,,,,,
outer_2:delta3d_weight,,,,,,0.14227377999444613,0.018901885382935135,0.13118479192039004,False,,0.0,,,,
outer_2:delta3d_weight,,,,,,0.14194167110716358,0.051454477418580225,0.12885259649777903,True,,0.25,,,,
outer_2:delta3d_weight,,,,,,0.14289042674743246,0.07514873575602365,0.12710548207818073,False,,0.5,,,,
outer_2:delta3d_weight,,,,,,0.14527814464098812,0.08998466039526587,0.12616609261515105,False,,0.75,,,,
outer_2:delta3d_weight,,,,,,0.14822889124834981,0.09596225133630665,0.12604899026253974,False,,1.0,,,,
outer_2:simplicial_weight,,,,,,0.14194167110716358,0.051454477418580225,,,,,0.0,0.04019962469815663,True,True
outer_2:simplicial_weight,,,,,,0.14385969313423658,0.07975618525023742,,,,,0.25,0.05553061939426751,False,False
outer_2:simplicial_weight,,,,,,0.15398342008650326,0.030259804385331268,,,,,0.5,0.007746073171379431,False,False
outer_2:simplicial_weight,,,,,,0.16735633838835448,-0.0970346651761389,,,,,0.75,-0.10315401397050761,False,False
outer_2:simplicial_weight,,,,,,0.18379289204416063,-0.3021272234341723,,,,,1.0,-0.2771696420313936,False,False
outer_3:baseline,0.0,3.0,244108.0,0.35,2.0,0.1420871140688107,0.0317185631685295,0.1275973735058495,True,,,,,,
outer_3:baseline,1.0,3.0,244108.0,0.7,2.0,0.151688387802956,-0.06129713563569705,0.13557584688085125,False,,,,,,
outer_3:baseline,2.0,3.0,244108.0,1.0,4.0,0.1538916708796366,-0.13443972611293908,0.14409463780299173,False,,,,,,
outer_3:2d_second_unshrunk,0.0,3.0,244108.0,0.35,2.0,0.1425618823647072,-0.00370065649363549,0.13168796350904305,True,,,,,,
outer_3:2d_second_unshrunk,1.0,3.0,244108.0,0.7,2.0,0.15238868039143402,-0.06959204784686701,0.13700805606211686,False,,,,,,
outer_3:2d_second_unshrunk,2.0,3.0,244108.0,1.0,4.0,0.15259712431991454,-0.10370025483296663,0.1415827091581762,False,,,,,,
outer_3:delta3d_unshrunk,0.0,3.0,244108.0,0.35,2.0,0.14104893989570044,0.040736201079678236,0.12580140500566986,True,,,,,,
outer_3:delta3d_unshrunk,1.0,3.0,244108.0,0.7,2.0,0.14698620196733392,-0.01195680004508759,0.1301224657594583,False,,,,,,
outer_3:delta3d_unshrunk,2.0,3.0,244108.0,1.0,4.0,0.14823116903128716,-0.009438823855556278,0.1298870381328335,False,,,,,,
outer_3:2d_ensemble_weight,,,,,,0.1420871140688107,0.0317185631685295,0.1275973735058495,True,0.0,,,,,
outer_3:2d_ensemble_weight,,,,,,0.14211626527990445,0.02400355745216043,0.12855462640422738,False,0.25,,,,,
outer_3:2d_ensemble_weight,,,,,,0.14221103019408365,0.015528685603009795,0.1295504326198552,False,0.5,,,,,
outer_3:2d_ensemble_weight,,,,,,0.14237746995337197,0.006293947621078044,0.13059767614639292,False,0.75,,,,,
outer_3:2d_ensemble_weight,,,,,,0.1425618823647072,-0.00370065649363549,0.13168796350904305,False,1.0,,,,,
outer_3:delta3d_weight,,,,,,0.1420871140688107,0.0317185631685295,0.1275973735058495,False,,0.0,,,,
outer_3:delta3d_weight,,,,,,0.14017195868261945,0.045724273002152316,0.1258056538136964,False,,0.25,,,,
outer_3:delta3d_weight,,,,,,0.1389419559982532,0.05189578259855143,0.12486801136903454,True,,0.5,,,,
outer_3:delta3d_weight,,,,,,0.13922415423769519,0.05023309195772674,0.12495205478739323,False,,0.75,,,,
outer_3:delta3d_weight,,,,,,0.14104893989570044,0.040736201079678236,0.12580140500566986,False,,1.0,,,,
outer_3:simplicial_weight,,,,,,0.1389419559982532,0.05189578259855143,,,,,0.0,0.0856363381338453,True,True
outer_3:simplicial_weight,,,,,,0.13950056514317483,0.07003955357910663,,,,,0.25,0.09386530429596696,False,False
outer_3:simplicial_weight,,,,,,0.14839070434030582,-0.00587018417333085,,,,,0.5,0.011412843551410035,False,False
outer_3:simplicial_weight,,,,,,0.1595522689948264,-0.17583343065876078,,,,,0.75,-0.1617210440998258,False,False
outer_3:simplicial_weight,,,,,,0.17245335980930918,-0.4398501858771833,,,,,1.0,-0.4255363586577401,False,False
outer_4:baseline,0.0,3.0,254115.0,0.35,2.0,0.13656057553905263,-0.05483268998645685,0.13430824195816535,True,,,,,,
outer_4:baseline,1.0,3.0,254115.0,0.7,2.0,0.14027252377116778,-0.22603755199989695,0.15014286982026637,False,,,,,,
outer_4:baseline,2.0,3.0,254115.0,1.0,4.0,0.14252565466665448,-0.17256384386501522,0.1473927333185362,False,,,,,,
outer_4:2d_second_unshrunk,0.0,3.0,254115.0,0.35,2.0,0.13554929309108377,-0.08138605601483051,0.13675038401178435,True,,,,,,
outer_4:2d_second_unshrunk,1.0,3.0,254115.0,0.7,2.0,0.13829202026321158,-0.18592189072509435,0.14707031049825503,False,,,,,,
outer_4:2d_second_unshrunk,2.0,3.0,254115.0,1.0,4.0,0.14160708787162604,-0.1603539525293114,0.1460994904794754,False,,,,,,
outer_4:delta3d_unshrunk,0.0,3.0,254115.0,0.35,2.0,0.13115243837818544,0.067329311752366,0.12355148880232474,True,,,,,,
outer_4:delta3d_unshrunk,1.0,3.0,254115.0,0.7,2.0,0.13234077154627807,0.0621327470095121,0.1234061153955979,False,,,,,,
outer_4:delta3d_unshrunk,2.0,3.0,254115.0,1.0,4.0,0.13260014158471364,0.08239801183538475,0.12195464265331135,False,,,,,,
outer_4:2d_ensemble_weight,,,,,,0.13656057553905263,-0.05483268998645685,0.13430824195816535,False,0.0,,,,,
outer_4:2d_ensemble_weight,,,,,,0.1362793540233809,-0.060840900456482494,0.13487699735203115,False,0.25,,,,,
outer_4:2d_ensemble_weight,,,,,,0.13601995977744505,-0.06726919828455324,0.1354655440633312,False,0.5,,,,,
outer_4:2d_ensemble_weight,,,,,,0.13577704138850846,-0.07411758347066932,0.13608808898250882,False,0.75,,,,,
outer_4:2d_ensemble_weight,,,,,,0.13554929309108377,-0.08138605601483051,0.13675038401178435,True,1.0,,,,,
outer_4:delta3d_weight,,,,,,0.13656057553905263,-0.05483268998645685,0.13430824195816535,False,,0.0,,,,
outer_4:delta3d_weight,,,,,,0.13299062701306916,-0.01065984267819009,0.130270010725142,False,,0.25,,,,
outer_4:delta3d_weight,,,,,,0.13068717224031243,0.02442477338103588,0.1270210286221274,False,,0.5,,,,
outer_4:delta3d_weight,,,,,,0.1298730475003033,0.050421158191221394,0.12471336233349634,True,,0.75,,,,
outer_4:delta3d_weight,,,,,,0.13115243837818544,0.067329311752366,0.12355148880232474,False,,1.0,,,,
outer_4:simplicial_weight,,,,,,0.1298730475003033,0.050421158191221394,,,,,0.0,0.10957958065830031,False,False
outer_4:simplicial_weight,,,,,,0.1278262834965305,0.09193123380930768,,,,,0.25,0.1431367859921321,True,True
outer_4:simplicial_weight,,,,,,0.1297705540192178,0.08771687992383093,,,,,0.5,0.13342587734685163,False,False
outer_4:simplicial_weight,,,,,,0.13481167311921832,0.03777809653479158,,,,,0.75,0.08044685472245883,False,False
outer_4:simplicial_weight,,,,,,0.14182221900184797,-0.057885116357810906,,,,,1.0,-0.015800281881046097,False,False
