grouping,pair_label,n_rows,baseline_mae,baseline_sign_accuracy,2d_ensemble_mae,2d_ensemble_sign_accuracy,delta3d_unshrunk_mae,delta3d_unshrunk_sign_accuracy,delta3d_mae,delta3d_sign_accuracy,simplicial_unshrunk_mae,simplicial_unshrunk_sign_accuracy,simplicial_mae,simplicial_sign_accuracy,mae_reduction_simplicial_vs_delta3d
pair_type,Sm-Eu,106,0.16331279306929553,0.6792452830188679,0.16288786189693502,0.6886792452830188,0.17572247353134768,0.6981132075471698,0.16126360277217858,0.7264150943396226,0.1802513855694929,0.6886792452830188,0.16242127080562077,0.7075471698113207,-0.001157668033442194
pair_type,Gd-Tb,98,0.12190229526639154,0.8979591836734694,0.12178580666062894,0.8979591836734694,0.12875077869390128,0.9489795918367347,0.12009813251184366,0.8979591836734694,0.18863139147114122,0.9387755102040817,0.12176606737167794,0.8979591836734694,-0.001667934859834283
pair_type,Dy-Ho,96,0.10819075143646305,0.7395833333333334,0.109539511417075,0.7395833333333334,0.10701608675720353,0.78125,0.10739664819013596,0.7291666666666666,0.11703559320073048,0.7916666666666666,0.10665255719970733,0.7395833333333334,0.0007440909904286308
pair_type,Ho-Er,96,0.11147871271114106,0.65625,0.11188805125503777,0.6875,0.08626979378044207,0.7083333333333334,0.11228516280456245,0.6979166666666666,0.12698785325596182,0.3541666666666667,0.11361110071847746,0.6979166666666666,-0.0013259379139150124
pair_type,La-Ce,95,0.20683816783833645,0.8210526315789474,0.20614058039115465,0.8210526315789474,0.1898147340431218,0.8315789473684211,0.2072700400481184,0.8315789473684211,0.17536220814820264,0.7368421052631579,0.20491237800203987,0.8315789473684211,0.0023576620460785125
pair_type,Er-Tm,89,0.07312788683192034,0.5730337078651685,0.07297315987632422,0.5955056179775281,0.069888673929434,0.43820224719101125,0.07398368624379169,0.48314606741573035,0.0850866318704559,0.39325842696629215,0.07341873731250527,0.4943820224719101,0.0005649489312864187
pair_type,Tb-Dy,88,0.14708639473148485,0.6590909090909091,0.15017476598418755,0.6477272727272727,0.13774873848276312,0.7159090909090909,0.14811004350055937,0.6363636363636364,0.1620484588056278,0.5681818181818182,0.15107508177084214,0.625,-0.0029650382702827716
pair_type,Tm-Yb,86,0.05530069361474865,0.5348837209302325,0.05528649323585649,0.5465116279069767,0.06605428126410949,0.5,0.05552272615526739,0.5,0.05465272971729632,0.5,0.05502097979540663,0.5232558139534884,0.0005017463598607635
pair_type,Eu-Gd,83,0.10400924835445886,0.7469879518072289,0.10256238232480336,0.7469879518072289,0.09996985327588731,0.7951807228915663,0.10430798379392148,0.7469879518072289,0.15454061831572377,0.43373493975903615,0.10429170879837683,0.7349397590361446,1.62749955446434e-05
pair_type,Yb-Lu,82,0.09614057505535778,0.573170731707317,0.09733998084453349,0.573170731707317,0.08765536542069058,0.5487804878048781,0.09889350865338893,0.5487804878048781,0.10174010452804137,0.47560975609756095,0.09922095421620007,0.5365853658536586,-0.00032744556281114057
pair_type,Ce-Pr,81,0.16961922632494514,0.8024691358024691,0.168844569095627,0.8024691358024691,0.16855302870489736,0.8024691358024691,0.1715619830668527,0.8024691358024691,0.17452105304814536,0.8024691358024691,0.17209046158658664,0.8024691358024691,-0.0005284785197339492
pair_type,Pr-Nd,81,0.13168351228151132,0.7777777777777778,0.13220069919241045,0.7777777777777778,0.13528589878402797,0.7777777777777778,0.1321770696718423,0.7901234567901234,0.17844071872715978,0.5185185185185185,0.13256983382089482,0.7901234567901234,-0.0003927641490525102
