grouping,extractant,n_rows,baseline_mae,baseline_sign_accuracy,2d_ensemble_mae,2d_ensemble_sign_accuracy,delta3d_unshrunk_mae,delta3d_unshrunk_sign_accuracy,delta3d_mae,delta3d_sign_accuracy,simplicial_unshrunk_mae,simplicial_unshrunk_sign_accuracy,simplicial_mae,simplicial_sign_accuracy,mae_reduction_simplicial_vs_delta3d
extractant,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,12,0.09534548851068893,0.8333333333333334,0.09433570527334799,0.8333333333333334,0.0931455966733822,0.8333333333333334,0.09335615167913099,0.8333333333333334,0.1075759931346283,0.75,0.09335615167913099,0.8333333333333334,0.0
extractant,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,11,0.09126827037445126,0.2727272727272727,0.09084575817927014,0.2727272727272727,0.08335430082974639,0.2727272727272727,0.0854766455256911,0.2727272727272727,0.10769319102510275,0.5454545454545454,0.0854766455256911,0.2727272727272727,0.0
extractant,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,11,0.13395084309071353,0.8181818181818182,0.13395084309071353,0.8181818181818182,0.13153981005231932,0.8181818181818182,0.13138576221093118,0.8181818181818182,0.18411495283957435,0.45454545454545453,0.13138576221093118,0.8181818181818182,0.0
extractant,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,10,0.38097120008909807,0.8,0.38097120008909807,0.8,0.4200243000411887,0.7,0.38097120008909807,0.8,0.39314281461118117,0.8,0.38097120008909807,0.8,0.0
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,4,0.2806210172802699,0.75,0.28184389921317343,0.75,0.2657842271823402,0.75,0.2674369664169713,0.75,0.26460074753890106,0.75,0.26477037873753984,0.75,0.0026665876794314536
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,2,0.21287515288030465,1.0,0.21287515288030465,1.0,0.2064655495276237,1.0,0.21287515288030465,1.0,0.22011593094885426,1.0,0.21287515288030465,1.0,0.0
extractant,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,2,0.1141321605973745,0.5,0.12780623418837184,0.5,0.22482708138541135,0.5,0.19715335118840216,0.5,0.15091317216922584,0.5,0.18559330643360805,0.5,0.011560044754794108
extractant,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,2,0.10629904526394826,0.5,0.10629904526394826,0.5,0.19665269173467506,0.5,0.15147586849931166,0.5,0.20739927984227186,0.5,0.15147586849931166,0.5,0.0
extractant,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,2,0.09325314198003831,0.0,0.08755005771917647,0.5,0.07375213905606189,1.0,0.078627389787056,1.0,0.15247825795379233,0.0,0.09709010682874007,0.0,-0.018462717041684076
extractant,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,2,0.10569969428348344,0.5,0.10569969428348344,0.5,0.07686671980940755,0.5,0.10569969428348344,0.5,0.08913812175345559,1.0,0.10569969428348344,0.5,0.0
