design,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1,family,endpoint,lead,loco_stable,p_bh_within_lead_family,src,budget,p_bh_all_L4
B,UNCERT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,UNCERT,-0.0322130177076432,-0.1375286908581419,0.108305265116489,-0.1776084925866342,0.081299446148107,0.7626,0.0672951757041908,0.1884264919717342,0.0397279380595699,84,41,2,5,-0.0490168723712681,0.048846311438117,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.8684444444444445,contrasts_abc.csv,,0.8706675191815856
B,MAXMIN_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,MAXMIN,-0.0409666571362092,-0.085499594475087,0.0230488520787768,-0.093418771022819,0.0139315979178425,0.2034,0.0277339969783401,0.0776551915393523,-0.0244707184107335,84,35,1,5,-0.0493668538330843,-0.0225160649709708,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.3640888888888889,contrasts_abc.csv,,0.36068016194331987
BR,AOPT_vs_RANDOM,mae_all,RANDOM,AOPT,0.0234521579422703,0.0135497401462173,0.0359322916159785,0.0139496038290129,0.0365565319567722,0.0,0.005645814592945,0.015808280860246,0.0237646822504275,90,72,5,5,0.0206381586146915,0.0255300781658329,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.0,contrasts_abc.csv,,0.0
BR,AOPT_vs_MAXMIN,mae_all,MAXMIN,AOPT,0.0417216590642302,0.0148296614655136,0.0600755213841255,0.0195567582218147,0.0636748737161799,0.0014,0.0116049584467709,0.0324938836509585,0.0344623086240651,90,65,5,5,0.0322159136845297,0.044871918941556,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.0046666666666666,contrasts_abc.csv,,0.005970588235294117
BR,UNCERT_vs_RANDOM,mae_all,RANDOM,UNCERT,-0.0040808719101528,-0.0240360150799938,0.0224625711126687,-0.0225895345083324,0.0244256649901189,0.711,0.0117504264302671,0.032901194004748,0.0001439833521216,90,36,3,5,-0.0113053983417183,0.0006682979490086,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.942888888888889,contrasts_abc.csv,,0.8439
BR,UNCERT_vs_MAXMIN,mae_all,MAXMIN,UNCERT,0.0141886292118069,-0.01949629734542,0.0389241722265443,-0.0177936556879167,0.0400649959954975,0.3602,0.0147720207852798,0.0413616581987835,0.0108416097257592,90,45,3,5,0.0073541334677054,0.0184485896563172,True,0.02,False,False,registered,ABC_mae_all,L4,True,0.7204,contrasts_abc.csv,,0.5556276595744681
BR,MAXMIN_vs_RANDOM,mae_all,RANDOM,MAXMIN,-0.0182695011219598,-0.0354780739527076,0.0066699364238092,-0.0399102628043135,0.0017977343184944,0.1804,0.0110974658028182,0.0310729042478912,-0.0106976263736375,90,36,0,5,-0.0209613232937251,-0.0066858355186967,True,0.02,False,False,exploratory,ABC_mae_all,L4,True,0.3436190476190476,contrasts_abc.csv,,0.32834309623430963
BR,AOPT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,0.072621287143434,0.0472388338201036,0.0981633351943656,0.0458966489741587,0.0971333597371915,0.0,0.0125867217667374,0.0352428209468649,0.0740961235246123,86,74,5,5,0.0672058943227254,0.078492939104899,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
BR,AOPT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.1879724030338265,0.1319786630550846,0.2273029823516765,0.1412861047751825,0.2372497525268833,0.0,0.0240592621955268,0.067365934147475,0.1709609789824858,86,79,5,5,0.1725152219233851,0.1947139421324511,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
BR,UNCERT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.0473909470459035,0.0088121716973491,0.1039648531887456,-0.0016581534082942,0.0918981352370012,0.0098,0.0254286446019811,0.0712002048855472,0.0751751414406413,86,47,4,5,0.0371405391298272,0.0757764478286157,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.0252903225806451,contrasts_abc.csv,,0.031116788321167883
BR,UNCERT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.162742062936296,0.1244631760830951,0.2115810177200893,0.1245903529896883,0.2119827541445826,0.0,0.0225159392084789,0.063044629783741,0.1720399968985148,86,74,5,5,0.1519702975047983,0.1747877199732398,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
BR,MAXMIN_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.1153511158903925,-0.1445827542782352,-0.0698476438585119,-0.1510398210858607,-0.0781615977771029,0.0,0.0193862894398007,0.0542816104314419,-0.0968648554578734,86,11,0,5,-0.1196220544942381,-0.099011272144624,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
BR,AOPT_vs_RANDOM_mae_far,mae_far,RANDOM,AOPT,0.037729765353837,0.0213042631109313,0.059058876428644,0.021768544469909,0.0595331608646196,0.0,0.0094780595791569,0.0265385668216395,0.0389066145765304,88,71,5,5,0.0332351678045466,0.0416097245957399,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.0,contrasts_abc.csv,,0.0
BR,AOPT_vs_MAXMIN_mae_far,mae_far,MAXMIN,AOPT,0.0693688739598063,0.0254273975150084,0.0991344895860329,0.0329865148866633,0.1046796255213134,0.001,0.0189061657253546,0.0529372640309929,0.0596480180992921,88,65,5,5,0.0540403446535493,0.074724571803743,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.0032,contrasts_abc.csv,,0.00435
BR,UNCERT_vs_RANDOM_mae_far,mae_far,RANDOM,UNCERT,-0.011199913113901,-0.0382788833791572,0.02576864345129,-0.0372707466665387,0.0274727002983943,0.4884,0.0161115579357954,0.0451123622202273,-0.0029837937913932,88,34,3,5,-0.0201634545696752,-0.0040552472328211,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.6622372881355932,contrasts_abc.csv,,0.6853354838709678
BR,UNCERT_vs_MAXMIN_mae_far,mae_far,MAXMIN,UNCERT,0.0204391954920682,-0.031521970362457,0.0564589347317997,-0.0291040274104983,0.058200306723055,0.3812,0.0223041298880573,0.0624515636865605,0.0177576097313683,88,46,3,5,0.0083753728249882,0.0273906274991983,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.5445714285714286,contrasts_abc.csv,,0.5777770034843206
BR,MAXMIN_vs_RANDOM_mae_far,mae_far,RANDOM,MAXMIN,-0.0316391086059693,-0.0597024496293956,0.0094634755448875,-0.0669728358627246,0.0014246032039144,0.1586,0.0182204033776134,0.0510171294573177,-0.0207414035227616,88,35,0,5,-0.0360630636693368,-0.0124306200578094,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.3172,contrasts_abc.csv,,0.2999608695652174
BR,AOPT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,AOPT,0.0519520606073416,0.0181599603172316,0.0902928316502869,0.0167908178330024,0.0888565854169965,0.0068,0.0179511765400985,0.0502632943122758,0.0566357875270794,84,62,4,5,0.044806787207529,0.059293297585888,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.0181333333333333,contrasts_abc.csv,,0.022240601503759398
BR,AOPT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,AOPT,0.114425476006276,0.036155483120941,0.1671543582442896,0.0487322324994561,0.1781996174126142,0.0022,0.0336193512157266,0.0941341834040346,0.0925205754199042,84,60,5,5,0.0895382299548889,0.121899896954409,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.0065185185185185,contrasts_abc.csv,,0.008861111111111111
BR,UNCERT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,UNCERT,0.0030335059789806,-0.0564726792202031,0.0916539348671203,-0.0732241389027251,0.0722134213276297,0.8582,0.0398186200401476,0.1114921361124134,0.0473512713111102,84,40,3,5,-0.0125701688222078,0.0491484046638876,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.9277837837837836,contrasts_abc.csv,,0.9172407862407863
