design,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1,family,endpoint,lead,loco_stable,p_bh_within_lead_family,src,budget,p_bh_all_L4
BR,UNCERT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,UNCERT,0.065506921377915,0.0138780016413749,0.1314134006390217,0.011862485799031,0.1282553655964116,0.0144,0.0295555938494552,0.0827556627784747,0.0832360592039349,84,62,3,5,0.0530431386224752,0.0816107533604874,True,0.02,True,False,exploratory,ABC_pair_spearman,L4,True,0.0338823529411764,contrasts_abc.csv,,0.04261224489795919
BR,MAXMIN_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,MAXMIN,-0.0624734153989343,-0.1086828322761588,0.0107168144844077,-0.119548755864504,-0.0030560567347356,0.1052,0.0314204529477393,0.0879772682536703,-0.0358847878928247,84,30,0,5,-0.070022834135065,-0.0324623486965997,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.2214736842105263,contrasts_abc.csv,,0.21585849056603773
BQ,AOPT_vs_RANDOM,mae_all,RANDOM,AOPT,-0.0033717201208693,-0.0374693531359781,0.0355452101732191,-0.0520950751802193,0.0290848938053581,0.9738,0.0209534047825484,0.0586695333911356,0.0184879696876077,90,48,3,5,-0.007057201866494,0.0241274712620722,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.9852,contrasts_abc.csv,,0.9805625
BQ,AOPT_vs_MAXMIN,mae_all,MAXMIN,AOPT,0.0102729891478684,-0.0136473858038728,0.0439321703477767,-0.0201906021181893,0.0364714780965412,0.4342,0.0151832072005554,0.0425129801615552,0.0246674981500246,90,43,4,5,0.0031871800321865,0.0271545739589833,True,0.02,False,False,registered,ABC_mae_all,L4,True,0.7636666666666666,contrasts_abc.csv,,0.6338154362416106
BQ,UNCERT_vs_RANDOM,mae_all,RANDOM,UNCERT,0.003460481622222,-0.0297813607059143,0.0275366836322493,-0.0286274164686736,0.0287295343295664,0.8032,0.0146002556724533,0.0408807158828692,0.0006425237015836,90,41,4,5,-0.0041080375241427,0.009377769031565,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.942888888888889,contrasts_abc.csv,,0.8823030303030303
BQ,UNCERT_vs_MAXMIN,mae_all,MAXMIN,UNCERT,0.0171051908909598,-0.0316807541353728,0.0469683025057793,-0.0231802398276349,0.0515552314201313,0.4582,0.0204463307127516,0.0572497259957044,0.0068220521640005,90,48,4,5,-0.0010809348272316,0.0260962917818414,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.7636666666666666,contrasts_abc.csv,,0.6556480263157894
BQ,MAXMIN_vs_RANDOM,mae_all,RANDOM,MAXMIN,-0.0136447092687377,-0.0306185754467462,0.0118003290310809,-0.0344226878612107,0.0069777232452728,0.3146,0.0110767120095711,0.0310147936267993,-0.0061795284624168,90,37,0,5,-0.0167185227502763,-0.003027102696911,True,0.02,False,False,exploratory,ABC_mae_all,L4,True,0.484,contrasts_abc.csv,,0.5049852398523985
BQ,AOPT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,0.0300791920785195,-0.0199237173082099,0.094313143254595,-0.0399891269329931,0.0818828257086733,0.2648,0.0319988787919755,0.0895968606175314,0.0636134511368047,86,52,4,5,0.0226107718075597,0.0709155244519287,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.4323265306122448,contrasts_abc.csv,,0.43964885496183204
BQ,AOPT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.1297150771355245,0.0878324435917415,0.195730058235611,0.0845267490499555,0.1887976207581745,0.0,0.02807118846689,0.0785993277072921,0.1463982918509146,86,80,5,5,0.1105310423845132,0.1553632379793499,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
BQ,UNCERT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.059912556661896,0.0251422293073175,0.1028842887231874,0.0221924193440049,0.0995793351022516,0.0018,0.0194391155015709,0.0544295234043987,0.0757789194699032,86,62,4,5,0.0530373009716031,0.0683614763996073,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0055384615384615,contrasts_abc.csv,,0.007528846153846154
BQ,UNCERT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.159548441718901,0.1036698268929182,0.1991311478759447,0.0983316623595235,0.1960811142490328,0.0,0.0237402346494155,0.0664726570183634,0.158563760184013,86,78,5,5,0.1506366315338651,0.1729552184666733,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
BQ,MAXMIN_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.0996358850570049,-0.1316039327939687,-0.0514454731835819,-0.1386291347140122,-0.0601047335508268,0.0,0.0203705190079936,0.0570374532223822,-0.0827848407141098,86,14,0,5,-0.1047993945476832,-0.0844477135274212,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
BQ,AOPT_vs_RANDOM_mae_far,mae_far,RANDOM,AOPT,-0.0067911464383217,-0.0607214311870579,0.0560313718246002,-0.0837230281679233,0.0456776475265246,0.9388,0.0336113126718346,0.0941116754811369,0.0282283826365856,88,48,3,5,-0.0127764398123389,0.0375131331258919,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.9593924050632912,contrasts_abc.csv,,0.9674154929577465
BQ,AOPT_vs_MAXMIN_mae_far,mae_far,MAXMIN,AOPT,0.0184426701108612,-0.0196510979432782,0.0731377826941703,-0.0296019769552137,0.0607889318530548,0.3778,0.0244306634120039,0.0684058575536111,0.0430063549480439,88,42,4,5,0.0068945213040931,0.0457230203849415,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.5445714285714286,contrasts_abc.csv,,0.5746258741258742
BQ,UNCERT_vs_RANDOM_mae_far,mae_far,RANDOM,UNCERT,0.0014916243918479,-0.0496903929698789,0.0362563861787074,-0.046857091531064,0.037971362670943,0.9474,0.0218892706792958,0.0612899579020282,-0.0039152044698715,88,38,3,5,-0.0121682461774139,0.0108639930250025,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.9593924050632912,contrasts_abc.csv,,0.9674154929577465
BQ,UNCERT_vs_MAXMIN_mae_far,mae_far,MAXMIN,UNCERT,0.0267254409410308,-0.0518299423742313,0.0745492230272212,-0.0358588883622767,0.0837937040110629,0.477,0.0326764744661816,0.0914941285053086,0.0108627678415868,88,47,4,5,-0.0039583589183643,0.0412132204060382,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.6579310344827586,contrasts_abc.csv,,0.673685064935065
BQ,MAXMIN_vs_RANDOM_mae_far,mae_far,RANDOM,MAXMIN,-0.0252338165491829,-0.0524756255397954,0.0163305710196716,-0.0584118376500608,0.0081585308508763,0.2466,0.0178862023548575,0.0500813665936012,-0.0147779723114583,88,34,0,5,-0.0303492273810357,-0.0082098872590495,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.411,contrasts_abc.csv,,0.4157790697674419
BQ,AOPT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,AOPT,-0.0240836316460354,-0.1143103098273787,0.0882300408042872,-0.1524778757982876,0.0686991340987606,0.8018,0.0584599218909355,0.1636877812946196,0.0455332969786642,84,45,3,5,-0.0347416987922093,0.053997836415141,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.8786849315068492,contrasts_abc.csv,,0.8823030303030303
BQ,AOPT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,AOPT,0.0348230765348863,-0.0267952784319142,0.1293918738590959,-0.0371227397699105,0.1105543404592669,0.3136,0.0407405060893203,0.1140734170500969,0.0707106361021394,84,41,4,5,0.012011131488831,0.0781166748643054,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.484,contrasts_abc.csv,,0.5049852398523985
BQ,UNCERT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,UNCERT,0.0084622385335611,-0.0429303623768197,0.0780510787280277,-0.047983347555949,0.0717818763157123,0.7434,0.0302630900143768,0.0847366520402553,0.0375029312616413,84,37,3,5,-0.0041268995856919,0.025269395080039,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.8619130434782608,contrasts_abc.csv,,0.8598461538461538
BQ,UNCERT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,UNCERT,0.0673689467144829,-0.0238825816388613,0.1209086822790772,-0.0370619755660727,0.1160697713765796,0.118,0.0368427910642101,0.1031598149797884,0.0626802703851166,84,59,4,5,0.0493882335292034,0.092116911886524,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.242051282051282,contrasts_abc.csv,,0.23763888888888887
BQ,MAXMIN_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,MAXMIN,-0.0589067081809218,-0.1100461033161257,0.0222538791747063,-0.1216890100843716,0.0074056808399646,0.1802,0.035137678781479,0.0983855005881413,-0.0251773391234752,84,31,0,5,-0.0689906062235661,-0.0241188384491643,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.3436190476190476,contrasts_abc.csv,,0.32834309623430963
A,AOPT_vs_RANDOM,mae_all,RANDOM,AOPT,0.0367464942577537,0.020355966225097,0.0503655965693927,0.0212849635592327,0.0510854038200139,0.0,0.0074971586283339,0.0209920441593349,0.0351510448235346,90,73,5,5,0.0341099834341064,0.0386428890206514,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.0,contrasts_abc.csv,,0.0
A,AOPT_vs_MAXMIN,mae_all,MAXMIN,AOPT,0.0530262470701211,0.018826055618105,0.0769539507619964,0.0262869060294865,0.0843626797337854,0.0008,0.0154502399824176,0.0432606719507693,0.0409730182360103,90,66,5,5,0.0359852155651009,0.0563134203537736,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.0032,contrasts_abc.csv,,0.0037021276595744683
A,UNCERT_vs_RANDOM,mae_all,RANDOM,UNCERT,-0.0180168616572235,-0.0367463579629918,-0.0013559279123193,-0.0347623957689704,0.0006179365946315,0.0358,0.0088077739542461,0.0246617670718891,-0.0232799498344671,90,34,0,5,-0.0232836484470616,-0.0157641305866249,True,0.02,False,False,registered,ABC_mae_all,L4,True,0.1022857142857142,contrasts_abc.csv,,0.0905406976744186
A,UNCERT_vs_MAXMIN,mae_all,MAXMIN,UNCERT,-0.0017371088448561,-0.038501884376995,0.0217253576202585,-0.0294802714558282,0.0282628031682154,0.837,0.0156408630624348,0.0437944165748176,-0.0174579764219914,90,37,2,5,-0.0176643107992345,0.0016499195934072,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.942888888888889,contrasts_abc.csv,,0.9034615384615384
A,MAXMIN_vs_RANDOM,mae_all,RANDOM,MAXMIN,-0.0162797528123673,-0.0360964598886529,0.010654040221097,-0.0424261703683418,0.0050191366523291,0.3352,0.012629533082782,0.0353626926317897,-0.0058219734124757,90,42,0,5,-0.019278771455576,-0.0014888786159603,True,0.02,False,False,exploratory,ABC_mae_all,L4,True,0.5059622641509434,contrasts_abc.csv,,0.528304347826087
A,AOPT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,0.0833581048456329,0.0499936139053837,0.108626151532412,0.0479992764568178,0.1077340400085538,0.0,0.0148815444865732,0.041668324562405,0.0793926411036097,86,74,5,5,0.0786576883622562,0.0894133998589643,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
A,AOPT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.2035045953582799,0.1431326010610696,0.2415926280494434,0.1560481818760595,0.2494979210578761,0.0,0.0255517412784493,0.0715448755796582,0.1837434135480905,86,79,5,5,0.1782253933615075,0.2101369613089391,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
A,UNCERT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.023968140382233,-0.0022326320618959,0.057370148286721,-0.0039248420619358,0.0555496895228123,0.0728,0.0151226218262825,0.0423433411135911,0.0214541792121353,86,55,4,5,0.0178617420981268,0.0329612530419887,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.1574054054054054,contrasts_abc.csv,,0.15523529411764708
A,UNCERT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.14411463089488,0.0988032646637043,0.1715076525767118,0.1022417091491227,0.1731543060479932,0.0,0.0184411922469437,0.0516353382914424,0.1258049516566161,86,77,5,5,0.1325289580412401,0.1506670796262479,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
A,MAXMIN_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.1201464905126469,-0.1504086864957335,-0.0748054260229117,-0.1578781091714355,-0.0828554322779089,0.0,0.0200107061681524,0.0560299772708267,-0.1043507724444808,86,12,0,5,-0.125245547296769,-0.0995677049992514,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
A,AOPT_vs_RANDOM_mae_far,mae_far,RANDOM,AOPT,0.0555525092766197,0.0285761940238637,0.0767023735130549,0.0295505440409721,0.077535233262702,0.0002,0.0120335118469181,0.0336938331713708,0.0518559960857355,88,70,5,5,0.0510550988981287,0.0589131907609168,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.0007272727272727,contrasts_abc.csv,,0.0010116279069767443
A,AOPT_vs_MAXMIN_mae_far,mae_far,MAXMIN,AOPT,0.0860723946751354,0.0294197448234609,0.1252180782006848,0.0419546681378063,0.1373891539965006,0.0008,0.0254823444793869,0.0713505645422834,0.0668881516676331,88,66,5,5,0.0577323295673978,0.0916399095752425,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.0027826086956521,contrasts_abc.csv,,0.0036631578947368426
A,UNCERT_vs_RANDOM_mae_far,mae_far,RANDOM,UNCERT,-0.0308742467953729,-0.0581195934121906,-0.0071336417046288,-0.0564238910998294,-0.0059397384651458,0.0132,0.0126247044040639,0.0353491723313789,-0.036927065346057,88,34,0,5,-0.0371170459959092,-0.0273364982568494,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.032,contrasts_abc.csv,,0.04015384615384615
A,UNCERT_vs_MAXMIN_mae_far,mae_far,MAXMIN,UNCERT,-0.0003543613968572,-0.057483424632089,0.0368009954104687,-0.0433712407841021,0.0488856444397829,0.9034,0.0247364078191997,0.0692619418937593,-0.0218949097641595,88,38,3,5,-0.0261812480269932,0.0045439409579671,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.9509473684210524,contrasts_abc.csv,,0.9492246376811594
A,MAXMIN_vs_RANDOM_mae_far,mae_far,RANDOM,MAXMIN,-0.0305198853985157,-0.0620554092487799,0.0126800700357231,-0.0723507694022026,0.0038037594697114,0.24,0.0202733713013204,0.0567654396436973,-0.0150321555818975,88,39,0,5,-0.0349335270217814,-0.0066772306692691,True,0.02,False,False,exploratory,ABC_mae_far,L4,True,0.4085106382978723,contrasts_abc.csv,,0.40781249999999997
A,AOPT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,AOPT,0.0816407407216329,0.0322597008256443,0.1186427397376034,0.0333022764715345,0.1197213370127561,0.0022,0.0216041895184964,0.06049173065179,0.073209177264128,84,66,5,5,0.0730432326378656,0.0889020228271894,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.0062857142857142,contrasts_abc.csv,,0.008779816513761468
A,AOPT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,AOPT,0.1579772030441026,0.0628955784190898,0.2217568206750883,0.0835009404728444,0.2402338871472467,0.0,0.04218818564397,0.1181269198031161,0.1194486017542454,84,61,5,5,0.1106845222094217,0.16528616802572,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.0,contrasts_abc.csv,,0.0
A,UNCERT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,UNCERT,-0.031058105345935,-0.0678656759513114,0.0186044343357375,-0.0712971203609716,0.0140947800896784,0.2094,0.0222266886283199,0.0622347281592959,-0.0289296930053598,84,36,2,5,-0.0387709084614044,-0.0165183938364997,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.3641739130434782,contrasts_abc.csv,,0.3658192771084337
A,UNCERT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,UNCERT,0.0452783569765347,-0.0283858102864458,0.0889432404282264,-0.0180923578639513,0.0945064118770758,0.2048,0.0300189669719758,0.0840531075215324,0.0173097314847575,84,54,4,5,0.0211228957350563,0.0557079504206751,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.3640888888888889,contrasts_abc.csv,,0.36068016194331987
A,MAXMIN_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,MAXMIN,-0.0763364623224697,-0.127275712915741,0.0001721170582016,-0.1426970098326805,-0.0158171865443883,0.0504,0.0341721710801136,0.0956820790243182,-0.0462394244901173,84,32,0,5,-0.0835139887429218,-0.037641289571556,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.112,contrasts_abc.csv,,0.1185081081081081
BP,AOPT_vs_RANDOM,mae_all,RANDOM,AOPT,0.0500653184175216,0.0271535949536361,0.0662252339898734,0.0325068500343376,0.0718239216345821,0.0,0.0104436054018553,0.029242095125195,0.0393214510644854,90,75,5,5,0.0380146279794162,0.0520666738022732,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.0,contrasts_abc.csv,,0.0
BP,AOPT_vs_MAXMIN,mae_all,MAXMIN,AOPT,0.0582086101520989,0.0151201422531502,0.0919924836408498,0.0234369436510123,0.1039856089677328,0.0002,0.021121411425971,0.0591399519927189,0.0420791529591571,90,69,5,5,0.0323615798765543,0.0644747395693817,True,0.02,True,True,registered,ABC_mae_all,L4,True,0.001,contrasts_abc.csv,,0.0010357142857142859
BP,UNCERT_vs_RANDOM,mae_all,RANDOM,UNCERT,-0.0108938243736635,-0.0408059490681353,0.0318217812106469,-0.0466422206593633,0.0247855843527013,0.6496,0.019193837867716,0.053742746029605,0.0042439266846895,90,42,2,5,-0.020810017157195,0.0078390100367622,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.942888888888889,contrasts_abc.csv,,0.81375
BP,UNCERT_vs_MAXMIN,mae_all,MAXMIN,UNCERT,-0.0027505326390862,-0.0279160051354693,0.0247548085332936,-0.0303844979778911,0.0223809913837336,0.8486,0.0132471360724821,0.0370919810029501,0.0070016285793611,90,35,3,5,-0.0068460244633207,0.0042088990309184,False,0.02,False,False,registered,ABC_mae_all,L4,False,0.942888888888889,contrasts_abc.csv,,0.9094285714285715
BP,MAXMIN_vs_RANDOM,mae_all,RANDOM,MAXMIN,-0.0081432917345772,-0.0286332818873897,0.020527767707547,-0.0332398382933055,0.0152940351640987,0.6362,0.0129830381956613,0.0363525069478519,-0.0027577018946716,90,36,2,5,-0.0139639926938742,0.0056530481028618,False,0.02,False,False,exploratory,ABC_mae_all,L4,False,0.7830153846153847,contrasts_abc.csv,,0.8039304347826087
BP,AOPT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,AOPT,0.1018999819422245,0.05962302165287,0.1273133067973541,0.0681245143453888,0.1324622702527911,0.0,0.0175823765091836,0.049230654225714,0.0883993312769204,86,74,5,5,0.084693572756277,0.1090877933036607,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
BP,AOPT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,AOPT,0.1682244460619257,0.0893440964156921,0.2235043464282279,0.1040258809890679,0.2364902600274428,0.0,0.0358916212426195,0.1004965394793348,0.140480843425776,86,72,5,5,0.1285587265229046,0.1803722876271996,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
BP,UNCERT_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,UNCERT,0.0538807211120239,0.0046139719897382,0.1219412934983021,-0.0096436129441411,0.1085256269257813,0.0312,0.0313337926038467,0.0877346192907708,0.0817139913042859,86,53,4,5,0.0424849933951211,0.0876099433978284,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.0713142857142857,contrasts_abc.csv,,0.08326380368098159
BP,UNCERT_vs_MAXMIN_sign_acc_strong,sign_acc_strong,MAXMIN,UNCERT,0.1202051852317251,0.0763373742578825,0.1754948020556297,0.0780976452018562,0.1784659495282926,0.0,0.024941294801027,0.0698356254428757,0.1337955034531416,86,76,5,5,0.1040793809947209,0.131475097164456,True,0.02,True,True,exploratory,ABC_sign_acc_strong,L4,True,0.0,contrasts_abc.csv,,0.0
BP,MAXMIN_vs_RANDOM_sign_acc_strong,sign_acc_strong,RANDOM,MAXMIN,-0.0663244641197011,-0.1020326395517387,-0.014148460339393,-0.1084539406321093,-0.0220123099523851,0.006,0.0232310297064769,0.0650468831781355,-0.0520815121488556,86,20,0,5,-0.0770426707888669,-0.0438651537666275,True,0.02,False,False,exploratory,ABC_sign_acc_strong,L4,True,0.016551724137931,contrasts_abc.csv,,0.020076923076923076
BP,AOPT_vs_RANDOM_mae_far,mae_far,RANDOM,AOPT,0.0802606109664781,0.0434050283206419,0.1057747462654241,0.0518104114220641,0.1151250551679773,0.0,0.0166662899511172,0.0466656118631283,0.0635395475700111,88,74,5,5,0.0610187663441073,0.083576057093877,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.0,contrasts_abc.csv,,0.0
BP,AOPT_vs_MAXMIN_mae_far,mae_far,MAXMIN,AOPT,0.0956901925908521,0.0267815962219254,0.1492381165109048,0.0398453587555321,0.1685253218630505,0.0,0.0337230264219024,0.0944244739813268,0.0696582101741095,88,66,5,5,0.0540373238757761,0.1047924945464748,True,0.02,True,True,exploratory,ABC_mae_far,L4,True,0.0,contrasts_abc.csv,,0.0
BP,UNCERT_vs_RANDOM_mae_far,mae_far,RANDOM,UNCERT,-0.0227400693991077,-0.0676377025521283,0.0399155837144871,-0.0771023359933336,0.0294315098374271,0.5144,0.0283055996368376,0.0792556789831454,-0.0012700635155374,88,42,2,5,-0.036212829635691,0.0051356495971175,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.6746229508196722,contrasts_abc.csv,,0.7081139240506329
BP,UNCERT_vs_MAXMIN_mae_far,mae_far,MAXMIN,UNCERT,-0.0073104877747337,-0.0484134905394159,0.0345205310943303,-0.0517455252234726,0.0315082857983157,0.7128,0.0206094488252633,0.0577064567107373,0.0048485990885609,88,35,3,5,-0.0142304842822672,0.0038078271490768,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.8511044776119403,contrasts_abc.csv,,0.8439
BP,MAXMIN_vs_RANDOM_mae_far,mae_far,RANDOM,MAXMIN,-0.0154295816243739,-0.0477212815284546,0.0294700434986105,-0.0558138093092348,0.0212210121145289,0.5766,0.0205847430946695,0.0576372806650748,-0.0061186626040983,88,33,2,5,-0.0231132894417894,0.0069814424683311,False,0.02,False,False,exploratory,ABC_mae_far,L4,False,0.72075,contrasts_abc.csv,,0.7600636363636364
BP,AOPT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,AOPT,0.1039819345585408,0.0405994678743275,0.1459132221647366,0.0556307040304732,0.15865908265029,0.0002,0.027971836175898,0.0783211412925144,0.0814664082334779,84,70,5,5,0.0718869867696424,0.1125560098968525,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.0007272727272727,contrasts_abc.csv,,0.0010875000000000001
BP,AOPT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,AOPT,0.1325019093498224,0.0175910127890808,0.2157660598013725,0.0401730483360373,0.2443428896327553,0.013,0.0544706249305056,0.1525177498054157,0.0865937708060978,84,60,5,5,0.0656596473515227,0.1475239523542325,True,0.02,True,True,exploratory,ABC_pair_spearman,L4,True,0.032,contrasts_abc.csv,,0.039823943661971825
BP,UNCERT_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,UNCERT,-0.0110393287956557,-0.0859834649236641,0.0955733314387203,-0.1060625708027634,0.0744717604265948,0.8966,0.0480995537147601,0.1346787504013283,0.0323749847687324,84,42,2,5,-0.0286044240951994,0.0401521085350163,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.9509473684210524,contrasts_abc.csv,,0.9443607748184019
BP,UNCERT_vs_MAXMIN_pair_spearman,pair_spearman,MAXMIN,UNCERT,0.0174806459956258,-0.0464491681089305,0.0911172311979878,-0.0533163234342725,0.084123717188774,0.5616,0.0345697804650173,0.0967953853020485,0.0375023473413523,84,45,4,5,0.0045076078316878,0.0363555212744987,True,0.02,False,False,exploratory,ABC_pair_spearman,L4,True,0.72075,contrasts_abc.csv,,0.754
BP,MAXMIN_vs_RANDOM_pair_spearman,pair_spearman,RANDOM,MAXMIN,-0.0285199747912816,-0.0766889314593393,0.0432894873703922,-0.0888123114495942,0.0300139235135446,0.4994,0.0320851615415878,0.089838452316446,-0.0051273625726198,84,34,2,5,-0.0409496825346276,0.0062273394181197,False,0.02,False,False,exploratory,ABC_pair_spearman,L4,False,0.6658666666666666,contrasts_abc.csv,,0.6962788461538462
B,AOPT_vs_RANDOM_k6_mae_all,mae_all,RANDOM,AOPT,-0.0174943538858931,-0.0779656357571249,0.0532258680375565,-0.1047124154308857,0.0420071151133824,0.787,0.0378685711007988,0.1060319990822366,0.0216848432406649,90,42,2,5,-0.0243824361128029,0.0318331656042218,False,0.02,False,False,exploratory,budget6_mae_all,L4,False,0.8616788321167884,contrasts_per_budget.csv,6.0,0.8722137404580154
B,AOPT_vs_MAXMIN_k6_mae_all,mae_all,MAXMIN,AOPT,-0.0325937653876268,-0.0682244057158887,0.0208589104941358,-0.0758730341664182,0.0112448641928584,0.2306,0.0230900315726203,0.064652088403337,-0.0109292875577352,90,34,2,5,-0.0407525145732449,-0.0125868052721548,True,0.02,False,False,exploratory,budget6_mae_all,L4,True,0.3915254237288135,contrasts_per_budget.csv,6.0,0.3956102362204724
B,UNCERT_vs_RANDOM_k6_mae_all,mae_all,RANDOM,UNCERT,-0.0340105071337216,-0.0963477941838313,0.0501766821063799,-0.1157477875914681,0.0338428562564529,0.5324,0.0395037298180193,0.1106104434904542,-0.0004258730858099,90,37,2,5,-0.0481321591340965,0.0112197884660033,False,0.02,False,False,exploratory,budget6_mae_all,L4,False,0.7162331838565023,contrasts_per_budget.csv,6.0,0.7214766355140186
B,UNCERT_vs_MAXMIN_k6_mae_all,mae_all,MAXMIN,UNCERT,-0.0491099186354553,-0.0876236207926954,0.0034645778853557,-0.0925965623780511,-0.0025447303701702,0.0674,0.0231488062604811,0.064816657529347,-0.03304000388421,90,31,2,5,-0.0565466061329496,-0.0332001824103733,True,0.02,False,False,exploratory,budget6_mae_all,L4,True,0.1444285714285714,contrasts_per_budget.csv,6.0,0.146595
B,MAXMIN_vs_RANDOM_k6_mae_all,mae_all,RANDOM,MAXMIN,0.0150994115017337,-0.0226501856168022,0.062482257646332,-0.0371970333622504,0.053222245648251,0.4456,0.0235469190238555,0.0659313732667956,0.0326141307984001,90,49,4,5,0.0084144469988531,0.0444199708763767,True,0.02,False,False,exploratory,budget6_mae_all,L4,True,0.6335545023696683,contrasts_per_budget.csv,6.0,0.6418410596026489
