design,split_seed,fold,order,spearman_pos_vs_cells,spearman_pos_vs_rich_cells
B,104729,0,AOPT,-0.5285056922586403,-0.7428396188812815
B,104729,0,UNCERT,-0.042050044179706536,-0.09650472258579482
B,104729,0,MAXMIN,0.18332091178344664,0.10733408776232577
B,104729,0,RANDOM,0.14271093760989445,0.18533293314771962
B,104729,1,AOPT,-0.4492629611898973,-0.6323290209639323
B,104729,1,UNCERT,0.009347660844220012,0.11884939904285689
B,104729,1,MAXMIN,0.326736699047198,0.3011688410017935
B,104729,1,RANDOM,-0.14611112950350053,-0.2647607504499324
B,104729,2,AOPT,-0.4712734262525831,-0.6772789927070125
B,104729,2,UNCERT,-0.3463746396075175,-0.2636415232983602
B,104729,2,MAXMIN,0.27797768501617204,0.35255803910067757
B,104729,2,RANDOM,-0.16582367251856214,-0.20229183002442094
B,104729,3,AOPT,-0.2177601669940535,-0.2818390057060064
B,104729,3,UNCERT,-0.34585438287290854,-0.33108979690955237
B,104729,3,MAXMIN,0.3362128827529947,0.30673501005065607
B,104729,3,RANDOM,0.1652828591985226,0.14612872115337827
B,104729,4,AOPT,-0.21356240968837242,-0.4537771905568241
B,104729,4,UNCERT,-0.297967712191204,-0.10234759248574495
B,104729,4,MAXMIN,0.36084683016311203,0.28586741349466693
B,104729,4,RANDOM,-0.424858905215595,-0.3583523132126879
B,130363,0,AOPT,-0.4374321692713765,-0.631436902109419
B,130363,0,UNCERT,0.044160366973466814,0.17650998792313963
B,130363,0,MAXMIN,0.1618254490070038,0.10011425877515577
B,130363,0,RANDOM,-0.19203286615497783,-0.19747054898901245
B,130363,1,AOPT,-0.4726092963497595,-0.5794846875523336
B,130363,1,UNCERT,-0.2023372305701082,-0.17417717230819188
B,130363,1,MAXMIN,0.31546413758211206,0.25684221122906387
B,130363,1,RANDOM,-0.22786781658838143,-0.15786534188567866
B,130363,2,AOPT,-0.39814768786895344,-0.5905337716968669
B,130363,2,UNCERT,-0.1874949167820159,-0.17301745993319487
B,130363,2,MAXMIN,0.2658968090673529,0.17342360420533853
B,130363,2,RANDOM,-0.057057604883812875,0.05672481667606311
B,130363,3,AOPT,-0.39357377674409166,-0.593918307298064
B,130363,3,UNCERT,-0.12291332765386202,-0.14255663952242115
B,130363,3,MAXMIN,0.33414009050056703,0.27143975521600605
B,130363,3,RANDOM,0.04631921087523518,-0.012184328164309496
B,130363,4,AOPT,-0.304610154117848,-0.5028675207584442
B,130363,4,UNCERT,-0.3616548212580493,-0.29469118151973345
B,130363,4,MAXMIN,0.16973926628270192,0.16248568815904568
B,130363,4,RANDOM,-0.009763145965315639,0.1393700037370849
B,155921,0,AOPT,-0.17717412553967776,-0.3105480494424106
B,155921,0,UNCERT,-0.09347660844220011,-0.019004331259340843
B,155921,0,MAXMIN,0.3300443328843835,0.26994788720654606
B,155921,0,RANDOM,-0.1748731628703313,-0.06493146513608122
B,155921,1,AOPT,-0.3864571174810103,-0.5762985651457817
B,155921,1,UNCERT,-0.26213652095801865,-0.1987831686689482
B,155921,1,MAXMIN,0.09746625714247704,0.05988724720754553
B,155921,1,RANDOM,0.1894798565427176,0.06533154240823147
B,155921,2,AOPT,-0.44260620655752647,-0.6601547042885394
B,155921,2,UNCERT,-0.08509442683002542,-0.1813852337104441
B,155921,2,MAXMIN,0.28120036480378957,0.10067838009870805
B,155921,2,RANDOM,-0.10726793229842461,-0.04432037384780082
B,155921,3,AOPT,-0.39169568550850914,-0.5273176711171316
B,155921,3,UNCERT,-0.2770601967107344,-0.20581954126587518
B,155921,3,MAXMIN,0.3729318203344489,0.33930545434709675
B,155921,3,RANDOM,-0.15773374161944453,-0.15847138388546259
B,155921,4,AOPT,-0.48693883812591743,-0.6933974973989182
B,155921,4,UNCERT,0.035568434179922365,0.12099913767727301
B,155921,4,MAXMIN,0.27799172282582457,0.23327882530019708
B,155921,4,RANDOM,-0.11786402698837019,-0.013280393159700695
B,196613,0,AOPT,-0.33279401861802055,-0.5206163209455
B,196613,0,UNCERT,-0.3716383535726074,-0.3044759710944802
B,196613,0,MAXMIN,0.25262592307344767,0.20889092196781797
B,196613,0,RANDOM,-0.09532014109423437,-0.013693363779381384
B,196613,1,AOPT,-0.19126155573522605,-0.39112717847454986
B,196613,1,UNCERT,-0.03431826601813684,0.037445439169121825
B,196613,1,MAXMIN,0.4056809657753737,0.3514951443174501
B,196613,1,RANDOM,-0.14913100151783854,-0.34821525183548324
B,196613,2,AOPT,-0.42347615778097014,-0.6439202212825692
B,196613,2,UNCERT,-0.04073576881076459,0.034610362999149796
B,196613,2,MAXMIN,0.2722556059366929,0.28553549474298584
B,196613,2,RANDOM,0.2066094749035183,0.10983207935617292
B,196613,3,AOPT,-0.43987058653321265,-0.5379579637584888
B,196613,3,UNCERT,0.07279249242693861,0.14771462998814786
B,196613,3,MAXMIN,0.35178317351851274,0.2849847911892549
B,196613,3,RANDOM,0.022942380881642133,0.03648781952875277
B,196613,4,AOPT,-0.40339611052547886,-0.626733323530325
B,196613,4,UNCERT,-0.15165159028323072,-0.10272525267977427
B,196613,4,MAXMIN,0.3004228084813099,0.18987779418202957
B,196613,4,RANDOM,-0.38726602684863,-0.2297657912332185
B,262147,0,AOPT,-0.5761017377181846,-0.7682953137078745
B,262147,0,UNCERT,-0.1160136029484124,-0.15187075412917075
B,262147,0,MAXMIN,0.2308939838900027,0.14794189429888893
B,262147,0,RANDOM,0.06161894662095164,0.08480918116401508
B,262147,1,AOPT,-0.48606519555892863,-0.6286000690838403
B,262147,1,UNCERT,0.07210780662954551,0.18392726136857315
B,262147,1,MAXMIN,0.338362744455082,0.3116393657016477
B,262147,1,RANDOM,0.06053150498495696,-0.10042319315079366
B,262147,2,AOPT,-0.38057003942063944,-0.5822755048299461
B,262147,2,UNCERT,0.01367150434868866,-0.03777141730935944
B,262147,2,MAXMIN,0.13880762068311445,-0.08122885442872999
B,262147,2,RANDOM,-0.05608106885890655,-0.1409320624338465
B,262147,3,AOPT,-0.3154789593417892,-0.42806566992843226
B,262147,3,UNCERT,-0.26209246877906894,-0.2617667765749406
B,262147,3,MAXMIN,0.1752660885232162,0.16657885782041673
B,262147,3,RANDOM,0.14402619157305302,0.22943088064509498
B,262147,4,AOPT,-0.4038523229816426,-0.6256587662077948
B,262147,4,UNCERT,-0.4035694141739496,-0.3152617497975779
B,262147,4,MAXMIN,0.31303859571221543,0.19323802066461052
B,262147,4,RANDOM,-0.15305366496186945,-0.031755898500827606
BR,104729,0,AOPT,-0.6605166762224467,-0.81339483224353
BR,104729,0,UNCERT,-0.28651451635866715,-0.4581781017067985
BR,104729,0,MAXMIN,0.19662171426922173,0.19318804643225745
BR,104729,0,RANDOM,0.19361526603880552,-0.02628224474604344
BR,104729,1,AOPT,-0.4377520423737677,-0.6231492267526033
BR,104729,1,UNCERT,0.004815583148895245,0.11479461669298745
BR,104729,1,MAXMIN,0.3108381251915931,0.3050127660357695
BR,104729,1,RANDOM,-0.12737994135787423,-0.04374564893688088
BR,104729,2,AOPT,-0.46514802002325484,-0.6723665619080422
BR,104729,2,UNCERT,-0.3446484872866369,-0.18700870612554873
