design,split_seed,fold,order,spearman_pos_vs_cells,spearman_pos_vs_rich_cells
BR,104729,2,MAXMIN,0.27738964116455284,0.35388424952515324
BR,104729,2,RANDOM,-0.1656691578165017,-0.20376382141425395
BR,104729,3,AOPT,-0.23767244484768482,-0.2779866743250157
BR,104729,3,UNCERT,-0.4214790984990673,-0.4526277144303786
BR,104729,3,MAXMIN,0.3800438745019116,0.3880366930430955
BR,104729,3,RANDOM,-0.02751298873411135,0.0462766051964585
BR,104729,4,AOPT,-0.23379070149518194,-0.4541318455712675
BR,104729,4,UNCERT,-0.32131110888014136,-0.16919094966041573
BR,104729,4,MAXMIN,0.05101327612769739,0.007701105294887887
BR,104729,4,RANDOM,-0.31937695623075,-0.27093888628378293
BR,130363,0,AOPT,-0.47853210182725575,-0.6736460572455486
BR,130363,0,UNCERT,0.05333303278172722,0.19789312392255812
BR,130363,0,MAXMIN,0.10329612118438924,0.045077206648086225
BR,130363,0,RANDOM,-0.2424894759718641,-0.2447845834697933
BR,130363,1,AOPT,-0.360811020308157,-0.49667361971951357
BR,130363,1,UNCERT,-0.1194474377757004,-0.1522122494710492
BR,130363,1,MAXMIN,0.39328401213589115,0.2645679739028781
BR,130363,1,RANDOM,0.07615011533872156,0.011722507364476538
BR,130363,2,AOPT,-0.531254853026306,-0.6996353822410802
BR,130363,2,UNCERT,-0.3540607251056947,-0.26518306995637325
BR,130363,2,MAXMIN,0.3303147467799197,0.1928013996990033
BR,130363,2,RANDOM,-0.08221021461751099,-0.005355594436083426
BR,130363,3,AOPT,-0.29763301104208467,-0.4790287541383281
BR,130363,3,UNCERT,-0.005605481981959067,-0.0010696585503647074
BR,130363,3,MAXMIN,0.14248773554141111,0.06061398452066675
BR,130363,3,RANDOM,0.02043288593423789,0.031198374385637297
BR,130363,4,AOPT,-0.2655512051757997,-0.47785984827437555
BR,130363,4,UNCERT,-0.3746295105516877,-0.301389915720996
BR,130363,4,MAXMIN,0.190002806899893,0.18219770470735325
BR,130363,4,RANDOM,-0.015420927737965997,0.13583002536566152
BR,155921,0,AOPT,-0.15084948739843218,-0.2861982292163886
BR,155921,0,UNCERT,-0.10703944059476804,-0.03297501336623608
BR,155921,0,MAXMIN,-0.06726861796449136,-0.046973839795298566
BR,155921,0,RANDOM,-0.31319522821342866,-0.1880509016970727
BR,155921,1,AOPT,-0.3732821291713622,-0.5677188862880173
BR,155921,1,UNCERT,-0.21842849600589367,-0.1578390167012792
BR,155921,1,MAXMIN,0.09576263974451935,-0.024765208181531398
BR,155921,1,RANDOM,-0.06565665935661026,0.013636538682235641
BR,155921,2,AOPT,-0.42314874481300285,-0.6433218486435783
BR,155921,2,UNCERT,-0.11854387630423094,-0.22337769922968365
BR,155921,2,MAXMIN,0.3458307572497446,0.13672255728713395
BR,155921,2,RANDOM,-0.26493467368255286,-0.1976033493185663
BR,155921,3,AOPT,-0.421021642759862,-0.6256309414112882
BR,155921,3,UNCERT,-0.005784646226688665,-0.12803047118242608
BR,155921,3,MAXMIN,0.5007491581450927,0.43322219927512795
BR,155921,3,RANDOM,0.1742939058737063,0.06244208235362179
BR,155921,4,AOPT,-0.464030419541246,-0.6768672832906294
BR,155921,4,UNCERT,0.012239747295890118,0.06226272098293086
BR,155921,4,MAXMIN,0.21779550335333892,0.19079948670959765
BR,155921,4,RANDOM,0.08837817532767718,0.19289235128045248
BR,196613,0,AOPT,-0.357256183529403,-0.5181336957716833
BR,196613,0,UNCERT,-0.34253408805429025,-0.2757654476574889
BR,196613,0,MAXMIN,0.29967643233785085,0.18050391181732983
BR,196613,0,RANDOM,-0.3202873660030087,-0.37834256054046483
BR,196613,1,AOPT,-0.3331787495508596,-0.5044628648512176
BR,196613,1,UNCERT,-0.21994152748128643,-0.10277886747927491
BR,196613,1,MAXMIN,0.3781832865272285,0.24932944087325282
BR,196613,1,RANDOM,-0.039439459823376995,0.07134062566208495
BR,196613,2,AOPT,-0.4074066204045987,-0.6344703842495258
BR,196613,2,UNCERT,-0.049363442938343605,0.02927860479172408
BR,196613,2,MAXMIN,0.3947493273434849,0.5110172980658646
BR,196613,2,RANDOM,-0.21106036179407173,-0.3365530344615706
BR,196613,3,AOPT,-0.6039085981026334,-0.6677849858791374
BR,196613,3,UNCERT,-0.043880733740427495,-0.014651375582333703
BR,196613,3,MAXMIN,0.2960121163573005,0.2794352716486055
BR,196613,3,RANDOM,0.34318390512826,0.27890570385647295
BR,196613,4,AOPT,-0.536706589243449,-0.759472681882932
BR,196613,4,UNCERT,-0.24975699012981062,-0.29116260384841935
BR,196613,4,MAXMIN,0.42266567560429485,0.2362751550646963
BR,196613,4,RANDOM,-0.07586306998025805,-0.047820395292256575
BR,262147,0,AOPT,-0.5886669570108136,-0.7763686311930492
BR,262147,0,UNCERT,-0.062166176119256004,-0.10485243771478277
BR,262147,0,MAXMIN,0.2296891518574789,0.14562838571497608
BR,262147,0,RANDOM,0.06372387073727835,0.0856159439738278
BR,262147,1,AOPT,-0.47837032442481253,-0.6231989768480516
BR,262147,1,UNCERT,0.1153698922399059,0.22644324046173575
BR,262147,1,MAXMIN,0.3821533423998975,0.3438746665328903
BR,262147,1,RANDOM,-0.030765304597308245,-0.16174517175838266
BR,262147,2,AOPT,-0.36046468780151736,-0.5443627531054678
BR,262147,2,UNCERT,-0.2313570741314314,-0.22179485874798904
BR,262147,2,MAXMIN,0.11544293923055132,-0.1586939859831684
BR,262147,2,RANDOM,0.2923769134390085,0.20319422834343373
BR,262147,3,AOPT,-0.3627917610459825,-0.46346716018925954
BR,262147,3,UNCERT,-0.12490162732778566,-0.14800241748724816
BR,262147,3,MAXMIN,0.5334844469768013,0.48417678676166104
BR,262147,3,RANDOM,0.10461209323131973,0.13443404145705412
BR,262147,4,AOPT,-0.3392429166764347,-0.5849692618719056
BR,262147,4,UNCERT,0.14812979451040686,0.22557320914230602
BR,262147,4,MAXMIN,0.3308517491261342,0.17751349385158519
BR,262147,4,RANDOM,-0.1815232163942558,-0.15437363093383066
BQ,104729,0,AOPT,-0.5189500171883333,-0.7654116457903464
BQ,104729,0,UNCERT,0.09827044881719425,0.118083952789217
BQ,104729,0,MAXMIN,0.22413867073675048,0.12946553860022586
BQ,104729,0,RANDOM,0.031140730460097615,0.12519744392109755
BQ,104729,1,AOPT,-0.48402589462301493,-0.6567607942027932
BQ,104729,1,UNCERT,-0.11339362286267364,-0.16833223181383397
BQ,104729,1,MAXMIN,0.18287665883045434,0.014248594425186735
BQ,104729,1,RANDOM,-0.17698826595182887,-0.2110780150893942
BQ,104729,2,AOPT,-0.4712734262525831,-0.6772789927070125
BQ,104729,2,UNCERT,-0.4627769101542793,-0.36417934663715057
BQ,104729,2,MAXMIN,0.27797768501617204,0.35255803910067757
BQ,104729,2,RANDOM,-0.16582367251856214,-0.20229183002442094
BQ,104729,3,AOPT,-0.22230544562201288,-0.286439354334909
BQ,104729,3,UNCERT,-0.34585438287290854,-0.33108979690955237
BQ,104729,3,MAXMIN,0.3362128827529947,0.30673501005065607
BQ,104729,3,RANDOM,0.1652828591985226,0.14612872115337827
BQ,104729,4,AOPT,-0.21795261837560023,-0.4570349388587576
BQ,104729,4,UNCERT,-0.2710599815275496,-0.08035779144769364
BQ,104729,4,MAXMIN,0.36084683016311203,0.28586741349466693
BQ,104729,4,RANDOM,-0.424858905215595,-0.3583523132126879
BQ,130363,0,AOPT,-0.4565635334650934,-0.6475710181930187
BQ,130363,0,UNCERT,0.044160366973466814,0.17650998792313963
BQ,130363,0,MAXMIN,0.1618254490070038,0.10011425877515577
BQ,130363,0,RANDOM,-0.19203286615497783,-0.19747054898901245
BQ,130363,1,AOPT,-0.4726092963497595,-0.5794846875523336
BQ,130363,1,UNCERT,-0.2083530583100461,-0.17929189879660704
BQ,130363,1,MAXMIN,0.31546413758211206,0.25684221122906387
BQ,130363,1,RANDOM,-0.22786781658838143,-0.15786534188567866
BQ,130363,2,AOPT,-0.37422234116659187,-0.5687239308103021
BQ,130363,2,UNCERT,-0.192694326479733,-0.16953194017965684
BQ,130363,2,MAXMIN,0.2287584956486102,0.15677304848793525
BQ,130363,2,RANDOM,0.05552976675375235,0.20311568957510787
BQ,130363,3,AOPT,-0.4079317493305049,-0.6460737644202832
BQ,130363,3,UNCERT,-0.42745446294933037,-0.25457873498680034
BQ,130363,3,MAXMIN,0.341740453632392,0.2677711904412984
BQ,130363,3,RANDOM,-0.1731013940869189,-0.1652622460313473
BQ,130363,4,AOPT,-0.2604347767523747,-0.47207502565496906
BQ,130363,4,UNCERT,-0.3067715108798068,-0.2045613317363517
BQ,130363,4,MAXMIN,0.16092245315942552,0.15528249338292216
BQ,130363,4,RANDOM,-0.04005615269449707,0.1192710345861852
BQ,155921,0,AOPT,-0.1837053832073581,-0.32179747851851614
BQ,155921,0,UNCERT,-0.09050773401775093,-0.01489363022193034
BQ,155921,0,MAXMIN,0.2740548869208822,0.22546421070007314
BQ,155921,0,RANDOM,-0.2941501355576905,-0.18014954853547654
BQ,155921,1,AOPT,-0.3903821129968295,-0.580242449063319
BQ,155921,1,UNCERT,-0.26129975929291976,-0.19797288136233612
BQ,155921,1,MAXMIN,0.09486939617520718,0.057360351944016896
BQ,155921,1,RANDOM,0.18837572631341426,0.064264838752093
BQ,155921,2,AOPT,-0.4462900261034413,-0.6640078195952349
BQ,155921,2,UNCERT,-0.07373352121750827,-0.2045493640109345
BQ,155921,2,MAXMIN,0.3061341134094014,0.10205250673680949
BQ,155921,2,RANDOM,-0.23053392076866505,-0.1990690407173758
BQ,155921,3,AOPT,-0.24690878349338272,-0.4980888667100323
BQ,155921,3,UNCERT,-0.0946065585518912,0.02546087301056699
BQ,155921,3,MAXMIN,0.3416945211334404,0.17485381001296663
BQ,155921,3,RANDOM,-0.2184193084749155,-0.17772026591481857
BQ,155921,4,AOPT,-0.4920997481833964,-0.6962145504934001
BQ,155921,4,UNCERT,0.035568434179922365,0.12099913767727301
BQ,155921,4,MAXMIN,0.27799172282582457,0.23327882530019708
BQ,155921,4,RANDOM,-0.11786402698837019,-0.013280393159700695
BQ,196613,0,AOPT,-0.3396813120496848,-0.5263890135191609
BQ,196613,0,UNCERT,-0.3716383535726074,-0.3044759710944802
BQ,196613,0,MAXMIN,0.25262592307344767,0.20889092196781797
BQ,196613,0,RANDOM,-0.09532014109423437,-0.013693363779381384
BQ,196613,1,AOPT,-0.141639770624043,-0.456267635757327
BQ,196613,1,UNCERT,-0.05397573387775621,0.0765328538308839
BQ,196613,1,MAXMIN,0.17849216823713177,0.07067387937493107
BQ,196613,1,RANDOM,-0.04169160134005997,-0.02233734011332018
BQ,196613,2,AOPT,-0.4808689907585682,-0.6702093058744966
BQ,196613,2,UNCERT,-0.25500628297802863,-0.11626523302297523
BQ,196613,2,MAXMIN,-0.018104342168137097,0.07258427631714716
BQ,196613,2,RANDOM,-0.10244408251238553,-0.08236359498263106
BQ,196613,3,AOPT,-0.4396901386469744,-0.5360972908383062
BQ,196613,3,UNCERT,0.07238455568576158,0.14786084185570691
BQ,196613,3,MAXMIN,0.35384857163020045,0.28446255538662146
BQ,196613,3,RANDOM,0.02733898091458314,0.0358121672017492
BQ,196613,4,AOPT,-0.40339611052547886,-0.626733323530325
BQ,196613,4,UNCERT,-0.1705180274409736,-0.13059220952375558
BQ,196613,4,MAXMIN,0.3004228084813099,0.18987779418202957
BQ,196613,4,RANDOM,-0.38726602684863,-0.2297657912332185
BQ,262147,0,AOPT,-0.4928778049735605,-0.6886082428160923
BQ,262147,0,UNCERT,-0.10519013731495375,-0.10598527554951036
BQ,262147,0,MAXMIN,0.20808354674093468,0.09651173136631389
BQ,262147,0,RANDOM,0.06553330243202359,0.1681554092517371
BQ,262147,1,AOPT,-0.4828573047417534,-0.6254618442978778
BQ,262147,1,UNCERT,0.07210780662954551,0.18392726136857315
BQ,262147,1,MAXMIN,0.338362744455082,0.3116393657016477
BQ,262147,1,RANDOM,0.06053150498495696,-0.10042319315079366
BQ,262147,2,AOPT,-0.22993497824852538,-0.5501195494385906
BQ,262147,2,UNCERT,-0.14727047354306366,-0.04388849225232223
BQ,262147,2,MAXMIN,0.17949561944519282,-0.16163072319131083
BQ,262147,2,RANDOM,0.11364423434084193,0.07869660679726745
BQ,262147,3,AOPT,-0.3154789593417892,-0.42806566992843226
BQ,262147,3,UNCERT,-0.265905789533549,-0.2623267055087908
BQ,262147,3,MAXMIN,0.1752660885232162,0.16657885782041673
BQ,262147,3,RANDOM,0.14402619157305302,0.22943088064509498
BQ,262147,4,AOPT,-0.42153412346245006,-0.6403880978528597
BQ,262147,4,UNCERT,-0.4035694141739496,-0.3124239886549507
BQ,262147,4,MAXMIN,0.31303859571221543,0.19323802066461052
BQ,262147,4,RANDOM,-0.15305366496186945,-0.031755898500827606
A,104729,0,AOPT,-0.2881084824973296,-0.5011635127049306
A,104729,0,UNCERT,-0.4256120719745699,-0.29138496452971924
A,104729,0,MAXMIN,0.3263306341177513,0.3495921088624638
A,104729,0,RANDOM,-0.06454495415146683,-0.06018618724005787
A,104729,1,AOPT,-0.23725690589828152,-0.46961398012004224
A,104729,1,UNCERT,-0.2514903968074609,-0.12600533525993213
A,104729,1,MAXMIN,0.40084587911797215,0.30594653358315627
A,104729,1,RANDOM,-0.018657413759329798,-0.1741756405474929
A,104729,2,AOPT,-0.46646530514345264,-0.720189985267486
A,104729,2,UNCERT,-0.4152918961403735,-0.366496394011143
A,104729,2,MAXMIN,0.08699479530523463,0.11276812123419787
A,104729,2,RANDOM,-0.08975028655924659,0.1482021409798059
A,104729,3,AOPT,-0.5464625578955596,-0.6232453888315941
A,104729,3,UNCERT,-0.13698479418458634,-0.12925917460814515
A,104729,3,MAXMIN,0.17151495789280713,0.17216175048064383
A,104729,3,RANDOM,-0.047933319358122256,-0.025256272171728024
A,104729,4,AOPT,-0.5105008335162762,-0.6772627617362922
A,104729,4,UNCERT,-0.37676163349572417,-0.33747842002801826
A,104729,4,MAXMIN,0.16518258560532123,0.10973474348981782
A,104729,4,RANDOM,0.035356340235318334,-0.053036198645882285
A,130363,0,AOPT,-0.4446108967456401,-0.5978443685954528
A,130363,0,UNCERT,-0.057524897282945055,0.017464203702176946
A,130363,0,MAXMIN,0.3622551085491935,0.235563677843317
A,130363,0,RANDOM,-0.2596207594400542,-0.15216872062982084
A,130363,1,AOPT,-0.22474813926464302,-0.40746255972713696
A,130363,1,UNCERT,0.07219256562380284,0.13353713978078147
A,130363,1,MAXMIN,0.2158460154630592,0.21587101984363952
A,130363,1,RANDOM,0.1147520342094569,-0.026322802531045134
A,130363,2,AOPT,-0.32721398263843215,-0.5597796436281015
A,130363,2,UNCERT,-0.32279217206223704,-0.12592484423865252
A,130363,2,MAXMIN,0.19254101269823137,0.17707599957931638
A,130363,2,RANDOM,-0.048351537387523895,0.09644317834230626
A,130363,3,AOPT,-0.4320209489531209,-0.7225629616989082
A,130363,3,UNCERT,-0.4712534969560965,-0.3759029602918663
A,130363,3,MAXMIN,0.29696377042960304,0.22794231757611286
A,130363,3,RANDOM,0.012614595080602777,0.005564891429574799
A,130363,4,AOPT,-0.5584056766154196,-0.6490792168146325
A,130363,4,UNCERT,0.054056188619725776,0.12373541739199528
A,130363,4,MAXMIN,0.17358334355314853,0.18791769152960253
A,130363,4,RANDOM,-0.06796384879858726,-0.07494187564995468
A,155921,0,AOPT,-0.43736818699486646,-0.6136073490545141
A,155921,0,UNCERT,-0.16713895127283404,-0.1294676783372904
A,155921,0,MAXMIN,-0.030365702597659923,-0.14434902067490993
A,155921,0,RANDOM,-0.17045621290114982,-0.08990810995645165
A,155921,1,AOPT,-0.4384072122730077,-0.5184433787001784
A,155921,1,UNCERT,0.03767367706146379,-0.08211028764707043
A,155921,1,MAXMIN,0.2960429870737468,0.347746843219587
A,155921,1,RANDOM,-0.06564917982987749,-0.06439303808036624
A,155921,2,AOPT,-0.38506697989909333,-0.5681164114082303
A,155921,2,UNCERT,-0.12330682328870123,0.022869924647221436
A,155921,2,MAXMIN,0.29500115513916814,0.17756091711083077
A,155921,2,RANDOM,0.2037154772222236,0.27218154955684565
A,155921,3,AOPT,-0.08926698944045285,-0.3583988582073995
A,155921,3,UNCERT,-0.12187487936559237,-0.07763071398125321
A,155921,3,MAXMIN,0.26699155261399693,0.14396358630241046
A,155921,3,RANDOM,0.07573818404598008,0.20224255169755878
A,155921,4,AOPT,-0.46601238805568307,-0.6639527325713338
A,155921,4,UNCERT,-0.15266369181168962,-0.11324988547190463
A,155921,4,MAXMIN,0.36574598029800554,0.29513223501885866
A,155921,4,RANDOM,-0.14774740343131318,-0.1844102487762376
A,196613,0,AOPT,-0.3887461825540586,-0.5953530422627523
A,196613,0,UNCERT,-0.1638035747537598,-0.10790958921172214
A,196613,0,MAXMIN,0.2088533885775254,0.14373142815443374
A,196613,0,RANDOM,-0.3395591409301513,-0.23313800138335028
A,196613,1,AOPT,-0.23405027514774904,-0.5402742626399379
A,196613,1,UNCERT,-0.21224434889174756,-0.07671959271759454
A,196613,1,MAXMIN,0.2698343592601617,0.22735327968491098
A,196613,1,RANDOM,0.060161991413993775,0.03636357629511865
A,196613,2,AOPT,-0.4512192251279914,-0.6041352363980546
A,196613,2,UNCERT,0.052844500937972584,0.07570589930551237
A,196613,2,MAXMIN,0.25517605567751683,0.3422425034224946
A,196613,2,RANDOM,-0.018203220573623124,0.03866292717742287
A,196613,3,AOPT,-0.5405018217786942,-0.6313358924678739
A,196613,3,UNCERT,-0.25851339464235434,-0.1411173144957431
A,196613,3,MAXMIN,0.26758656671058184,0.2615866498356168
A,196613,3,RANDOM,0.044933804528364665,0.13140866204497006
A,196613,4,AOPT,-0.4286557852535657,-0.6229815841895484
A,196613,4,UNCERT,-0.3557603301608775,-0.2808225734562836
A,196613,4,MAXMIN,0.16703846436037523,0.09798869857664082
A,196613,4,RANDOM,0.2672833353398568,0.19886256057920235
A,262147,0,AOPT,-0.4990516347150506,-0.6547201769975097
A,262147,0,UNCERT,-0.01114769682783475,0.059025224499273846
A,262147,0,MAXMIN,0.1078251365588844,-0.0028151935373262565
A,262147,0,RANDOM,0.14338244540628836,0.05001660517982982
A,262147,1,AOPT,-0.49484869516691565,-0.6862040310485376
A,262147,1,UNCERT,-0.20763410309872107,-0.1359474681344822
A,262147,1,MAXMIN,0.1679193619242021,0.15887482492256783
A,262147,1,RANDOM,0.04379191992627573,-0.09141548668070044
A,262147,2,AOPT,-0.3411575884937216,-0.4776184840287391
A,262147,2,UNCERT,-0.41456435104785966,-0.40951848589387224
A,262147,2,MAXMIN,0.18698976806462264,0.2684635764623078
A,262147,2,RANDOM,0.07245342797551292,0.0530104031724205
A,262147,3,AOPT,-0.3530694584146059,-0.5831238498291388
A,262147,3,UNCERT,0.166591511437339,0.246702091623696
A,262147,3,MAXMIN,0.07954574215971166,0.024184362592432344
A,262147,3,RANDOM,-0.017159152951594946,0.1493168458273836
A,262147,4,AOPT,-0.4106976101321925,-0.650364874134261
A,262147,4,UNCERT,-0.4378881724621356,-0.336432221117103
A,262147,4,MAXMIN,0.07174377289466909,-0.0177237163806171
A,262147,4,RANDOM,0.14392434197134532,-0.07758105792952755
BP,104729,0,AOPT,-0.6125574931119608,-0.7342709404266153
BP,104729,0,UNCERT,-0.4157234616975875,-0.540872802019168
BP,104729,0,MAXMIN,0.12983555560525256,0.03651292654580437
BP,104729,0,RANDOM,0.2039084046364543,0.2299110649532517
BP,104729,1,AOPT,-0.5291549029458917,-0.7058880178218759
BP,104729,1,UNCERT,-0.38916052050549044,-0.3000848484667331
BP,104729,1,MAXMIN,0.34580998730661616,0.2560517129774323
BP,104729,1,RANDOM,-0.17459526673675044,-0.13481510645402683
BP,104729,2,AOPT,-0.5271951320113395,-0.7350971481080958
BP,104729,2,UNCERT,-0.07037329514463295,0.08444618838906562
BP,104729,2,MAXMIN,0.29019915523559975,0.1280536463276815
BP,104729,2,RANDOM,0.07351711932635194,-0.09459818917900795
BP,104729,3,AOPT,-0.26487492970122223,-0.32561865093539055
BP,104729,3,UNCERT,-0.43676676125820013,-0.37410526727086507
BP,104729,3,MAXMIN,0.6135038659194686,0.5613876952965131
BP,104729,3,RANDOM,-0.024918547393494774,-0.036077719263836495
BP,104729,4,AOPT,-0.22685440311381425,-0.540803516430972
BP,104729,4,UNCERT,-0.31910465911150343,-0.29061073172422225
BP,104729,4,MAXMIN,0.2729795311126588,0.14317061513935733
BP,104729,4,RANDOM,-0.14156643058764878,0.04440281503327981
BP,130363,0,AOPT,-0.3901339612233189,-0.6033662911602623
BP,130363,0,UNCERT,-0.2708167263900393,-0.18021868337229785
BP,130363,0,MAXMIN,0.2935871910528789,0.19428453183062352
