comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_all,C_DIRECT_ROW,M_SELECTED,-0.02926568040927309,-0.09425433881422539,0.055515012533607376,-0.11047658814569333,0.041927856511294,0.5672,0.03991098676167021,0.11175076293267658,-0.03592545489378115,90,38,1,5,-0.043527190371109296,0.013673521040999583,False,0.02,False,False
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_all,B1_MEAN_CURVE,M_SELECTED,-0.015377323183138026,-0.07348511678193616,0.04894565123803998,-0.07390562664886734,0.04820285443997398,0.5964,0.03046464140381093,0.0853009959306706,-0.05010795411462616,90,48,0,5,-0.024347736243449988,-0.0033982794924173913,True,0.02,False,False
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_far,C_DIRECT_ROW,M_SELECTED,-0.0465235304441555,-0.148206077027017,0.08592658654707619,-0.18035946015478616,0.060827807926619855,0.5644,0.06227659758760745,0.17437447324530087,-0.060723743617130566,88,37,1,5,-0.06669994754106774,0.021945247610317662,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_far,B1_MEAN_CURVE,M_SELECTED,-0.01645297554226195,-0.10460825967848804,0.08736057157807167,-0.10845193475977268,0.0824822518433669,0.7368,0.04817688195023563,0.13489526946065974,-0.06931208726832787,88,47,2,5,-0.03252503032260434,0.009274224004883943,False,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_adjacent,C_DIRECT_ROW,M_SELECTED,-0.021028053752244754,-0.04156262078543753,0.0007461493312675492,-0.04314869492624058,-0.0011746387504758858,0.0572,0.0105887981135417,0.029648634717916757,-0.03410349466027773,83,37,0,5,-0.024527041738054776,-0.015289348604483725,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_adjacent,B1_MEAN_CURVE,M_SELECTED,-0.010908693366712113,-0.026823737991578944,0.0026115638700294846,-0.028244263982170465,0.0016383183308968934,0.1052,0.007377657487898181,0.020657440966114906,-0.021160271993024417,83,45,0,5,-0.013925663447398836,-0.007781512239809593,True,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,sign_acc_strong,C_DIRECT_ROW,M_SELECTED,-0.06679397482210875,-0.18289393007840063,0.08166238601889375,-0.2204065103203225,0.05342814976946242,0.5484,0.07285818803956069,0.20400292651076993,-0.023478222456052446,86,31,1,5,-0.08437363847507846,0.02662541631207273,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,sign_acc_strong,B1_MEAN_CURVE,M_SELECTED,-0.0005828917162734315,-0.06167945337154231,0.09252659245522887,-0.07441451079980053,0.0769588454401484,0.972,0.040389537019189285,0.11309070365372999,0.01914000599014775,86,42,2,5,-0.015855442210512424,0.039476544429887815,False,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,pair_spearman,C_DIRECT_ROW,M_SELECTED,-0.09812903946062267,-0.25726083214670703,0.10935939860472528,-0.3178015194079292,0.07188494763272316,0.5488,0.10236144857198357,0.286612056001554,-0.0153024425156187,84,35,1,5,-0.12274503306060801,0.03348084437398784,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,pair_spearman,B1_MEAN_CURVE,M_SELECTED,-0.020427911772432087,-0.11652006682086444,0.12501214494537036,-0.14447777009932977,0.09853275175565215,0.8292,0.06436010751775766,0.18020830104972144,0.04072469787223212,84,46,2,5,-0.0396739193281406,0.04711557627070756,False,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,curve_spearman,C_DIRECT_ROW,M_SELECTED,-0.11725252137114267,-0.3429503566188893,0.17403245819819427,-0.427051209694638,0.1209458091059086,0.6248,0.1445104410484147,0.40462923493556113,-0.014825667300252135,84,34,1,5,-0.15289630038907434,0.06984959279220532,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,curve_spearman,B1_MEAN_CURVE,M_SELECTED,0.03764339618483329,-0.08105550849681495,0.22030171765332401,-0.10618006414765022,0.18685689230138017,0.568,0.07875870723409914,0.22052438025547758,0.08523092420949627,84,48,3,5,0.009414627417409144,0.11337806283976962,True,0.02,False,
