comparison,dropped_chemotype,delta,n_units
P1_M_SELECTED_vs_C_DIRECT_ROW,(none),-0.02926568040927309,90
P1_M_SELECTED_vs_C_DIRECT_ROW,sc000,-0.026009051459538603,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc001,-0.02614024326927724,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc007,-0.028552026800537224,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc008,-0.031159917531674627,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc009,0.013673521040999583,67
P1_M_SELECTED_vs_C_DIRECT_ROW,sc010,-0.026458604408552033,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc012,-0.02943623311822139,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc015,-0.02803898149063173,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc016,-0.03529088502145673,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc017,-0.0282678717899393,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc018,-0.028204609376987065,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc019,-0.02741832489245628,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc020,-0.02722070618151965,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc021,-0.02791709007221566,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc027,-0.02779699175865605,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc028,-0.03325724069393894,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc029,-0.0354943167831822,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc030,-0.03670904462646098,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc031,-0.03558808826271791,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc032,-0.029494567297270728,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc033,-0.026382392417774098,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc036,-0.038900098268165775,86
P1_M_SELECTED_vs_C_DIRECT_ROW,sc055,-0.030254751807192157,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc057,-0.02720982478508015,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc058,-0.026534130003628323,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc059,-0.029470170176145997,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc060,-0.03160154351325729,89
