comparison,dropped_chemotype,delta,n_units
P1_M_SELECTED_vs_C_DIRECT_ROW,sc061,-0.02951813401533915,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc062,-0.03426685052559029,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc063,-0.02914992842169127,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc068,-0.043527190371109296,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc069,-0.03164878064062459,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc070,-0.029016595472507473,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc071,-0.030072873188140056,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc075,-0.032544971148486375,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc076,-0.028910224434851747,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc077,-0.02972304802287766,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc078,-0.0304451997746757,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc083,-0.030846904403711017,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc084,-0.027274304599163694,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc085,-0.028775573703514776,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc086,-0.031528263101136045,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc092,-0.025796905722421465,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc096,-0.024260851576916934,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc097,-0.02548916145444989,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,(none),-0.015377323183138026,90
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc000,-0.0077960466808665516,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc001,-0.006125351809882851,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc007,-0.014413234019601517,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc008,-0.014939916990151769,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc009,-0.0033982794924173913,67
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc010,-0.013573727210472437,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc012,-0.015254023965397823,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc015,-0.01817812967184284,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc016,-0.017561694494509,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc017,-0.014412955224617968,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc018,-0.015460411837087414,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc019,-0.014890276961520293,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc020,-0.015301321778323032,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc021,-0.017948066928959353,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc027,-0.01017610625638117,84
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc028,-0.018870303946092452,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc029,-0.021429857831378005,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc030,-0.024347736243449988,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc031,-0.024049478536705,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc032,-0.015233246191686383,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc033,-0.01664221316948383,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc036,-0.022214139312827175,86
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc055,-0.014535740214107891,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc057,-0.014645821716490962,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc058,-0.01338057543585806,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc059,-0.01839358506825706,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc060,-0.017720300347123276,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc061,-0.019261246715553584,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc062,-0.01773072241292313,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc063,-0.01854145052433261,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc068,-0.02307917206336278,84
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc069,-0.016170643021335928,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc070,-0.015282825399364071,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc071,-0.015533078057934517,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc075,-0.017201090127958767,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc076,-0.016094768542114887,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc077,-0.015804612559175493,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc078,-0.01188085009662803,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc083,-0.012649943771522745,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc084,-0.013313005110413128,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc085,-0.01444224071526078,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc086,-0.017132184838650154,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc092,-0.010522709959153711,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc096,-0.006199389006045361,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc097,-0.008276256298881773,89
