band,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
far,P1_M_SELECTED_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,M_SELECTED,-0.041409861031581195,-0.1482393220996925,0.052828314252920845,-0.14210108010023603,0.06031881492721859,0.417,0.05189792926671624,0.14531420194680547,-0.07642657581592284,29,13,0,5,-0.07028561965028803,-0.02369947386735055,True,0.02,False,False
far,S1_M_SELECTED_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,M_SELECTED,-0.08433483072387657,-0.22121095559457724,0.03667293658385666,-0.22330228872098357,0.03504303995828798,0.208,0.06763899243992895,0.18938917883180104,-0.12540042718008282,29,14,0,5,-0.11259034234834961,-0.057389546985341856,True,0.02,False,False
mid,P1_M_SELECTED_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,M_SELECTED,-0.012830690462969802,-0.08898373208375733,0.07296669763371685,-0.10132322715483022,0.06378360015500982,0.841,0.0437005658747908,0.12236158444941422,-0.010134170560449442,49,19,1,5,-0.03453187024890743,0.031225477667667433,False,0.02,False,False
mid,S1_M_SELECTED_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,M_SELECTED,0.03375004212273468,-0.018635045126132743,0.10294785446116093,-0.022740755366997847,0.09751663600064293,0.217,0.031195035123357053,0.08734609834539975,0.04790326645954375,49,30,5,5,0.01998821950687548,0.051464822199484506,True,0.02,False,False
near,P1_M_SELECTED_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,M_SELECTED,-0.0038336983515075505,-0.0990876847184275,0.1449381308823745,-0.11979294894098878,0.11727505900073433,0.966,0.06631666664625332,0.1856866666095093,0.0372906541577746,32,15,3,5,-0.029791984338425715,0.08060434076382125,False,0.02,False,False
near,S1_M_SELECTED_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,M_SELECTED,0.021614158869103547,-0.039563968098705875,0.1188838756710384,-0.051853099499398404,0.10272500148879768,0.532,0.04285126694183689,0.11998354743714329,0.04635431127311156,32,18,4,5,0.005899863906807111,0.07730081323676793,True,0.02,False,False
