context,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_0:baseline,0.0,3.0,169087.0,0.35,2.0,0.13366430115827627,-0.04124256764609213,0.13113688733566542,True,
outer_0:baseline,1.0,3.0,169087.0,0.7,2.0,0.14395305572234376,-0.253577604378042,0.143599963809334,False,
outer_0:baseline,2.0,3.0,169087.0,1.0,4.0,0.14335772269764374,-0.2044831591797711,0.14482999478570485,False,
outer_0:2d_second_unshrunk,0.0,3.0,169087.0,0.35,2.0,0.13382404450913304,-0.04579174192745916,0.13106897348489793,True,
outer_0:2d_second_unshrunk,1.0,3.0,169087.0,0.7,2.0,0.14340706742007736,-0.24522714213049412,0.14365493909288488,False,
outer_0:2d_second_unshrunk,2.0,3.0,169087.0,1.0,4.0,0.14371748114975422,-0.21945209570452207,0.14581646430295514,False,
outer_0:delta3d_unshrunk,0.0,3.0,169087.0,0.35,2.0,0.13787757766592876,0.044742244535023734,0.12833435143208646,True,
outer_0:delta3d_unshrunk,1.0,3.0,169087.0,0.7,2.0,0.1424744557907576,-0.024273665928257415,0.1348635442811069,False,
outer_0:delta3d_unshrunk,2.0,3.0,169087.0,1.0,4.0,0.14785788594605065,-0.1131239090262115,0.14280851149608167,False,
outer_0:delta3d_extended_unshrunk,0.0,3.0,169087.0,0.35,2.0,0.13791444133759556,0.03888502184586873,0.1283121696658899,True,
outer_0:delta3d_extended_unshrunk,1.0,3.0,169087.0,0.7,2.0,0.14018155886194003,-0.017109681527455844,0.13329796186859935,False,
outer_0:delta3d_extended_unshrunk,2.0,3.0,169087.0,1.0,4.0,0.14423779879645485,-0.09314176039194799,0.13974205931141778,False,
outer_0:2d_ensemble_weight,,,,,,0.13366430115827627,-0.04124256764609213,0.13113688733566542,False,0.0
outer_0:2d_ensemble_weight,,,,,,0.13357953903147554,-0.04194950853940038,0.1310662500604785,True,0.25
outer_0:2d_ensemble_weight,,,,,,0.1336278278475614,-0.04294335121739734,0.1310184249251968,False,0.5
outer_0:2d_ensemble_weight,,,,,,0.13371933557490978,-0.044224095680083675,0.131034775504733,False,0.75
outer_0:2d_ensemble_weight,,,,,,0.13382404450913304,-0.04579174192745916,0.13106897348489793,False,1.0
outer_0:delta3d_weight,,,,,,0.13366430115827627,-0.04124256764609213,0.13113688733566542,False,0.0
outer_0:delta3d_weight,,,,,,0.1333468397449476,-0.005966551465461212,0.1289228793475443,True,0.25
outer_0:delta3d_weight,,,,,,0.13429641961101266,0.020122922624935202,0.12799171480664567,False,0.5
outer_0:delta3d_weight,,,,,,0.13570697032603407,0.037025854625097,0.1277236985776728,False,0.75
outer_0:delta3d_weight,,,,,,0.13787757766592876,0.044742244535023734,0.12833435143208646,False,1.0
outer_0:delta3d_extended_weight,,,,,,0.13366430115827627,-0.04124256764609213,0.13113688733566542,False,0.0
outer_0:delta3d_extended_weight,,,,,,0.1331233553754977,-0.006465411245069053,0.12884115015612518,True,0.25
outer_0:delta3d_extended_weight,,,,,,0.13394125064348017,0.018481572470598895,0.12781029831037818,False,0.5
outer_0:delta3d_extended_weight,,,,,,0.13542253232108845,0.033598383500911266,0.12757650579078278,False,0.75
outer_0:delta3d_extended_weight,,,,,,0.13791444133759556,0.03888502184586873,0.1283121696658899,False,1.0
outer_1:baseline,0.0,3.0,179094.0,0.35,2.0,0.13946376691433185,0.06328397708029354,0.11618697053285522,True,
outer_1:baseline,1.0,3.0,179094.0,0.7,2.0,0.14637616431275263,0.056875817668247564,0.11595926570515848,False,
outer_1:baseline,2.0,3.0,179094.0,1.0,4.0,0.14166659398062276,0.09856363257175482,0.11267024286587263,False,
outer_1:2d_second_unshrunk,0.0,3.0,179094.0,0.35,2.0,0.14046328379027956,0.07102760159830956,0.11547125257606163,True,
outer_1:2d_second_unshrunk,1.0,3.0,179094.0,0.7,2.0,0.14684946070916619,0.052617311779534104,0.11608911887746005,False,
outer_1:2d_second_unshrunk,2.0,3.0,179094.0,1.0,4.0,0.14256611906950475,0.09711530117581213,0.1122372708807431,False,
outer_1:delta3d_unshrunk,0.0,3.0,179094.0,0.35,2.0,0.1367380809336011,0.09866521617999569,0.11602453708605481,True,
outer_1:delta3d_unshrunk,1.0,3.0,179094.0,0.7,2.0,0.13914090660255612,0.09182325245756351,0.1172393522800808,False,
outer_1:delta3d_unshrunk,2.0,3.0,179094.0,1.0,4.0,0.13794891170307294,0.10793772008344416,0.11646465925901686,False,
outer_1:delta3d_extended_unshrunk,0.0,3.0,179094.0,0.35,2.0,0.13554931982133578,0.09383570694781473,0.11610942991950614,True,
outer_1:delta3d_extended_unshrunk,1.0,3.0,179094.0,0.7,2.0,0.13864943031634372,0.0919437504936379,0.11672743845980546,False,
outer_1:delta3d_extended_unshrunk,2.0,3.0,179094.0,1.0,4.0,0.1368729164447185,0.13157666226970122,0.11446297269382733,False,
outer_1:2d_ensemble_weight,,,,,,0.13946376691433185,0.06328397708029354,0.11618697053285522,True,0.0
outer_1:2d_ensemble_weight,,,,,,0.139674413498466,0.06596599381716772,0.1159541124226051,False,0.25
outer_1:2d_ensemble_weight,,,,,,0.13990240279534638,0.06815060348246171,0.11574643599400379,False,0.5
outer_1:2d_ensemble_weight,,,,,,0.14017944487671222,0.06983780607617562,0.11559902296055433,False,0.75
outer_1:2d_ensemble_weight,,,,,,0.14046328379027956,0.07102760159830956,0.11547125257606163,False,1.0
outer_1:delta3d_weight,,,,,,0.13946376691433185,0.06328397708029354,0.11618697053285522,False,0.0
outer_1:delta3d_weight,,,,,,0.1367808331381742,0.08682424362608243,0.11482679769851867,False,0.25
outer_1:delta3d_weight,,,,,,0.13511831544827405,0.10056787232462894,0.11434652574424024,True,0.5
outer_1:delta3d_weight,,,,,,0.13544575155457256,0.10451486317593339,0.11481220355595781,False,0.75
outer_1:delta3d_weight,,,,,,0.1367380809336011,0.09866521617999569,0.11602453708605481,False,1.0
outer_1:delta3d_extended_weight,,,,,,0.13946376691433185,0.06328397708029354,0.11618697053285522,False,0.0
outer_1:delta3d_extended_weight,,,,,,0.13584583813979692,0.08833045838070619,0.11449204454823932,False,0.25
outer_1:delta3d_extended_weight,,,,,,0.1336811158332951,0.10177124045876373,0.11389208313012535,False,0.5
outer_1:delta3d_extended_weight,,,,,,0.13366194099054438,0.10360632331446662,0.11438203439991027,True,0.75
outer_1:delta3d_extended_weight,,,,,,0.13554931982133578,0.09383570694781473,0.11610942991950614,False,1.0
outer_2:baseline,0.0,3.0,189101.0,0.35,2.0,0.13999530535326074,0.0019731041145489847,0.1315906418310278,True,
outer_2:baseline,1.0,3.0,189101.0,0.7,2.0,0.15445998883957943,-0.12258804704489057,0.14108918492915473,False,
outer_2:baseline,2.0,3.0,189101.0,1.0,4.0,0.14311255494424743,-0.0015215032614490642,0.1313094519196013,False,
outer_2:2d_second_unshrunk,0.0,3.0,189101.0,0.35,2.0,0.14022882156745087,0.009124912045195943,0.13064220311654962,True,
outer_2:2d_second_unshrunk,1.0,3.0,189101.0,0.7,2.0,0.15234322591324315,-0.12017451891410058,0.1419087337657682,False,
outer_2:2d_second_unshrunk,2.0,3.0,189101.0,1.0,4.0,0.14296737039682014,0.00047532452826715144,0.13184457765505259,False,
outer_2:delta3d_unshrunk,0.0,3.0,189101.0,0.35,2.0,0.1465908981821031,0.05378607443826511,0.12749805126503808,False,
outer_2:delta3d_unshrunk,1.0,3.0,189101.0,0.7,2.0,0.1560981703526491,0.013115789157736812,0.12915725240431075,False,
outer_2:delta3d_unshrunk,2.0,3.0,189101.0,1.0,4.0,0.14656222837754918,0.0612939946193608,0.12599541637912778,True,
outer_2:delta3d_extended_unshrunk,0.0,3.0,189101.0,0.35,2.0,0.14477799835176436,0.07416430744531421,0.12623908731546482,False,
outer_2:delta3d_extended_unshrunk,1.0,3.0,189101.0,0.7,2.0,0.1526194047392528,0.01819839783313848,0.12970641642834543,False,
outer_2:delta3d_extended_unshrunk,2.0,3.0,189101.0,1.0,4.0,0.14440817497316055,0.06186207009921241,0.1261020128241216,True,
outer_2:2d_ensemble_weight,,,,,,0.13999530535326074,0.0019731041145489847,0.1315906418310278,False,0.0
outer_2:2d_ensemble_weight,,,,,,0.13999370930149932,0.0043499703458543815,0.13129398336322626,True,0.25
outer_2:2d_ensemble_weight,,,,,,0.14003398935105163,0.00633422707806397,0.131026537846197,False,0.5
outer_2:2d_ensemble_weight,,,,,,0.14010769656680624,0.007925874311177639,0.1308115841278441,False,0.75
outer_2:2d_ensemble_weight,,,,,,0.14022882156745087,0.009124912045195943,0.13064220311654962,False,1.0
outer_2:delta3d_weight,,,,,,0.13999530535326074,0.0019731041145489847,0.1315906418310278,False,0.0
outer_2:delta3d_weight,,,,,,0.13942871391394224,0.04057057715289125,0.12791235743594398,True,0.25
outer_2:delta3d_weight,,,,,,0.14075295377344696,0.06332321658314077,0.12575755726502064,False,0.5
outer_2:delta3d_weight,,,,,,0.14299873330609522,0.07023102240529744,0.12488375192399839,False,0.75
outer_2:delta3d_weight,,,,,,0.14656222837754918,0.0612939946193608,0.12599541637912778,False,1.0
outer_2:delta3d_extended_weight,,,,,,0.13999530535326074,0.0019731041145489847,0.1315906418310278,False,0.0
outer_2:delta3d_extended_weight,,,,,,0.1386655807830769,0.039422853648085954,0.12800514329710186,True,0.25
outer_2:delta3d_extended_weight,,,,,,0.13922445789149024,0.061887597823375606,0.12591421252941756,False,0.5
outer_2:delta3d_extended_weight,,,,,,0.14122357884208855,0.06936733664041783,0.12523786031408177,False,0.75
outer_2:delta3d_extended_weight,,,,,,0.14440817497316055,0.06186207009921241,0.1261020128241216,False,1.0
outer_3:baseline,0.0,3.0,199108.0,0.35,2.0,0.1420141964427826,-0.015059738969962932,0.13153513543229026,True,
outer_3:baseline,1.0,3.0,199108.0,0.7,2.0,0.15081022851135528,-0.13187714681325202,0.13994257819562436,False,
outer_3:baseline,2.0,3.0,199108.0,1.0,4.0,0.14868115901111592,-0.15747623332748217,0.1402517932130492,False,
