context,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_0:delta3d_extended_weight,,,,,,0.13224734922270368,0.04135353572539102,0.12572164918497136,False,0.25
outer_0:delta3d_extended_weight,,,,,,0.13463209222921593,0.053093112798816566,0.12611022703473018,False,0.5
outer_0:delta3d_extended_weight,,,,,,0.13763131162233727,0.054664966636894574,0.12722398393860412,False,0.75
outer_0:delta3d_extended_weight,,,,,,0.1413907590992501,0.04606909723962527,0.12902380935583707,False,1.0
outer_1:baseline,0.0,3.0,224094.0,0.35,2.0,0.1381854808782512,0.11604718242068723,0.11111117223770109,True,
outer_1:baseline,1.0,3.0,224094.0,0.7,2.0,0.14073071128867903,0.1317404513355842,0.10972336466648643,False,
outer_1:baseline,2.0,3.0,224094.0,1.0,4.0,0.1560357934737142,-0.0540371214898685,0.12437897558148671,False,
outer_1:2d_second_unshrunk,0.0,3.0,224094.0,0.35,2.0,0.1386803320586085,0.10248968355233579,0.11246088923796993,True,
outer_1:2d_second_unshrunk,1.0,3.0,224094.0,0.7,2.0,0.1404938338828005,0.14155476521338295,0.10876474743535466,False,
outer_1:2d_second_unshrunk,2.0,3.0,224094.0,1.0,4.0,0.15694069330349938,-0.05034943005140824,0.12345540421839848,False,
outer_1:delta3d_unshrunk,0.0,3.0,224094.0,0.35,2.0,0.13914494647389905,0.09751925221658386,0.11497107439207153,True,
outer_1:delta3d_unshrunk,1.0,3.0,224094.0,0.7,2.0,0.14245120289187307,0.07517148704672239,0.11654455065510472,False,
outer_1:delta3d_unshrunk,2.0,3.0,224094.0,1.0,4.0,0.14833869879107398,0.014743988450933054,0.12309651907203839,False,
outer_1:delta3d_extended_unshrunk,0.0,3.0,224094.0,0.35,2.0,0.13948363915189174,0.09967664442885393,0.11493999293008245,True,
outer_1:delta3d_extended_unshrunk,1.0,3.0,224094.0,0.7,2.0,0.13994397603939138,0.10139164809649148,0.1151471371365056,False,
outer_1:delta3d_extended_unshrunk,2.0,3.0,224094.0,1.0,4.0,0.14392165524382763,0.05367304608643175,0.12180767979184495,False,
outer_1:2d_ensemble_weight,,,,,,0.1381854808782512,0.11604718242068723,0.11111117223770109,True,0.0
outer_1:2d_ensemble_weight,,,,,,0.13828379129654841,0.11344870437090149,0.11131771101615211,False,0.25
outer_1:2d_ensemble_weight,,,,,,0.13839787278417962,0.11032296187624768,0.11163646137400456,False,0.5
outer_1:2d_ensemble_weight,,,,,,0.13852821498943965,0.10666995493672593,0.11202096076191725,False,0.75
outer_1:2d_ensemble_weight,,,,,,0.1386803320586085,0.10248968355233579,0.11246088923796993,False,1.0
outer_1:delta3d_weight,,,,,,0.1381854808782512,0.11604718242068723,0.11111117223770109,False,0.0
outer_1:delta3d_weight,,,,,,0.13649326788960225,0.12060243314553953,0.11120221001843876,True,0.25
outer_1:delta3d_weight,,,,,,0.13663647468944504,0.1190328616864732,0.11199770317701609,False,0.5
outer_1:delta3d_weight,,,,,,0.13745903727606454,0.11133846804348801,0.1132279050658109,False,0.75
outer_1:delta3d_weight,,,,,,0.13914494647389905,0.09751925221658386,0.11497107439207153,False,1.0
outer_1:delta3d_extended_weight,,,,,,0.1381854808782512,0.11604718242068723,0.11111117223770109,False,0.0
outer_1:delta3d_extended_weight,,,,,,0.1364349844970689,0.12294426225864552,0.11104272536280113,True,0.25
outer_1:delta3d_extended_weight,,,,,,0.1365328128613035,0.1225148658726597,0.11181536650850825,False,0.5
outer_1:delta3d_extended_weight,,,,,,0.13749855563176783,0.11475899326272909,0.11305918293166467,False,0.75
outer_1:delta3d_extended_weight,,,,,,0.13948363915189174,0.09967664442885404,0.11493999293008245,False,1.0
outer_2:baseline,0.0,3.0,234101.0,0.35,2.0,0.14217550086138805,0.00870978781122389,0.131564172246678,True,
outer_2:baseline,1.0,3.0,234101.0,0.7,2.0,0.1511379383129741,-0.12402533341284228,0.14113633631392486,False,
outer_2:baseline,2.0,3.0,234101.0,1.0,4.0,0.15181224721249523,-0.011237918082948939,0.13523120863336036,False,
outer_2:2d_second_unshrunk,0.0,3.0,234101.0,0.35,2.0,0.14192243208784208,0.007964448547474245,0.1325142943341807,True,
outer_2:2d_second_unshrunk,1.0,3.0,234101.0,0.7,2.0,0.14963063390649742,-0.13748914658048683,0.1431102377990574,False,
outer_2:2d_second_unshrunk,2.0,3.0,234101.0,1.0,4.0,0.1513342724680038,-0.01466572285442136,0.13557989765221515,False,
outer_2:delta3d_unshrunk,0.0,3.0,234101.0,0.35,2.0,0.14814536075975035,0.08475399566586617,0.12814655485165424,True,
outer_2:delta3d_unshrunk,1.0,3.0,234101.0,0.7,2.0,0.15132164599595568,0.0854001678168731,0.12646881320223455,False,
outer_2:delta3d_unshrunk,2.0,3.0,234101.0,1.0,4.0,0.15032984099348223,0.08941013722396485,0.1253325447686983,False,
outer_2:delta3d_extended_unshrunk,0.0,3.0,234101.0,0.35,2.0,0.14431452369257544,0.10015079181682085,0.12462968156715531,True,
outer_2:delta3d_extended_unshrunk,1.0,3.0,234101.0,0.7,2.0,0.1468989819217146,0.08702489480960018,0.12602832253288834,False,
outer_2:delta3d_extended_unshrunk,2.0,3.0,234101.0,1.0,4.0,0.1506488718239134,0.0812446154221832,0.12602638527400553,False,
outer_2:2d_ensemble_weight,,,,,,0.14217550086138805,0.00870978781122389,0.131564172246678,False,0.0
outer_2:2d_ensemble_weight,,,,,,0.1420903444861266,0.009587302862541724,0.13167326199317192,False,0.25
outer_2:2d_ensemble_weight,,,,,,0.14201708964539328,0.009755584669022821,0.13188869474071868,False,0.5
outer_2:2d_ensemble_weight,,,,,,0.1419624111255401,0.009214633230667069,0.13217617418651223,False,0.75
outer_2:2d_ensemble_weight,,,,,,0.14192243208784208,0.007964448547474245,0.1325142943341807,True,1.0
outer_2:delta3d_weight,,,,,,0.14217550086138805,0.00870978781122389,0.131564172246678,False,0.0
outer_2:delta3d_weight,,,,,,0.14194719976004078,0.0413085980029928,0.12952035544259433,True,0.25
outer_2:delta3d_weight,,,,,,0.1427684698156728,0.06484890270935617,0.12824039958201663,False,0.5
outer_2:delta3d_weight,,,,,,0.14516279574831745,0.079330701930314,0.12784022824394406,False,0.75
outer_2:delta3d_weight,,,,,,0.14814536075975035,0.08475399566586617,0.12814655485165424,False,1.0
outer_2:delta3d_extended_weight,,,,,,0.14217550086138805,0.00870978781122389,0.131564172246678,False,0.0
outer_2:delta3d_extended_weight,,,,,,0.14071426835455378,0.04795796347094172,0.1285288895658389,True,0.25
outer_2:delta3d_extended_weight,,,,,,0.14072070453395485,0.07628085602511381,0.12633109018844085,False,0.5
outer_2:delta3d_extended_weight,,,,,,0.1422826210145486,0.09367846547374004,0.1250824586283423,False,0.75
outer_2:delta3d_extended_weight,,,,,,0.14431452369257544,0.10015079181682085,0.12462968156715531,False,1.0
outer_3:baseline,0.0,3.0,244108.0,0.35,2.0,0.14115535518929187,0.019175360603383762,0.12822235214646302,True,
outer_3:baseline,1.0,3.0,244108.0,0.7,2.0,0.15010574051697237,-0.0509398815520119,0.13435876521680362,False,
outer_3:baseline,2.0,3.0,244108.0,1.0,4.0,0.15477214217631116,-0.12495457439643576,0.14212525387092614,False,
outer_3:2d_second_unshrunk,0.0,3.0,244108.0,0.35,2.0,0.14175395032745322,0.02336559240642677,0.12817959371469348,True,
outer_3:2d_second_unshrunk,1.0,3.0,244108.0,0.7,2.0,0.15142562474283902,-0.06242128449395046,0.13528328032348735,False,
outer_3:2d_second_unshrunk,2.0,3.0,244108.0,1.0,4.0,0.15303586656338147,-0.12024920255158777,0.1424934116462372,False,
outer_3:delta3d_unshrunk,0.0,3.0,244108.0,0.35,2.0,0.13976275510973613,0.0321308809306079,0.12572931228050638,True,
outer_3:delta3d_unshrunk,1.0,3.0,244108.0,0.7,2.0,0.1464612179211296,0.007645468486883855,0.12890539711996712,False,
outer_3:delta3d_unshrunk,2.0,3.0,244108.0,1.0,4.0,0.14961132251921586,-0.008603326915763931,0.1300018143104133,False,
outer_3:delta3d_extended_unshrunk,0.0,3.0,244108.0,0.35,2.0,0.14095211276693934,0.03265548249621042,0.12562277556954513,True,
outer_3:delta3d_extended_unshrunk,1.0,3.0,244108.0,0.7,2.0,0.14717368350799456,-0.014721078840414181,0.12947118521264248,False,
outer_3:delta3d_extended_unshrunk,2.0,3.0,244108.0,1.0,4.0,0.14802040588666956,0.009959668401850252,0.12823775081893715,False,
outer_3:2d_ensemble_weight,,,,,,0.14115535518929187,0.019175360603383762,0.12822235214646302,True,0.0
outer_3:2d_ensemble_weight,,,,,,0.14125590749735611,0.020616990193127793,0.12816213370367624,False,0.25
outer_3:2d_ensemble_weight,,,,,,0.14138400331844073,0.021795905356883027,0.1281367852519359,False,0.5
outer_3:2d_ensemble_weight,,,,,,0.1415399244176311,0.022712106094649465,0.12813596510119274,False,0.75
outer_3:2d_ensemble_weight,,,,,,0.14175395032745322,0.02336559240642677,0.12817959371469348,False,1.0
outer_3:delta3d_weight,,,,,,0.14115535518929187,0.019175360603383762,0.12822235214646302,False,0.0
outer_3:delta3d_weight,,,,,,0.13937025984087784,0.034867510299351756,0.12623687105180334,False,0.25
outer_3:delta3d_weight,,,,,,0.1380784387664231,0.042257480252545054,0.12511933772860181,True,0.5
outer_3:delta3d_weight,,,,,,0.13823739276339717,0.04134527046296388,0.12495214457223405,False,0.75
outer_3:delta3d_weight,,,,,,0.13976275510973613,0.0321308809306079,0.12572931228050638,False,1.0
outer_3:delta3d_extended_weight,,,,,,0.14115535518929187,0.019175360603383762,0.12822235214646302,False,0.0
outer_3:delta3d_extended_weight,,,,,,0.13932611696797267,0.03560893644286045,0.12628160855269838,False,0.25
outer_3:delta3d_extended_weight,,,,,,0.13802008907129734,0.04333348203815712,0.1250943708521047,True,0.5
outer_3:delta3d_extended_weight,,,,,,0.139056395517126,0.04234899738927389,0.12495234560934165,False,0.75
outer_3:delta3d_extended_weight,,,,,,0.14095211276693934,0.03265548249621042,0.12562277556954513,False,1.0
outer_4:baseline,0.0,3.0,254115.0,0.35,2.0,0.13572784347416178,-0.06388783831489975,0.13532725479435953,True,
outer_4:baseline,1.0,3.0,254115.0,0.7,2.0,0.1395999255258852,-0.2319364327311133,0.14967731326108905,False,
outer_4:baseline,2.0,3.0,254115.0,1.0,4.0,0.14219184116904415,-0.16425761246123005,0.14650564132893,False,
outer_4:2d_second_unshrunk,0.0,3.0,254115.0,0.35,2.0,0.1369401524144831,-0.06996109190385025,0.1354505631305022,True,
outer_4:2d_second_unshrunk,1.0,3.0,254115.0,0.7,2.0,0.1385608982315553,-0.19273556906566114,0.14705684498575222,False,
outer_4:2d_second_unshrunk,2.0,3.0,254115.0,1.0,4.0,0.14161737245627878,-0.1561212425109859,0.1455037315145698,False,
outer_4:delta3d_unshrunk,0.0,3.0,254115.0,0.35,2.0,0.13150237685132077,0.07225349792800928,0.12280027105277898,False,
outer_4:delta3d_unshrunk,1.0,3.0,254115.0,0.7,2.0,0.13126883841016282,0.06879991351373538,0.12264237744812749,True,
outer_4:delta3d_unshrunk,2.0,3.0,254115.0,1.0,4.0,0.13265978181357446,0.07333219491538201,0.12257248185616819,False,
outer_4:delta3d_extended_unshrunk,0.0,3.0,254115.0,0.35,2.0,0.13381774680653022,0.07162195272245031,0.12241774007915211,False,
outer_4:delta3d_extended_unshrunk,1.0,3.0,254115.0,0.7,2.0,0.13294516775590867,0.061487451585790165,0.12260994249486927,True,
outer_4:delta3d_extended_unshrunk,2.0,3.0,254115.0,1.0,4.0,0.135208836741605,0.08335483457586546,0.12087542779438955,False,
outer_4:2d_ensemble_weight,,,,,,0.13572784347416178,-0.06388783831489975,0.13532725479435953,True,0.0
outer_4:2d_ensemble_weight,,,,,,0.13601576950857253,-0.0649131325134431,0.13533488469825977,False,0.25
outer_4:2d_ensemble_weight,,,,,,0.13630621803013804,-0.06626710617778286,0.13534781340453106,False,0.5
outer_4:2d_ensemble_weight,,,,,,0.13661615409326008,-0.06794975930791858,0.13539373099166707,False,0.75
outer_4:2d_ensemble_weight,,,,,,0.1369401524144831,-0.06996109190385025,0.1354505631305022,False,1.0
outer_4:delta3d_weight,,,,,,0.13572784347416178,-0.06388783831489975,0.13532725479435953,False,0.0
outer_4:delta3d_weight,,,,,,0.13227981496329316,-0.01172853048814626,0.13043617091044465,False,0.25
outer_4:delta3d_weight,,,,,,0.13027330828758932,0.0277725307588772,0.1265767598995362,False,0.5
outer_4:delta3d_weight,,,,,,0.12989529440663702,0.05461534542617119,0.1239623111578609,True,0.75
outer_4:delta3d_weight,,,,,,0.13126883841016282,0.06879991351373538,0.12264237744812749,False,1.0
outer_4:delta3d_extended_weight,,,,,,0.13572784347416178,-0.06388783831489975,0.13532725479435953,False,0.0
outer_4:delta3d_extended_weight,,,,,,0.13219641347649666,-0.01156803485287683,0.13006655933703828,False,0.25
outer_4:delta3d_extended_weight,,,,,,0.13023875208485225,0.02676778128457924,0.12593187968101524,True,0.5
outer_4:delta3d_extended_weight,,,,,,0.1306013231107452,0.05111961009746824,0.12343296562207695,False,0.75
outer_4:delta3d_extended_weight,,,,,,0.13294516775590867,0.061487451585790165,0.12260994249486927,False,1.0
