grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction
pair_type,Sm-Eu,186,0.14197942712456832,0.20289420026198213,0.7526881720430108,0.24272075657674863,0.15348373507954596,0.21165398890091583,0.7634408602150538,0.17591937612915176,-0.011504307954977644
pair_type,La-Ce,174,0.1960425167206023,0.2775293554322077,0.7816091954022989,0.061580866990449845,0.19110175986435518,0.2781345056032356,0.7873563218390804,0.05748397690559515,0.004940756856247119
pair_type,Ho-Er,169,0.10790819503201998,0.1599087627969917,0.6686390532544378,-0.465669689093138,0.09997090621688927,0.14454661476835612,0.650887573964497,-0.19758798523557908,0.007937288815130714
pair_type,Dy-Ho,168,0.11304182768025794,0.17176769330467362,0.8095238095238095,-0.039527419602271685,0.11695378764718505,0.17098547852908186,0.8333333333333334,-0.03008114687892527,-0.0039119599669271005
pair_type,Eu-Gd,168,0.13618645604437124,0.20185675335110798,0.7380952380952381,0.0005340121432582112,0.13483941965414575,0.19738151787668484,0.7380952380952381,0.044359777568588665,0.0013470363902254867
pair_type,Gd-Tb,167,0.13837370889385656,0.18261279265758112,0.8802395209580839,0.21618592138914083,0.15150868370523746,0.20279428031897168,0.874251497005988,0.033365998696213706,-0.0131349748113809
pair_type,Pr-Nd,160,0.14876188013417072,0.2211074715724246,0.69375,0.1522013813651949,0.14958497384978284,0.22054906115829664,0.69375,0.15647823153270324,-0.0008230937156121221
pair_type,Tb-Dy,159,0.1284890493457413,0.17760027103232628,0.7610062893081762,-0.1385638527862858,0.12309701013824038,0.16642872837606681,0.779874213836478,0.00016868913656542528,0.005392039207500907
pair_type,Ce-Pr,156,0.19457758194408822,0.309324995776763,0.717948717948718,-0.03418623438826596,0.2027141123001576,0.31320762098542454,0.6923076923076923,-0.06031123456290577,-0.008136530356069371
pair_type,Yb-Lu,135,0.14592413010641367,0.18171904729168348,0.6,-1.1536411722547926,0.08519590990587707,0.12327662555272315,0.6074074074074074,0.008862475983129614,0.0607282202005366
pair_type,Er-Tm,133,0.09246647402904619,0.1669533152262616,0.5714285714285714,-0.047876427721103454,0.09324297085532131,0.16490577336140136,0.5714285714285714,-0.022331393866523275,-0.0007764968262751193
pair_type,Tm-Yb,129,0.06725749835531773,0.12181266911557218,0.6124031007751938,0.04232485734778024,0.07298637773420301,0.1257209209403702,0.6124031007751938,-0.02011328538225654,-0.0057288793788852765
