grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,556,0.12164645450126592,0.17068426763591046,0.7931654676258992,-0.02312387561040108,0.1152158437589584,0.16292956192381428,0.8003597122302158,0.06773149412300694,0.006430610742307524
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,187,0.15159841602012292,0.2265698404516244,0.8074866310160428,-0.06887426916434491,0.14347524447928323,0.21261730683342484,0.839572192513369,0.0587182242593034,0.008123171540839691
extractant,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,158,0.2077904910565212,0.31088232897496987,0.7025316455696202,0.013394250615344383,0.21351587624443677,0.3134915938529592,0.7025316455696202,-0.003236601172724729,-0.0057253851879155715
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.08145948831479068,0.09846839955564643,0.45454545454545453,0.1997187045881016,0.08220330966464849,0.09832533758519325,0.45454545454545453,0.2020424277324696,-0.000743821349857815
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.09955928963537969,0.13050832578301824,0.7017543859649122,-0.37829488792252985,0.09173812831965265,0.12160538375994558,0.6842105263157895,-0.19666148634507308,0.007821161315727035
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,52,0.13186213356654272,0.1772394467345082,0.5576923076923077,-0.6224275893361302,0.11692698672768098,0.16713465560440552,0.5961538461538461,-0.4427051201940184,0.01493514683886174
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,50,0.11118564739858637,0.1872541765864715,0.72,0.14596465743269693,0.1097081320243956,0.18797556969802015,0.74,0.13937167273269535,0.0014775153741907743
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,50,0.09060733907962548,0.14040283874359002,0.78,-0.5810952784728431,0.07590098002658689,0.12816017236592003,0.78,-0.31738413814065947,0.01470635905303859
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.09504704946143379,0.12752404471112241,0.6410256410256411,-0.05943781697311823,0.08023339827023242,0.11599813601405286,0.6410256410256411,0.12341641350302213,0.014813651191201371
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.09754038947136472,0.11945059688126566,1.0,0.2666171183494427,0.10709399464403203,0.12696124513500834,1.0,0.17149245811790015,-0.009553605172667318
