design,arm,k,n_pairs,mae,rmse,mean_sd,median_sd,z_sd,median_abs_z,cover50,cover80,cover90,cover95,abs_cover90_gap
BR,LOWRANK2,1,52744,0.2279056088654509,0.3157038322373241,0.45121900369603857,0.4404309105802253,0.46412139466255253,0.36067884187671817,0.7299218868496891,0.934836189898377,0.9741202790838769,0.9868989837706659,0.07412027908387686
BR,LOWRANK2,2,52744,0.18745243636595788,0.26159417566459175,0.4196538037418952,0.410504595927097,0.42458747064322583,0.3198795343676144,0.7796147429091461,0.9532837858334597,0.982557257697558,0.990292734718641,0.08255725769755795
BR,LOWRANK2,3,52744,0.17331972221048006,0.2407863743629514,0.40403525495948284,0.4004889155243644,0.407976475217934,0.30509457457702105,0.7872743819202184,0.9600333687244047,0.9852495070529349,0.9916578188988321,0.08524950705293488
BR,LOWRANK3,0,52744,0.45872879181477993,0.6693067582399165,0.6369452325158176,0.5608361220053676,0.5667355422384299,0.5086456836930415,0.6046185348096466,0.8564196875473987,0.936106476566055,0.9717693007735477,0.036106476566054924
BR,LOWRANK3,1,52744,0.22859305197699983,0.3162377501566583,0.45251246005170503,0.4476379770645509,0.46202829087590364,0.3619779069871509,0.7295806158046413,0.9348551494008798,0.9745373881389352,0.9867662672531473,0.07453738813893518
BR,LOWRANK3,2,52744,0.18618308967790828,0.2599889680799222,0.41983146660360465,0.4162027384147936,0.4226851839414813,0.3174680366310308,0.7834824814196876,0.9556158046412863,0.9827278932200819,0.990292734718641,0.0827278932200819
BR,LOWRANK3,3,52744,0.16786849546537214,0.23330468051123288,0.40130241836800085,0.40116398676976855,0.40142148552003326,0.29791628833452005,0.7986121644168057,0.9638252692249355,0.9854580615804641,0.9915251023813135,0.0854580615804641
BR,HIER,0,52744,0.45872879181477993,0.6693067582399165,0.7071656193631244,0.636082166921762,0.5373182314678177,0.44895582404725976,0.6498369482784772,0.8849537388138935,0.9527529197633854,0.978992871227059,0.052752919763385364
BR,HIER,1,52744,0.22745279148099423,0.3151827445682548,0.5580847029554611,0.5573998648898179,0.38387567094529357,0.2925852743231665,0.8086986197482178,0.966707113605339,0.9870696192931897,0.993913999696648,0.08706961929318968
BR,HIER,2,52744,0.20211889362451713,0.2837964785474613,0.5242087932287892,0.5234485746318818,0.3726983685285228,0.27199949235779475,0.8308622781738207,0.9705179736083726,0.98771424237828,0.9936864856666161,0.08771424237827996
BR,HIER,3,52744,0.1826841850423313,0.25949844702848496,0.4959866641965126,0.4916751773151013,0.36130514909569295,0.25466434977079044,0.8461057181859548,0.9733239799787654,0.9892310025784924,0.9941604732291824,0.08923100257849237
BR,MIX6meanPC,0,52744,0.45872879181477993,0.6693067582399165,0.7687719897375285,0.6687095910051544,0.4704358989302638,0.4275239166050596,0.6765129682997119,0.9196875473987562,0.973342939481268,0.988207189443349,0.07334293948126802
BR,MIX6meanPC,1,52744,0.23162459364892068,0.3216221181017056,0.538112286484563,0.5282179508113924,0.394993029077569,0.30492969036805784,0.7872364629152131,0.9639200667374488,0.9864249962080995,0.9932693766115577,0.08642499620809951
BR,MIX6meanPC,2,52744,0.19476567081837273,0.27526715207169067,0.4975453652962525,0.4886865240020453,0.37589725684168596,0.27623889109411154,0.8243970878204155,0.9719399362960716,0.9884915819808888,0.9933831336265736,0.0884915819808888
BR,MIX6meanPC,3,52744,0.16309114522170226,0.2316115375711395,0.4687324548871323,0.4656953827648883,0.3455861911706754,0.2436581237553105,0.8614629152131048,0.9803010768997421,0.9910890338237525,0.9945017442742302,0.09108903382375244
BQ,POOLED,0,52837,0.4646777471346457,0.67736035282974,0.648577545223761,0.5927179649395135,0.5831307655200718,0.4962165120309677,0.6109355186706286,0.8507296023619811,0.9304653935689006,0.9670874576527811,0.030465393568900545
BQ,POOLED,1,52837,0.23650576306544638,0.3257014718114944,0.5143241751213274,0.5084292849479886,0.418539699178558,0.3315032233255915,0.7626095349849538,0.9540473531805364,0.9827772205083559,0.9914453886481065,0.0827772205083559
BQ,POOLED,2,52837,0.20305959042832616,0.284227152342081,0.4832261475543943,0.47686986491847716,0.3994026140069231,0.2994723168914871,0.795427446675625,0.9638510891988569,0.9860325150935897,0.9922024339004863,0.08603251509358967
BQ,POOLED,3,52837,0.17160818047522344,0.2412966920581585,0.46142158435199476,0.4593342363037081,0.36208947672087954,0.2643254053623475,0.8376516456271174,0.9763801881257452,0.990328746900846,0.9941896776879838,0.09032874690084602
BQ,LW,0,52837,0.4646777471346457,0.67736035282974,0.6343600599785385,0.5762394583592146,1752.230020602336,0.5200618113472546,0.5981603800367167,0.8502753752105532,0.9302004277305675,0.9676173893294472,0.030200427730567525
BQ,LW,1,52837,0.23406477674198495,0.3772648609840307,0.44134177192874585,0.4469549496184323,204799.75240912684,0.3708208817534886,0.7171111153169181,0.9178416639854647,0.9591574086341011,0.9775914605295531,0.05915740863410113
BQ,LW,2,52837,0.6755501457176779,7.5479611424392425,0.34083806653077087,0.4087732415100021,7522525.578979543,0.5444266726817968,0.5593239585896247,0.7066828169653842,0.7410905236860533,0.757878002157579,0.1589094763139467
BQ,LW,3,52837,101.24742124567497,1328.2568307956205,0.24295754734911826,0.36785845467447065,1324420223.1064835,0.929129610926961,0.4490035391865549,0.5346632094933474,0.5470787516323788,0.5510153869447546,0.3529212483676212
BQ,LOWRANK2,0,52837,0.4646777471346457,0.67736035282974,0.6397911697662193,0.5596373730966085,0.5691138140652658,0.5160769207052216,0.5989742036830251,0.855044760300547,0.9354051138406798,0.9716865075609895,0.03540511384067979
BQ,LOWRANK2,1,52837,0.22871859273704984,0.3168484018189668,0.4523098669364285,0.4410527756594718,0.4645804613223088,0.36054029871455834,0.7305486685466623,0.9341559891742529,0.9736548252171774,0.9869409693964457,0.07365482521717737
BQ,LOWRANK2,2,52837,0.18771868614139126,0.2621246783234003,0.4202757343531198,0.4108349085602862,0.42505110570421445,0.31863990532577524,0.7801919109714783,0.9530253420898234,0.9825501069326419,0.9903476730321555,0.08255010693264186
BQ,LOWRANK2,3,52837,0.17204370649319456,0.23909122073528083,0.40441550607672716,0.40095832465796305,0.40556374587289545,0.3022937248214035,0.7900524253837273,0.96146639665386,0.9855782879421617,0.9917292806177489,0.08557828794216171
BQ,LOWRANK3,0,52837,0.4646777471346457,0.67736035282974,0.6407422818612722,0.5587672839086132,0.5687088613187424,0.5146336431249761,0.6003936635312376,0.8546094592804285,0.9351590741336563,0.9710051668338475,0.035159074133656265
BQ,LOWRANK3,1,52837,0.22891437198471626,0.3169060857661177,0.453254583622128,0.44688822185026383,0.4627403315604101,0.3608073678292566,0.7304918901527339,0.9344398811438954,0.9737116036111059,0.9867895603459697,0.07371160361110585
BQ,LOWRANK3,2,52837,0.1857241467590203,0.2593493102248885,0.42030687991310756,0.415916617090788,0.4219447341838559,0.316035103881091,0.7842988814656396,0.9548422506955353,0.9832882260537124,0.9903098207695366,0.08328822605371233
BQ,LOWRANK3,3,52837,0.16778740758673688,0.23362609303897547,0.4016046622801882,0.4015382550897279,0.40247950630010443,0.2968291744676459,0.797244355281337,0.9631508223404054,0.9852943959725192,0.9917482067490584,0.0852943959725192
BQ,HIER,0,52837,0.4646777471346457,0.67736035282974,0.7068598342132271,0.6373821618634895,0.542517424912504,0.4550890729887443,0.6432045725533244,0.8816359747903931,0.9505649450195885,0.9775536082669342,0.050564945019588525
BQ,HIER,1,52837,0.22758580340747295,0.31546824782715316,0.558896947134279,0.558622199310734,0.38306541464150784,0.29217572994898033,0.8097166758142968,0.9672010144406382,0.9870923784469217,0.9939057857183413,0.08709237844692164
BQ,HIER,2,52837,0.20205245562461652,0.28311924750395,0.5256705369692554,0.524528800666503,0.36784237090458655,0.2725440543370857,0.8316142097393872,0.9716108030357514,0.9884739860325151,0.9939247118496508,0.0884739860325151
BQ,HIER,3,52837,0.18066858719765952,0.2563265176516344,0.49642842030435225,0.49226535805378624,0.35630559463715555,0.2516248473374334,0.8492155118572212,0.9747146885705092,0.9899312981433466,0.9944546435263167,0.08993129814334655
BQ,MIX6meanPC,0,52837,0.4646777471346457,0.67736035282974,0.7684874439341214,0.665853405760718,0.47702967475944963,0.4318592299934708,0.669890417699718,0.9142267729053504,0.970986240702538,0.9880008327497776,0.070986240702538
BQ,MIX6meanPC,1,52837,0.232763435984528,0.3227984854663104,0.5395890749670739,0.5291840898432407,0.39469993065948933,0.3032642246599202,0.7861536423339706,0.9642674640876658,0.9868274126085886,0.9933001495164373,0.08682741260858862
BQ,MIX6meanPC,2,52837,0.1970862420017138,0.2780692005251981,0.49971333323671696,0.4904364021609655,0.3773839621790252,0.2759493433925935,0.8184226962166663,0.9720461040558699,0.9884550599012056,0.9933380017790563,0.08845505990120561
BQ,MIX6meanPC,3,52837,0.16187928024909906,0.2297803121199541,0.46882934876186505,0.4654605679305004,0.34334551409110886,0.24202960237049242,0.8631451445010125,0.980657493801692,0.9913129057289399,0.9947763877585782,0.09131290572893991
A,POOLED,0,52632,0.45619070118923294,0.6612390642895563,0.6379919758398622,0.5854127961001673,0.5776100506492707,0.4980399796192727,0.611453108375133,0.8511741906064751,0.9293775649794802,0.9661042711658306,0.029377564979480186
A,POOLED,1,52632,0.23553918125850487,0.324892420117881,0.5108508957734986,0.507017958343207,0.41998112821394196,0.3317782504200353,0.7619509043927648,0.9534123727010184,0.9829571363429093,0.9914120687034503,0.08295713634290924
A,POOLED,2,52632,0.1989497803012879,0.27894625513958304,0.4800029936211677,0.4741337531341383,0.39613802116011376,0.29490119985346064,0.8028385772913816,0.9640142878856969,0.9861301109591123,0.9918490652074783,0.08613011095911227
A,POOLED,3,52632,0.1729528870316136,0.2437506743628083,0.4594069169261878,0.4577874632829811,0.36614266651577465,0.26733365363432254,0.8356513147894817,0.9749392004863962,0.9895120839033288,0.9937110503115975,0.08951208390332877
A,LW,0,52632,0.45619070118923294,0.6612390642895563,0.6237917298827829,0.5688099791691436,0.5758351332986678,0.5217096499642219,0.5978872169022648,0.8498062015503876,0.9296055631554948,0.9674342605259157,0.029605563155494785
A,LW,1,52632,0.22704264033172797,0.31437389573590646,0.4412028549015777,0.4459173917977284,25728.990036213803,0.3652029939895104,0.722203222374221,0.9242856057151543,0.9641852865177079,0.9810191518467852,0.06418528651770783
A,LW,2,52632,2.1998187309754265,26.597046725981393,0.3349694211845084,0.40578903315042053,26519797.79828541,0.5267443208361708,0.5694444444444444,0.7118293053655571,0.7437490500075999,0.7586069311445508,0.15625094999240008
A,LW,3,52632,45.134091492885126,445.44570434265876,0.24034363103849174,0.36579230856362716,443176638.7365189,0.895470984553741,0.45421036631706946,0.5360997112023104,0.5473666210670315,0.5517555859553124,0.35263337893296853
A,LOWRANK2,0,52632,0.45619070118923294,0.6612390642895563,0.6286268523655062,0.556352339030652,0.5647156452454807,0.5179585549119858,0.599312205502356,0.8528461772305822,0.9333295333637331,0.970797233622131,0.03332953336373312
A,LOWRANK2,1,52632,0.22710475879208833,0.31439978212565806,0.451074601994721,0.4413778443895082,0.4622257958444344,0.35778577280212825,0.7313991488068096,0.9351725186198511,0.9753191974464205,0.9870421036631707,0.07531919744642046
A,LOWRANK2,2,52632,0.1872096382187981,0.2612520308558002,0.4200264118003023,0.41087810847241885,0.4235847186002606,0.3186712155060303,0.7823377412980697,0.9539443684450525,0.9825771393828849,0.9900820793433652,0.08257713938288491
A,LOWRANK2,3,52632,0.17207978492862458,0.23924982831594682,0.4045054113201589,0.4004535958235205,0.4054675022765744,0.3015658489275871,0.7883986928104575,0.9614303085575315,0.9852561179510564,0.9918870649034808,0.08525611795105636
A,LOWRANK3,0,52632,0.45619070118923294,0.6612390642895563,0.6296922629527444,0.5585948585110522,0.5640581138916367,0.5165830863418617,0.6006421948624411,0.8526751785985712,0.9333865329077368,0.9705122359021128,0.03338653290773674
A,LOWRANK3,1,52632,0.2254064161362332,0.31207819337777637,0.45215462623079167,0.4448321525352294,0.45624731852148126,0.35497603618953605,0.7359591123271014,0.9380794953640371,0.9758701930384557,0.9871751025991792,0.07587019303845566
A,LOWRANK3,2,52632,0.18133861382442132,0.2539729599331087,0.41892861549872173,0.4155647598084479,0.4161774831109479,0.3084562935316435,0.7918566651466789,0.9582573339413285,0.9833371333029336,0.9903290773673811,0.08333713330293357
A,LOWRANK3,3,52632,0.16695071550787693,0.23247631665981236,0.4026858887608843,0.40229438437754267,0.3994965905560584,0.2942616128906991,0.8014135886912904,0.9647932816537468,0.9850851193190454,0.9916020671834626,0.08508511931904539
A,HIER,0,52632,0.45619070118923294,0.6612390642895563,0.6887711293103643,0.6237288306503956,0.5400392233647298,0.46053031120859705,0.640484876120991,0.8773559811521507,0.9481494148046815,0.9771051831585348,0.04814941480468149
A,HIER,1,52632,0.22902114073906923,0.3171856942550023,0.5514481146494198,0.5481951126608477,0.38868077898318953,0.29524948282301544,0.802515579875361,0.9658382732938137,0.9868521051831586,0.9935590515275878,0.08685210518315856
A,HIER,2,52632,0.20208775853865144,0.2856211061842299,0.5178014160503042,0.516891917724779,0.38178069651059915,0.27036142397835433,0.8248214014287886,0.9675292597659219,0.9864151086791305,0.9929890560875513,0.08641510867913049
A,HIER,3,52632,0.17719218201722536,0.25244713163193827,0.4914829042317378,0.4858364443681878,0.3566392428651778,0.24967057400101267,0.8517251861985105,0.9756611947104423,0.9899870801033591,0.9943190454476364,0.0899870801033591
A,MIX6meanPC,0,52632,0.45619070118923294,0.6612390642895563,0.7585046800290685,0.6610943256483697,0.46787871229627825,0.43271974421031256,0.6716636266909864,0.9156976744186046,0.9737802097583219,0.9899490804073567,0.07378020975832189
A,MIX6meanPC,1,52632,0.22934692748586305,0.31913554447717307,0.5378680715551462,0.5281001355242518,0.393129231377971,0.30069246762982105,0.7902606779145767,0.9654582763337893,0.9870041039671683,0.9932360541115671,0.08700410396716829
A,MIX6meanPC,2,52632,0.19105643769595748,0.27029751250404555,0.4946721825871071,0.48664526963019333,0.3735177480365022,0.2719055408869301,0.8301983584131327,0.9723362213102296,0.9883340933272534,0.9932550539595684,0.0883340933272534
A,MIX6meanPC,3,52632,0.16378776815685755,0.23245831140160306,0.46782476763875913,0.46450592930861323,0.3465151991302947,0.24586992967254384,0.8604651162790697,0.9796891624867001,0.9905570755433957,0.9943570451436389,0.09055707554339565
BP,POOLED,0,52662,0.47292553120765507,0.6843968702774075,0.655661235782195,0.5981816440176636,0.5810374264392616,0.5015275656070692,0.6069271960806654,0.8456951881812312,0.92649348676465,0.9648892939880749,0.02649348676465002
BP,POOLED,1,52662,0.24338022233109938,0.3336460388605027,0.5223083890697979,0.5174236033185032,0.4190015469129599,0.3399426835157968,0.7602255896092058,0.9528122745053359,0.9825300976035851,0.9910181914853214,0.0825300976035851
BP,POOLED,2,52662,0.20956966635895038,0.29227725564119106,0.48993106282154736,0.4829561693511979,0.40151017932987904,0.3086393278878672,0.794804602939501,0.961889028141734,0.9845999012570734,0.9915878622156393,0.0845999012570734
BP,POOLED,3,52662,0.17603844439894575,0.24769520084743965,0.46766656039570725,0.46374070305202425,0.3642400433072946,0.2676865256308447,0.8388401503930728,0.9745736964034788,0.9884166951502031,0.9936956439178155,0.08841669515020312
BP,LW,0,52662,0.47292553120765507,0.6843968702774075,0.6408003262378198,0.5812348600371217,2046.3947545260878,0.5275734711546742,0.5916410314838023,0.8442710113554366,0.9267783221298089,0.9660286354487106,0.026778322129808907
BP,LW,1,52662,0.23118514078962002,0.3194032199004947,0.4484038704294625,0.4511525346864061,11127.717064637005,0.36867888955011846,0.7217348372640614,0.9223159014089856,0.9618320610687023,0.9788652159052068,0.061832061068702315
BP,LW,2,52662,0.534423506604881,1.694249203646262,0.3522642435435201,0.4143821344357105,1615523.1813574724,0.4870313930014122,0.5950020887926778,0.74304052257795,0.77522691884091,0.7918233261175041,0.12477308115909003
BP,LW,3,52662,24.108761249726292,187.86142440906696,0.24867011799576724,0.37400644055477333,186333321.9812315,0.838295395460106,0.4644525464281645,0.543997569404884,0.5555049181573051,0.5609547681440128,0.34449508184269495
BP,LOWRANK2,0,52662,0.47292553120765507,0.6843968702774075,0.6463653080363931,0.5754461331929772,0.5675515475518267,0.5221559426385911,0.5941096046485131,0.8488473662223235,0.9306900611446584,0.9701302647069994,0.03069006114465833
BP,LOWRANK2,1,52662,0.23076408196948997,0.3187762960945199,0.4602171146209112,0.44876490326744606,0.4575299365174809,0.3601800272678398,0.7342865823553986,0.9376210550301926,0.9746116744521667,0.9873153317382553,0.07461167445216665
BP,LOWRANK2,2,52662,0.18899265893931858,0.26290256366367093,0.4265193821676703,0.4174500880022465,0.4179836729641675,0.3164512746786432,0.7828415176028256,0.9564012001063386,0.9838973073563481,0.9910181914853214,0.08389730735634804
BP,LOWRANK2,3,52662,0.171250881515368,0.23800272511106937,0.40993640258254577,0.40721111628311696,0.3984996442404497,0.2984948643490173,0.799361968782044,0.9642056891116935,0.9864988036914664,0.99192966465383,0.08649880369146634
BP,LOWRANK3,0,52662,0.47292553120765507,0.6843968702774075,0.6471495086365593,0.5780402673284006,0.5673154865362432,0.5212889200164068,0.5956667046447154,0.8483916296380692,0.9308609623637537,0.9698834073905283,0.030860962363753686
BP,LOWRANK3,1,52662,0.23114019061196558,0.31958308791325185,0.4613300441368846,0.4525160840978911,0.4589440612437599,0.35810111792710797,0.7344954616231818,0.9357221525957996,0.9743078500626637,0.9870494853974403,0.07430785006266372
BP,LOWRANK3,2,52662,0.1908728458808721,0.26630500859181105,0.4254242126695802,0.42052716644130966,0.4260570523563263,0.3210030291691886,0.780069120048612,0.9532680110895903,0.9815996354107326,0.9902206524628765,0.08159963541073256
BP,LOWRANK3,3,52662,0.17025703205474604,0.23799415202364652,0.40716720631766357,0.40454136985349004,0.40484658615170716,0.29587366459719355,0.8003873760966161,0.9622877976529566,0.9844290000379781,0.9911321256313851,0.08442900003797804
BP,HIER,0,52662,0.47292553120765507,0.6843968702774075,0.6990564448404814,0.6357304500915444,0.5483671787320519,0.4699844041329815,0.6306824655349208,0.869374501538111,0.9439823781854089,0.9756180927423949,0.043982378185408844
BP,HIER,1,52662,0.2335964063377066,0.3229080559133992,0.5580214806708235,0.5565480876736203,0.3895893275065763,0.3001557909326348,0.798830276100414,0.9646804147202916,0.9862139683263074,0.9935437317230641,0.08621396832630734
BP,HIER,2,52662,0.2010398724530531,0.2833521905170486,0.5225014308653686,0.5219526457693278,0.3770659480462795,0.27122489079320644,0.8326307394326079,0.968611142759485,0.9871444305191599,0.9933538414796248,0.08714443051915988
BP,HIER,3,52662,0.18081404087570283,0.25643971528959014,0.4956861954257916,0.49159461605840005,0.3605275962592175,0.2538278320141949,0.8481637613459421,0.9737571683566898,0.9887015305153621,0.9942463256237895,0.08870153051536211
BP,MIX6meanPC,0,52662,0.47292553120765507,0.6843968702774075,0.7574091521619754,0.6658627368354769,0.5034992365123776,0.44336105883890975,0.6578747483954275,0.8950666514754472,0.9587178610762979,0.9828529110174319,0.05871786107629784
BP,MIX6meanPC,1,52662,0.2459049151393579,0.33940504491644957,0.5542778149365091,0.5429223400763843,0.3963223584192839,0.31753333205140144,0.778170217614219,0.9633132049675288,0.986574759788842,0.9933348524552809,0.08657475978884199
BP,MIX6meanPC,2,52662,0.20329687421977177,0.2862659576462651,0.509735364460665,0.4997847774680285,0.3764948507289284,0.28239177051540887,0.8179332345904068,0.9708328586077247,0.9877520792981657,0.9930879951388097,0.08775207929816564
BP,MIX6meanPC,3,52662,0.16634635841332385,0.2361187174913647,0.47843736158349487,0.4727337126077207,0.3414580988746007,0.24570931453339157,0.8649310698416315,0.9798906232197789,0.9906004329497551,0.9944362158672287,0.09060043294975506
