design,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1,family,lead,p_bh_lead
B,LW_vs_NAIVE@k2,mae_all,NAIVE_LINE_LW@doptk2,G14_LW@doptk2,-0.7237071281597485,-1.4621175232326022,-0.2665336938070179,-1.3757061879098793,-0.2239345597259759,0.0,0.3132590762223768,0.877125413422655,-0.7215242938782025,84,28,0,5,-1.0173141096262257,-0.5447281368298844,True,0.02,False,False,exploratory,L5,0.0
B,LOWRANK2_vs_NAIVE@k2,mae_all,NAIVE_LINE_LOWRANK2@doptk2,G14_LOWRANK2@doptk2,0.0503953922749782,0.0315765278370931,0.0665999624489289,0.0313366744322266,0.0663614644462368,0.0,0.0088206468677991,0.0246978112298376,0.0530672711065304,84,65,5,5,0.0472082689933781,0.0536868219671377,True,0.02,True,True,exploratory,L5,0.0
B,LOWRANK3_vs_NAIVE@k2,mae_all,NAIVE_LINE_LOWRANK3@doptk2,G14_LOWRANK3@doptk2,0.0471684324227334,0.0261249142280031,0.0630198900909411,0.02646298487167,0.0633567330334292,0.0,0.0093849912060936,0.0262779753770622,0.0485053263794432,84,64,5,5,0.0421052521463588,0.0509060362321152,True,0.02,True,True,exploratory,L5,0.0
B,HIER_vs_NAIVE@k2,mae_all,NAIVE_LINE_HIER@doptk2,G14_HIER@doptk2,0.0338372848580788,0.0094251788084412,0.0498080429640454,0.0125754596166944,0.0516950923078087,0.0066,0.0103017990238382,0.028845037266747,0.0252677834917742,84,61,5,5,0.0259589212515799,0.0373856267408637,True,0.02,True,True,exploratory,L5,0.013378378378378379
B,POOLED_vs_NAIVE@k3,mae_all,NAIVE_LINE_POOLED@doptk3,G14_POOLED@doptk3,0.0605228229613724,0.0452073731969512,0.0767832158315195,0.045171453997063,0.0767405546108767,0.0,0.0078720800535313,0.0220418241498877,0.0656835129500393,84,74,5,5,0.0572119529111641,0.0631637254717015,True,0.02,True,True,exploratory,L5,0.0
B,LW_vs_NAIVE@k3,mae_all,NAIVE_LINE_LW@doptk3,G14_LW@doptk3,-78.81815786091504,-179.1080967762818,-23.25945426313073,-184.29504607554904,-24.69653429454392,0.0,40.6842149005306,113.91580172148566,-104.2267217417241,84,25,0,5,-108.56461451877216,-52.387293315915365,True,0.02,False,False,exploratory,L5,0.0
B,LOWRANK2_vs_NAIVE@k3,mae_all,NAIVE_LINE_LOWRANK2@doptk3,G14_LOWRANK2@doptk3,0.0575339445065678,0.0392984544654036,0.0716795815637614,0.0400319037000434,0.0723343252928367,0.0,0.0081831755679303,0.022912891590205,0.056130077961772,84,72,5,5,0.0530072495980454,0.060070305430145,True,0.02,True,True,exploratory,L5,0.0
B,LOWRANK3_vs_NAIVE@k3,mae_all,NAIVE_LINE_LOWRANK3@doptk3,G14_LOWRANK3@doptk3,0.0558349240893425,0.0380554320905308,0.0708265259503378,0.0380245539268529,0.0708078738512159,0.0,0.0082514410061366,0.0231040348171825,0.0566897921892909,84,72,5,5,0.0528036262228548,0.0586240819097974,True,0.02,True,True,exploratory,L5,0.0
B,HIER_vs_NAIVE@k3,mae_all,NAIVE_LINE_HIER@doptk3,G14_HIER@doptk3,0.0524162223738276,0.0332384394433089,0.0662402208260493,0.034682783901726,0.0673466670649695,0.0,0.0084860847868078,0.023761037403062,0.0479914377735505,84,69,5,5,0.0466861921828691,0.0550551808197549,True,0.02,True,True,exploratory,L5,0.0
B,POOLED_vs_FLAT@k0,mae_all,FLAT_POOLED@doptk0,G14_POOLED@doptk0,0.0805136535849227,0.0015323103764582,0.1355166474512156,0.0181069707559939,0.1536016838864206,0.0434,0.0359971691705235,0.100792073677466,0.0535938710266452,84,56,5,5,0.0378619041283074,0.0895366582917006,True,0.02,True,True,exploratory,L5,0.07233333333333333
B,POOLED_vs_FLAT@k1,mae_all,FLAT_POOLED@doptk1,G14_POOLED@doptk1,0.0058229934712301,-0.0066435691998875,0.0145919017367917,-0.0061262361985412,0.0148675852580115,0.3112,0.0053507825876301,0.0149821912453644,0.0008731409665372,84,53,5,5,0.0029299196226805,0.0076118528778175,True,0.02,False,False,exploratory,L5,0.35907692307692307
B,POOLED_vs_FLAT@k2,mae_all,FLAT_POOLED@doptk2,G14_POOLED@doptk2,0.003619281430953,-0.0078419477437957,0.0116856501405803,-0.0075400499057865,0.0117939230948246,0.468,0.0048950105662675,0.013706029585549,0.0014479160249005,84,50,5,5,0.0007536740756879,0.0056701705416475,True,0.02,False,False,exploratory,L5,0.5050359712230216
B,POOLED_vs_FLAT@k3,mae_all,FLAT_POOLED@doptk3,G14_POOLED@doptk3,0.0065344841539739,-0.0008245854405457,0.0119335515115916,-0.0012060363038994,0.0117615648489419,0.0744,0.0032199727374439,0.0090159236648429,0.0050675124664521,84,56,5,5,0.0050482837082479,0.0081123183117609,True,0.02,False,False,exploratory,L5,0.1073076923076923
B,LW_vs_POOLED_FLATprior@k3,mae_all,FLAT_POOLED@doptk3,FLAT_LW@doptk3,-90.6368849184602,-216.6141872862195,-23.143252215935707,-231.09589553487103,-26.46097567143027,0.0,50.51425334679384,141.43990937102274,-126.6002159485057,84,15,0,5,-124.8164084804946,-56.173248095744015,True,0.02,False,False,exploratory,L5,0.0
B,LOWRANK2_vs_POOLED_FLATprior@k3,mae_all,FLAT_POOLED@doptk3,FLAT_LOWRANK2@doptk3,-0.0005203568063077,-0.0099459567181078,0.0049486810370045,-0.0088827618808648,0.0053829408855719,0.8736,0.0038545631970241,0.0107927769516675,-0.0054770086242585,84,46,3,5,-0.0036578203269738,0.0016108628198432,False,0.02,False,False,exploratory,L5,0.8736000000000002
B,LOWRANK3_vs_POOLED_FLATprior@k3,mae_all,FLAT_POOLED@doptk3,FLAT_LOWRANK3@doptk3,-0.0035249057581712,-0.0148721840778181,0.0033270716467116,-0.0184670278245182,0.0024223808256879,0.4004,0.0047315527350937,0.0132483476582625,-0.0069569136104092,84,33,2,5,-0.0057363053706514,-2.719659146923445e-05,True,0.02,False,False,exploratory,L5,0.44820895522388055
B,HIER_vs_POOLED_FLATprior@k3,mae_all,FLAT_POOLED@doptk3,FLAT_HIER@doptk3,-0.006777788121691,-0.0221309226144688,0.0022579091706969,-0.0192529557998327,0.0041277132138873,0.172,0.006387133606773,0.0178839740989645,-0.0152129992497965,84,38,0,5,-0.0132332387723191,-0.0038550054577354,True,0.02,False,False,exploratory,L5,0.20476190476190473
BR,LW_vs_POOLED@k1,mae_all,G14_POOLED@doptk1,G14_LW@doptk1,0.0021136042459023,-0.008969540729836,0.010408478610148,-0.007056129995568,0.012694444397143,0.756,0.0051414886966736,0.0143961683506861,0.0002947735452663,84,39,3,5,-0.0029596580121109,0.0036915342714416,False,0.02,False,False,registered,L5,0.8585915492957746
BR,LOWRANK2_vs_POOLED@k1,mae_all,G14_POOLED@doptk1,G14_LOWRANK2@doptk1,0.0060180020060937,-0.0056070632429668,0.0151492648744353,-0.0034496045972179,0.0177301001417723,0.329,0.0053176964429128,0.014889550040156,0.0041838203973677,84,38,4,5,0.0018629066098528,0.007462517000317,True,0.02,False,False,registered,L5,0.5264
BR,LOWRANK3_vs_POOLED@k1,mae_all,G14_POOLED@doptk1,G14_LOWRANK3@doptk1,0.0036384139360957,-0.0071529927580827,0.0115094280022667,-0.005062646337825,0.0138687953690385,0.5596,0.0049230034276852,0.0137844095975186,0.0003966371302882,84,37,4,5,-0.0013252943845877,0.0047809257689236,False,0.02,False,False,registered,L5,0.7339016393442623
BR,HIER_vs_POOLED@k1,mae_all,G14_POOLED@doptk1,G14_HIER@doptk1,0.0018712155441619,-0.0098268330136088,0.0092399565859236,-0.007602780474733,0.0106886500720303,0.7562,0.0049833190867695,0.0139532934429547,-0.0030425279415041,84,45,3,5,-0.0028837506279263,0.0043495316493025,False,0.02,False,False,registered,L5,0.8585915492957746
BR,LW_vs_POOLED@k2,mae_all,G14_POOLED@doptk2,G14_LW@doptk2,-0.547790985726638,-1.200232175269035,-0.1994616723158105,-1.1817078742432503,-0.1958424775986229,0.0,0.2586022033648441,0.7240861694215633,-0.5716964396211224,84,27,0,5,-0.7600776840760282,-0.3605849349745627,True,0.02,False,False,registered,L5,0.0
BR,LOWRANK2_vs_POOLED@k2,mae_all,G14_POOLED@doptk2,G14_LOWRANK2@doptk2,0.0117619674418012,0.0021469408522785,0.0217737927238721,0.0032885594466526,0.023422966890332,0.0184,0.0048745725180428,0.01364880305052,0.012247621154909,84,47,4,5,0.0090288875438659,0.0130960141220109,True,0.02,True,False,registered,L5,0.0700952380952381
BR,LOWRANK3_vs_POOLED@k2,mae_all,G14_POOLED@doptk2,G14_LOWRANK3@doptk2,0.009446500516841,-0.0005242040202343,0.0177764854426597,0.0003401197187939,0.0188666201131105,0.0626,0.0046441248888575,0.0130035496888012,0.00969356223722,84,44,3,5,0.0071203238863811,0.0108843982593228,True,0.02,False,False,registered,L5,0.12964102564102567
BR,HIER_vs_POOLED@k2,mae_all,G14_POOLED@doptk2,G14_HIER@doptk2,0.001143070764012,-0.0100938580559357,0.0086881172416152,-0.0089157051159392,0.0095035480638433,0.8408,0.0049075446964383,0.0137411251500273,-0.0022443637068394,84,52,3,5,-0.0028004909401437,0.0030968068106231,False,0.02,False,False,registered,L5,0.9045333333333334
BR,LW_vs_POOLED@k3,mae_all,G14_POOLED@doptk3,G14_LW@doptk3,-33.88306557750754,-62.84619717519978,-17.087924863514374,-56.30388453994511,-12.92420273782128,0.0,12.013521319239354,33.63785969387019,-50.248427118333474,84,15,0,5,-46.660370380561744,-29.060938957167718,True,0.02,False,False,registered,L5,0.0
BR,LOWRANK2_vs_POOLED@k3,mae_all,G14_POOLED@doptk3,G14_LOWRANK2@doptk3,-0.0048832724422917,-0.0123870127303557,0.000282307266488,-0.0131333748324812,-6.524616671605949e-05,0.0632,0.003179857180201,0.008903600104563,-0.00979150211728,84,33,1,5,-0.0059505863278579,-0.0032144233511344,True,0.02,False,False,registered,L5,0.12964102564102567
BR,LOWRANK3_vs_POOLED@k3,mae_all,G14_POOLED@doptk3,G14_LOWRANK3@doptk3,-0.005845404850207,-0.0156740933292119,5.9244523542828696e-05,-0.0195209341108146,-0.0008585439622859,0.0524,0.0040851322108633,0.0114383701904172,-0.0109383165100861,84,30,1,5,-0.0072713444444762,-0.002882971400845,True,0.02,False,False,registered,L5,0.11977142857142857
BR,HIER_vs_POOLED@k3,mae_all,G14_POOLED@doptk3,G14_HIER@doptk3,-0.0093989160657224,-0.0228189744177179,-0.0015131377202106,-0.0211297324986182,-0.0008212534108336,0.0126,0.0055095766654983,0.0154268146633954,-0.0175061301142832,84,39,0,5,-0.0139683696757017,-0.0068311871686058,True,0.02,False,False,registered,L5,0.053894736842105266
BR,POOLED_vs_NAIVE@k1,mae_all,NAIVE_LINE_POOLED@doptk1,G14_POOLED@doptk1,0.0174568571290999,0.0011653835035391,0.0355724116838075,0.0019456521279176,0.0370446466906034,0.036,0.0085886080075847,0.0240481024212374,0.0197620505709412,84,49,5,5,0.0135042564684024,0.0197788511389077,True,0.02,True,False,exploratory,L5,0.0627906976744186
BR,LW_vs_NAIVE@k1,mae_all,NAIVE_LINE_LW@doptk1,G14_LW@doptk1,0.0278712499975301,-7.959325863958463e-05,0.0619813767493951,0.0052773701339886,0.075917342956894,0.0504,0.0154647887545167,0.0433014085126469,0.0328714799220362,84,44,5,5,0.0162007812405042,0.0314493587458638,True,0.02,False,False,exploratory,L5,0.08106382978723405
BR,LOWRANK2_vs_NAIVE@k1,mae_all,NAIVE_LINE_LOWRANK2@doptk1,G14_LOWRANK2@doptk1,0.0197202402859637,-0.0010334112389798,0.0370137516402416,-0.0003987883949482,0.0378441699831673,0.0656,0.0096498124759648,0.0270194749327015,0.0200107318389892,84,47,5,5,0.0150493956898584,0.0230550435300238,True,0.02,False,False,exploratory,L5,0.09939393939393941
BR,LOWRANK3_vs_NAIVE@k1,mae_all,NAIVE_LINE_LOWRANK3@doptk1,G14_LOWRANK3@doptk1,0.0191089541086592,-0.0015925649703089,0.035297826650279,-0.00088370047253,0.0359163228310375,0.073,0.0094302873597329,0.0264048046072522,0.0179689015903897,84,46,5,5,0.0140407138456018,0.0223209827559062,True,0.02,False,False,exploratory,L5,0.10631067961165049
BR,HIER_vs_NAIVE@k1,mae_all,NAIVE_LINE_HIER@doptk1,G14_HIER@doptk1,0.0279102885078636,0.003295176475422,0.0551195838908818,0.0065529098715129,0.0607049342938081,0.0302,0.0128562309108064,0.0359974465502581,0.0300505423634615,84,45,5,5,0.0196706843845285,0.0305838322748028,True,0.02,True,True,exploratory,L5,0.054
BR,POOLED_vs_NAIVE@k2,mae_all,NAIVE_LINE_POOLED@doptk2,G14_POOLED@doptk2,0.0283531844135869,0.0095973243910148,0.0430766491381226,0.0095041176601168,0.0429443312178302,0.005,0.0084591161600623,0.0236855252481747,0.0266801760203676,84,55,5,5,0.0248343877432679,0.031108305872067,True,0.02,True,True,exploratory,L5,0.010273972602739725
BR,LW_vs_NAIVE@k2,mae_all,NAIVE_LINE_LW@doptk2,G14_LW@doptk2,-0.5120175054600803,-1.159387834460938,-0.1648310719499935,-1.142808273246952,-0.1613898600335427,0.0,0.2575157060079299,0.7210439768222037,-0.5351664364303046,84,26,0,5,-0.7255806445348609,-0.3257164043526805,True,0.02,False,False,exploratory,L5,0.0
BR,LOWRANK2_vs_NAIVE@k2,mae_all,NAIVE_LINE_LOWRANK2@doptk2,G14_LOWRANK2@doptk2,0.0507345088678645,0.0314784352588022,0.0677204150748174,0.0310677722884604,0.0673794824411312,0.0,0.0091097513824297,0.0255073038708032,0.0543548488554389,84,66,5,5,0.0474574935692668,0.0543226925212044,True,0.02,True,True,exploratory,L5,0.0
BR,LOWRANK3_vs_NAIVE@k2,mae_all,NAIVE_LINE_LOWRANK3@doptk2,G14_LOWRANK3@doptk2,0.04792032050922,0.0275807231778219,0.0644370881160133,0.0274427413200197,0.0643110365636429,0.0,0.0093263695904569,0.0261138348532794,0.0507072927923857,84,61,5,5,0.0436808960082006,0.051651028242045,True,0.02,True,True,exploratory,L5,0.0
BR,HIER_vs_NAIVE@k2,mae_all,NAIVE_LINE_HIER@doptk2,G14_HIER@doptk2,0.0360153522985183,0.0144227725050299,0.0509163017963261,0.0167965857636009,0.0524094625499402,0.0008,0.0092936631481497,0.0260222568148192,0.0305275023281294,84,60,5,5,0.0295409179927088,0.0387364912236671,True,0.02,True,True,exploratory,L5,0.001904761904761905
BR,POOLED_vs_NAIVE@k3,mae_all,NAIVE_LINE_POOLED@doptk3,G14_POOLED@doptk3,0.0607035438381795,0.0445273324795597,0.0783716268702613,0.044384006690981,0.0781659672627139,0.0,0.0084074088875977,0.0235407448852737,0.0671757040419176,84,72,5,5,0.0569091202489377,0.0635076587012943,True,0.02,True,True,exploratory,L5,0.0
BR,LW_vs_NAIVE@k3,mae_all,NAIVE_LINE_LW@doptk3,G14_LW@doptk3,-33.817378772342344,-62.77782920111307,-17.020677729387067,-56.220445441069565,-12.849716913279474,0.0,12.012971369398905,33.63631983431693,-50.17591270601666,84,26,0,5,-46.59489597781944,-28.996123369167776,True,0.02,False,False,exploratory,L5,0.0
BR,LOWRANK2_vs_NAIVE@k3,mae_all,NAIVE_LINE_LOWRANK2@doptk3,G14_LOWRANK2@doptk3,0.0558193370420155,0.0387054749546533,0.0701655401214456,0.0387852269744298,0.0702536001567524,0.0,0.0078828815741868,0.022072068407723,0.0558783339887808,84,69,5,5,0.0526258790022923,0.0582880362051685,True,0.02,True,True,exploratory,L5,0.0
BR,LOWRANK3_vs_NAIVE@k3,mae_all,NAIVE_LINE_LOWRANK3@doptk3,G14_LOWRANK3@doptk3,0.0558695353017592,0.039043690096293,0.0708554091966532,0.0389724262193946,0.0707918099455704,0.0,0.0079831558893065,0.0223528364900584,0.0576999427839377,84,73,5,5,0.0531036044044599,0.0586186963429353,True,0.02,True,True,exploratory,L5,0.0
BR,HIER_vs_NAIVE@k3,mae_all,NAIVE_LINE_HIER@doptk3,G14_HIER@doptk3,0.052178927639256,0.0334654658743106,0.0664444478219477,0.0339628709001305,0.0669306697653435,0.0,0.0083874376469615,0.0234848254114923,0.0497571066991369,84,69,5,5,0.0475042118976985,0.055091014208464,True,0.02,True,True,exploratory,L5,0.0
BR,POOLED_vs_FLAT@k0,mae_all,FLAT_POOLED@doptk0,G14_POOLED@doptk0,0.0828972177415399,0.003371696269595,0.1385594482277171,0.0195162424750097,0.156822158985715,0.0388,0.0364409421227401,0.1020346379436723,0.0567052524473638,84,55,5,5,0.039753364490721,0.0921117128617313,True,0.02,True,True,exploratory,L5,0.06613636363636365
BR,POOLED_vs_FLAT@k1,mae_all,FLAT_POOLED@doptk1,G14_POOLED@doptk1,0.0049816059224716,-0.0076619238195865,0.0137709822227403,-0.0072622603864256,0.0141469836936716,0.3812,0.0054086710468329,0.0151442789311323,-0.0005285835223117,84,50,5,5,0.0020301125548615,0.0067054016556698,True,0.02,False,False,exploratory,L5,0.4299248120300752
BR,POOLED_vs_FLAT@k2,mae_all,FLAT_POOLED@doptk2,G14_POOLED@doptk2,0.0029127699918685,-0.0086567105666842,0.0111254500770658,-0.0085619063974916,0.0112117644825556,0.5652,0.0049924176038419,0.0139787692907574,0.0004480781967807,84,47,4,5,8.89008309156595e-05,0.0049442896169596,True,0.02,False,False,exploratory,L5,0.5941258741258741
BR,POOLED_vs_FLAT@k3,mae_all,FLAT_POOLED@doptk3,G14_POOLED@doptk3,0.0060895169545164,-0.0016830701214683,0.0118855733892626,-0.0023453251933875,0.0115513098166707,0.1096,0.0034252430233379,0.0095906804653461,0.0050013255504254,84,55,5,5,0.0045759617671763,0.0077924074306995,True,0.02,False,False,exploratory,L5,0.137
BR,LW_vs_POOLED_FLATprior@k3,mae_all,FLAT_POOLED@doptk3,FLAT_LW@doptk3,-41.23975280329676,-80.37757179003498,-19.44242525273976,-73.2283363436595,-15.738705019507965,0.0,15.91808753971109,44.57064511119105,-63.65661562004824,84,16,0,5,-56.79300719874638,-33.60860255722076,True,0.02,False,False,exploratory,L5,0.0
BR,LOWRANK2_vs_POOLED_FLATprior@k3,mae_all,FLAT_POOLED@doptk3,FLAT_LOWRANK2@doptk3,-0.0020113100674195,-0.0096098232034316,0.0034962140538549,-0.0103300750125472,0.0031024671660614,0.488,0.0032691754470577,0.0091536912517615,-0.0053895827175167,84,35,1,5,-0.003223307601658,-0.0001956404365423,True,0.02,False,False,exploratory,L5,0.5228571428571429
BR,LOWRANK3_vs_POOLED_FLATprior@k3,mae_all,FLAT_POOLED@doptk3,FLAT_LOWRANK3@doptk3,-0.0040398567442052,-0.0143126541379789,0.0028548849187897,-0.0180710546705605,0.0016986126672079,0.2864,0.00435613405139,0.0121971753438921,-0.0071632800103832,84,38,2,5,-0.0052834006944105,-0.0008639263088985,True,0.02,False,False,exploratory,L5,0.3330232558139535
BR,HIER_vs_POOLED_FLATprior@k3,mae_all,FLAT_POOLED@doptk3,FLAT_HIER@doptk3,-0.0074223839296023,-0.0224753260779323,0.0012239095450973,-0.0204158291126426,0.0022944841372605,0.104,0.0061695073837251,0.0172746206744304,-0.0151445636754556,84,39,0,5,-0.0128998886161963,-0.0043423678196735,True,0.02,False,False,exploratory,L5,0.13333333333333333
BQ,LW_vs_POOLED@k1,mae_all,G14_POOLED@doptk1,G14_LW@doptk1,-0.0040295093367853,-0.0188114357890134,0.0055308704666885,-0.0158417898296283,0.0078247580063329,0.4538,0.0063762243247817,0.0178534281093888,-0.0101130972495728,84,40,1,5,-0.0103294099777864,-0.0016237471505612,True,0.02,False,False,registered,L5,0.6369122807017544
BQ,LOWRANK2_vs_POOLED@k1,mae_all,G14_POOLED@doptk1,G14_LOWRANK2@doptk1,0.0033332951200374,-0.0080641236297168,0.0124937040563123,-0.0058516492881757,0.0154439300127488,0.5896,0.0052095723683671,0.0145868026314279,0.0011561582023601,84,36,4,5,-0.0005315956772536,0.0045754399168237,False,0.02,False,False,registered,L5,0.738909090909091
BQ,LOWRANK3_vs_POOLED@k1,mae_all,G14_POOLED@doptk1,G14_LOWRANK3@doptk1,0.0014080031718226,-0.0092411261809489,0.0090333742058405,-0.007084005077772,0.0112869034992002,0.848,0.0047817894646925,0.013389010501139,-0.0023018505284642,84,38,3,5,-0.0032733537574193,0.002415127127765,False,0.02,False,False,registered,L5,0.9045333333333334
BQ,HIER_vs_POOLED@k1,mae_all,G14_POOLED@doptk1,G14_HIER@doptk1,0.0036652639282679,-0.0040074065660465,0.0091781432648396,-0.0028413044896103,0.0099838172990361,0.3514,0.0033926378781016,0.0094993860586845,0.0028873905048382,84,44,4,5,0.0007559637961917,0.0049624184788662,True,0.02,False,False,registered,L5,0.5319245283018867
