grouping,pair_label,n_rows,baseline_mae,baseline_sign_accuracy,2d_ensemble_mae,2d_ensemble_sign_accuracy,delta3d_unshrunk_mae,delta3d_unshrunk_sign_accuracy,delta3d_mae,delta3d_sign_accuracy,simplicial_unshrunk_mae,simplicial_unshrunk_sign_accuracy,simplicial_mae,simplicial_sign_accuracy,mae_reduction_simplicial_vs_delta3d
pair_type,Sm-Eu,106,0.16115907276995126,0.6886792452830188,0.16097441424193487,0.6886792452830188,0.16121356844493534,0.7169811320754716,0.16220895629018486,0.6981132075471698,0.18337362913683689,0.6509433962264151,0.16237423323618,0.7075471698113207,-0.00016527694599513532
pair_type,Gd-Tb,98,0.12451124014030608,0.8979591836734694,0.12446989573599401,0.8979591836734694,0.13174131976232986,0.9387755102040817,0.13126902427464818,0.8877551020408163,0.19989844715679947,0.8673469387755102,0.13248745909575854,0.8877551020408163,-0.0012184348211103646
pair_type,Dy-Ho,96,0.11210441317895105,0.71875,0.11253737848600169,0.7083333333333334,0.10491244284437877,0.78125,0.1080284806290349,0.75,0.12465841870066084,0.5416666666666666,0.1091551926910748,0.75,-0.001126712062039903
pair_type,Ho-Er,96,0.11305560002499283,0.6770833333333334,0.11249756791489347,0.6770833333333334,0.08677213431904211,0.6875,0.09851550836567631,0.6770833333333334,0.10439419435699292,0.3958333333333333,0.0995632982201126,0.6770833333333334,-0.001047789854436293
pair_type,La-Ce,95,0.2020400317622051,0.8210526315789474,0.20266609658723148,0.8210526315789474,0.19411184496052114,0.8315789473684211,0.19701943372412534,0.8315789473684211,0.1718250631076457,0.8631578947368421,0.19533652863901713,0.8315789473684211,0.0016829050851082106
pair_type,Er-Tm,89,0.07352721232239792,0.5730337078651685,0.07364823174832053,0.5730337078651685,0.06980947702623164,0.5168539325842697,0.07290431176645336,0.5056179775280899,0.091603215333343,0.4157303370786517,0.07236823370259123,0.5168539325842697,0.0005360780638621332
pair_type,Tb-Dy,88,0.15613819183342234,0.625,0.1563661494160984,0.625,0.13772159545440615,0.7727272727272727,0.14528101843776017,0.8068181818181818,0.16791906917288132,0.45454545454545453,0.1448288194229399,0.8068181818181818,0.00045219901482027036
pair_type,Tm-Yb,86,0.053215016341940015,0.5348837209302325,0.05318592408370584,0.5232558139534884,0.061661761207982536,0.5348837209302325,0.056057804428935536,0.5116279069767442,0.06147951538927347,0.5116279069767442,0.057005633063609944,0.5116279069767442,-0.000947828634674408
pair_type,Eu-Gd,83,0.09754889109125332,0.7469879518072289,0.09649914659957834,0.7469879518072289,0.10090658828449692,0.7469879518072289,0.09605396656937225,0.7469879518072289,0.16296879904591155,0.42168674698795183,0.09450785652035659,0.7469879518072289,0.001546110049015656
pair_type,Yb-Lu,82,0.09805689827980714,0.573170731707317,0.09818905825261424,0.573170731707317,0.09181315967610248,0.5365853658536586,0.0927646863583415,0.573170731707317,0.09266699359026513,0.4634146341463415,0.09250247705191403,0.573170731707317,0.0002622093064274661
pair_type,Ce-Pr,81,0.15821044748907953,0.8024691358024691,0.1588219674038979,0.8024691358024691,0.1573095628422392,0.8148148148148148,0.15579166007905584,0.8024691358024691,0.14585512845155,0.8024691358024691,0.15617371376168016,0.8024691358024691,-0.0003820536826243115
pair_type,Pr-Nd,81,0.13696879958624517,0.7901234567901234,0.13704137095507865,0.7901234567901234,0.13945123358109673,0.7777777777777778,0.13809338778733404,0.7901234567901234,0.18429730238433017,0.49382716049382713,0.13836687060840439,0.7901234567901234,-0.00027348282107034216
