feature_set,split_seed,endpoint,comparison,reference,candidate,statistic,point_delta,ci95_low,ci95_high,p_worse_one_sided,units_improved,units_total,bootstrap_blocks,bootstrap_replicates,block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,cluster_robust_low,cluster_robust_high,cluster_robust_p_two_sided,bca_low,bca_high,bca_z0,bca_acceleration,preregistered,question
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_BASE,BASE,EXPANDED,mae,0.13898674328885707,0.021449479245266172,0.30672478752509125,0.007398520295940812,69,131,79,5000,0.2703084377949531,52,0.21374045801526717,0.07424337104421465,-0.008820454333216432,0.2867939409109306,0.06494905102624264,-0.004698529369738696,0.27260609297711885,-0.05567589840481434,-0.10208468027981886,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_BASE,BASE,EXPANDED,offset_mae,0.12484754826819477,0.009492116341859355,0.2917291641575045,0.014197160567886422,74,131,79,5000,0.24973402761467128,52,0.21374045801526717,0.07219309044710683,-0.018877854236885122,0.2685729507732747,0.08770125042741082,-0.012155475191877223,0.26548989340574214,-0.03459837159864898,-0.08587609231220941,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_BASE,BASE,EXPANDED,shape_mae,0.02493464655475558,0.002357433048058152,0.05592802367171638,0.012997400519896021,67,131,79,5000,0.04240426521126747,46,0.21374045801526717,0.013777437359487048,-0.002494124228115891,0.05236341733762705,0.07417605590176829,-0.0012939714268539388,0.0505235359057958,-0.039615085989579545,-0.07027848951225614,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,mae,0.13802188863387524,0.030301899318724693,0.29905023647331264,0.004399120175964807,70,131,79,5000,0.2615297267773899,48,0.21374045801526717,0.06904496459296901,0.0005639232577559217,0.27547985400999453,0.049090157377549945,0.009343163923525235,0.26849002055828375,-0.039615085989579545,-0.08750949653337109,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,offset_mae,0.13462906683156278,0.022410832578868292,0.3016607474924701,0.007198560287942412,72,131,79,5000,0.2568393797824607,48,0.21374045801526717,0.07108515675615609,-0.006890609132450126,0.27614874279557566,0.06194412612134562,0.0034278638988160487,0.27431051033388965,-0.0401168101849681,-0.07755860819341202,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,shape_mae,0.018898133809189817,-0.0023642307591624605,0.04765715781044523,0.04079184163167367,66,131,79,5000,0.03256388597116217,45,0.21374045801526717,0.012722157561632442,-0.006429736281346618,0.04422600389972625,0.14145517983756112,-0.004226932606242363,0.04483875908247015,-0.007519955698540524,-0.04301981952754261,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,mae,0.13546860052476375,0.008556096409136986,0.3150331410753743,0.014797040591881624,72,131,79,5000,0.28414389304292975,56,0.21374045801526717,0.08031133193502599,-0.024418979250445477,0.295356180299973,0.09563897127048566,-0.021709749995403402,0.282062553079444,-0.06421378651467992,-0.10468523677337574,True,A4 information null: is the gain information or just rows/regularisation?
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,offset_mae,0.1318346833304642,0.0033453824178433043,0.31550896378733495,0.020995800839832032,72,131,79,5000,0.27918729660073777,51,0.21374045801526717,0.08129347177181516,-0.030008186659979952,0.29367755332090834,0.10890040998102404,-0.02390898699962234,0.28255625498574855,-0.050655546368613115,-0.09791980937383159,True,A4 information null: is the gain information or just rows/regularisation?
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,shape_mae,0.02911661209814247,0.008764301539668132,0.059171450207279125,0.001999600079984003,74,131,79,5000,0.04315955034419568,46,0.21374045801526717,0.012727159032723253,0.0037787848435451472,0.05445443935273979,0.0248614359212131,0.007043919849701388,0.057216738426484615,-0.0025066308995717666,-0.037083841894191956,True,A4 information null: is the gain information or just rows/regularisation?
MC_lig2d_ext_massaction,104729,all,EXPANDED_SHUFFLED_vs_BASE,BASE,EXPANDED_SHUFFLED,mae,0.00351814276409329,-0.05920477307452417,0.05840280119920563,0.46030793841231754,68,131,79,5000,-0.013835455247976683,41,0.21374045801526717,0.028290912820729992,-0.0528047380990641,0.05984102362725068,0.9013533871183583,-0.05375021402464124,0.06495515612832778,0.03560164077923748,0.028537857407199458,True,how much of the apparent gain survives destroying the new labels?
MC_lig2d_ext_massaction,104729,all,EXPANDED_SHUFFLED_vs_BASE,BASE,EXPANDED_SHUFFLED,offset_mae,-0.006987135062269407,-0.0799208272129438,0.0488570819602296,0.5882823435312937,69,131,79,5000,-0.029453268986066466,40,0.21374045801526717,0.030797080278331862,-0.06829941206234473,0.05432514193780591,0.8211132999767391,-0.07792574382416166,0.05066502005196862,0.0010026514778481883,0.014802711219344487,True,how much of the apparent gain survives destroying the new labels?
MC_lig2d_ext_massaction,104729,all,EXPANDED_SHUFFLED_vs_BASE,BASE,EXPANDED_SHUFFLED,shape_mae,-0.0041819655433868895,-0.0337614977527759,0.025650642490927175,0.6142771445710857,56,131,79,5000,-0.0007552851329282117,38,0.21374045801526717,0.014032633256013777,-0.03211879232883137,0.02375486124205759,0.7664824541116234,-0.03498111703898919,0.02438846005122496,-0.010528033237178323,-0.015461709490540109,True,how much of the apparent gain survives destroying the new labels?
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_ROWMATCHED,EXPANDED_ROWMATCHED,EXPANDED,mae,0.0009648546549818153,-0.016386537356410158,0.02427833503531554,0.4459108178364327,64,131,79,5000,0.008778711017563208,39,0.21374045801526717,0.01073123051490485,-0.020399384160359073,0.022329093470322706,0.9285884918100625,-0.020221970467203896,0.020638915129050642,-0.04864777006503448,-0.0775481001823469,False,derived (not pre-registered): needed to score A4's first clause
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_ROWMATCHED,EXPANDED_ROWMATCHED,EXPANDED,offset_mae,-0.00978151856336802,-0.03095072637996292,0.013469096420784523,0.8020395920815837,57,131,79,5000,-0.007105352167789335,35,0.21374045801526717,0.01064879186340169,-0.03098163463100706,0.011418597504271018,0.361159304197549,-0.03128322526844844,0.012760034174931694,-0.004511946203065805,-0.010233198678419472,False,derived (not pre-registered): needed to score A4's first clause
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_ROWMATCHED,EXPANDED_ROWMATCHED,EXPANDED,shape_mae,0.00603651274556576,-0.00040946812482788784,0.014977660165917835,0.03259348130373925,72,131,79,5000,0.009840379240105302,42,0.21374045801526717,0.003812198893032503,-0.001552992246355171,0.01362601773748669,0.11736023533822153,-0.0009011798252365598,0.014157601042578823,-0.012032106029748954,-0.03702074214884318,False,derived (not pre-registered): needed to score A4's first clause
MC_lig2d_ext_massaction,104729,nn<0.4,EXPANDED_vs_BASE,BASE,EXPANDED,mae,0.4930144033403536,0.21229562055059018,0.7736698310053283,0.0005998800239952009,24,33,32,5000,0.5137608187869083,24,0.06060606060606061,0.14052881336908965,0.20640399886796396,0.7796248078127432,0.001401578311321936,0.20711071220508012,0.7686212085153324,0.009525331483604746,-0.013046771945039658,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,nn<0.4,EXPANDED_vs_BASE,BASE,EXPANDED,offset_mae,0.4460585767514507,0.14518208413061223,0.7509835735840911,0.0023995200959808036,23,33,32,5000,0.4692029359362344,23,0.06060606060606061,0.15273440187313267,0.1345547104038839,0.7575624430990175,0.00646255627463411,0.14239779891897658,0.747607846064422,0.013034836136889385,-0.012259764225785385,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,nn<0.4,EXPANDED_vs_BASE,BASE,EXPANDED,shape_mae,0.08247922848834263,0.03163263207279775,0.13808396739652795,0.0003999200159968006,22,33,32,5000,0.08429608272413322,21,0.06060606060606061,0.027233839190080204,0.026935447263176586,0.13802300971350867,0.004918789077071699,0.03375060636392046,0.1411559407788396,0.0065172796505839885,0.021967422855599186,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,nn<0.4,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,mae,0.49449278263328367,0.20921932852561098,0.7796955823342093,0.0005998800239952009,25,33,32,5000,0.5193859749546056,25,0.06060606060606061,0.14329604594527548,0.20223857011245683,0.7867469951541105,0.0016343544075079586,0.20803968947881638,0.775141341885043,0.013536206042278273,-0.011705219208877895,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,nn<0.4,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,offset_mae,0.4621028802023788,0.15567092157498283,0.7766755987116175,0.0015996800639872025,24,33,32,5000,0.49005665871503556,24,0.06060606060606061,0.15675136344422244,0.1424063667169167,0.7817993936878409,0.00603102892773951,0.14931554469326058,0.7706464446347061,0.0025066308995717666,-0.01215994127219781,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,nn<0.4,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,shape_mae,0.0797885618260834,0.028201755802263882,0.13636940982833795,0.0007998400319936012,21,33,32,5000,0.08109891096318192,21,0.06060606060606061,0.027683662566195928,0.023327359776825915,0.13624976387534088,0.007112489511916962,0.028679336548249727,0.13710698463408016,-0.016544501343174617,0.01609801412387062,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,nn<0.4,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,mae,0.5466547556829784,0.2608035149797667,0.8244602277286707,0.0001999600079984003,27,33,32,5000,0.5595653785978307,26,0.06060606060606061,0.1408826935493587,0.2593226078245168,0.83398690354144,0.0005090476338513466,0.2542254304059459,0.8181564561412198,-0.0020053039636734648,-0.010607796695599817,True,A4 information null: is the gain information or just rows/regularisation?
