ablation,n_rows,mae,rmse,r2,pearson,spearman,fold_mae_mean,fold_mae_sample_sd,fold_rmse_mean,fold_rmse_sample_sd,fold_r2_mean,fold_r2_sample_sd,fold_pearson_mean,fold_pearson_sample_sd,fold_spearman_mean,fold_spearman_sample_sd,macro_group_mae
A0,6699,0.6574165635685693,0.9586085633964003,-0.6810092419526443,-0.08527296199092038,-0.05968792266691942,0.6283638275465184,0.23987451673163537,0.9104516021064306,0.2658233691181214,-0.6697151491077745,0.26778178592707264,-0.12145447449528708,0.16906405471748237,-0.10233429303580195,0.14951002306404126,0.635955683807689
A1,6699,0.4904454850301806,0.735085549232546,0.011530523673785265,0.4574900584039802,0.2773798622387084,0.41932735209319605,0.14499413492014315,0.5948322434550739,0.20921968068810137,0.1820523280149869,0.5570025021317854,0.632639339380135,0.24798985625920222,0.5227580568766885,0.28905197622349493,0.34565770224281134
A2,6699,0.4229761725655414,0.6217946169084209,0.2927362354396067,0.5878779922137098,0.5722895795774399,0.3822978828071012,0.10345840294446279,0.5494306542871397,0.14898054421150878,0.3030869813576057,0.40860599383243973,0.6692529911669312,0.16627123932850074,0.6460932780687288,0.18836328424970772,0.3167512633933181
A3,6699,0.49079008272604563,0.7482003293797984,-0.02405500065550381,0.4115715318998106,0.2747072949918579,0.42552273293652504,0.14323111825149937,0.6141072150811213,0.2110792114869615,0.12864916703966695,0.5690794770028536,0.5889554073394979,0.281055573408949,0.513375051933534,0.3168820398316767,0.36281768423449484
A4,6699,0.42421256252998824,0.6226507031471409,0.290787374607391,0.5844464177930041,0.5695493264594328,0.38566557445354444,0.09859034551187854,0.5504084948487159,0.14761731140146664,0.3010561857423972,0.40591607373661787,0.6663543185311978,0.16609584920086912,0.6402740477349155,0.19231108725363286,0.32780071907200353
A5,6699,0.4194826382131828,0.6096563915540333,0.3200800957970056,0.6025702952841323,0.5684693431278623,0.38384134040782414,0.09630811674357899,0.5447059523880668,0.1438178153376536,0.32630764737709717,0.3608895495893258,0.6730447382830931,0.14639095098460592,0.6382794979396614,0.19013977187159817,0.3299844039607906
A6,6699,0.41389393835775584,0.6005636860546831,0.3402101512505268,0.6143888444025801,0.5819200042086478,0.38190516970807104,0.09129216876884959,0.5417780371929213,0.13673710344646822,0.33546584862592865,0.34889160720830475,0.6780255033168959,0.13613552447450275,0.6424237017905542,0.19061803804443514,0.3319056646808831
A2+D1,6699,0.4138057783362547,0.6041504085413795,0.3323057448794029,0.6120849935614178,0.5914736853190451,0.3790789744426606,0.09919667668941425,0.5405371785914815,0.14292973568955278,0.33208595355340176,0.3760085692944372,0.6823786961184543,0.14607343053124192,0.6533407135143598,0.1879233902190169,0.32197220328237736
A2+D2,6699,0.41741262793044365,0.6085928988520757,0.322450149428109,0.605023959851032,0.5750444198387259,0.381400660765095,0.09684578230433365,0.5445255199875766,0.14112710033285655,0.3139045984613631,0.40205149039338656,0.6776244530053295,0.1519183946889499,0.6412580618211541,0.1936179939143233,0.32280446397162993
A2+D3,6699,0.41732501876096434,0.6081666481686145,0.32339891156248446,0.6099642192374145,0.5614786425796958,0.3806045476737946,0.09442812089656845,0.5479113276785439,0.13781665413609775,0.31501449590386466,0.37268996728497455,0.67708901756088,0.13823415026681887,0.6377391553909695,0.18633079952387044,0.3198585803968069
A2+D4,6699,0.41997033999484373,0.613432070521166,0.3116323580614455,0.5987738536885471,0.5730568841177469,0.38267755088473665,0.09823270830600477,0.5468458956803564,0.14240755633652852,0.30733032586775766,0.4038363135153018,0.6748390463066447,0.15421831010563541,0.6429965606455541,0.19075860453010957,0.3227103538402375
A2+D5,6699,0.42105618153210933,0.6170557943716064,0.3034755560290463,0.5954313665538338,0.5782930958014043,0.3813675382976979,0.10082767561972836,0.5465207994920664,0.14454506915697354,0.30618045093910357,0.4112278128723395,0.6752512497144996,0.16025177980275565,0.6504685469855203,0.1912027628408272,0.31860931307377643
A5_SHUFFLED_s1009,6699,0.41548554421402556,0.5987143497576968,0.34426732181629727,0.6173537251857388,0.5811488512065467,0.38349008660506495,0.09131998159411346,0.5408943561685591,0.13237537745302386,0.3310756598199817,0.3642759159857987,0.6816409899592142,0.13823149266473125,0.6399370303224767,0.19018467134062667,0.32869151396482144
A5_SHUFFLED_s2017,6699,0.4196945468944928,0.6111948705308556,0.3166441855149327,0.5997099080807339,0.5781491117567137,0.3858587122838374,0.09484470751055442,0.5486347796690151,0.14139232090531942,0.3081794607313337,0.39214746479728324,0.6716545723389853,0.15075602932433224,0.6440736854115775,0.19348166774053296,0.32769574757381836
A5_SHUFFLED_s3019,6699,0.4194168631973488,0.6066465474637611,0.3267769870765659,0.606414641841112,0.57788838733293,0.38438640831847204,0.09338662286506239,0.542436509733674,0.1377619463412199,0.3221342249330199,0.3841529111117948,0.6768299473651258,0.14954335295266785,0.6429652174830758,0.19690254556466083,0.32980447195241575
A5s,6699,0.4175347332883296,0.6060793508788507,0.3280352857886428,0.6057499487246645,0.5788955429419419,0.38491065141961417,0.09779411939028801,0.5454674386295044,0.14623827497599315,0.3305998501081775,0.3502030162207764,0.6738556681931273,0.1387045272709353,0.6396824352223482,0.1915916495638543,0.3317610327812177
A6s,6699,0.41282884673398285,0.5979053761437715,0.3460381564485747,0.6158427169208259,0.5890268427250313,0.38185769308266143,0.09272726977892132,0.5419246950539376,0.13909648918938405,0.33771828276671945,0.34479899592592167,0.6784186527114187,0.13170736033765548,0.6464632476822814,0.1902830335696442,0.33289540632379433
C1,6699,0.41653295472669555,0.601559654092222,0.3380199605870733,0.6113307362482013,0.5744050942652473,0.3856616221227438,0.08820437182487091,0.5445219913659788,0.13377534741908728,0.33009804900631934,0.3406189111081226,0.676292766669258,0.13218080130624893,0.6356047571628949,0.1917592225193667,0.33796453216175865
C2,6699,0.4130527965792145,0.5985397078817639,0.3446498136769478,0.6154724295769733,0.5834235102575661,0.37947059826918494,0.09629058082806281,0.5374856598590054,0.13968657785439764,0.33723352059738887,0.37809147826177836,0.6839404110305584,0.1463441129534527,0.6455105277892917,0.1929028814283057,0.3219540892434797
C3,6699,0.40065498552260886,0.5765784418953,0.39185898732273516,0.6454660508553268,0.5994366850347577,0.37812613695889913,0.07877955091222916,0.5354403265090539,0.11714097376320388,0.3517639036700429,0.32442808839421555,0.6887078411942351,0.11438665644952085,0.6440329782193074,0.19109072874274308,0.3342683758650787
E2,6699,0.41928278751685216,0.6110521064633293,0.3169633873485155,0.602751483469039,0.5649153140329346,0.38097170519612067,0.0980067612302052,0.545283285299307,0.14043314856291134,0.31064827308237924,0.4040623745587826,0.677623104831165,0.15352006343256952,0.6387587107118218,0.1921415603703119,0.32010006779794564
E3,6699,0.4103146748931989,0.5945898338809409,0.35327082734281223,0.6230749924134797,0.5859358887741629,0.3771199916069394,0.09461626295795562,0.5354160477421062,0.13592015348135256,0.3398517552113112,0.3811991839128858,0.6883311120950716,0.14202955022339078,0.6482417295993431,0.19724730481019648,0.31912137862281936
