ablation,estimator_kind,outer_fold,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_n_rows,inner_mae,inner_rmse,inner_r2,inner_pearson,inner_spearman,selected
A2+D1,forest,0,2,3,104729,1.0,4,0.3664339560621851,5743,0.407021718414177,0.5914653816846639,0.3833596894866851,0.6360458906939847,0.6964405126702193,False
A2+D2,forest,0,0,3,104729,0.35,2,0.346118424284382,5743,0.3697048731550568,0.5382542851238985,0.4893207139789024,0.7034284897959688,0.7236923881756627,True
A2+D2,forest,0,1,3,104729,0.7,2,0.35519338384351107,5743,0.38695045170672443,0.5624304446436686,0.44241524263129006,0.6727114152227256,0.7134134764429498,False
A2+D2,forest,0,2,3,104729,1.0,4,0.37004890549515856,5743,0.4098434604511694,0.5952481751785917,0.37544686035633523,0.6304875133440349,0.6920883184746889,False
A2+D3,forest,0,0,3,104729,0.35,2,0.3424384424870333,5743,0.3608246954522268,0.5332848539314865,0.49870687436427563,0.7106586492990964,0.7224444811790856,True
A2+D3,forest,0,1,3,104729,0.7,2,0.34948571516584537,5743,0.3707014747655906,0.5479033990586784,0.47084702770334397,0.6934049030871782,0.7092916561757665,False
A2+D3,forest,0,2,3,104729,1.0,4,0.3676848370526416,5743,0.39164420510873565,0.5759159320135844,0.41535608163076254,0.6577275930965991,0.6940844203247323,False
A2+D4,forest,0,0,3,104729,0.35,2,0.34898079812196187,5743,0.37765577972697234,0.550081637793284,0.46663127478974287,0.6886607302342997,0.7200686011462365,True
A2+D4,forest,0,1,3,104729,0.7,2,0.35318908649316527,5743,0.3960908624980926,0.5758758181342657,0.4154375224019844,0.6556664173118846,0.7042748382070738,False
A2+D4,forest,0,2,3,104729,1.0,4,0.3683619607424966,5743,0.4163029552262964,0.6040700758110172,0.3567972460329085,0.6195541306337634,0.6873722659574931,False
A2+D5,forest,0,0,3,104729,0.35,2,0.34531499379279595,5743,0.3714998294954316,0.5419275987650871,0.4823266733400664,0.6996441461625111,0.7223168961566275,True
A2+D5,forest,0,1,3,104729,0.7,2,0.350349196033212,5743,0.39450211024791504,0.5752369901694264,0.41673373147205284,0.6562268166311723,0.7043560332326417,False
A2+D5,forest,0,2,3,104729,1.0,4,0.36821898651440116,5743,0.41443634331113793,0.6037748059974408,0.35742588813506093,0.6200929023257877,0.6863482454089499,False
A5_SHUFFLED_s1009,forest,0,0,3,104729,0.35,2,0.34717326087126643,5743,0.36704779500610357,0.5337842476504686,0.49776756452661697,0.707954385822843,0.7224383500404862,True
A5_SHUFFLED_s1009,forest,0,1,3,104729,0.7,2,0.35360148806130454,5743,0.3846126447659506,0.5578819775850586,0.4513973337374795,0.6774915234715896,0.7083349894481558,False
A5_SHUFFLED_s1009,forest,0,2,3,104729,1.0,4,0.36767639737369057,5743,0.40563169226159035,0.5880623789809575,0.3904349707874053,0.6402456534390225,0.6908075883457477,False
A5_SHUFFLED_s2017,forest,0,0,3,104729,0.35,2,0.34946816400899783,5743,0.36600930195244896,0.5334836502653516,0.4983330635972014,0.7082461245488243,0.7192877944747156,True
A5_SHUFFLED_s2017,forest,0,1,3,104729,0.7,2,0.3536427156137279,5743,0.3800459019577546,0.5542200836817427,0.45857566760184054,0.6822485041617924,0.7101940483354139,False
A5_SHUFFLED_s2017,forest,0,2,3,104729,1.0,4,0.3714378333559277,5743,0.4015687680850417,0.5825614702446834,0.40178573384627514,0.6482442971171861,0.6924223580354011,False
A5_SHUFFLED_s3019,forest,0,0,3,104729,0.35,2,0.35039621887507444,5743,0.36418399344819413,0.530827439535164,0.5033162182378059,0.712087307134944,0.7254130116311966,True
A5_SHUFFLED_s3019,forest,0,1,3,104729,0.7,2,0.35545453150282447,5743,0.38332624096768847,0.5583336443197839,0.4505086659198725,0.6770749963117427,0.7143119570837273,False
A5_SHUFFLED_s3019,forest,0,2,3,104729,1.0,4,0.3685033255146564,5743,0.4029860362567573,0.587127192623413,0.3923721925633664,0.6414295783926789,0.6992222874149212,False
A5s,forest,0,0,3,104729,0.35,2,0.3470931656722919,5743,0.35945647538683434,0.5306692562370502,0.5036121915301266,0.7126735507761124,0.7298457445630009,True
A5s,forest,0,1,3,104729,0.7,2,0.34905398614094824,5743,0.3759736961375972,0.5530136510520449,0.4609302594415581,0.6850526700969718,0.7197118080782648,False
A5s,forest,0,2,3,104729,1.0,4,0.36274359291961844,5743,0.39999380255264305,0.5862305799812553,0.39422661453030783,0.6422681439069738,0.7067053592001239,False
A6s,forest,0,0,3,104729,0.35,2,0.3551934886442044,5743,0.36708043925736306,0.5345756685111139,0.4962771800127088,0.7083592055284202,0.727310601708995,True
A6s,forest,0,1,3,104729,0.7,2,0.35796482601837093,5743,0.37710327387004833,0.5535778872127565,0.4598296797081207,0.6835940295021605,0.7227240360054334,False
A6s,forest,0,2,3,104729,1.0,4,0.3720947397511623,5743,0.40089161325928285,0.585832461116136,0.3950491165620157,0.6424852674779502,0.7068746061603436,False
C1,forest,0,0,3,104729,0.35,2,0.35166337917693696,5743,0.365229231678591,0.532564389574171,0.5000604468947487,0.7094731671498183,0.7259924853791835,False
C1,forest,0,1,3,104729,0.7,2,0.3511142689928427,5743,0.3710865384686679,0.5460037082356006,0.47451002517862684,0.6931372142113708,0.7211186849843609,True
C1,forest,0,2,3,104729,1.0,4,0.3650000862687863,5743,0.4015418300757115,0.5863848745409458,0.39390769620295496,0.6420461696374239,0.701560374364991,False
C2,forest,0,0,3,104729,0.35,2,0.3415744530204293,5743,0.3592730756812477,0.5204221278733338,0.5225974232963675,0.724226146953419,0.7256750728207724,True
C2,forest,0,1,3,104729,0.7,2,0.34748641657159035,5743,0.3750144787224497,0.5435969932254486,0.47913240140938607,0.6958838731506071,0.7138783452734839,False
C2,forest,0,2,3,104729,1.0,4,0.3635485658284711,5743,0.3968207791200181,0.5752091162710741,0.41679025603865605,0.6565091196540674,0.6947180113615815,False
C3,forest,0,0,3,104729,0.35,2,0.35202897709527603,5743,0.3629042989791112,0.5317815523976686,0.501529127977757,0.7106810432504753,0.7234581689930261,True
C3,forest,0,1,3,104729,0.7,2,0.35408403522436643,5743,0.3727090025087424,0.5466228194240516,0.47331764803225995,0.6920882144956613,0.719277144472448,False
C3,forest,0,2,3,104729,1.0,4,0.36446254786466786,5743,0.3912444663915703,0.5742611194630017,0.4187110370592695,0.6564350628529465,0.7053235267619792,False
E2,forest,0,0,3,104729,0.35,2,0.34790773514460227,5743,0.3752627407280509,0.5465490665863192,0.47345976320248306,0.6929513076215011,0.7175643159965343,True
E2,forest,0,1,3,104729,0.7,2,0.35239700381895794,5743,0.38927002206974926,0.5687850125397504,0.42974442600906626,0.6638106158194604,0.7053705899679055,False
E2,forest,0,2,3,104729,1.0,4,0.3709143327119703,5743,0.41386372754956885,0.602851867634044,0.3593888816761134,0.6190726307125456,0.684306524758658,False
E3,forest,0,0,3,104729,0.35,2,0.3426113981560598,5743,0.3590666529415452,0.5199762988662322,0.5234150240046662,0.7251936253790041,0.7251180772439966,True
E3,forest,0,1,3,104729,0.7,2,0.35026861848845414,5743,0.37873930081293167,0.5468232891435468,0.47293126378101824,0.6925143241188555,0.7089569086513828,False
E3,forest,0,2,3,104729,1.0,4,0.364204813243759,5743,0.3969054586841479,0.5736669026281888,0.4199133924636499,0.658829190549764,0.6983978140132101,False
E4,forest,0,0,3,104729,0.35,2,0.3429782880252806,5743,0.3712793376075796,0.5398471486666321,0.48629372077108357,0.7018261444408287,0.7188650155225689,True
E4,forest,0,1,3,104729,0.7,2,0.34991049794511203,5743,0.38221352965686295,0.5563981982908466,0.4543116518866539,0.6805680492228632,0.7060971124599102,False
E4,forest,0,2,3,104729,1.0,4,0.3654354576348319,5743,0.40436289775939355,0.5853539855232749,0.3960368939444425,0.645372062763034,0.686174303823395,False
G2,forest,0,0,3,104729,0.35,2,0.3478190582719252,5743,0.3687765782429942,0.5340144344142318,0.49733431013040874,0.7079244895179275,0.725761299115976,True
G2,forest,0,1,3,104729,0.7,2,0.3530367354114992,5743,0.3884210015835106,0.5619759572454754,0.4433160219489095,0.6732436234485624,0.7107725713751357,False
G2,forest,0,2,3,104729,1.0,4,0.366287862831385,5743,0.4111599569890402,0.5969697050763385,0.3718290695491625,0.6288964917534958,0.6950191718286847,False
G4,forest,0,0,3,104729,0.35,2,0.34661995279864577,5743,0.3672675653567526,0.5364571480285444,0.4927251590254037,0.7056046868040129,0.7317242924567707,True
G4,forest,0,1,3,104729,0.7,2,0.3529456298515495,5743,0.3866701956378579,0.5643321180483113,0.4386382895295998,0.669967848378899,0.7165765011922086,False
G4,forest,0,2,3,104729,1.0,4,0.3687412813982062,5743,0.4100789235447405,0.6001068885908686,0.36520941823460096,0.6232987773976548,0.6999503697772372,False
G2_SHUFFLED_s1009,forest,0,0,3,104729,0.35,2,0.34807622313211206,5743,0.3670850802831579,0.5335006231031009,0.49830114191802843,0.7080021431626483,0.7210230087961318,True
G2_SHUFFLED_s1009,forest,0,1,3,104729,0.7,2,0.35551569151595297,5743,0.38411025138356897,0.5572372492964401,0.4526646099430245,0.6783279122921824,0.7077323316443396,False
G2_SHUFFLED_s1009,forest,0,2,3,104729,1.0,4,0.3691575320795644,5743,0.400618566087393,0.5819893896545824,0.40296006051557953,0.6475772382768884,0.6938118521571562,False
G2_SHUFFLED_s2017,forest,0,0,3,104729,0.35,2,0.34947852921580824,5743,0.3651323801418733,0.5310621778407223,0.5028768419751874,0.7117472345759263,0.7186658733211678,True
G2_SHUFFLED_s2017,forest,0,1,3,104729,0.7,2,0.3536460110622126,5743,0.3826432135974134,0.5550296813703668,0.45699270062265396,0.6814620713754068,0.7085753558426628,False
G2_SHUFFLED_s2017,forest,0,2,3,104729,1.0,4,0.3696023450496044,5743,0.40599764439396857,0.5878790335905305,0.39081501045639055,0.6408636434005375,0.684119534195501,False
G2_SHUFFLED_s3019,forest,0,0,3,104729,0.35,2,0.35086718824961943,5743,0.3684221990859588,0.5366333025815043,0.492391960206517,0.7042137203428784,0.7252580796838397,True
G2_SHUFFLED_s3019,forest,0,1,3,104729,0.7,2,0.35506836782856477,5743,0.38017723432226735,0.5535118101236016,0.4599586254374224,0.6830653147776563,0.7169565576105262,False
G2_SHUFFLED_s3019,forest,0,2,3,104729,1.0,4,0.3712058354935642,5743,0.40732556883734505,0.5935675658622425,0.37896857825150276,0.6318872866948246,0.6954333360342242,False
E3_SHUFFLED_s1009,forest,0,0,3,104729,0.35,2,0.3466713091817411,5743,0.3654964967330161,0.5308697525762234,0.5032370322828148,0.7115006358666134,0.7260722238422989,True
E3_SHUFFLED_s1009,forest,0,1,3,104729,0.7,2,0.35243273758293614,5743,0.381808386208172,0.5537656023622122,0.45946328015886295,0.6830581112079778,0.7111243084939628,False
E3_SHUFFLED_s1009,forest,0,2,3,104729,1.0,4,0.3691745815683137,5743,0.40520487719915205,0.5868468581274975,0.39295229980934354,0.6412421033649849,0.6956084912057673,False
E3_SHUFFLED_s2017,forest,0,0,3,104729,0.35,2,0.3495578196716494,5743,0.36504651650786585,0.5322186410830391,0.5007093721330187,0.7099471017796712,0.7278983086144359,True
E3_SHUFFLED_s2017,forest,0,1,3,104729,0.7,2,0.35130941375259483,5743,0.38219707085101906,0.5563723946497978,0.4543622646305362,0.6800760650749613,0.7132222269518502,False
E3_SHUFFLED_s2017,forest,0,2,3,104729,1.0,4,0.3676398607373003,5743,0.40175434107280356,0.5842218359494025,0.3983709186006962,0.6447835821412032,0.6977716995224337,False
E3_SHUFFLED_s3019,forest,0,0,3,104729,0.35,2,0.3487443186138875,5743,0.3691144898355094,0.5355314563657234,0.49447431996880875,0.7060822299687116,0.725711365434734,True
E3_SHUFFLED_s3019,forest,0,1,3,104729,0.7,2,0.35507369813449813,5743,0.38443075659259757,0.5598594236554485,0.44750133115418,0.6763531216158515,0.7095418385904416,False
E3_SHUFFLED_s3019,forest,0,2,3,104729,1.0,4,0.3691195884071075,5743,0.4059311919945446,0.5888630286838101,0.3887739895145603,0.6391836322029937,0.6948782454323648,False
E2_SHUFFLED_s1009,forest,0,0,3,104729,0.35,2,0.35184686071119986,5743,0.3726117099271115,0.5424502878975028,0.48132759999199937,0.6979295789761739,0.7175540480115451,True
E2_SHUFFLED_s1009,forest,0,1,3,104729,0.7,2,0.3559830756745429,5743,0.38688350498392704,0.5636268401767763,0.4400405439125298,0.6705362919634289,0.7022908241025004,False
E2_SHUFFLED_s1009,forest,0,2,3,104729,1.0,4,0.3691940109806762,5743,0.40610260765171546,0.5894955534194617,0.38746019261237874,0.6384729380650083,0.6847849230279357,False
E2_SHUFFLED_s2017,forest,0,0,3,104729,0.35,2,0.34715257116000237,5743,0.36771849291020886,0.5373454485612577,0.4910438109817228,0.7047610205169748,0.7205247585924367,True
E2_SHUFFLED_s2017,forest,0,1,3,104729,0.7,2,0.3522649334308122,5743,0.3833347644718991,0.5586904808347339,0.4498060708586059,0.6770811379645775,0.7058232959623963,False
E2_SHUFFLED_s2017,forest,0,2,3,104729,1.0,4,0.36701645767428254,5743,0.4053964968646976,0.5889809090090276,0.388529250995993,0.6387508893377214,0.6914793661478185,False
E2_SHUFFLED_s3019,forest,0,0,3,104729,0.35,2,0.34867848584566064,5743,0.36837658064424217,0.5383168128648619,0.4892020582516554,0.7034155104805049,0.7215569401092418,True
E2_SHUFFLED_s3019,forest,0,1,3,104729,0.7,2,0.35668128360599477,5743,0.389283438039162,0.5661766996239109,0.43496254710350757,0.667834273114773,0.7029793710705087,False
E2_SHUFFLED_s3019,forest,0,2,3,104729,1.0,4,0.3724007451405638,5743,0.4057438057339385,0.5919757867339137,0.38229497077731023,0.6349706364108406,0.6888166747125536,False
E4_SHUFFLED_s1009,forest,0,0,3,104729,0.35,2,0.34507236048463225,5743,0.36532733171125464,0.5341575719382926,0.49706480443751766,0.7085918521827169,0.7238474312988193,True
E4_SHUFFLED_s1009,forest,0,1,3,104729,0.7,2,0.34914792786453225,5743,0.38531120049388157,0.5604331177127404,0.44636844818953103,0.6757644790185569,0.7061870902395448,False
E4_SHUFFLED_s1009,forest,0,2,3,104729,1.0,4,0.36875135480530047,5743,0.40933177555160827,0.5930167875495527,0.38012056822487583,0.6353088339369437,0.6814314159676609,False
E4_SHUFFLED_s2017,forest,0,0,3,104729,0.35,2,0.3426285493173715,5743,0.3703462970119806,0.5394273570507855,0.4870923384676201,0.7021519489504936,0.7188070014995762,True
E4_SHUFFLED_s2017,forest,0,1,3,104729,0.7,2,0.3482766449923378,5743,0.38204793200223547,0.5561070907192204,0.45488251086555775,0.68064735762247,0.7069393712833465,False
E4_SHUFFLED_s2017,forest,0,2,3,104729,1.0,4,0.36546361854887044,5743,0.40698130927914405,0.5917883538243859,0.3826860675905457,0.6366184134463531,0.6854343240223634,False
E4_SHUFFLED_s3019,forest,0,0,3,104729,0.35,2,0.3436311028342026,5743,0.37117177995275796,0.5397446914620512,0.4864886941626976,0.7026829799513941,0.7209866697225925,True
E4_SHUFFLED_s3019,forest,0,1,3,104729,0.7,2,0.3485968256125013,5743,0.3788256201940051,0.5523894134603466,0.4621465681976241,0.6858657367563155,0.7094652615093922,False
E4_SHUFFLED_s3019,forest,0,2,3,104729,1.0,4,0.3663391030289435,5743,0.40797115046725035,0.5905487404847133,0.38526952202958065,0.6379936923003152,0.6849454060966778,False
G4_SHUFFLED_s1009,forest,0,0,3,104729,0.35,2,0.3515362179067562,5743,0.36759664483558635,0.5339888936428409,0.4973823918361656,0.7079511809122259,0.7233049614272671,True
G4_SHUFFLED_s1009,forest,0,1,3,104729,0.7,2,0.354772816156023,5743,0.3835646117036135,0.5557336833520746,0.4556143215221109,0.6808350492889015,0.7115937972287272,False
G4_SHUFFLED_s1009,forest,0,2,3,104729,1.0,4,0.37080691441784575,5743,0.40781597266742664,0.5922649274841015,0.3816914078696595,0.6334358090049409,0.6947240721285193,False
G4_SHUFFLED_s2017,forest,0,0,3,104729,0.35,2,0.351698633713189,5743,0.3672771819511726,0.5339922257507045,0.49737611911652746,0.7078433838470393,0.722917938950661,True
G4_SHUFFLED_s2017,forest,0,1,3,104729,0.7,2,0.3555444476985905,5743,0.3866835575793245,0.5599640244344085,0.4472948607888365,0.6759653119779097,0.7072407844331383,False
G4_SHUFFLED_s2017,forest,0,2,3,104729,1.0,4,0.3693827886890282,5743,0.40508227764055005,0.5906651092843889,0.3850272304419716,0.636110461700906,0.6946090751245096,False
G4_SHUFFLED_s3019,forest,0,0,3,104729,0.35,2,0.3473123400692819,5743,0.3637963081901891,0.531237975274261,0.5025476622903128,0.7112946150819283,0.7274279313213489,True
G4_SHUFFLED_s3019,forest,0,1,3,104729,0.7,2,0.3560408417365942,5743,0.385744566439098,0.5606208008020545,0.4459975754647677,0.6742846968701968,0.7116078860853643,False
G4_SHUFFLED_s3019,forest,0,2,3,104729,1.0,4,0.3688664368200053,5743,0.40647465700317287,0.5934061159823251,0.3793063723567506,0.632258991335024,0.6980810827062957,False
S1,forest,0,0,3,104729,0.35,2,0.3877489262399898,5743,0.4091226314555036,0.5698686940048424,0.42756938945518796,0.682066174843217,0.7138334844926008,True
S1,forest,0,1,3,104729,0.7,2,0.3911235864502523,5743,0.40670116186750965,0.5699802733689363,0.4273452055435365,0.6754639975504304,0.7095497395402234,False
S1,forest,0,2,3,104729,1.0,4,0.3898819847149106,5743,0.3966823306656319,0.5599787653126084,0.44726576082519454,0.6849020774518111,0.7188822408807819,False
S2,forest,0,0,3,104729,0.35,2,0.36613407521904295,5743,0.3942998147590478,0.5740417885401103,0.4191549824806078,0.6676080759379136,0.7098128728476685,True
S2,forest,0,1,3,104729,0.7,2,0.37836432278594934,5743,0.4125837555690743,0.5951246000073546,0.3757061513649662,0.6458590049964826,0.6881828474357106,False
S2,forest,0,2,3,104729,1.0,4,0.3840983696027556,5743,0.41815823160454524,0.604382710336555,0.3561312987134473,0.6258498996514231,0.68741162549423,False
S3,forest,0,0,3,104729,0.35,2,0.39110106794428195,5743,0.41707933180136536,0.5899262962544084,0.38656470314576463,0.6552633987822535,0.710005756454643,True
S3,forest,0,1,3,104729,0.7,2,0.39182354419349685,5743,0.39666698251153437,0.5625458525885247,0.44218639188658015,0.6818140105439281,0.722137848860767,False
S3,forest,0,2,3,104729,1.0,4,0.3962602330910477,5743,0.3996449410336527,0.5700884263332908,0.42712786402334246,0.6704445954505311,0.7203530587802474,False
S4,forest,0,0,3,104729,0.35,2,0.3902594763090916,5743,0.41060786217906425,0.576881228467761,0.4133945881930555,0.6700203773202696,0.7147822256394714,False
S4,forest,0,1,3,104729,0.7,2,0.3899716317381494,5743,0.40043878609711814,0.5653088683752859,0.4366933896152898,0.6793514215797338,0.7209427986661509,True
S4,forest,0,2,3,104729,1.0,4,0.3962312929837399,5743,0.3982190843530176,0.5641369432553605,0.43902651733291487,0.6782101810885768,0.7180459955128313,False
S5,forest,0,0,3,104729,0.35,2,0.3802273791721938,5743,0.39889010307346773,0.5543139738389401,0.45839220719290474,0.6989076932858014,0.7188280424411314,True
S5,forest,0,1,3,104729,0.7,2,0.3871626913159455,5743,0.3989356310942921,0.5593150106618625,0.4485753193632447,0.6870526660001329,0.7159172524695124,False
S5,forest,0,2,3,104729,1.0,4,0.39113391544709275,5743,0.3991361590903534,0.5643676497499251,0.43856759794893574,0.6783322896785404,0.7178259804020833,False
S4_SHUFFLED_s1009,forest,0,0,3,104729,0.35,2,0.3901612190813525,5743,0.4047275937123419,0.567768396222586,0.43178109370704054,0.6804305936109337,0.7122562003447008,True
S4_SHUFFLED_s1009,forest,0,1,3,104729,0.7,2,0.394552763973894,5743,0.39899849686791056,0.5617707275835079,0.443722541843119,0.6830788031869365,0.7138440207063889,False
S4_SHUFFLED_s1009,forest,0,2,3,104729,1.0,4,0.3971915008246971,5743,0.3931905113962586,0.5579114862687568,0.45133929647746895,0.685420394695086,0.717056733815549,False
S4_SHUFFLED_s2017,forest,0,0,3,104729,0.35,2,0.39292505600165784,5743,0.4043420772471747,0.5656951524637683,0.43592329476572234,0.6835194055840077,0.7105783321041068,True
S4_SHUFFLED_s2017,forest,0,1,3,104729,0.7,2,0.39408432630976853,5743,0.4011206576333355,0.5645403827993257,0.43822387600936286,0.6805922122767539,0.7133654573265001,False
S4_SHUFFLED_s2017,forest,0,2,3,104729,1.0,4,0.39673078758927566,5743,0.38992519012850835,0.5525802716812989,0.46177483231430094,0.6908376422159963,0.7146802324030476,False
S4_SHUFFLED_s3019,forest,0,0,3,104729,0.35,2,0.38999548060112965,5743,0.4037494133097174,0.5662310654899927,0.4348540289487838,0.6831727383266116,0.7149903407675932,True
S4_SHUFFLED_s3019,forest,0,1,3,104729,0.7,2,0.3906177399082836,5743,0.39835063591331127,0.5633506199683045,0.44058925524455583,0.6815632215866947,0.71846013117284,False
S4_SHUFFLED_s3019,forest,0,2,3,104729,1.0,4,0.39478436953123824,5743,0.3904973485012519,0.5546744777103774,0.4576874975614802,0.6898210246511282,0.7239492971594342,False
S5_SHUFFLED_s1009,forest,0,0,3,104729,0.35,2,0.3869040593648414,5743,0.4020151243209532,0.5597318566680033,0.4477530820690818,0.6932406012991943,0.7163476961856862,True
S5_SHUFFLED_s1009,forest,0,1,3,104729,0.7,2,0.3906789761891299,5743,0.3991914318931887,0.5615667117712071,0.444126510167546,0.6851398345889375,0.719090939275963,False
S5_SHUFFLED_s1009,forest,0,2,3,104729,1.0,4,0.3941591009777596,5743,0.39582586959611293,0.5614716423489079,0.44431470543325435,0.6816049121592935,0.7173619909195126,False
S5_SHUFFLED_s2017,forest,0,0,3,104729,0.35,2,0.38646353335086475,5743,0.4019607133188434,0.5589783968304359,0.4492388499882085,0.6935313291461653,0.7168216999487148,True
S5_SHUFFLED_s2017,forest,0,1,3,104729,0.7,2,0.39401686477717585,5743,0.39910142337019755,0.5602450206627181,0.4467400143330996,0.6857462482873058,0.7196948318261831,False
S5_SHUFFLED_s2017,forest,0,2,3,104729,1.0,4,0.3926430160155226,5743,0.3934315201658939,0.557652466141898,0.45184862879643806,0.6873933043470094,0.7225170902795788,False
S5_SHUFFLED_s3019,forest,0,0,3,104729,0.35,2,0.3896655945330515,5743,0.4032073152840147,0.5628873410464821,0.4415089547508244,0.6882690300175097,0.7188337039888729,True
S5_SHUFFLED_s3019,forest,0,1,3,104729,0.7,2,0.391776252591886,5743,0.3983160403179408,0.5605660233164321,0.44610583180212215,0.6853138085971378,0.7199481703811127,False
S5_SHUFFLED_s3019,forest,0,2,3,104729,1.0,4,0.3951934740900236,5743,0.39410622947329926,0.5601577757996533,0.44691231513552,0.6823264578306406,0.7214993638173293,False
B0_trivial,mean,0,0,3,104729,0.0,0,0.7225140945164015,5743,0.7156825323305965,1.0078191317850875,-0.7903520895381293,,,True
B1_ridge_A2,ridge,0,0,3,104729,1.0,0,0.4264540060960571,5743,0.3608331345471137,0.5190819388238608,0.525053067872285,0.727277072858606,0.7302615991719903,True
B1_ridge_A2,ridge,0,1,3,104729,10.0,0,0.42776463658908814,5743,0.3601473423254703,0.5183113889288551,0.5264620888744602,0.7290683693076435,0.7308190651561627,False
B1_ridge_A2,ridge,0,2,3,104729,100.0,0,0.44054001177534113,5743,0.36990786183783586,0.5248509762635268,0.5144373541307157,0.724887296207468,0.7200751560826797,False
B2_ridge_A5,ridge,0,0,3,104729,1.0,0,0.45061326215411923,5743,0.4066942519532067,0.5727320979660755,0.42180238359514144,0.6658134133132947,0.6771319156211097,True
B2_ridge_A5,ridge,0,1,3,104729,10.0,0,0.45063990684585375,5743,0.40331769248840244,0.5702029773311055,0.4268976202058321,0.666250135171431,0.6790723191977317,False
B2_ridge_A5,ridge,0,2,3,104729,100.0,0,0.45661194789906795,5743,0.4051255580161319,0.5694414088283538,0.428427479819955,0.6612357939034448,0.6693720659220473,False
A0,forest,1,0,3,114736,0.35,2,0.6513743071193793,5783,0.681088853682641,0.9909925540347919,-0.6888422928770943,0.0009287594979401601,0.060120599239947344,True
