selection_source_arm,outer_fold,split_seed,feature,selection_frequency,mean_signed_importance_or_coefficient,fold_consistency,selected
H2_E3_RAW_REAL,0,130363,elec__odd__delta_q_metal,1.0,-0.038377839739364476,1.0,True
H2_E3_RAW_REAL,0,130363,elec__even__absdelta_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__even__compliance_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__odd__delta_q_donor_mean,0.6666666666666666,-0.021504382328042932,0.0,True
H2_E3_RAW_REAL,0,130363,elec__even__absdelta_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__even__compliance_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__odd__delta_q_donor_std,1.0,-0.2328700037997873,0.3333333333333333,True
H2_E3_RAW_REAL,0,130363,elec__even__absdelta_q_donor_std,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__even__compliance_q_donor_std,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__odd__delta_q_donor_min,1.0,-0.08934980362840818,0.3333333333333333,True
H2_E3_RAW_REAL,0,130363,elec__even__absdelta_q_donor_min,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__even__compliance_q_donor_min,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__odd__delta_q_donor_max,0.6666666666666666,0.21441750402853144,0.6666666666666666,True
H2_E3_RAW_REAL,0,130363,elec__even__absdelta_q_donor_max,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__even__compliance_q_donor_max,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__odd__delta_dipole_magnitude,1.0,0.04307847031400867,1.0,True
H2_E3_RAW_REAL,0,130363,elec__even__absdelta_dipole_magnitude,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__even__compliance_dipole_magnitude,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__odd__delta_metal_minus_donor_charge,1.0,-0.037632956778859646,0.3333333333333333,True
H2_E3_RAW_REAL,0,130363,elec__even__absdelta_metal_minus_donor_charge,0.0,0.0,0.0,False
H2_E3_RAW_REAL,0,130363,elec__even__compliance_metal_minus_donor_charge,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__odd__delta_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__absdelta_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__compliance_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__odd__delta_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__absdelta_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__compliance_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__odd__delta_q_donor_std,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__absdelta_q_donor_std,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__compliance_q_donor_std,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__odd__delta_q_donor_min,0.3333333333333333,-0.004771731187037022,0.3333333333333333,True
H2_E3_RAW_SHUFFLED,0,130363,elec__even__absdelta_q_donor_min,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__compliance_q_donor_min,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__odd__delta_q_donor_max,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__absdelta_q_donor_max,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__compliance_q_donor_max,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__odd__delta_dipole_magnitude,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__absdelta_dipole_magnitude,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__compliance_dipole_magnitude,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__odd__delta_metal_minus_donor_charge,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__absdelta_metal_minus_donor_charge,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,0,130363,elec__even__compliance_metal_minus_donor_charge,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__odd__delta_q_metal,1.0,-0.12731164257510852,1.0,True
H2_E3_RAW_REAL,1,130363,elec__even__absdelta_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__even__compliance_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__odd__delta_q_donor_mean,1.0,-0.2815478379244689,1.0,True
H2_E3_RAW_REAL,1,130363,elec__even__absdelta_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__even__compliance_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__odd__delta_q_donor_std,1.0,0.6578113769249936,1.0,True
H2_E3_RAW_REAL,1,130363,elec__even__absdelta_q_donor_std,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__even__compliance_q_donor_std,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__odd__delta_q_donor_min,1.0,0.2727303270111278,1.0,True
H2_E3_RAW_REAL,1,130363,elec__even__absdelta_q_donor_min,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__even__compliance_q_donor_min,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__odd__delta_q_donor_max,0.6666666666666666,-0.2718078225306968,0.6666666666666666,True
H2_E3_RAW_REAL,1,130363,elec__even__absdelta_q_donor_max,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__even__compliance_q_donor_max,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__odd__delta_dipole_magnitude,1.0,0.0773852332291159,1.0,True
H2_E3_RAW_REAL,1,130363,elec__even__absdelta_dipole_magnitude,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__even__compliance_dipole_magnitude,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__odd__delta_metal_minus_donor_charge,1.0,0.132062067686564,1.0,True
H2_E3_RAW_REAL,1,130363,elec__even__absdelta_metal_minus_donor_charge,0.0,0.0,0.0,False
H2_E3_RAW_REAL,1,130363,elec__even__compliance_metal_minus_donor_charge,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,1,130363,elec__odd__delta_q_metal,1.0,-0.02840179983190884,0.3333333333333333,True
H2_E3_RAW_SHUFFLED,1,130363,elec__even__absdelta_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,1,130363,elec__even__compliance_q_metal,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,1,130363,elec__odd__delta_q_donor_mean,1.0,-0.018639421325385538,0.3333333333333333,True
H2_E3_RAW_SHUFFLED,1,130363,elec__even__absdelta_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,1,130363,elec__even__compliance_q_donor_mean,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,1,130363,elec__odd__delta_q_donor_std,0.6666666666666666,-0.19793083211966275,0.6666666666666666,True
H2_E3_RAW_SHUFFLED,1,130363,elec__even__absdelta_q_donor_std,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,1,130363,elec__even__compliance_q_donor_std,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,1,130363,elec__odd__delta_q_donor_min,1.0,0.00028668597689153935,0.3333333333333333,True
H2_E3_RAW_SHUFFLED,1,130363,elec__even__absdelta_q_donor_min,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,1,130363,elec__even__compliance_q_donor_min,0.0,0.0,0.0,False
H2_E3_RAW_SHUFFLED,1,130363,elec__odd__delta_q_donor_max,1.0,0.1923986551490072,0.3333333333333333,True
