outer_fold,inner_fold,arm,search_phase,scope,weighting_scheme,fit_rows_before_swap,fit_groups,mean_weight_before_swap,minimum_weight,maximum_weight,group_counts_sha256,counts_from_fit_subset_only
0,0.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,2822,24,1.0,1.0,1.0,4cd74dd2f186d46d91a62004490f08faa32b88d975e9d9ff08214813e59fadce,True
0,1.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,4296,13,1.0,1.0,1.0,644d7f817bdeda809a963c11fcf3f35e34357fb43061bdd2f81d99329986e523,True
0,2.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,4368,13,1.0,1.0,1.0,98cd5eeb0e18044cdff47f2c857cc98f8d19b01f5003bd1a9f00ad783f99aff0,True
0,0.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,2822,24,1.0,1.0,1.0,4cd74dd2f186d46d91a62004490f08faa32b88d975e9d9ff08214813e59fadce,True
0,1.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,4296,13,1.0,1.0,1.0,644d7f817bdeda809a963c11fcf3f35e34357fb43061bdd2f81d99329986e523,True
0,2.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,4368,13,1.0,1.0,1.0,98cd5eeb0e18044cdff47f2c857cc98f8d19b01f5003bd1a9f00ad783f99aff0,True
0,,H1_CATBOOST_NONE_RMSE,expanded,outer_training_only,none,5743,25,1.0,1.0,1.0,fef2169afb3cdb5f52c546516c48568ef1af4208cbb8bfcf8b517d4e7c9a15ed,True
0,0.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,2822,24,1.0,1.0,1.0,4cd74dd2f186d46d91a62004490f08faa32b88d975e9d9ff08214813e59fadce,True
0,1.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,4296,13,1.0,1.0,1.0,644d7f817bdeda809a963c11fcf3f35e34357fb43061bdd2f81d99329986e523,True
0,2.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,4368,13,1.0,1.0,1.0,98cd5eeb0e18044cdff47f2c857cc98f8d19b01f5003bd1a9f00ad783f99aff0,True
0,0.0,H1_CATBOOST_NONE_MAE,expanded,inner_training_only,none,2822,24,1.0,1.0,1.0,4cd74dd2f186d46d91a62004490f08faa32b88d975e9d9ff08214813e59fadce,True
0,1.0,H1_CATBOOST_NONE_MAE,expanded,inner_training_only,none,4296,13,1.0,1.0,1.0,644d7f817bdeda809a963c11fcf3f35e34357fb43061bdd2f81d99329986e523,True
0,2.0,H1_CATBOOST_NONE_MAE,expanded,inner_training_only,none,4368,13,1.0,1.0,1.0,98cd5eeb0e18044cdff47f2c857cc98f8d19b01f5003bd1a9f00ad783f99aff0,True
0,,H1_CATBOOST_NONE_MAE,expanded,outer_training_only,none,5743,25,1.0,1.0,1.0,fef2169afb3cdb5f52c546516c48568ef1af4208cbb8bfcf8b517d4e7c9a15ed,True
0,0.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,2822,24,1.0,1.0,1.0,4cd74dd2f186d46d91a62004490f08faa32b88d975e9d9ff08214813e59fadce,True
0,1.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,4296,13,1.0,1.0,1.0,644d7f817bdeda809a963c11fcf3f35e34357fb43061bdd2f81d99329986e523,True
0,2.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,4368,13,1.0,1.0,1.0,98cd5eeb0e18044cdff47f2c857cc98f8d19b01f5003bd1a9f00ad783f99aff0,True
0,,H1_CATBOOST_NONE_HUBER,screening,outer_training_only,none,5743,25,1.0,1.0,1.0,fef2169afb3cdb5f52c546516c48568ef1af4208cbb8bfcf8b517d4e7c9a15ed,True
