ablation,n_rows,mae,rmse,r2,pearson,spearman,fold_mae_mean,fold_mae_sample_sd,fold_rmse_mean,fold_rmse_sample_sd,fold_r2_mean,fold_r2_sample_sd,fold_pearson_mean,fold_pearson_sample_sd,fold_spearman_mean,fold_spearman_sample_sd,macro_group_mae
A0,6699,0.6574165635685693,0.9586085633964003,-0.6810092419526443,0.015381009299174287,0.00861998972139699,0.6283638275465184,0.23987451673163537,0.9104516021064306,0.2658233691181214,-0.6697151491077745,0.26778178592707264,0.09336409946093525,0.12373907975885662,0.06950881136507296,0.14862716624065977,0.635955683807689
A1,6699,0.4825682159483454,0.7176776362809589,0.05779301585871133,0.4798642668346779,0.3030717839856061,0.41579618264525137,0.1379270090095598,0.5887479368376194,0.19675308125958832,0.20532979815783756,0.5109413583827196,0.6461600723641917,0.21730747313379264,0.5400220959505531,0.2556159076048473,0.3449744145580761
A2,6699,0.41801154886926417,0.6111152464960586,0.31682222366778623,0.6044254920008639,0.5751661855088565,0.3801096583225735,0.10110105629545109,0.5454732195219395,0.1442212534185979,0.3117556287295817,0.40402858488207244,0.6790873240747028,0.15132543275092844,0.6480038300213566,0.19055565167277091,0.31699270189838114
A3,6699,0.5033544601611774,0.7703096895785472,-0.08547097262393488,0.38863259133171835,0.2531216065643265,0.43021174114466876,0.15575042184664914,0.6201551021992653,0.228626914320856,0.10453235474251202,0.6287944105303207,0.5816135963755849,0.3030068049601184,0.5098557737163474,0.32553909190849495,0.36256025778579315
A4,6699,0.4232006456356037,0.6186089691180788,0.299964736741703,0.5901265715991292,0.57466722902612,0.38619696913161033,0.09604827054307043,0.5493679984064854,0.1450346108044198,0.305144965045837,0.3952233837993979,0.6687054980765715,0.15962951560399113,0.6429472764086462,0.18997003740246335,0.3278021575319104
A5,6699,0.4141557887046127,0.6001239116324893,0.3411760853190259,0.6149790566974481,0.5756931314403766,0.38274777900482854,0.08999342071983844,0.5434637679940174,0.13466797983985415,0.33250885959766474,0.34485790046766374,0.6780816716962456,0.13067437249225372,0.6378428791166291,0.18873546345377312,0.3319756993609935
A6,6699,0.42260315971452816,0.6150615958658318,0.30797033112954353,0.5946130464938495,0.5735847876547447,0.38797841522403065,0.09353677695021852,0.5511470263966771,0.13869528898524253,0.3089665890010226,0.3613489645107843,0.6668557443106564,0.14891038145195878,0.6394778943540667,0.1943138571973114,0.3362151660346515
A2+D1,6699,0.41547449767813255,0.6052252309162697,0.32992788966329567,0.6088776103119079,0.5874852305120544,0.3807703230510663,0.09671528226129492,0.5419278222013907,0.14054857876259613,0.3266299288509204,0.3805317400530331,0.6799753150172545,0.14650498766983974,0.6507135758225738,0.19102229522395472,0.32383820349506387
A2+D2,6699,0.4217299213692379,0.6151126474684884,0.30785544608347715,0.5957009455643382,0.5774280303680451,0.38522031036107895,0.09859099364727689,0.5485193324190905,0.14432287165985277,0.3054841674120657,0.4008698844328692,0.6715408647898574,0.15579308171828904,0.6427139819185921,0.19135778061634545,0.32701000410975484
A2+D3,6699,0.42638948913899466,0.6241638372497693,0.2873362012875984,0.587546954950661,0.5471038115745757,0.3840975538044062,0.10348714094286304,0.5527731202345418,0.14824201536978446,0.2985263620321962,0.3988963695193937,0.6681545647471683,0.15813397772088586,0.6329302728342164,0.1923283187287034,0.31998451988776777
A2+D4,6699,0.42045941895657035,0.6153656721034788,0.30728590603794703,0.5970943639772429,0.5736902082700768,0.38268417004514843,0.09891955390066261,0.5482159215478355,0.14152241913762786,0.30682233205421217,0.39674255417055654,0.6732185644626734,0.15399201020594144,0.6450415945386024,0.18803410956514488,0.3220327317875294
A2+D5,6699,0.4204848551698787,0.6131821680737864,0.31219310382812493,0.6004659859025434,0.5804765535123746,0.3831303777511955,0.09762926123744364,0.5464640583368633,0.14133017424665165,0.3090051377836316,0.4017437641870953,0.67674471423362,0.15281345072412414,0.6496629106063125,0.1917721773493207,0.32160643946950507
A5_SHUFFLED_s1009,6699,0.42046919614346306,0.6060099420370186,0.32818918518102513,0.6066659274294995,0.5719912504234324,0.3873780064834387,0.09241617192753829,0.5456165932493606,0.13544123798314953,0.3174827828343805,0.3757128797629296,0.6750395608754267,0.1436626086603745,0.6349801672416048,0.19222643646076243,0.3304730617463745
A5_SHUFFLED_s2017,6699,0.4226797716648698,0.6140731486208278,0.31019282454554153,0.5963470795433152,0.5727386289281021,0.3875550298787112,0.09502245368189563,0.5490051231880347,0.14183635746974188,0.3065166873161737,0.39360256234682195,0.6705655156509565,0.1537630391248857,0.6399580220442712,0.1907082794378026,0.32828160398211437
A5_SHUFFLED_s3019,6699,0.4206498119153884,0.6092686325335532,0.32094471802283586,0.6022836204118223,0.5821002867880232,0.38576668390130303,0.0942829490890429,0.544411047264993,0.1397958231837336,0.3213335937842281,0.37447827344079604,0.6747032772753337,0.1494756610454467,0.6457716716370177,0.19363005719713022,0.32967716280750536
A5s,6699,0.41500393730782975,0.6014754672008095,0.33820523279298176,0.6123704890479345,0.5781708415468895,0.38297419867781957,0.09584488870535966,0.5425665380119309,0.144546643592006,0.3390331089632437,0.3407833158864699,0.6779374554462138,0.13346266405776103,0.6416255908506865,0.18660805633009922,0.3304829751575155
A6s,6699,0.41333134221252843,0.5996577993148037,0.3421990963340751,0.6144377581954305,0.5897252743588559,0.38185170143881486,0.09292766558749001,0.5425833366088526,0.13972880023605813,0.33778102686782224,0.34112091559812496,0.6772210405274157,0.13165283899926258,0.6477147464310035,0.18624209767284425,0.3311697675049567
C1,6699,0.4182291448201473,0.6048312479895429,0.33079999819655337,0.6058362239706309,0.5720088624446402,0.3873400799340239,0.09145973144973413,0.5473503834002316,0.1361081518680112,0.32199581062660265,0.3510667103554176,0.6706737278641566,0.13674284319482324,0.6324430586954352,0.1957815493946997,0.3384766091766543
C2,6699,0.40617800002637944,0.5868110319543202,0.3700819799450722,0.632263630872207,0.5870996476087209,0.3754156712647071,0.0905353217008324,0.532506742645497,0.13235317819951933,0.35209374397195203,0.3594588957404554,0.6924177247496001,0.13265007663422676,0.6468386746335673,0.18716717685348647,0.3195819108405891
C3,6699,0.4045088315842919,0.5827716860059026,0.37872428286725157,0.6349165688603738,0.5922009140707296,0.3800188731896125,0.08294891706589147,0.5363213468966658,0.12512612144502538,0.3499681694233395,0.33227973080109124,0.6859158339967382,0.11985235014536756,0.6397718027667366,0.19282226676062147,0.3365391518861034
E2,6699,0.4221069389942554,0.6173187715113454,0.30288173926418904,0.5942249605975173,0.5600997015129585,0.3831541286912046,0.10029798619319258,0.5497168539224921,0.14418035863677472,0.3044088911756616,0.3968784127490437,0.6728264075020525,0.15370366867661625,0.6352976706324412,0.18933994694629824,0.32185587747350736
E3,6699,0.40242410917821236,0.5830144893465462,0.37820648405348667,0.638683221547977,0.6004891207909185,0.37176102562975083,0.09108189351473814,0.52835731316374,0.1309466991713072,0.35828720707354167,0.36584223591513193,0.6970046522787852,0.13403888749929735,0.657055314704577,0.1885359897564787,0.31649305264101324
E4,6699,0.42207294010452856,0.6157730376813181,0.3063684636369207,0.5971737619856174,0.5690626560036536,0.3838199953939115,0.09634132340273721,0.5493677881650709,0.13863639550799844,0.3025228079706044,0.39873367368329843,0.6731323088028551,0.15338454994260664,0.6434050291025705,0.19101337718721947,0.3205919533022068
G2,6699,0.4221452235428989,0.6098557211821912,0.3196354179774862,0.6002357093824019,0.5727509376878877,0.3889662095133799,0.09049347855508369,0.5475620849512002,0.13509997078408523,0.31442127967004146,0.3672988121992117,0.6699710260047516,0.1474243475101904,0.6368338776641491,0.19167431596425205,0.3354200949417811
G4,6699,0.4183957933129946,0.6102294182168271,0.3188013580006487,0.6011662238820448,0.5834629378903378,0.3836183275845909,0.09461066490664664,0.5453903582187777,0.14170949616850156,0.31617541697784224,0.38733505002962143,0.674694548400061,0.15083475319649767,0.6465747435169794,0.19241443840057207,0.3279979942633942
G2_SHUFFLED_s1009,6699,0.4145081774013678,0.5967871423537854,0.348482016025373,0.617634492006556,0.579735866390975,0.3844393998419756,0.08796544613497595,0.541674328931067,0.130214352558476,0.32507372137712887,0.378848134268741,0.6801486422125019,0.13730729685571652,0.6377174773249227,0.1909083094731094,0.331831066730617
G2_SHUFFLED_s2017,6699,0.4185468736509455,0.6066469472341391,0.3267760997898643,0.6051966691836034,0.5780860094639287,0.38676584322817753,0.09153619648521025,0.5480664976921632,0.13662667673694573,0.31101342967059303,0.3825244783196445,0.6739750224335278,0.14283328095506193,0.6403502757140669,0.1922948864661155,0.3299336817085978
