extractant_id,n_samples,MAE_2D,MAE_2D3D,delta_MAE,RMSE_2D,RMSE_2D3D,delta_RMSE,Spearman_2D,Spearman_2D3D,delta_Spearman
CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,91,0.2317086494213719,0.234538437381405,-0.002829787960033109,0.3211396275986194,0.33126248560707844,-0.010122858008459024,0.9739448956840262,0.9657588788023571,-0.00818601688166909
CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,28,0.28666971977686184,0.2830814225398391,0.003588297237022753,0.3529530790334969,0.356767527952773,-0.0038144489192761255,0.7110016420361247,0.793103448275862,0.08210180623973728
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,91,0.2818310346614625,0.2501827778490252,0.03164825681243727,0.39245486553082465,0.36576866892764187,0.026686196603182777,0.9357063226628445,0.935387800605192,-0.00031852205765248165
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,210,0.3767672227917276,0.39864052019668483,-0.021873297404957248,0.5383872719995435,0.5799801036614826,-0.041592831661939056,0.8651587699755301,0.8807137352192878,0.015554965243757657
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,112,0.30431845902811167,0.3025833414427642,0.0017351175853474454,0.4467094964235332,0.4401284822939371,0.006581014129596108,0.6728796330552069,0.6732954486642936,0.00041581560908665605
CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,91,0.2217129945870331,0.2021506559017156,0.01956233868531751,0.2810543727493042,0.25183603512595154,0.029218337623352686,0.9594362159579551,0.964150342411212,0.004714126453256862
CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,91,0.22447283964181217,0.24025105819321163,-0.015778218551399464,0.31635785795905746,0.32701826766367137,-0.010660409704613905,0.9883261665870362,0.9850453893932155,-0.003280777193820694
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,78,0.5414998843608356,0.5778301601846904,-0.03633027582385473,0.6874795143699312,0.7103302095868762,-0.02285069521694505,0.932902540497477,0.9285524601980297,-0.004350080299447279
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,16,0.216131509019708,0.2484637698099258,-0.03233226079021778,0.2870599845135241,0.2853571299368816,0.0017028545766424874,0.538235294117647,0.4794117647058824,-0.05882352941176461
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,79,0.7955888966459751,0.8242138350677971,-0.02862493842182201,1.136061358923165,1.2400606864138746,-0.10399932749070961,-0.30091834690409985,-0.399788214311049,-0.09886986740694914
CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,140,0.1360694219426043,0.21569864456099203,-0.07962922261838773,0.16542785956018752,0.28365782308007415,-0.11822996351988663,0.8742682705679183,0.7709656751538606,-0.10330259541405773
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,298,0.6306423640311966,0.6041667430631832,0.02647562096801337,0.7580742214174301,0.722073047633763,0.03600117378366707,0.4571705682244263,0.45436597306491744,-0.0028045951595088714
CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,507,0.5208797155211261,0.5247693909211574,-0.003889675400031267,0.6865676685794373,0.6866384506335514,-7.078205411414906e-05,0.825289014328511,0.8272746826987725,0.001985668370261484
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,91,0.11968374952768619,0.15296362388941703,-0.03327987436173084,0.1477757912404396,0.18548970036017398,-0.03771390911973438,0.9838190794712535,0.9633221850613155,-0.02049689440993796
CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,28,0.11352961023685806,0.13953325409541703,-0.026003643858558967,0.14095081609690388,0.17113956880909234,-0.03018875271218846,0.8516694033935412,0.8385331143951834,-0.013136288998357837
CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,28,0.09629854549375615,0.12887613404904424,-0.0325775885552881,0.11537319476617637,0.16060565481499642,-0.04523246004882005,0.8516694033935412,0.8368910782703886,-0.014778325123152691
CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,91,0.10555584264393321,0.151603296651885,-0.04604745400795178,0.13241000991987967,0.19334290231559254,-0.06093289239571287,0.9863194776238255,0.959993629558847,-0.026325848064978508
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,91,0.23282665444139639,0.21840362399778546,0.014423030443610929,0.3323500382972689,0.3012213370431115,0.031128701254157398,0.9705844879757924,0.9741041567128524,0.00351966873706
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,91,0.09465381879873094,0.15441441151378413,-0.059760592715053185,0.12358315520127279,0.1955127612350463,-0.0719296060337735,0.9847427934384456,0.9650422041726391,-0.019700589265806534
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,78,0.28588778672411724,0.2878291012279972,-0.001941314503879965,0.34919942715062463,0.34250141404526147,0.006698013105363165,0.972483212989542,0.9590788957877565,-0.013404317201785476
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,91,0.19093920220266516,0.21638115693200569,-0.02544195472934052,0.2825987906559969,0.30282048546042123,-0.020221694804424317,0.9866857779901259,0.9801401497053671,-0.006545628284758798
CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,1,0.6168717970630646,0.7167935575355358,-0.09992176047247114,0.6168717970630646,0.7167935575355358,-0.09992176047247114,,,
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,21,0.3825040059611904,0.4325789286270312,-0.05007492266584079,0.5717290711065264,0.6046732333569438,-0.03294416225041741,0.8545454545454545,0.8688311688311688,0.014285714285714346
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,2921,0.5089662951000316,0.48996753464177134,0.01899876045826021,0.7186618028566802,0.6943575012690879,0.024304301587592336,0.6196162482363319,0.6113733061599875,-0.00824294207634435
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,91,0.4300297283898852,0.3791103615603144,0.05091936682957077,0.5677229841576898,0.503392025245736,0.06433095891195384,0.8976110845676063,0.8209906035992993,-0.07662048096830698
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,91,0.14973814638390906,0.24999452197914004,-0.10025637559523098,0.19886688441928269,0.3133264173914246,-0.1144595329721419,0.7069977489717713,0.6708502920563215,-0.03614745691544974
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,21,0.08923165179677799,0.11531549662915348,-0.026083844832375497,0.10059066985030266,0.12322806743905555,-0.022637397588752897,0.9324675324675323,0.896103896103896,-0.036363636363636376
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,172,0.4184737024641177,0.423863873690281,-0.0053901712261633095,0.5410879881078953,0.5423367243662652,-0.0012487362583699646,0.670492349185837,0.686363765184509,0.015871415998672034
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,150,0.1721435483911078,0.20542167682817436,-0.03327812843706657,0.23542031444715655,0.27183034751469903,-0.03641003306754248,0.7305116792725583,0.6709531060814748,-0.059558573191083486
CCN(CC)C(=O)COCC(=O)N(CC)CC,258,0.20529869873073814,0.19375560101997835,0.011543097710759787,0.27691323541068563,0.25695381525502226,0.019959420155663377,0.28713342260099317,0.30786570831458365,0.02073228571359048
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,243,0.28158902972383704,0.2724839640777866,0.009105065646050459,0.3694010039386478,0.3649198261218186,0.004481177816829163,0.15490901700989398,0.09064260971283064,-0.06426640729706334
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,140,0.3347549179240406,0.3374672804294117,-0.002712362505371102,0.42436025506813707,0.4213577891467299,0.0030024659214071825,0.18594192801436854,0.20432784625411762,0.018385918239749083
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,78,0.5556108163603076,0.4935556615546149,0.062055154805692736,0.7580956872098886,0.6500330649098139,0.10806262230007468,-0.27197939296018636,-0.27777723154411776,-0.005797838583931403
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,91,0.6248716047569814,0.6202899602308621,0.004581644526119311,0.797018626623743,0.7862616048811832,0.01075702174255977,-0.37111312306320443,-0.3777018728275563,-0.0065887497643518644
