comparison,reference,candidate,stratum,n_extractants,n_pairs,macro_delta_mae,median_delta_mae,extractants_improved,fraction_improved,ci95_low,ci95_high
A2_vs_A0,A2,A0,all,34,6699,-0.3189629819093078,-0.2529169101780469,7,0.20588235294117646,-0.47311349259531105,-0.17546699742003632
A2_vs_A0,A2,A0,max_train_tanimoto_lt_0.9,28,3274,-0.30644475697391765,-0.2609841121607952,6,0.21428571428571427,-0.4637403451536226,-0.15622848143515977
A2_vs_A0,A2,A0,max_train_tanimoto_ge_0.9,6,3425,-0.377381364941128,-0.23538168994414663,1,0.16666666666666666,-0.8246656326769907,0.03382930382807827
A2_vs_A0,A2,A0,max_train_tanimoto_lt_0.8,20,2075,-0.2441396190798039,-0.2195494108134336,4,0.2,-0.42417236717668144,-0.057241068338659225
A2_vs_A0,A2,A0,max_train_tanimoto_ge_0.8,14,4624,-0.42585350023717045,-0.2852707681264018,3,0.21428571428571427,-0.6887099872118002,-0.13098629947152954
A2_vs_A0,A2,A0,max_train_tanimoto_lt_0.7,15,1637,-0.17340917149697077,-0.09741391722264958,4,0.26666666666666666,-0.41520651900268524,0.03701851286142302
A2_vs_A0,A2,A0,max_train_tanimoto_ge_0.7,19,5062,-0.4338738848664158,-0.31317535091490706,3,0.15789473684210525,-0.6301358656247127,-0.21243459297423017
A2_vs_A1,A2,A1,all,34,6699,-0.027981712659694912,-0.011817403063672696,14,0.4117647058823529,-0.06028706691862402,0.003924585163893108
A2_vs_A1,A2,A1,max_train_tanimoto_lt_0.9,28,3274,-0.021268022705727998,-0.011024863742592844,12,0.42857142857142855,-0.05452730151643074,0.011413580309028653
A2_vs_A1,A2,A1,max_train_tanimoto_ge_0.9,6,3425,-0.05931226577820722,-0.06560376656298642,2,0.3333333333333333,-0.14287356578939028,0.024896852665862623
A2_vs_A1,A2,A1,max_train_tanimoto_lt_0.8,20,2075,-0.01136221684475081,-0.0005686291808773558,10,0.5,-0.05738382820452546,0.035017892204490114
A2_vs_A1,A2,A1,max_train_tanimoto_ge_0.8,14,4624,-0.05172384953818649,-0.03862016541936244,4,0.2857142857142857,-0.09543701188414441,-0.008040853414593917
A2_vs_A1,A2,A1,max_train_tanimoto_lt_0.7,15,1637,-0.011981815928677109,-0.0235021886172459,7,0.4666666666666667,-0.06674261360318401,0.04575037891834013
A2_vs_A1,A2,A1,max_train_tanimoto_ge_0.7,19,5062,-0.0406132100789195,-0.005383704157740837,7,0.3684210526315789,-0.07550824503813891,-0.006774325498085751
A2_vs_A3,A2,A3,all,34,6699,-0.04556755588741204,-0.0232704491698163,11,0.3235294117647059,-0.07856011736606612,-0.01406375468845622
A2_vs_A3,A2,A3,max_train_tanimoto_lt_0.9,28,3274,-0.03838014661354077,-0.0232704491698163,10,0.35714285714285715,-0.07015014558450251,-0.0071907681737654865
A2_vs_A3,A2,A3,max_train_tanimoto_ge_0.9,6,3425,-0.07910879916547796,-0.09359467996963106,1,0.16666666666666666,-0.16962284774286343,0.016309434946813306
A2_vs_A3,A2,A3,max_train_tanimoto_lt_0.8,20,2075,-0.03171681378024776,-0.019459976263093384,8,0.4,-0.06997117901481589,0.008904096949812758
A2_vs_A3,A2,A3,max_train_tanimoto_ge_0.8,14,4624,-0.06535433032621815,-0.02518042029919896,3,0.21428571428571427,-0.11126902707752004,-0.011955133208464374
A2_vs_A3,A2,A3,max_train_tanimoto_lt_0.7,15,1637,-0.03306734246797768,-0.013593279809414854,6,0.4,-0.0826821079604317,0.016179971301657697
A2_vs_A3,A2,A3,max_train_tanimoto_ge_0.7,19,5062,-0.05543614542907076,-0.0255991584443869,5,0.2631578947368421,-0.09145496594013645,-0.01926936128727676
A2_vs_A4,A2,A4,all,34,6699,-0.01080945563352928,-0.006499610253943383,13,0.38235294117647056,-0.024219737223389763,0.002069804041075266
A2_vs_A4,A2,A4,max_train_tanimoto_lt_0.9,28,3274,-0.010132684206708967,-0.006499610253943383,11,0.39285714285714285,-0.025695819142930388,0.0053772089103839675
A2_vs_A4,A2,A4,max_train_tanimoto_ge_0.9,6,3425,-0.013967722292024073,-0.013619617811001197,2,0.3333333333333333,-0.02680950011044266,-0.0011758631025852236
A2_vs_A4,A2,A4,max_train_tanimoto_lt_0.8,20,2075,-0.005652925376176843,0.0032358468909373383,11,0.55,-0.02732463913047234,0.014061910304355147
A2_vs_A4,A2,A4,max_train_tanimoto_ge_0.8,14,4624,-0.018175927429747045,-0.011644095771316781,2,0.14285714285714285,-0.030742929927185515,-0.008201256372426583
A2_vs_A4,A2,A4,max_train_tanimoto_lt_0.7,15,1637,-0.007489027160435393,0.00030471903632528496,8,0.5333333333333333,-0.035458195460386865,0.01837232912713651
A2_vs_A4,A2,A4,max_train_tanimoto_ge_0.7,19,5062,-0.013430846533340243,-0.008657513498445901,5,0.2631578947368421,-0.02316844634286262,-0.00443515032643912
A2_vs_A5,A2,A5,all,34,6699,-0.01498299746261246,-0.010584194888781387,12,0.35294117647058826,-0.02647770342344362,-0.0021349014251712244
A2_vs_A5,A2,A5,max_train_tanimoto_lt_0.9,28,3274,-0.01429961860691414,-0.004639923313097288,10,0.35714285714285715,-0.027666486871152834,0.0005631480772566196
A2_vs_A5,A2,A5,max_train_tanimoto_ge_0.9,6,3425,-0.018172098789204602,-0.02920805281129664,2,0.3333333333333333,-0.041766307116734847,0.006001917117678349
A2_vs_A5,A2,A5,max_train_tanimoto_lt_0.8,20,2075,-0.00893156994749053,-0.00010309845926625982,10,0.5,-0.028892160405938484,0.008926018013272611
A2_vs_A5,A2,A5,max_train_tanimoto_ge_0.8,14,4624,-0.02362789391278664,-0.030478599606019896,2,0.14285714285714285,-0.03574598031876784,-0.011263755967909865
A2_vs_A5,A2,A5,max_train_tanimoto_lt_0.7,15,1637,-0.011241260509870657,0.0017351175853474454,8,0.5333333333333333,-0.037593075892095346,0.010911609638412739
A2_vs_A5,A2,A5,max_train_tanimoto_ge_0.7,19,5062,-0.017937000320040194,-0.026083844832375497,4,0.21052631578947367,-0.028321562542892916,-0.0060433705611085365
A2_vs_A6,A2,A6,all,34,6699,-0.019222464136270368,-0.013531850762599072,11,0.3235294117647059,-0.032667967754602165,-0.005425574977356844
A2_vs_A6,A2,A6,max_train_tanimoto_lt_0.9,28,3274,-0.019263638189506927,-0.011810881006265012,9,0.32142857142857145,-0.034807913261928364,-0.00472991479538772
A2_vs_A6,A2,A6,max_train_tanimoto_ge_0.9,6,3425,-0.01903031855449974,-0.017125592572130623,2,0.3333333333333333,-0.04387896992723519,0.005285536706294949
A2_vs_A6,A2,A6,max_train_tanimoto_lt_0.8,20,2075,-0.015423060868382094,-0.0064858928929603515,8,0.4,-0.037531122945846526,0.003249536114208638
A2_vs_A6,A2,A6,max_train_tanimoto_ge_0.8,14,4624,-0.02465018309039647,-0.024690185307594738,3,0.21428571428571427,-0.038780225262662435,-0.009998762102144836
A2_vs_A6,A2,A6,max_train_tanimoto_lt_0.7,15,1637,-0.01744413241636177,-0.0034964425734044235,6,0.4,-0.044287112446113615,0.007634363800605929
A2_vs_A6,A2,A6,max_train_tanimoto_ge_0.7,19,5062,-0.020626410230935057,-0.020528920361056358,5,0.2631578947368421,-0.03273451942882196,-0.008756787229136493
A2_vs_A2+D1,A2,A2+D1,all,34,6699,-0.006845501596682708,-0.0017882095924711405,16,0.47058823529411764,-0.015376900685717808,0.0003877466802906892
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_lt_0.9,28,3274,-0.0056036069543102755,0.00034086673386118926,14,0.5,-0.015715734422251295,0.0025494198634865707
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_ge_0.9,6,3425,-0.012641009927754054,-0.015554186535460937,2,0.3333333333333333,-0.02755464448984005,0.002498728053125374
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_lt_0.8,20,2075,-0.0032220454802941835,0.005265254682366133,13,0.65,-0.01622516803463712,0.007566242646479896
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_ge_0.8,14,4624,-0.012021867477237741,-0.015554186535460937,3,0.21428571428571427,-0.019925885149628664,-0.004051350876890002
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_lt_0.7,15,1637,-0.004653561594160212,0.004541130957891992,9,0.6,-0.021725043882341318,0.008942289685047622
A2_vs_A2+D1,A2,A2+D1,max_train_tanimoto_ge_0.7,19,5062,-0.008575980546042571,-0.013454485241910216,7,0.3684210526315789,-0.01622484758553787,-0.001342146294301627
A2_vs_A2+D2,A2,A2+D2,all,34,6699,-0.01001730221137368,-0.006202291010824507,9,0.2647058823529412,-0.014900341108695906,-0.004945114714574474
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_lt_0.9,28,3274,-0.010780051655098375,-0.006202291010824507,7,0.25,-0.016144018593583696,-0.0051290639086695265
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_ge_0.9,6,3425,-0.006457804807325103,-0.0058342526723809685,2,0.3333333333333333,-0.016576276910751787,0.0033779249148825664
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_lt_0.8,20,2075,-0.010803366944564435,-0.005573459437106548,5,0.25,-0.018545163621182078,-0.003871115657819943
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_ge_0.8,14,4624,-0.008894352592529743,-0.008494379536925667,4,0.2857142857142857,-0.014853326735879777,-0.0027607058095479387
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_lt_0.7,15,1637,-0.011995571321960897,-0.006493323824826869,4,0.26666666666666666,-0.021359130494769472,-0.0028575030273517224
A2_vs_A2+D2,A2,A2+D2,max_train_tanimoto_ge_0.7,19,5062,-0.008455510808278506,-0.0059112581968221445,5,0.2631578947368421,-0.013362663283309895,-0.0032390012804694368
A2_vs_A2+D3,A2,A2+D3,all,34,6699,-0.0029918179893866914,-0.0020112142547722145,13,0.38235294117647056,-0.00944349673725438,0.003111969107345583
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_lt_0.9,28,3274,-0.002452958372267416,-0.0020112142547722145,12,0.42857142857142855,-0.010620269828564012,0.005221945236209416
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_ge_0.9,6,3425,-0.005506496202609977,-0.003751339260588238,1,0.16666666666666666,-0.011652903539319637,-3.3532232274519534e-05
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_lt_0.8,20,2075,-0.0020467205839850245,-0.004348300213595557,8,0.4,-0.011184335152806299,0.007063584462098963
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_ge_0.8,14,4624,-0.004341957139960501,-0.0008333492825273181,5,0.35714285714285715,-0.01334966205192185,0.0036398244196079836
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_lt_0.7,15,1637,-0.004282418533338641,-0.007712570841636263,6,0.4,-0.015284232410488967,0.006671745073042975
A2_vs_A2+D3,A2,A2+D3,max_train_tanimoto_ge_0.7,19,5062,-0.0019729228231088365,-0.0009281330102681729,7,0.3684210526315789,-0.009156231040221405,0.0051117903968598295
A2_vs_A2+D4,A2,A2+D4,all,34,6699,-0.005040029889148277,-0.004487809120344494,11,0.3235294117647059,-0.00999417726034997,4.394335848187936e-05
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_lt_0.9,28,3274,-0.004878911167425668,-0.006495529648461132,10,0.35714285714285715,-0.010626044145508962,0.0005788956656923657
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_ge_0.9,6,3425,-0.005791917257187126,-0.0025062285798518324,1,0.16666666666666666,-0.013146066834833983,0.00034642141211752947
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_lt_0.8,20,2075,-0.00310385699851413,-0.00277783239664596,9,0.45,-0.011065947586026985,0.004348527630307345
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_ge_0.8,14,4624,-0.007805991161482775,-0.009558964021017281,2,0.14285714285714285,-0.01298013880999216,-0.0022599448928675415
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_lt_0.7,15,1637,-0.005533556854671182,-0.003573235347805709,6,0.4,-0.015298189999225347,0.0029684993283082355
A2_vs_A2+D4,A2,A2+D4,max_train_tanimoto_ge_0.7,19,5062,-0.0046504033374196695,-0.007765576193129897,5,0.2631578947368421,-0.009886749938884026,0.00044545667879033373
A2_vs_A2+D5,A2,A2+D5,all,34,6699,-0.004613737571123927,-0.0023041978490494774,14,0.4117647058823529,-0.010292026776150008,0.0010567871245503754
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_lt_0.9,28,3274,-0.004359393658022673,-0.0011988604133533406,13,0.4642857142857143,-0.011768756957964506,0.0025953792826205026
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_ge_0.9,6,3425,-0.005800675832263115,-0.004123701835569163,1,0.16666666666666666,-0.012645439075131529,0.0017552369218752223
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_lt_0.8,20,2075,-0.00603236247116615,0.0015719072307039256,11,0.55,-0.015844062184981883,0.0017536920246281672
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_ge_0.8,14,4624,-0.00258713057106361,-0.003156423614880985,3,0.21428571428571427,-0.008028199018527242,0.0034819594981477637
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_lt_0.7,15,1637,-0.008165142089707637,0.0010301249967238635,8,0.5333333333333333,-0.019125802716672156,0.0027352750835111096
A2_vs_A2+D5,A2,A2+D5,max_train_tanimoto_ge_0.7,19,5062,-0.001809997161715737,-0.0026138946963838727,6,0.3157894736842105,-0.006597900429404939,0.003399860868391474
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,all,34,6699,-0.013480359847993359,-0.010894153548676677,13,0.38235294117647056,-0.02345468520631156,-0.004136902433636511
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.9,28,3274,-0.012820846764008728,-0.010894153548676677,10,0.35714285714285715,-0.02358704324850849,-0.0030370431150853814
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.9,6,3425,-0.016558087573254967,-0.01890313285475799,3,0.5,-0.03777554723974413,0.007262373862701746
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.8,20,2075,-0.010513251113155032,-0.0033079051026614903,8,0.4,-0.0259135554563577,0.0029768647968093096
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.8,14,4624,-0.017719086612048112,-0.02068197765897186,5,0.35714285714285715,-0.029922766719501316,-0.005251704652095278
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_lt_0.7,15,1637,-0.01364834627824735,-0.004507477346581967,5,0.3333333333333333,-0.03285756613535082,0.0019471243819555188
A2_vs_A5_SHUFFLED_s1009,A2,A5_SHUFFLED_s1009,max_train_tanimoto_ge_0.7,19,5062,-0.01334773898200337,-0.01904087452731279,8,0.42105263157894735,-0.02395356685858028,-0.0015853721273798437
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,all,34,6699,-0.011288902083733253,-0.009022579098107303,14,0.4117647058823529,-0.020819324619276446,-0.001987026159690086
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.9,28,3274,-0.010332363032971994,-0.009022579098107303,11,0.39285714285714285,-0.021941082283182763,0.001244078317729548
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.9,6,3425,-0.015752750987285798,-0.008923687312461792,3,0.5,-0.03141716854015603,-0.0015207050621763166
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.8,20,2075,-0.007725935134844981,-0.0007157498297067633,10,0.5,-0.023419265512065954,0.007900599905840185
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.8,14,4624,-0.016378854867859356,-0.01971445253756804,4,0.2857142857142857,-0.025486138871345623,-0.0070420810253352005
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_lt_0.7,15,1637,-0.009023943667246277,-0.004149170908852029,7,0.4666666666666667,-0.029610181973230048,0.010223274113377293
A2_vs_A5_SHUFFLED_s2017,A2,A5_SHUFFLED_s2017,max_train_tanimoto_ge_0.7,19,5062,-0.013077027149380865,-0.014165780935250949,7,0.3684210526315789,-0.02166895765821108,-0.004270255083081591
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,all,34,6699,-0.012684460909124218,-0.005753886180091039,13,0.38235294117647056,-0.023643764414028604,-0.0024287241111091776
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.9,28,3274,-0.012503866482635415,-0.005753886180091039,10,0.35714285714285715,-0.024429030829924973,-0.0018744306023912253
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.9,6,3425,-0.013527234899405301,-0.017035908821925426,3,0.5,-0.03331247141483377,0.00749165317311185
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.8,20,2075,-0.010919753742974613,-0.0035431484971024108,9,0.45,-0.02628481752453398,0.002832431467506433
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.8,14,4624,-0.015205471146480798,-0.012863950280459488,4,0.2857142857142857,-0.025980591571006618,-0.002685817685557247
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_lt_0.7,15,1637,-0.014687947410405208,-0.005345071279501679,6,0.4,-0.035434052957653984,0.003360980201985373
A2_vs_A5_SHUFFLED_s3019,A2,A5_SHUFFLED_s3019,max_train_tanimoto_ge_0.7,19,5062,-0.011102761039691858,-0.0061627010806803995,7,0.3684210526315789,-0.020996033986035195,-0.0013673759276062783
A2_vs_A5s,A2,A5s,all,34,6699,-0.01349027325913444,-0.013033408416718281,15,0.4411764705882353,-0.025782094034783615,0.00036810513661723475
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.9,28,3274,-0.012254448803653747,-0.008358207381495203,13,0.4642857142857143,-0.025467652293033792,0.0027816253691640017
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.9,6,3425,-0.019257454051377684,-0.03037838171774014,2,0.3333333333333333,-0.04743544256203428,0.011325023460598493
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.8,20,2075,-0.00293870950600785,0.005241988803235079,12,0.6,-0.020391964022576176,0.01521153604907109
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.8,14,4624,-0.028563935763601004,-0.035848978392085604,3,0.21428571428571427,-0.04544815193408032,-0.011688140175526485
A2_vs_A5s,A2,A5s,max_train_tanimoto_lt_0.7,15,1637,-0.0036886674036707887,0.00561581234281755,9,0.6,-0.025820981428538402,0.01788963762670967
A2_vs_A5s,A2,A5s,max_train_tanimoto_ge_0.7,19,5062,-0.0212283831450268,-0.0316420738667903,6,0.3157894736842105,-0.03550490863724795,-0.005575133083572542
A2_vs_A6s,A2,A6s,all,34,6699,-0.014177065606575563,-0.012712774439470165,13,0.38235294117647056,-0.028872661730920676,0.0005414383747989788
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.9,28,3274,-0.014164672999165042,-0.012712774439470165,11,0.39285714285714285,-0.02944278543823991,0.002706621797443146
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.9,6,3425,-0.01423489777449133,-0.019189415643129273,2,0.3333333333333333,-0.04347831296278911,0.014998562048087
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.8,20,2075,-0.0038432917461861628,0.009594627415564036,11,0.55,-0.02746343151870433,0.017205616444060955
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.8,14,4624,-0.028939599692846135,-0.025343238020311132,2,0.14285714285714285,-0.046079702336400415,-0.00975985953251805
A2_vs_A6s,A2,A6s,max_train_tanimoto_lt_0.7,15,1637,-0.007385424244812209,0.006621825034829998,8,0.5333333333333333,-0.0318056817251101,0.017435333725092792
A2_vs_A6s,A2,A6s,max_train_tanimoto_ge_0.7,19,5062,-0.019538887734283476,-0.02345921433621942,5,0.2631578947368421,-0.03576601622847675,-0.002920230499304547
A2_vs_C1,A2,C1,all,34,6699,-0.021483907278273144,-0.014671876983043883,12,0.35294117647058826,-0.03586585738114717,-0.00848941258744948
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.9,28,3274,-0.021075304335447635,-0.013129443234179722,10,0.35714285714285715,-0.03536908151821246,-0.006525502393702718
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.9,6,3425,-0.023390721011458875,-0.034507404446013294,2,0.3333333333333333,-0.05500332695658038,0.007582297170197633
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.8,20,2075,-0.01689008236908234,0.0002385093721247733,10,0.5,-0.036941984114553336,0.0006507757645245394
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.8,14,4624,-0.02804651429140287,-0.020971915902873582,2,0.14285714285714285,-0.04511282183162332,-0.0103762257509234
A2_vs_C1,A2,C1,max_train_tanimoto_lt_0.7,15,1637,-0.01907983678034924,-0.005599829957611102,7,0.4666666666666667,-0.045222279117569,0.003453521885459979
A2_vs_C1,A2,C1,max_train_tanimoto_ge_0.7,19,5062,-0.02338185767137096,-0.020257610683466598,5,0.2631578947368421,-0.037671293563706486,-0.009383841539574039
A2_vs_C2,A2,C2,all,34,6699,-0.0025892089422079666,-0.0049365133353240775,16,0.47058823529411764,-0.01343183125322534,0.009659080267185689
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.9,28,3274,-0.001283732295397376,0.0010581598708230833,14,0.5,-0.01457930163172031,0.011940593222709133
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.9,6,3425,-0.008681433293990721,-0.011770332432337625,2,0.3333333333333333,-0.02669621012050168,0.009333116942731194
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.8,20,2075,0.004812147006436502,0.005376499386411368,12,0.6,-0.01219939120521375,0.021982292218178972
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.8,14,4624,-0.013162574583128635,-0.009981312075441132,4,0.2857142857142857,-0.023933588658646057,-0.0022821451213497794
A2_vs_C2,A2,C2,max_train_tanimoto_lt_0.7,15,1637,0.005167103495624507,0.004947700506642172,9,0.6,-0.018127996048170784,0.028878096522886018
A2_vs_C2,A2,C2,max_train_tanimoto_ge_0.7,19,5062,-0.008712613498391497,-0.008383927487227327,7,0.3684210526315789,-0.018322617948583548,0.00036498033440011523
A2_vs_C3,A2,C3,all,34,6699,-0.019546449987722227,-0.01275568484514833,15,0.4411764705882353,-0.03513254103867951,-0.004134344150362095
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.9,28,3274,-0.019173873868266293,-0.010503289354512668,13,0.4642857142857143,-0.03650196596299995,-0.002055924177503726
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.9,6,3425,-0.02128513854518323,-0.03819481842543588,2,0.3333333333333333,-0.05956103342782492,0.018611855109180692
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.8,20,2075,-0.01367205093429195,0.009315765063067721,12,0.6,-0.036035501325417905,0.006458869188227462
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.8,14,4624,-0.027938448635479757,-0.02352462248783,3,0.21428571428571427,-0.04740867001216642,-0.008697174857794284
A2_vs_C3,A2,C3,max_train_tanimoto_lt_0.7,15,1637,-0.016358317577558314,0.009733602808193909,9,0.6,-0.045273144409702246,0.011645932613935097
A2_vs_C3,A2,C3,max_train_tanimoto_ge_0.7,19,5062,-0.02206339662732531,-0.018567707313681736,6,0.3157894736842105,-0.03933671225041243,-0.003923953900994115
A2_vs_E2,A2,E2,all,34,6699,-0.004863175575126284,-0.0042725112089215395,12,0.35294117647058826,-0.010092336690987979,0.0003720944553613506
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.9,28,3274,-0.004766702692715725,-0.0042725112089215395,11,0.39285714285714285,-0.011443993360337808,0.0016190905000434883
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.9,6,3425,-0.005313382359708886,-0.004415382149100547,1,0.16666666666666666,-0.010958345081540855,0.0002621466788879829
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.8,20,2075,-0.0034246915349555465,-0.0030722013465478426,8,0.4,-0.011534657438512176,0.005153510167217844
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.8,14,4624,-0.006918152775370194,-0.006057509183171557,4,0.2857142857142857,-0.012420143252437399,-0.00215577712845803
A2_vs_E2,A2,E2,max_train_tanimoto_lt_0.7,15,1637,-0.004621446497721228,-0.0020093241927506833,6,0.4,-0.014390216842306673,0.00591787123910237
A2_vs_E2,A2,E2,max_train_tanimoto_ge_0.7,19,5062,-0.005054014320446064,-0.004506625038471157,6,0.3157894736842105,-0.009950232410923594,-0.0007389821890410226
A2_vs_E3,A2,E3,all,34,6699,0.0004996492573680255,0.0013694704146336167,17,0.5,-0.009145267835236797,0.011487232305669877
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.9,28,3274,0.0013576709937276382,0.001618385383948845,14,0.5,-0.010231182269381984,0.013745887065246444
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.9,6,3425,-0.0035044521789768337,-0.0008432211139695889,3,0.5,-0.021524400276821832,0.01569975185058096
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.8,20,2075,0.006127879782128627,0.004639092225917074,12,0.6,-0.00833485907500445,0.022074031138866416
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.8,14,4624,-0.007540680063718548,-0.004197116244579385,5,0.35714285714285715,-0.018923693495954224,0.005362351184159299
A2_vs_E3,A2,E3,max_train_tanimoto_lt_0.7,15,1637,0.007792472379863789,0.004635836827448669,9,0.6,-0.010727357955026683,0.029683580116639262
A2_vs_E3,A2,E3,max_train_tanimoto_ge_0.7,19,5062,-0.0052578426814444195,-0.0027329676238742606,8,0.42105263157894735,-0.015312662739087816,0.004948778961057265
A2_vs_E4,A2,E4,all,34,6699,-0.0035992514038256616,-0.0017369817170328483,13,0.38235294117647056,-0.010150570053570113,0.0022552642018333134
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.9,28,3274,-0.004333297179141378,-0.0025871874373402173,10,0.35714285714285715,-0.011770212907820746,0.003024889556165311
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.9,6,3425,-0.00017370445235231902,5.078522396825824e-06,3,0.5,-0.0033414694439692963,0.003293527960449752
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.8,20,2075,-0.006413010325910568,-0.003302511935428104,6,0.3,-0.016595852093614447,0.0025944980452355924
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.8,14,4624,0.00042040419915277585,5.078522396825824e-06,7,0.5,-0.005271893120578509,0.00561160892480837
A2_vs_E4,A2,E4,max_train_tanimoto_lt_0.7,15,1637,-0.008727557319202365,-0.0037582845015272093,4,0.26666666666666666,-0.02090142686362012,0.0020631964921618263
A2_vs_E4,A2,E4,max_train_tanimoto_ge_0.7,19,5062,0.00044941116094541974,-0.0006876902575901067,9,0.47368421052631576,-0.005082970525243227,0.005695837672656112
A2_vs_G2,A2,G2,all,34,6699,-0.018427393043399916,-0.010334287664658492,14,0.4117647058823529,-0.03231458026576396,-0.0062337880493751755
A2_vs_G2,A2,G2,max_train_tanimoto_lt_0.9,28,3274,-0.018050063909099873,-0.006725536718318381,12,0.42857142857142855,-0.033690594434925836,-0.003604947811883943
