comparison,reference,candidate,stratum,n_extractants,n_pairs,macro_delta_mae,median_delta_mae,extractants_improved,fraction_improved,ci95_low,ci95_high
A2_vs_S4_SHUFFLED_s3019,A2,S4_SHUFFLED_s3019,max_train_tanimoto_lt_0.9,28,3274,-0.03467318604323203,-0.0032867751995065697,11,0.39285714285714285,-0.07830123553083561,0.0066554300277288855
A2_vs_S4_SHUFFLED_s3019,A2,S4_SHUFFLED_s3019,max_train_tanimoto_ge_0.9,6,3425,-0.016158412553532186,0.007673869619689522,3,0.5,-0.0937306509344552,0.0428373058443361
A2_vs_S4_SHUFFLED_s3019,A2,S4_SHUFFLED_s3019,max_train_tanimoto_lt_0.8,20,2075,-0.01971891009798351,-0.00023880943452162656,9,0.45,-0.07482106142082864,0.025808136849536072
A2_vs_S4_SHUFFLED_s3019,A2,S4_SHUFFLED_s3019,max_train_tanimoto_ge_0.8,14,4624,-0.04810153446942998,-0.005263148796497585,5,0.35714285714285715,-0.10246579010333744,0.002018925457526415
A2_vs_S4_SHUFFLED_s3019,A2,S4_SHUFFLED_s3019,max_train_tanimoto_lt_0.7,15,1637,-0.029922318407922435,-0.005857291090615446,7,0.4666666666666667,-0.09775585509604973,0.033779908092150764
A2_vs_S4_SHUFFLED_s3019,A2,S4_SHUFFLED_s3019,max_train_tanimoto_ge_0.7,19,5062,-0.03257710044278176,-0.0027374057427124177,7,0.3684210526315789,-0.07548175770000583,0.006054122428545689
A2_vs_S5_SHUFFLED_s1009,A2,S5_SHUFFLED_s1009,all,34,6699,-0.016503037711165316,-0.003092670882931206,17,0.5,-0.05385355915177377,0.018939383883262807
A2_vs_S5_SHUFFLED_s1009,A2,S5_SHUFFLED_s1009,max_train_tanimoto_lt_0.9,28,3274,-0.01984003528836309,-0.0031156147517865107,14,0.5,-0.0588634815438772,0.017029923936111153
A2_vs_S5_SHUFFLED_s1009,A2,S5_SHUFFLED_s1009,max_train_tanimoto_ge_0.9,6,3425,-0.00093038235090905,0.009477354989986517,3,0.5,-0.06542177199668443,0.05056360603167517
A2_vs_S5_SHUFFLED_s1009,A2,S5_SHUFFLED_s1009,max_train_tanimoto_lt_0.8,20,2075,0.0003053367614244976,0.007986538809790722,11,0.55,-0.04985432255765923,0.042350228230305535
A2_vs_S5_SHUFFLED_s1009,A2,S5_SHUFFLED_s1009,max_train_tanimoto_ge_0.8,14,4624,-0.04051500124343648,-0.009581626321464573,6,0.42857142857142855,-0.09262168841093386,0.005724031252034756
A2_vs_S5_SHUFFLED_s1009,A2,S5_SHUFFLED_s1009,max_train_tanimoto_lt_0.7,15,1637,-0.0034074687308893368,0.015478744638019126,8,0.5333333333333333,-0.06475884416951452,0.05501305868852058
A2_vs_S5_SHUFFLED_s1009,A2,S5_SHUFFLED_s1009,max_train_tanimoto_ge_0.7,19,5062,-0.026841644800856882,-0.00667967474742473,9,0.47368421052631576,-0.06745372170260883,0.012010307801468884
A2_vs_S5_SHUFFLED_s2017,A2,S5_SHUFFLED_s2017,all,34,6699,-0.02045195979988399,-0.0025271371038463747,16,0.47058823529411764,-0.05551278114968557,0.01162032359428111
A2_vs_S5_SHUFFLED_s2017,A2,S5_SHUFFLED_s2017,max_train_tanimoto_lt_0.9,28,3274,-0.023756676672516786,-0.004550542489835344,13,0.4642857142857143,-0.062402529286027304,0.013559446628962312
A2_vs_S5_SHUFFLED_s2017,A2,S5_SHUFFLED_s2017,max_train_tanimoto_ge_0.9,6,3425,-0.005029947727597642,0.011105054247964152,3,0.5,-0.08063253709790802,0.051788537605761235
A2_vs_S5_SHUFFLED_s2017,A2,S5_SHUFFLED_s2017,max_train_tanimoto_lt_0.8,20,2075,-0.005183371295429358,0.0015441639020780384,11,0.55,-0.049487207748793664,0.03768704329876697
A2_vs_S5_SHUFFLED_s2017,A2,S5_SHUFFLED_s2017,max_train_tanimoto_ge_0.8,14,4624,-0.04226422909196204,-0.003475509252453088,5,0.35714285714285715,-0.09611998837934665,0.00790482189608275
A2_vs_S5_SHUFFLED_s2017,A2,S5_SHUFFLED_s2017,max_train_tanimoto_lt_0.7,15,1637,-0.008615864217997997,0.0018035141700453727,8,0.5333333333333333,-0.06979521643403679,0.04942440404161645
A2_vs_S5_SHUFFLED_s2017,A2,S5_SHUFFLED_s2017,max_train_tanimoto_ge_0.7,19,5062,-0.029796245785583462,-0.002904431955337766,8,0.42105263157894735,-0.07551413692166264,0.005446702562781788
A2_vs_S5_SHUFFLED_s3019,A2,S5_SHUFFLED_s3019,all,34,6699,-0.018147117446092216,-0.007816908326314945,16,0.47058823529411764,-0.05171893406937689,0.016467268779012664
A2_vs_S5_SHUFFLED_s3019,A2,S5_SHUFFLED_s3019,max_train_tanimoto_lt_0.9,28,3274,-0.02091190088040672,-0.007816908326314945,13,0.4642857142857143,-0.05984234922652249,0.017805600955889046
A2_vs_S5_SHUFFLED_s3019,A2,S5_SHUFFLED_s3019,max_train_tanimoto_ge_0.9,6,3425,-0.005244794752624532,0.005747310008877515,3,0.5,-0.07604842622785286,0.04735842035560869
A2_vs_S5_SHUFFLED_s3019,A2,S5_SHUFFLED_s3019,max_train_tanimoto_lt_0.8,20,2075,-0.003523701665643135,0.010998325186608704,11,0.55,-0.0505005938518477,0.04176976694724499
A2_vs_S5_SHUFFLED_s3019,A2,S5_SHUFFLED_s3019,max_train_tanimoto_ge_0.8,14,4624,-0.039037711418162334,-0.012202006030060976,5,0.35714285714285715,-0.09267323831567903,0.009283543146745126
A2_vs_S5_SHUFFLED_s3019,A2,S5_SHUFFLED_s3019,max_train_tanimoto_lt_0.7,15,1637,-0.007118203285381586,0.012100335966726772,9,0.6,-0.06797917422443385,0.04883166161551516
A2_vs_S5_SHUFFLED_s3019,A2,S5_SHUFFLED_s3019,max_train_tanimoto_ge_0.7,19,5062,-0.02685415494139008,-0.012181246027797812,7,0.3684210526315789,-0.07127862576191583,0.012532570365625542
A2_vs_B0_trivial,A2,B0_trivial,all,34,6699,-0.3189629819093078,-0.2529169101780469,7,0.20588235294117646,-0.47559943310988473,-0.16008502160408183
A2_vs_B0_trivial,A2,B0_trivial,max_train_tanimoto_lt_0.9,28,3274,-0.30644475697391765,-0.2609841121607952,6,0.21428571428571427,-0.4784403951085789,-0.13962378670327102
A2_vs_B0_trivial,A2,B0_trivial,max_train_tanimoto_ge_0.9,6,3425,-0.377381364941128,-0.23538168994414663,1,0.16666666666666666,-0.788657778875384,0.05250014556976114
A2_vs_B0_trivial,A2,B0_trivial,max_train_tanimoto_lt_0.8,20,2075,-0.2441396190798039,-0.2195494108134336,4,0.2,-0.4201914570854004,-0.06539625292854395
A2_vs_B0_trivial,A2,B0_trivial,max_train_tanimoto_ge_0.8,14,4624,-0.42585350023717045,-0.2852707681264018,3,0.21428571428571427,-0.6834242179596854,-0.15200021620236087
A2_vs_B0_trivial,A2,B0_trivial,max_train_tanimoto_lt_0.7,15,1637,-0.17340917149697077,-0.09741391722264958,4,0.26666666666666666,-0.38166957588159994,0.04562053915338213
A2_vs_B0_trivial,A2,B0_trivial,max_train_tanimoto_ge_0.7,19,5062,-0.4338738848664158,-0.31317535091490706,3,0.15789473684210525,-0.6550821663602582,-0.22182481499614998
A2_vs_B1_ridge_A2,A2,B1_ridge_A2,all,34,6699,-0.13243543615018818,-0.09199766531337178,11,0.3235294117647059,-0.20431194480490728,-0.0656359107241338
A2_vs_B1_ridge_A2,A2,B1_ridge_A2,max_train_tanimoto_lt_0.9,28,3274,-0.12557077918611262,-0.09199766531337178,9,0.32142857142857145,-0.19941206613368312,-0.061924643584125506
A2_vs_B1_ridge_A2,A2,B1_ridge_A2,max_train_tanimoto_ge_0.9,6,3425,-0.1644705019825408,-0.13680892565457609,2,0.3333333333333333,-0.4124217130842851,0.057344495403858754
A2_vs_B1_ridge_A2,A2,B1_ridge_A2,max_train_tanimoto_lt_0.8,20,2075,-0.11208724075314744,-0.08444550658758991,6,0.3,-0.1897114061284899,-0.04161576288615792
A2_vs_B1_ridge_A2,A2,B1_ridge_A2,max_train_tanimoto_ge_0.8,14,4624,-0.1615042867173892,-0.1281210732579543,5,0.35714285714285715,-0.29536493543604636,-0.02883882727887106
A2_vs_B1_ridge_A2,A2,B1_ridge_A2,max_train_tanimoto_lt_0.7,15,1637,-0.11053821658036277,-0.04972701781073072,4,0.26666666666666666,-0.2117252651328351,-0.017058417870234037
A2_vs_B1_ridge_A2,A2,B1_ridge_A2,max_train_tanimoto_ge_0.7,19,5062,-0.14972271475794507,-0.19141081125361414,7,0.3684210526315789,-0.2624384980772642,-0.04680989057632883
A2_vs_B2_ridge_A5,A2,B2_ridge_A5,all,34,6699,-0.16201786333375934,-0.1250530792709254,4,0.11764705882352941,-0.22371922028620744,-0.10579627915724281
A2_vs_B2_ridge_A5,A2,B2_ridge_A5,max_train_tanimoto_lt_0.9,28,3274,-0.16518145378685842,-0.1362720480605197,2,0.07142857142857142,-0.2269161188590641,-0.10233928015242637
A2_vs_B2_ridge_A5,A2,B2_ridge_A5,max_train_tanimoto_ge_0.9,6,3425,-0.14725444121929693,-0.0929220429462036,2,0.3333333333333333,-0.34653011608670453,0.04378149806807626
A2_vs_B2_ridge_A5,A2,B2_ridge_A5,max_train_tanimoto_lt_0.8,20,2075,-0.14811734321498457,-0.1362720480605197,1,0.05,-0.2142199166833992,-0.08018499124190402
A2_vs_B2_ridge_A5,A2,B2_ridge_A5,max_train_tanimoto_ge_0.8,14,4624,-0.1818757492177232,-0.10117785131126544,3,0.21428571428571427,-0.29472577207810674,-0.06775175103825629
A2_vs_B2_ridge_A5,A2,B2_ridge_A5,max_train_tanimoto_lt_0.7,15,1637,-0.14939847132284664,-0.13238364649962453,1,0.06666666666666667,-0.24178678458365319,-0.0575746009956595
A2_vs_B2_ridge_A5,A2,B2_ridge_A5,max_train_tanimoto_ge_0.7,19,5062,-0.1719805412371114,-0.11772251204222628,3,0.15789473684210525,-0.2618565711853958,-0.08754120149962322
