exp_id,Extractant_Name,Extractant_Concentration_M,Acid_Name,Acid_Concentration_M,Solvent_Name,Metal_Name,Metal_Oxidation_state,Metal_Concentration_mM,Phase_Modifier_Name,Phase_Modifier_Concentration_M,Holdback_Agent_Name,Holdback_Agent_Concentration_M,Extractant_SMILES,Extractant_inchi,ini_comp,Acid_Concentration_Organic_M,f_Solvent_Name,f_Metal_Concentration_mM,DOI,entry_author,addition_date,obsDvalues,obsDvaluesValue,obsTotalEnergiesUnit,obsTemp,obsTempsValue,obsTempUnit,Contact_Time_min,Shaking_Time_min,Radiolytic_Dosage_kGy,comments_obsType,comments_description,volType,volValue,thirdType,thirdValue
10773,DHD2DGA,0.1 M,HNO3,1 M,n-Dodecane,Pm,III ,0.002 mM,,,,,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,-,"HNO3, DHD2DGA, Pm, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1080/01496395.2016.1274760, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:39:37,Distribution Ratio,80.3230947044257,-,Temperature,25.0,C,30.0 min,,,Comments,"Data Location: Figure 4; Additional Comments: nan; Complexant_Name: nan; Complexant_SMILES: nan; Complexant_Concentration_M: nan; Publication_Year: 2017; Title: Extraction of rare earth elements from nitrate solution using novel unsymmetrical diglycolamide; Authors: EA Mowafy, D Mohamed; No. of Extractants: 1; Aqueous Phase Metals: nan; Metal_Concentration_mM: 0.002; No. of Metals: 1",Volume Ratio,1.0,,
