exp_id,Extractant_Name,Extractant_Concentration_M,Acid_Name,Acid_Concentration_M,Solvent_Name,Metal_Name,Metal_Oxidation_state,Metal_Concentration_mM,Phase_Modifier_Name,Phase_Modifier_Concentration_M,Holdback_Agent_Name,Holdback_Agent_Concentration_M,Extractant_SMILES,Extractant_inchi,ini_comp,Acid_Concentration_Organic_M,f_Solvent_Name,f_Metal_Concentration_mM,DOI,entry_author,addition_date,obsDvalues,obsDvaluesValue,obsTotalEnergiesUnit,obsTemp,obsTempsValue,obsTempUnit,Contact_Time_min,Shaking_Time_min,Radiolytic_Dosage_kGy,comments_obsType,comments_description,volType,volValue,thirdType,thirdValue
2155,TODGA,0.1 M,HNO3,3.9924 M,n-Dodecane,Sr, , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sr, n-Dodecane",,n-Dodecane,,10.1007/s10967-012-1905-9,Aurora Clark,2024-12-16 21:51:01,Distribution Ratio,1.90144927536232,-,Temperature,25.0,C,- -,,,Comments,fig3 nan 0.0 extraction:nan,,,,
2156,TODGA,0.1 M,HNO3,2.9889 M,n-Dodecane,Sr, , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sr, n-Dodecane",,n-Dodecane,,10.1007/s10967-012-1905-9,Aurora Clark,2024-12-16 21:51:02,Distribution Ratio,3.99420289855072,-,Temperature,25.0,C,- -,,,Comments,fig3 nan 0.0 extraction:nan,,,,
2157,TODGA,0.1 M,HNO3,1.9905 M,n-Dodecane,Sr, , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sr, n-Dodecane",,n-Dodecane,,10.1007/s10967-012-1905-9,Aurora Clark,2024-12-16 21:51:02,Distribution Ratio,2.0,-,Temperature,25.0,C,- -,,,Comments,fig3 nan 0.0 extraction:nan,,,,
2158,TODGA,0.1 M,HNO3,0.9969 M,n-Dodecane,Sr, , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sr, n-Dodecane",,n-Dodecane,,10.1007/s10967-012-1905-9,Aurora Clark,2024-12-16 21:51:02,Distribution Ratio,0.110144927536232,-,Temperature,25.0,C,- -,,,Comments,fig3 nan 0.0 extraction:nan,,,,
2165,TODGA,0.1 M,HNO3,0.5004 M,n-Dodecane,Sr, , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sr, n-Dodecane",,n-Dodecane,,10.1007/s10967-012-1905-9,Aurora Clark,2024-12-16 21:51:04,Distribution Ratio,0.011594202898551,-,Temperature,25.0,C,- -,,,Comments,fig3 nan 0.0 extraction:nan,,,,
2166,TODGA,0.1 M,HNO3,0.0931 M,n-Dodecane,Sr, , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sr, n-Dodecane",,n-Dodecane,,10.1007/s10967-012-1905-9,Aurora Clark,2024-12-16 21:51:04,Distribution Ratio,0.0231884057971019,-,Temperature,25.0,C,- -,,,Comments,fig3 nan 0.0 extraction:nan,,,,
2375,TODGA,0.2485 M,HNO3,5 M,n-Dodecane,Sr,III , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sr, n-Dodecane",,n-Dodecane,,DOI: 10.1080/07366290601169352,Aurora Clark,2024-12-16 21:51:18,Distribution Ratio,1.0238,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig7 nan nan extraction:nan,,,,
2376,TODGA,0.1485 M,HNO3,5 M,n-Dodecane,Sr,III , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sr, n-Dodecane",,n-Dodecane,,DOI: 10.1080/07366290601169352,Aurora Clark,2024-12-16 21:51:18,Distribution Ratio,0.4269,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig7 tracer nan extraction:nan,,,,
2377,TODGA,0.0998 M,HNO3,5 M,n-Dodecane,Sr,III , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sr, n-Dodecane",,n-Dodecane,,DOI: 10.1080/07366290601169352,Aurora Clark,2024-12-16 21:51:18,Distribution Ratio,0.2304,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig7 tracer nan extraction:nan,,,,
2378,TODGA,0.0503 M,HNO3,5 M,n-Dodecane,Sr,III , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sr, n-Dodecane",,n-Dodecane,,DOI: 10.1080/07366290601169352,Aurora Clark,2024-12-16 21:51:18,Distribution Ratio,0.0748,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig7 tracer nan extraction:nan,,,,
