exp_id,Extractant_Name,Extractant_Concentration_M,Acid_Name,Acid_Concentration_M,Solvent_Name,Metal_Name,Metal_Oxidation_state,Metal_Concentration_mM,Phase_Modifier_Name,Phase_Modifier_Concentration_M,Holdback_Agent_Name,Holdback_Agent_Concentration_M,Extractant_SMILES,Extractant_inchi,ini_comp,Acid_Concentration_Organic_M,f_Solvent_Name,f_Metal_Concentration_mM,DOI,entry_author,addition_date,obsDvalues,obsDvaluesValue,obsTotalEnergiesUnit,obsTemp,obsTempsValue,obsTempUnit,Contact_Time_min,Shaking_Time_min,Radiolytic_Dosage_kGy,comments_obsType,comments_description,volType,volValue,thirdType,thirdValue
11014,TODGA,0.2 M,HNO3; oxalic acid, ,hydrogenated tetrapropene,Cf,III , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3; oxalic acid, TODGA, Cf, hydrogenated tetrapropene",,hydrogenated tetrapropene,,"https://doi.org/10.1080/07366290701634578, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:39:53,,,,Temperature,22.0,C,15.0 min,,,Comments,"Data Location: Table 2; Additional Comments: Simulated Highly Active Raffinate solution; Complexant_Name: HEDTA; Complexant_SMILES: OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O; Complexant_Concentration_M: 0.05; Publication_Year: 2007; Title: Development of a TODGA based Process for Partitioning of Actinides from a PUREX Rafﬁnate Part I: Batch Extraction Optimization Studies and Stability Tests; Authors: G Modolo, H Asp, C Schreinemachers, H Vijgen; No. of Extractants: 1; Aqueous Phase Metals: Am(III); Cm(III); Cf(III); Y; La(III); Ce(III); Pr(III); Nd(III); Sm(III); Eu(III); Gd(III); Ag; Al; Ba; Cd; Cr; Cs; Cu; Fe; Mo; Na; Ni; Pd; Rb; Rh; Ru; Sb; Se; Sn; Sr; Te; Zr; Metal_Concentration_mM: Trace; Trace; Trace; 1.147; 1.569; 3.697; 1.554; 4.979; 0.971; 0.217; 0.223; 0.117; 0.074; 1.923; 0.151; 1.75; 4.184; 0.299; 34.02; 7.003; 88.473; 0.801; 1.156; 0.761; 0.777; 3.838; 0.036; 0.114; 0.093; 1.906; 3.77; 12.771; No. of Metals: 32",Volume Ratio,1.0,,
11015,TODGA,0.2 M,HNO3; oxalic acid, ,hydrogenated tetrapropene,Cf,III , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3; oxalic acid, TODGA, Cf, hydrogenated tetrapropene",,hydrogenated tetrapropene,,"https://doi.org/10.1080/07366290701634578, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:39:53,,,,Temperature,22.0,C,15.0 min,,,Comments,"Data Location: Table 2; Additional Comments: Simulated Highly Active Raffinate solution; Complexant_Name: HEDTA; Complexant_SMILES: OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O; Complexant_Concentration_M: 0.05; Publication_Year: 2007; Title: Development of a TODGA based Process for Partitioning of Actinides from a PUREX Rafﬁnate Part I: Batch Extraction Optimization Studies and Stability Tests; Authors: G Modolo, H Asp, C Schreinemachers, H Vijgen; No. of Extractants: 1; Aqueous Phase Metals: Am(III); Cm(III); Cf(III); Y; La(III); Ce(III); Pr(III); Nd(III); Sm(III); Eu(III); Gd(III); Ag; Al; Ba; Cd; Cr; Cs; Cu; Fe; Mo; Na; Ni; Pd; Rb; Rh; Ru; Sb; Se; Sn; Sr; Te; Zr; Metal_Concentration_mM: Trace; Trace; Trace; 1.147; 1.569; 3.697; 1.554; 4.979; 0.971; 0.217; 0.223; 0.117; 0.074; 1.923; 0.151; 1.75; 4.184; 0.299; 34.02; 7.003; 88.473; 0.801; 1.156; 0.761; 0.777; 3.838; 0.036; 0.114; 0.093; 1.906; 3.77; 12.771; No. of Metals: 32",Volume Ratio,1.0,,
11055,"TODGA, TBP","0.2 M,0.25 M",HNO3; oxalic acid, ,hydrogenated tetrapropene,Cf,III , ,,,,,"CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCOP(=O)(OCCCC)OCCCC","-,-","HNO3; oxalic acid,  TBP, TODGA, Cf, hydrogenated tetrapropene",,hydrogenated tetrapropene,,"https://doi.org/10.1080/07366290701634578, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:39:55,,,,Temperature,22.0,C,15.0 min,,,Comments,"Data Location: Table 3; Additional Comments: Simulated Highly Active Raffinate solution; Complexant_Name: HEDTA; Complexant_SMILES: OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O; Complexant_Concentration_M: 0.05; Publication_Year: 2007; Title: Development of a TODGA based Process for Partitioning of Actinides from a PUREX Rafﬁnate Part I: Batch Extraction Optimization Studies and Stability Tests; Authors: G Modolo, H Asp, C Schreinemachers, H Vijgen; No. of Extractants: 2; Aqueous Phase Metals: Am(III); Cm(III); Cf(III); Y; La(III); Ce(III); Pr(III); Nd(III); Sm(III); Eu(III); Gd(III); Ag; Al; Ba; Cd; Cr; Cs; Cu; Fe; Mo; Na; Ni; Pd; Rb; Rh; Ru; Sb; Se; Sn; Sr; Te; Zr; Metal_Concentration_mM: Trace; Trace; Trace; 1.147; 1.569; 3.697; 1.554; 4.979; 0.971; 0.217; 0.223; 0.117; 0.074; 1.923; 0.151; 1.75; 4.184; 0.299; 34.02; 7.003; 88.473; 0.801; 1.156; 0.761; 0.777; 3.838; 0.036; 0.114; 0.093; 1.906; 3.77; 12.771; No. of Metals: 32",Volume Ratio,1.0,,
11056,"TODGA, TBP","0.2 M,0.25 M",HNO3; oxalic acid, ,hydrogenated tetrapropene,Cf,III , ,,,,,"CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCOP(=O)(OCCCC)OCCCC","-,-","HNO3; oxalic acid,  TBP, TODGA, Cf, hydrogenated tetrapropene",,hydrogenated tetrapropene,,"https://doi.org/10.1080/07366290701634578, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:39:55,,,,Temperature,22.0,C,15.0 min,,,Comments,"Data Location: Table 3; Additional Comments: Simulated Highly Active Raffinate solution; Complexant_Name: HEDTA; Complexant_SMILES: OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O; Complexant_Concentration_M: 0.05; Publication_Year: 2007; Title: Development of a TODGA based Process for Partitioning of Actinides from a PUREX Rafﬁnate Part I: Batch Extraction Optimization Studies and Stability Tests; Authors: G Modolo, H Asp, C Schreinemachers, H Vijgen; No. of Extractants: 2; Aqueous Phase Metals: Am(III); Cm(III); Cf(III); Y; La(III); Ce(III); Pr(III); Nd(III); Sm(III); Eu(III); Gd(III); Ag; Al; Ba; Cd; Cr; Cs; Cu; Fe; Mo; Na; Ni; Pd; Rb; Rh; Ru; Sb; Se; Sn; Sr; Te; Zr; Metal_Concentration_mM: Trace; Trace; Trace; 1.147; 1.569; 3.697; 1.554; 4.979; 0.971; 0.217; 0.223; 0.117; 0.074; 1.923; 0.151; 1.75; 4.184; 0.299; 34.02; 7.003; 88.473; 0.801; 1.156; 0.761; 0.777; 3.838; 0.036; 0.114; 0.093; 1.906; 3.77; 12.771; No. of Metals: 32",Volume Ratio,1.0,,
11057,"TODGA, TBP","0.2 M,0.25 M",HNO3; oxalic acid, ,hydrogenated tetrapropene,Cf,III , ,,,,,"CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCOP(=O)(OCCCC)OCCCC","-,-","HNO3; oxalic acid,  TBP, TODGA, Cf, hydrogenated tetrapropene",,hydrogenated tetrapropene,,"https://doi.org/10.1080/07366290701634578, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:39:56,,,,Temperature,22.0,C,15.0 min,,,Comments,"Data Location: Table 3; Additional Comments: Simulated Highly Active Raffinate solution; Complexant_Name: HEDTA; Complexant_SMILES: OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O; Complexant_Concentration_M: 0.05; Publication_Year: 2007; Title: Development of a TODGA based Process for Partitioning of Actinides from a PUREX Rafﬁnate Part I: Batch Extraction Optimization Studies and Stability Tests; Authors: G Modolo, H Asp, C Schreinemachers, H Vijgen; No. of Extractants: 2; Aqueous Phase Metals: Am(III); Cm(III); Cf(III); Y; La(III); Ce(III); Pr(III); Nd(III); Sm(III); Eu(III); Gd(III); Ag; Al; Ba; Cd; Cr; Cs; Cu; Fe; Mo; Na; Ni; Pd; Rb; Rh; Ru; Sb; Se; Sn; Sr; Te; Zr; Metal_Concentration_mM: Trace; Trace; Trace; 1.147; 1.569; 3.697; 1.554; 4.979; 0.971; 0.217; 0.223; 0.117; 0.074; 1.923; 0.151; 1.75; 4.184; 0.299; 34.02; 7.003; 88.473; 0.801; 1.156; 0.761; 0.777; 3.838; 0.036; 0.114; 0.093; 1.906; 3.77; 12.771; No. of Metals: 32",Volume Ratio,1.0,,
11058,"TODGA, TBP","0.2 M,0.25 M",HNO3; oxalic acid, ,hydrogenated tetrapropene,Cf,III , ,,,,,"CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCOP(=O)(OCCCC)OCCCC","-,-","HNO3; oxalic acid,  TBP, TODGA, Cf, hydrogenated tetrapropene",,hydrogenated tetrapropene,,"https://doi.org/10.1080/07366290701634578, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:39:56,,,,Temperature,22.0,C,15.0 min,,,Comments,"Data Location: Table 3; Additional Comments: Simulated Highly Active Raffinate solution; Complexant_Name: HEDTA; Complexant_SMILES: OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O; Complexant_Concentration_M: 0.05; Publication_Year: 2007; Title: Development of a TODGA based Process for Partitioning of Actinides from a PUREX Rafﬁnate Part I: Batch Extraction Optimization Studies and Stability Tests; Authors: G Modolo, H Asp, C Schreinemachers, H Vijgen; No. of Extractants: 2; Aqueous Phase Metals: Am(III); Cm(III); Cf(III); Y; La(III); Ce(III); Pr(III); Nd(III); Sm(III); Eu(III); Gd(III); Ag; Al; Ba; Cd; Cr; Cs; Cu; Fe; Mo; Na; Ni; Pd; Rb; Rh; Ru; Sb; Se; Sn; Sr; Te; Zr; Metal_Concentration_mM: Trace; Trace; Trace; 1.147; 1.569; 3.697; 1.554; 4.979; 0.971; 0.217; 0.223; 0.117; 0.074; 1.923; 0.151; 1.75; 4.184; 0.299; 34.02; 7.003; 88.473; 0.801; 1.156; 0.761; 0.777; 3.838; 0.036; 0.114; 0.093; 1.906; 3.77; 12.771; No. of Metals: 32",Volume Ratio,1.0,,
11083,"TODGA, TBP","0.2 M,0.5 M",HNO3; oxalic acid, ,hydrogenated tetrapropene,Cf,III , ,,,,,"CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCOP(=O)(OCCCC)OCCCC","-,-","HNO3; oxalic acid,  TBP, TODGA, Cf, hydrogenated tetrapropene",,hydrogenated tetrapropene,,"https://doi.org/10.1080/07366290701634578, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:39:57,,,,Temperature,22.0,C,15.0 min,,,Comments,"Data Location: Table 3; Additional Comments: Simulated Highly Active Raffinate solution; Complexant_Name: HEDTA; Complexant_SMILES: OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O; Complexant_Concentration_M: 0.05; Publication_Year: 2007; Title: Development of a TODGA based Process for Partitioning of Actinides from a PUREX Rafﬁnate Part I: Batch Extraction Optimization Studies and Stability Tests; Authors: G Modolo, H Asp, C Schreinemachers, H Vijgen; No. of Extractants: 2; Aqueous Phase Metals: Am(III); Cm(III); Cf(III); Y; La(III); Ce(III); Pr(III); Nd(III); Sm(III); Eu(III); Gd(III); Ag; Al; Ba; Cd; Cr; Cs; Cu; Fe; Mo; Na; Ni; Pd; Rb; Rh; Ru; Sb; Se; Sn; Sr; Te; Zr; Metal_Concentration_mM: Trace; Trace; Trace; 1.147; 1.569; 3.697; 1.554; 4.979; 0.971; 0.217; 0.223; 0.117; 0.074; 1.923; 0.151; 1.75; 4.184; 0.299; 34.02; 7.003; 88.473; 0.801; 1.156; 0.761; 0.777; 3.838; 0.036; 0.114; 0.093; 1.906; 3.77; 12.771; No. of Metals: 32",Volume Ratio,1.0,,
11084,"TODGA, TBP","0.2 M,0.5 M",HNO3; oxalic acid, ,hydrogenated tetrapropene,Cf,III , ,,,,,"CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCOP(=O)(OCCCC)OCCCC","-,-","HNO3; oxalic acid,  TBP, TODGA, Cf, hydrogenated tetrapropene",,hydrogenated tetrapropene,,"https://doi.org/10.1080/07366290701634578, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:39:57,,,,Temperature,22.0,C,15.0 min,,,Comments,"Data Location: Table 3; Additional Comments: Simulated Highly Active Raffinate solution; Complexant_Name: HEDTA; Complexant_SMILES: OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O; Complexant_Concentration_M: 0.05; Publication_Year: 2007; Title: Development of a TODGA based Process for Partitioning of Actinides from a PUREX Rafﬁnate Part I: Batch Extraction Optimization Studies and Stability Tests; Authors: G Modolo, H Asp, C Schreinemachers, H Vijgen; No. of Extractants: 2; Aqueous Phase Metals: Am(III); Cm(III); Cf(III); Y; La(III); Ce(III); Pr(III); Nd(III); Sm(III); Eu(III); Gd(III); Ag; Al; Ba; Cd; Cr; Cs; Cu; Fe; Mo; Na; Ni; Pd; Rb; Rh; Ru; Sb; Se; Sn; Sr; Te; Zr; Metal_Concentration_mM: Trace; Trace; Trace; 1.147; 1.569; 3.697; 1.554; 4.979; 0.971; 0.217; 0.223; 0.117; 0.074; 1.923; 0.151; 1.75; 4.184; 0.299; 34.02; 7.003; 88.473; 0.801; 1.156; 0.761; 0.777; 3.838; 0.036; 0.114; 0.093; 1.906; 3.77; 12.771; No. of Metals: 32",Volume Ratio,1.0,,
11085,"TODGA, TBP","0.2 M,0.5 M",HNO3; oxalic acid, ,hydrogenated tetrapropene,Cf,III , ,,,,,"CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCOP(=O)(OCCCC)OCCCC","-,-","HNO3; oxalic acid,  TBP, TODGA, Cf, hydrogenated tetrapropene",,hydrogenated tetrapropene,,"https://doi.org/10.1080/07366290701634578, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:39:57,,,,Temperature,22.0,C,15.0 min,,,Comments,"Data Location: Table 3; Additional Comments: Simulated Highly Active Raffinate solution; Complexant_Name: HEDTA; Complexant_SMILES: OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O; Complexant_Concentration_M: 0.05; Publication_Year: 2007; Title: Development of a TODGA based Process for Partitioning of Actinides from a PUREX Rafﬁnate Part I: Batch Extraction Optimization Studies and Stability Tests; Authors: G Modolo, H Asp, C Schreinemachers, H Vijgen; No. of Extractants: 2; Aqueous Phase Metals: Am(III); Cm(III); Cf(III); Y; La(III); Ce(III); Pr(III); Nd(III); Sm(III); Eu(III); Gd(III); Ag; Al; Ba; Cd; Cr; Cs; Cu; Fe; Mo; Na; Ni; Pd; Rb; Rh; Ru; Sb; Se; Sn; Sr; Te; Zr; Metal_Concentration_mM: Trace; Trace; Trace; 1.147; 1.569; 3.697; 1.554; 4.979; 0.971; 0.217; 0.223; 0.117; 0.074; 1.923; 0.151; 1.75; 4.184; 0.299; 34.02; 7.003; 88.473; 0.801; 1.156; 0.761; 0.777; 3.838; 0.036; 0.114; 0.093; 1.906; 3.77; 12.771; No. of Metals: 32",Volume Ratio,1.0,,
11086,"TODGA, TBP","0.2 M,0.5 M",HNO3; oxalic acid, ,hydrogenated tetrapropene,Cf,III , ,,,,,"CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,CCCCOP(=O)(OCCCC)OCCCC","-,-","HNO3; oxalic acid,  TBP, TODGA, Cf, hydrogenated tetrapropene",,hydrogenated tetrapropene,,"https://doi.org/10.1080/07366290701634578, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:39:57,,,,Temperature,22.0,C,15.0 min,,,Comments,"Data Location: Table 3; Additional Comments: Simulated Highly Active Raffinate solution; Complexant_Name: HEDTA; Complexant_SMILES: OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O; Complexant_Concentration_M: 0.05; Publication_Year: 2007; Title: Development of a TODGA based Process for Partitioning of Actinides from a PUREX Rafﬁnate Part I: Batch Extraction Optimization Studies and Stability Tests; Authors: G Modolo, H Asp, C Schreinemachers, H Vijgen; No. of Extractants: 2; Aqueous Phase Metals: Am(III); Cm(III); Cf(III); Y; La(III); Ce(III); Pr(III); Nd(III); Sm(III); Eu(III); Gd(III); Ag; Al; Ba; Cd; Cr; Cs; Cu; Fe; Mo; Na; Ni; Pd; Rb; Rh; Ru; Sb; Se; Sn; Sr; Te; Zr; Metal_Concentration_mM: Trace; Trace; Trace; 1.147; 1.569; 3.697; 1.554; 4.979; 0.971; 0.217; 0.223; 0.117; 0.074; 1.923; 0.151; 1.75; 4.184; 0.299; 34.02; 7.003; 88.473; 0.801; 1.156; 0.761; 0.777; 3.838; 0.036; 0.114; 0.093; 1.906; 3.77; 12.771; No. of Metals: 32",Volume Ratio,1.0,,
12849,TODGA,0.1 M,HNO3,0.5 M,n-Dodecane,Cf,III ,0.00000008 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Cf, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1081/SEI-100001376, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:41:56,Distribution Ratio,12.58603723390911,-,Temperature,25.0,C,120.0 min,,,Comments,"Data Location: Figure 4; Additional Comments: nan; Complexant_Name: nan; Complexant_SMILES: nan; Complexant_Concentration_M: nan; Publication_Year: 2001; Title: The novel extractants, diglycolamides, for the extraction of lanthanides and actinides in HNO3-n-dodecane system; Authors: Y Sasaki, Y Sugo, S Suzuki, S Tachimori; No. of Extractants: 1; Aqueous Phase Metals: nan; Metal_Concentration_mM: 8e-08; No. of Metals: 1",Volume Ratio,1.0,,
12852,TODGA,0.1 M,HNO3,1 M,n-Dodecane,Cf,III ,0.00000008 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Cf, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1081/SEI-100001376, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:41:56,Distribution Ratio,147.846592907128,-,Temperature,25.0,C,120.0 min,,,Comments,"Data Location: Figure 4; Additional Comments: nan; Complexant_Name: nan; Complexant_SMILES: nan; Complexant_Concentration_M: nan; Publication_Year: 2001; Title: The novel extractants, diglycolamides, for the extraction of lanthanides and actinides in HNO3-n-dodecane system; Authors: Y Sasaki, Y Sugo, S Suzuki, S Tachimori; No. of Extractants: 1; Aqueous Phase Metals: nan; Metal_Concentration_mM: 8e-08; No. of Metals: 1",Volume Ratio,1.0,,
12883,TODGA,0.1 M,HNO3,1 M,n-Dodecane,Cf,III ,0.00000008 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Cf, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1081/SEI-100001376, https://doi.org/10.1021/jacs.5c19738",Thomas Summers,2026-01-20 20:41:58,Distribution Ratio,156,-,Temperature,25.0,C,120.0 min,,,Comments,"Data Location: Table 3; Additional Comments: nan; Complexant_Name: nan; Complexant_SMILES: nan; Complexant_Concentration_M: nan; Publication_Year: 2001; Title: The novel extractants, diglycolamides, for the extraction of lanthanides and actinides in HNO3-n-dodecane system; Authors: Y Sasaki, Y Sugo, S Suzuki, S Tachimori; No. of Extractants: 1; Aqueous Phase Metals: nan; Metal_Concentration_mM: 8e-08; No. of Metals: 1",Volume Ratio,1.0,,
