exp_id,Extractant_Name,Extractant_Concentration_M,Acid_Name,Acid_Concentration_M,Solvent_Name,Metal_Name,Metal_Oxidation_state,Metal_Concentration_mM,Phase_Modifier_Name,Phase_Modifier_Concentration_M,Holdback_Agent_Name,Holdback_Agent_Concentration_M,Extractant_SMILES,Extractant_inchi,ini_comp,Acid_Concentration_Organic_M,f_Solvent_Name,f_Metal_Concentration_mM,DOI,entry_author,addition_date,obsDvalues,obsDvaluesValue,obsTotalEnergiesUnit,obsTemp,obsTempsValue,obsTempUnit,Contact_Time_min,Shaking_Time_min,Radiolytic_Dosage_kGy,comments_obsType,comments_description,volType,volValue,thirdType,thirdValue
3613,TEHDGA,0.2 M,HNO3,4 M,n-Dodecane,Cr, ,4.058 mM,isodecyl,2.12 M,,,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,-,"HNO3, TEHDGA, Cr, isodecyl, n-Dodecane",,n-Dodecane,,doi.org/10.1299/jsmeicone.2007.15._ICONE1510_87,Aurora Clark,2024-12-16 21:53:03,Distribution Ratio,0.052,-,Temperature,25.0,C,- -,,,Comments,table1 raffinate nan extraction:nan,,,,
6689,DEHiBA,1 M,HNO3,1 M,n-Dodecane,Pu,VI ,0.01 mM,,,,,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-,"HNO3, DEHiBA, Pu, Nitrate, K2Cr2O7, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1021/acssuschemeng.4c06166x, https://doi.org/10.1524/ract.91.3.141.19979",Logan Augustine,2024-12-19 17:51:29,Distribution Ratio,0.0299686145986213,-,Temperature,25.0,C,60.0 min,,,Comments,"0.01 M K2Cr2O7 is in the aqueous phase, so we assume Pu has oxidized to Pu(VI), no longer in the tetravalent state. But suggestion states low D values may suggest Pu has not fully oxidized to VI",Volume Ratio,1.0,,
6690,DEHiBA,1 M,HNO3,2 M,n-Dodecane,Pu,VI ,0.01 mM,,,,,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-,"HNO3, DEHiBA, Pu, Nitrate, K2Cr2O7, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1021/acssuschemeng.4c06166x, https://doi.org/10.1524/ract.91.3.141.19979",Logan Augustine,2024-12-19 17:51:29,Distribution Ratio,0.0800448386135894,-,Temperature,25.0,C,60.0 min,,,,,Volume Ratio,1.0,,
6691,DEHiBA,1 M,HNO3,4 M,n-Dodecane,Pu,VI ,0.01 mM,,,,,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-,"HNO3, DEHiBA, Pu, Nitrate, K2Cr2O7, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1021/acssuschemeng.4c06166x, https://doi.org/10.1524/ract.91.3.141.19979",Logan Augustine,2024-12-19 17:51:29,Distribution Ratio,0.199526231496888,-,Temperature,25.0,C,60.0 min,,,,,Volume Ratio,1.0,,
6692,DEHiBA,1 M,HNO3,5 M,n-Dodecane,Pu,VI ,0.01 mM,,,,,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-,"HNO3, DEHiBA, Pu, Nitrate, K2Cr2O7, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1021/acssuschemeng.4c06166x, https://doi.org/10.1524/ract.91.3.141.19979",Logan Augustine,2024-12-19 17:51:29,Distribution Ratio,0.800448386135893,-,Temperature,25.0,C,60.0 min,,,,,Volume Ratio,1.0,,
6693,DEHiBA,1 M,HNO3,6 M,n-Dodecane,Pu,VI ,0.01 mM,,,,,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-,"HNO3, DEHiBA, Pu, Nitrate, K2Cr2O7, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1021/acssuschemeng.4c06166x, https://doi.org/10.1524/ract.91.3.141.19979",Logan Augustine,2024-12-19 17:51:29,Distribution Ratio,1.39101986879805,-,Temperature,25.0,C,60.0 min,,,,,Volume Ratio,1.0,,
6694,DEHiBA,1 M,HNO3,4 M,n-Dodecane,Pu,VI ,0.01 mM,,,,,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-,"HNO3, DEHiBA, Pu, Nitrate, K2Cr2O7, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1021/acssuschemeng.4c06166x, https://doi.org/10.1524/ract.91.3.141.19979",Logan Augustine,2024-12-19 17:51:29,Distribution Ratio,0.19,-,Temperature,25.0,C,60.0 min,,,,,Volume Ratio,1.0,,
6708,DEHiBA,1 M,HNO3,4 M,n-Dodecane,Pu,VI ,0.01 mM,,,,,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-,"HNO3, DEHiBA, Pu, Nitrate, K2Cr2O7, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1021/acssuschemeng.4c06166x, https://doi.org/10.1524/ract.91.3.141.19979",Logan Augustine,2024-12-19 17:51:30,Distribution Ratio,0.35,-,Temperature,25.0,C,60.0 min,,,Comments,0.1 M K2Cr2O7 in solution,Volume Ratio,1.0,,
6714,DEHiBA,1 M,HNO3,3 M,n-Dodecane,Pu,VI ,0.01 mM,,,,,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-,"HNO3, DEHiBA, Pu, Nitrate, K2Cr2O7, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1021/acssuschemeng.4c06166x, https://doi.org/10.1524/ract.91.3.141.19979",Logan Augustine,2024-12-19 17:51:30,Distribution Ratio,0.349799465240641,-,Temperature,25.0,C,59.0826714375591 min,,,Comments,0.1 M K2Cr2O7 in solution,Volume Ratio,1.0,,
6715,DEHiBA,1 M,HNO3,3 M,n-Dodecane,Pu,VI ,0.01 mM,,,,,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(C)C,-,"HNO3, DEHiBA, Pu, Nitrate, K2Cr2O7, n-Dodecane",,n-Dodecane,,"https://doi.org/10.1021/acssuschemeng.4c06166x, https://doi.org/10.1524/ract.91.3.141.19979",Logan Augustine,2024-12-19 17:51:30,Distribution Ratio,0.430347593582887,-,Temperature,25.0,C,161.395918527838 min,,,Comments,0.1 M K2Cr2O7 in solution,Volume Ratio,1.0,,
