exp_id,Extractant_Name,Extractant_Concentration_M,Acid_Name,Acid_Concentration_M,Solvent_Name,Metal_Name,Metal_Oxidation_state,Metal_Concentration_mM,Phase_Modifier_Name,Phase_Modifier_Concentration_M,Holdback_Agent_Name,Holdback_Agent_Concentration_M,Extractant_SMILES,Extractant_inchi,ini_comp,Acid_Concentration_Organic_M,f_Solvent_Name,f_Metal_Concentration_mM,DOI,entry_author,addition_date,obsDvalues,obsDvaluesValue,obsTotalEnergiesUnit,obsTemp,obsTempsValue,obsTempUnit,Contact_Time_min,Shaking_Time_min,Radiolytic_Dosage_kGy,comments_obsType,comments_description,volType,volValue,thirdType,thirdValue
3107,TDGA,0.0333 M,HNO3,0.2 M,n-Dodecane,Tc,VII , ,,,,,C(C(=O)O)SCC(=O)O,-,"HNO3, TDGA, Tc, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:16,Distribution Ratio,0.3643,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2c nan nan extraction:nan,,,,
3108,TDGA,0.0202 M,HNO3,0.2 M,n-Dodecane,Tc,VII , ,,,,,C(C(=O)O)SCC(=O)O,-,"HNO3, TDGA, Tc, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:16,Distribution Ratio,0.1867,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2c nan nan extraction:nan,,,,
3109,TDGA,0.0134 M,HNO3,0.2 M,n-Dodecane,Tc,VII , ,,,,,C(C(=O)O)SCC(=O)O,-,"HNO3, TDGA, Tc, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:16,Distribution Ratio,0.0991,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2c nan nan extraction:nan,,,,
3110,TDGA,0.0096 M,HNO3,0.2 M,n-Dodecane,Tc,VII , ,,,,,C(C(=O)O)SCC(=O)O,-,"HNO3, TDGA, Tc, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:16,Distribution Ratio,0.0606,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2c nan nan extraction:nan,,,,
3111,TDGA,0.005 M,HNO3,0.2 M,n-Dodecane,Tc,VII , ,,,,,C(C(=O)O)SCC(=O)O,-,"HNO3, TDGA, Tc, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:16,Distribution Ratio,0.0251,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2c nan nan extraction:nan,,,,
3112,TODGA,0.0707 M,HNO3,0.2 M,n-Dodecane,Tc,VII , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Tc, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:16,Distribution Ratio,1.795,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2c nan nan extraction:nan,,,,
3113,TODGA,0.1455 M,HNO3,0.2 M,n-Dodecane,Tc,VII , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Tc, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:16,Distribution Ratio,5.4047,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2c nan nan extraction:nan,,,,
3114,TODGA,0.0999 M,HNO3,0.2 M,n-Dodecane,Tc,VII , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Tc, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:17,Distribution Ratio,3.007,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2c nan nan extraction:nan,,,,
3115,TDGA,0.0501 M,HNO3,0.2 M,n-Dodecane,Tc,VII , ,,,,,C(C(=O)O)SCC(=O)O,-,"HNO3, TDGA, Tc, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:17,Distribution Ratio,0.6782,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2c nan nan extraction:nan,,,,
3116,TODGA,0.0485 M,HNO3,0.2 M,n-Dodecane,Tc,VII , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Tc, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:17,Distribution Ratio,1.0467,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2c nan nan extraction:nan,,,,
