exp_id,Extractant_Name,Extractant_Concentration_M,Acid_Name,Acid_Concentration_M,Solvent_Name,Metal_Name,Metal_Oxidation_state,Metal_Concentration_mM,Phase_Modifier_Name,Phase_Modifier_Concentration_M,Holdback_Agent_Name,Holdback_Agent_Concentration_M,Extractant_SMILES,Extractant_inchi,ini_comp,Acid_Concentration_Organic_M,f_Solvent_Name,f_Metal_Concentration_mM,DOI,entry_author,addition_date,obsDvalues,obsDvaluesValue,obsTotalEnergiesUnit,obsTemp,obsTempsValue,obsTempUnit,Contact_Time_min,Shaking_Time_min,Radiolytic_Dosage_kGy,comments_obsType,comments_description,volType,volValue,thirdType,thirdValue
2327,TODGA,0.1 M,HNO3,3 M,kerosene,UO2+2, ,1 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, UO2+2, kerosene",,kerosene,,DOI 10.1007/s10967-015-4101-x,Aurora Clark,2024-12-16 21:51:15,Distribution Ratio,2.29,-,Temperature,25.0,C,- -,30.0 min,,Comments,table1 nan nan extraction:nan,,,,
2328,TODGA,0.1 M,HNO3,3 M,n-Dodecane,UO2+2, ,1 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, UO2+2, n-Dodecane",,n-Dodecane,,DOI 10.1007/s10967-015-4101-x,Aurora Clark,2024-12-16 21:51:15,Distribution Ratio,2.47,-,Temperature,25.0,C,- -,30.0 min,,Comments,table1 nan nan extraction:nan,,,,
2329,TODGA,0.2 M,HNO3,3.08871 M,kerosene,UO2+2, ,1 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, UO2+2, kerosene",,kerosene,,DOI 10.1007/s10967-015-4101-x,Aurora Clark,2024-12-16 21:51:15,Distribution Ratio,5.36363636363637,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig1 nan nan extraction:nan,,,,
2330,TODGA,0.2 M,HNO3,2.04032 M,kerosene,UO2+2, ,1 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, UO2+2, kerosene",,kerosene,,DOI 10.1007/s10967-015-4101-x,Aurora Clark,2024-12-16 21:51:15,Distribution Ratio,2.75,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig1 nan nan extraction:nan,,,,
2331,TODGA,0.2 M,HNO3,4.14516 M,kerosene,UO2+2, ,1 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, UO2+2, kerosene",,kerosene,,DOI 10.1007/s10967-015-4101-x,Aurora Clark,2024-12-16 21:51:15,Distribution Ratio,7.36363636363636,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig1 nan nan extraction:nan,,,,
2332,TODGA,0.2 M,HNO3,0.983871 M,kerosene,UO2+2, ,1 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, UO2+2, kerosene",,kerosene,,DOI 10.1007/s10967-015-4101-x,Aurora Clark,2024-12-16 21:51:15,Distribution Ratio,0.636363636363635,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig1 nan nan extraction:nan,,,,
2333,TODGA,0.2 M,HNO3,5.19355 M,kerosene,UO2+2, ,1 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, UO2+2, kerosene",,kerosene,,DOI 10.1007/s10967-015-4101-x,Aurora Clark,2024-12-16 21:51:15,Distribution Ratio,10.7272727272727,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig1 nan nan extraction:nan,,,,
3573,TODGA,0.201868 M,HNO3,0.01 M,kerosene,UO2+2, ,1 mM,NaNO3, ,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, UO2+2, NaNO3, kerosene",,kerosene,,DOI 10.1007/s10967-015-4101-x,Aurora Clark,2024-12-16 21:53:00,Distribution Ratio,1.07303094052616,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2 nan nan extraction:nan,,,,
3574,TODGA,0.405875 M,HNO3,0.01 M,kerosene,UO2+2, ,1 mM,NaNO3, ,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, UO2+2, NaNO3, kerosene",,kerosene,,DOI 10.1007/s10967-015-4101-x,Aurora Clark,2024-12-16 21:53:00,Distribution Ratio,4.21201390188393,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2 nan nan extraction:nan,,,,
3575,TODGA,0.505946 M,HNO3,0.01 M,kerosene,UO2+2, ,1 mM,NaNO3, ,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, UO2+2, NaNO3, kerosene",,kerosene,,DOI 10.1007/s10967-015-4101-x,Aurora Clark,2024-12-16 21:53:00,Distribution Ratio,6.339,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2 nan nan extraction:nan,,,,
