exp_id,Extractant_Name,Extractant_Concentration_M,Acid_Name,Acid_Concentration_M,Solvent_Name,Metal_Name,Metal_Oxidation_state,Metal_Concentration_mM,Phase_Modifier_Name,Phase_Modifier_Concentration_M,Holdback_Agent_Name,Holdback_Agent_Concentration_M,Extractant_SMILES,Extractant_inchi,ini_comp,Acid_Concentration_Organic_M,f_Solvent_Name,f_Metal_Concentration_mM,DOI,entry_author,addition_date,obsDvalues,obsDvaluesValue,obsTotalEnergiesUnit,obsTemp,obsTempsValue,obsTempUnit,Contact_Time_min,Shaking_Time_min,Radiolytic_Dosage_kGy,comments_obsType,comments_description,volType,volValue,thirdType,thirdValue
2729,TODGA,0.0063868 M,HNO3,2.9 M,n-Dodecane,Zr, ,1.1 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,doi:10.1016/j.aca.2004.09.023,Aurora Clark,2024-12-16 21:51:47,Distribution Ratio,82.3498,-,Temperature,25.0,C,- -,50.0 min,,Comments,fig2 (IV) – assuming 100ppm 0.0 extraction:nan,,,,
2730,TODGA,0.00567081 M,HNO3,2.9 M,n-Dodecane,Zr, ,1.1 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,doi:10.1016/j.aca.2004.09.023,Aurora Clark,2024-12-16 21:51:47,Distribution Ratio,36.6897,-,Temperature,25.0,C,- -,50.0 min,,Comments,fig2 (IV) – assuming 100ppm 0.0 extraction:nan,,,,
2731,TODGA,0.00310481 M,HNO3,2.9 M,n-Dodecane,Zr, ,1.1 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,doi:10.1016/j.aca.2004.09.023,Aurora Clark,2024-12-16 21:51:47,Distribution Ratio,4.6355,-,Temperature,25.0,C,- -,50.0 min,,Comments,fig2 (IV) – assuming 100ppm 0.0 extraction:nan,,,,
2732,TODGA,0.00124076 M,HNO3,2.9 M,n-Dodecane,Zr, ,1.1 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,doi:10.1016/j.aca.2004.09.023,Aurora Clark,2024-12-16 21:51:47,Distribution Ratio,0.2802,-,Temperature,25.0,C,- -,50.0 min,,Comments,fig2 (IV) – assuming 100ppm 0.0 extraction:nan,,,,
2834,TODGA,0.005 M,HNO3,3 M,n-Dodecane,Zr, ,10.962 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,dx.doi.org/10.1016/j.hydromet.2017.03.005,Aurora Clark,2024-12-16 21:51:57,Distribution Ratio,36.517,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig3 nan nan extraction:nan,,,,
2836,TODGA,0.001 M,HNO3,3 M,n-Dodecane,Zr, ,10.962 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,dx.doi.org/10.1016/j.hydromet.2017.03.005,Aurora Clark,2024-12-16 21:51:57,Distribution Ratio,0.269,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig3 nan nan extraction:nan,,,,
2842,TODGA,0.002 M,HNO3,3 M,n-Dodecane,Zr, ,10.962 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,dx.doi.org/10.1016/j.hydromet.2017.03.005,Aurora Clark,2024-12-16 21:51:57,Distribution Ratio,4.642,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig3 nan nan extraction:nan,,,,
2915,TODGA,0.0049 M,HNO3,2.9 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.1080/18811248.2007.9711301,Aurora Clark,2024-12-16 21:52:02,Distribution Ratio,88.0613,-,Temperature,25.0,C,- -,32.0 min,,Comments,Fig4 (IV) – assuming 100ppm 0.0 extraction:nan,,,,
2938,TODGA,0.0031 M,HNO3,2.9 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.1080/18811248.2007.9711301,Aurora Clark,2024-12-16 21:52:03,Distribution Ratio,20.2651,-,Temperature,25.0,C,- -,32.0 min,,Comments,Fig4 (IV) – assuming 100ppm 0.0 extraction:nan,,,,
2939,TODGA,0.0023 M,HNO3,2.9 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.1080/18811248.2007.9711301,Aurora Clark,2024-12-16 21:52:04,Distribution Ratio,6.7332,-,Temperature,25.0,C,- -,31.0 min,,Comments,Fig4 (IV) – assuming 100ppm 0.0 extraction:nan,,,,
2940,TODGA,0.002 M,HNO3,2.9 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.1080/18811248.2007.9711301,Aurora Clark,2024-12-16 21:52:04,Distribution Ratio,4.6635,-,Temperature,25.0,C,- -,30.0 min,,Comments,Fig4 (IV) – assuming 100ppm 0.0 extraction:nan,,,,
2941,TODGA,0.0016 M,HNO3,2.9 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.1080/18811248.2007.9711301,Aurora Clark,2024-12-16 21:52:04,Distribution Ratio,1.3453,-,Temperature,25.0,C,- -,30.0 min,,Comments,Fig4 (IV) – assuming 100ppm 0.0 extraction:nan,,,,
2965,TODGA,0.001 M,HNO3,2.9 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.1080/18811248.2007.9711301,Aurora Clark,2024-12-16 21:52:05,Distribution Ratio,0.301,-,Temperature,25.0,C,- -,30.0 min,,Comments,Fig4 (IV) – assuming 100ppm 0.0 extraction:nan,,,,
3135,TODGA,0.0047 M,HNO3,3 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:18,Distribution Ratio,86.8393,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2b nan nan extraction:nan,,,,
3136,TODGA,0.0018 M,HNO3,3 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:18,Distribution Ratio,2.2318,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2b nan nan extraction:nan,,,,
3137,TODGA,0.003 M,HNO3,3 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:18,Distribution Ratio,15.0249,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2b nan nan extraction:nan,,,,
3152,TODGA,0.0038 M,HNO3,3 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:19,Distribution Ratio,38.9843,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2b nan nan extraction:nan,,,,
3164,TODGA,0.001 M,HNO3,3 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:19,Distribution Ratio,0.2688,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2b nan nan extraction:nan,,,,
3165,TODGA,0.0014 M,HNO3,3 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:19,Distribution Ratio,0.828,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2b nan nan extraction:nan,,,,
3167,TODGA,0.002 M,HNO3,3 M,n-Dodecane,Zr,IV , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Zr, n-Dodecane",,n-Dodecane,,https://doi.org/10.15261/serdj.26.21,Aurora Clark,2024-12-16 21:52:20,Distribution Ratio,4.434,-,Temperature,25.0,C,- -,30.0 min,,Comments,fig2b nan nan extraction:nan,,,,
