exp_id,Extractant_Name,Extractant_Concentration_M,Acid_Name,Acid_Concentration_M,Solvent_Name,Metal_Name,Metal_Oxidation_state,Metal_Concentration_mM,Phase_Modifier_Name,Phase_Modifier_Concentration_M,Holdback_Agent_Name,Holdback_Agent_Concentration_M,Extractant_SMILES,Extractant_inchi,ini_comp,Acid_Concentration_Organic_M,f_Solvent_Name,f_Metal_Concentration_mM,DOI,entry_author,addition_date,obsDvalues,obsDvaluesValue,obsTotalEnergiesUnit,obsTemp,obsTempsValue,obsTempUnit,Contact_Time_min,Shaking_Time_min,Radiolytic_Dosage_kGy,comments_obsType,comments_description,volType,volValue,thirdType,thirdValue
2642,TODGA,0.001 M,HNO3,3 M,n-Dodecane,Sc, , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sc, n-Dodecane",,n-Dodecane,,DOI:10.1080/07366299.2013.800431,Aurora Clark,2024-12-16 21:51:42,Distribution Ratio,0.0342,-,Temperature,25.0,C,- -,30.0 min,,Comments,Fig7 nan 0.0 extraction:nan,,,,
2643,TODGA,0.002 M,HNO3,3 M,n-Dodecane,Sc, , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sc, n-Dodecane",,n-Dodecane,,DOI:10.1080/07366299.2013.800431,Aurora Clark,2024-12-16 21:51:42,Distribution Ratio,0.1238,-,Temperature,25.0,C,- -,30.0 min,,Comments,Fig7 nan 0.0 extraction:nan,,,,
2644,TODGA,0.005 M,HNO3,3 M,n-Dodecane,Sc, , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sc, n-Dodecane",,n-Dodecane,,DOI:10.1080/07366299.2013.800431,Aurora Clark,2024-12-16 21:51:42,Distribution Ratio,0.7401,-,Temperature,25.0,C,- -,30.0 min,,Comments,Fig7 nan 0.0 extraction:nan,,,,
2645,TODGA,0.0101 M,HNO3,3 M,n-Dodecane,Sc, , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sc, n-Dodecane",,n-Dodecane,,DOI:10.1080/07366299.2013.800431,Aurora Clark,2024-12-16 21:51:42,Distribution Ratio,6.8427,-,Temperature,25.0,C,- -,30.0 min,,Comments,Fig7 nan 0.0 extraction:nan,,,,
2646,TODGA,0.0198 M,HNO3,3 M,n-Dodecane,Sc, , ,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sc, n-Dodecane",,n-Dodecane,,DOI:10.1080/07366299.2013.800431,Aurora Clark,2024-12-16 21:51:42,Distribution Ratio,38.3119,-,Temperature,25.0,C,- -,30.0 min,,Comments,Fig7 nan 0.0 extraction:nan,,,,
2728,TODGA,0.00107404 M,HNO3,2.9 M,n-Dodecane,Sc, ,2.22 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sc, n-Dodecane",,n-Dodecane,,doi:10.1016/j.aca.2004.09.023,Aurora Clark,2024-12-16 21:51:47,Distribution Ratio,0.0345,-,Temperature,25.0,C,- -,50.0 min,,Comments,fig2 (III) – assuming 100ppm 0.0 extraction:nan,,,,
2745,TODGA,0.0221661 M,HNO3,2.9 M,n-Dodecane,Sc, ,2.22 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sc, n-Dodecane",,n-Dodecane,,doi:10.1016/j.aca.2004.09.023,Aurora Clark,2024-12-16 21:51:48,Distribution Ratio,40.2174,-,Temperature,25.0,C,- -,50.0 min,,Comments,fig2 (III) – assuming 100ppm 0.0 extraction:nan,,,,
2746,TODGA,0.0118512 M,HNO3,2.9 M,n-Dodecane,Sc, ,2.22 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sc, n-Dodecane",,n-Dodecane,,doi:10.1016/j.aca.2004.09.023,Aurora Clark,2024-12-16 21:51:48,Distribution Ratio,7.2574,-,Temperature,25.0,C,- -,50.0 min,,Comments,fig2 (III) – assuming 100ppm 0.0 extraction:nan,,,,
2747,TODGA,0.00593572 M,HNO3,2.9 M,n-Dodecane,Sc, ,2.22 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sc, n-Dodecane",,n-Dodecane,,doi:10.1016/j.aca.2004.09.023,Aurora Clark,2024-12-16 21:51:48,Distribution Ratio,0.7286,-,Temperature,25.0,C,- -,50.0 min,,Comments,fig2 (III) – assuming 100ppm 0.0 extraction:nan,,,,
2748,TODGA,0.00224227 M,HNO3,2.9 M,n-Dodecane,Sc, ,2.22 mM,,,,,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,-,"HNO3, TODGA, Sc, n-Dodecane",,n-Dodecane,,doi:10.1016/j.aca.2004.09.023,Aurora Clark,2024-12-16 21:51:48,Distribution Ratio,0.1225,-,Temperature,25.0,C,- -,50.0 min,,Comments,fig2 (III) – assuming 100ppm 0.0 extraction:nan,,,,
