extractant,target,cell_mean,cell_pooled,cell_pairpooled
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,5336017ed36fd28f,0.15448757693794807,,0.09169504255246574
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,5a6a2f3bf13a7d55,0.12637327768396428,,0.06857426497668656
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,b0a65fc4ebf31640,0.14299170970199196,,0.09070030063470876
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,b3f035de0e7be945,0.10297399281707054,,0.10297399281707054
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,c61ecb085d8df371,0.12637327768396428,,0.06857426497668656
CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,cea7fbe06302870b,0.3475926847096472,,0.3475926847096472
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,0f9c166921b14844,0.24415080900368555,,0.2645570560231932
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,24f200d78a2ccb55,0.2669333588137429,,0.28612212779105495
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,343f9328b4ddf79c,0.3053765972225822,,0.3053765972225822
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,4f2be71378594542,0.25854842131868405,,0.27308369647339314
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,519ef744e75b8881,0.2635637072381775,,0.28972537049740416
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,71dc32e0ed7e16a2,0.2588356624791784,,0.29553050278779586
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,815c365f83ac70cf,0.8408159912334101,,0.8253042886074976
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,9a5a0eda0a6fd590,0.2571521211596301,,0.2915706902366355
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,9ed4efa5a12f8c67,0.31543197778127047,,0.3110624889389613
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,9f318a8d2aacfaf8,0.43421833741238147,,0.43421833741238147
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,a155938e4ae9d704,0.4352851568405926,,0.48223181299871465
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,adf989d8af50b9a8,0.19831380050985326,,0.22254487289437963
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,b35f13943d04ca50,0.325837204217508,,0.3398958591119909
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,b67683ce7ad0ddd2,0.34465303880072146,,0.41316027380963627
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,d871da32cd728745,0.2921588957047111,,0.29227381694364085
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,e7c3a51331914d65,0.3770718272492563,,0.3757069687619207
CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,ee9ed6c5b9f7b397,0.3000136520569607,,0.2950816065383405
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,5fe61fb5cb043ac8,0.18523741568202567,,0.18523741568202565
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,6b5aa379bd39e0ef,0.22904821447368917,,0.22904821447368912
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,75373a48cee6831b,0.1389715527128681,,0.13897155271286807
