cell_id,extractant,n_metals,amplitude,curvature,curve_sd,r2,r2_linear
815c365f83ac70cf,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,6,-0.04737404681909141,0.8838912691477623,0.5924944584976896,0.6115293628278754,0.15671611426155618
9a5a0eda0a6fd590,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,6,-0.6030623279975212,-0.07243159383265552,0.4283101382524483,0.9928512380096802,0.987006791619132
e7c3a51331914d65,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,6,-0.5800866017497827,0.004638341921794353,0.499381044939568,0.7280904982269922,0.7280728676949952
a155938e4ae9d704,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,6,-0.6438653846197394,-0.37480103118958175,0.5256513862426065,0.6460836950350208,0.542185038819226
ca0b84d43992b03d,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,14,-0.8163743991830493,-0.10277103430815726,0.8642142140983818,0.9879712286846528,0.9777142546507877
d4a3b4eae29da29b,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,14,-0.5921349461189462,-0.1002478070700401,0.640108510914852,0.9844692256003645,0.966679749000618
5fe61fb5cb043ac8,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,7,-0.6834385102908936,-0.06656627345530408,0.5179919474215994,0.9868752852736082,0.9852857509030638
75373a48cee6831b,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,7,-0.6486462324543961,-0.14679663360690082,0.5872818060025005,0.9836969731316813,0.9776832067946766
6b5aa379bd39e0ef,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,7,-0.32247176204552275,-0.4478487888010765,0.7218457426347651,0.988938963976596,0.9518895400554108
543ce167788b1f3e,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,13,-1.3309870353215543,-0.08105400193119738,1.3813422813685523,0.9632162061726054,0.9606094005446415
5a784610642d15eb,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,14,-1.1439339583395163,-0.09156693076426925,1.1909451214039706,0.9825501482635831,0.9782625466408873
a1da294020dc650f,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,5,-0.30714440385437736,-0.0440287256113443,0.3618893145082515,0.9884251969202721,0.971611476892959
26cbed1ed70886fe,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8,-0.3329203074515154,0.06294412329109883,0.3247133046120342,0.828844738229688,0.7929702860432489
34036c3b224f37de,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,5,-0.2393538766146196,0.044102236990877036,0.2494728539649065,0.9555661490668191,0.9200670159762732
4fcbabe856178b53,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8,-1.7887126547205865,-0.7588704765908865,0.3372616944767822,0.9749341916562616,0.8464180792435134
492b7bdb48f08e41,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6,-1.7862947262675428,0.41313877484070227,0.5759925496844617,0.9970461013369845,0.9632441889263837
40257a80e298d1e7,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8,-1.5895793432968963,-0.7109888633879028,0.28110081910474727,0.9754193883128871,0.8130299891650472
d107e225e8d2b292,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6,-2.299516136084347,0.5556349379198653,0.7200703237030897,0.987826177930707,0.948704960967642
b4fd2a49bcbf3d25,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8,-0.3525078990371696,-0.43413994537133654,0.137992668124532,0.9107438186958863,0.6594951487270138
754e9dee83f16dd1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6,-1.0081377598476755,-0.010404546712339369,0.5911053100405603,0.9926586037170183,0.9926382473769888
a1364f38e19a30c6,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8,0.025504493765523648,0.08096144751229994,0.0998049767793769,0.1637099181205991,0.14700638150160417
ad16fef01adc5432,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6,0.6083263112895817,-0.5442773952451164,0.3136034909335189,0.8573342456520509,0.6594269027944767
a1d1bb9061317e70,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8,0.7175936273610278,0.4378603941334575,0.09893379312992706,0.6885451781378598,0.1913369494977596
818f1d78902d2a6d,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6,1.1115322091747069,-0.38810057411996635,0.22961742353692938,0.9971835036302074,0.8094844941840217
bd699b6a4b2c634b,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8,0.09617987654867716,-0.02174340595639348,0.056965497934369315,0.9275496783233462,0.9238515016607393
b3438d0b792d8a58,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6,1.0653607833868197,-0.3749822126425657,0.2177189925824811,0.9944689892550839,0.7995690104214069
d5e6b9dc02e2364e,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8,0.1556446157222967,-0.07105065544524936,0.11174060275324289,0.9870193392093236,0.9767564306686575
180c0a7827d406e0,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6,0.6235307045563566,-0.1872285970548047,0.1574494703315783,0.9964660696444464,0.9035597946865019
80b108c560581bbc,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8,1.1140573185187388,0.2681174684857561,0.32232405592144064,0.9893041760655655,0.9717402709384578
77428ad94822a7d6,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6,1.4735874666609228,-0.5344436827644833,0.28918790105391773,0.9825473076308843,0.7581452953121175
372778033811af53,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,9,0.756404231779148,-0.07209525269188632,0.6562493016844879,0.9845557199584748,0.9752757835884758
71f1d37fa44d6ef0,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,7,1.8966943264846174,-0.7508336385340209,0.5463666202024394,0.6906593015246024,0.5088874730075821
26c34ebae098cb88,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,8,-0.278668141310526,-0.0559044947288076,0.23107534757071604,0.9656857137125681,0.9581675592159329
24e25ef33361b113,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,8,-0.39801773795440537,-0.05787075899560257,0.3157677095679333,0.9550819009338708,0.9507676247304274
867065d232568bc2,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,8,-0.44608222676891984,-0.0985306412499195,0.3778570747198806,0.9588786857249727,0.9501446990462298
1d24c65c4467674c,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,8,-0.3532661513598167,-0.12875702009474999,0.3369392218543546,0.9588640062535527,0.9401069915154054
bd3fc29ffabf7ddb,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,8,-0.3252907547556487,-0.10147833676353679,0.3015046135536882,0.9335279513041445,0.9189772548869115
d2ff63c7d43f2890,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.021029039868311006,0.3806020778840655,0.22159439928204802,0.29349421184397206,0.0025794772878754424
c03f1b0e1f75ae1a,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,0.011129828030495663,-0.02208401958936979,0.013071386877412614,0.5635935335696495,0.2821094275750954
61603b00599eb0d5,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,14,-0.1801173083373882,0.003241834212838579,0.17967807593268775,0.9917460887822467,0.9915099800565078
526c53b206ce2492,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.21949360857125888,0.04573117565154472,0.141957691925511,0.9698588472774397,0.9596247900528537
80c76967ecfe2dc2,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.1691238804574245,0.023865720161691972,0.10773910193648885,0.9950901713501904,0.9902513080503892
3983850cd373720d,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.09736905058799715,0.01674973575509013,0.06243830166950099,0.9838593597595716,0.9767626879057165
73b19eb785eed129,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.14526884834450934,-0.035736346077341094,0.09358652566426588,0.9891718607676546,0.9747926645951431
0b799dd83f93411e,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.14587508450933265,-0.010343051309703782,0.09284059585189425,0.9970065645371998,0.9957826178881224
d4c1e23a091d0960,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,0.18023681256662477,-0.35635576508062106,0.19699742849722557,0.6484561226670901,0.32576469267668695
e4ee526bda3920c2,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.02837206980674639,-0.14992862162608042,0.13621450812908917,0.138585632650437,0.019114403675814295
4c5b14e536cc1334,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.07158628652341148,0.024984747149266483,0.0788178102254303,0.3402221093501686,0.33031282809264473
a00500e26347bc0e,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.26338771161462093,-0.01816185346141208,0.16942395362080842,0.9759093246719749,0.9747761113329513
5b0255daf759f446,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.19610495599013783,-0.09278123012802461,0.12967075309712592,0.9794332383817174,0.9289465186975097
4998005b3d3757a8,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.14306197310828586,-0.0539060133145529,0.09489994415004495,0.9533117438664984,0.9214929669054954
63d11bbb7d28eb4c,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.08311892937100004,0.0014281172098168926,0.0830102155906205,0.4038161244791043,0.4037869363949669
e4ff4ed289f6bac3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.037949984777256626,0.008385238224674137,0.03281880211741186,0.5430470445644306,0.5366094098856049
124db139bedffacf,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.10149443737584009,-0.02593782357513931,0.06637348584741513,0.9612117717205484,0.9461519865097088
cb4273c993344634,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.0979514594755046,-0.03886178626060928,0.06442138163738463,0.9736356121035038,0.9377494994978923
4759cae892250232,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.07598937764755641,-0.005666190751366554,0.04868879437296905,0.9838827402359663,0.9825471743793569
830861fddf3571ee,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6,-0.08092384796861289,-0.0008873001690278687,0.05176308895547929,0.9848106302590811,0.9847816540393514
259e68bb986bb484,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,8,-0.3329203074515154,0.06294412329109883,0.3247133046120342,0.828844738229688,0.7929702860432489
1ae01662fc857c0c,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,14,-0.06563823342691943,-0.23079076830813883,0.2676351520072018,0.8590397639833784,0.3196891610747985
303084e36adee19e,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,13,0.3957563500611989,-0.30464392530114515,0.3461964277793848,0.8953398205364647,0.42200183994163165
8cb0deef770e3ca0,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,14,0.0579210132099727,0.08250815401862804,0.30568109678242833,0.13676393902957162,0.083922189665386
39e5721af352391f,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,9,0.275333170007566,-0.09199956919741678,0.19372854063142525,0.7396260514229163,0.6440575263604253
e50fafc498d71881,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,14,0.3645905740154952,-0.21253619427938225,0.35554265803732477,0.9048107200355215,0.6456298274647542
67f2cc5a43a622c3,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,9,0.5951152624323643,-0.127181659005013,0.42109881799799415,0.8934757057261729,0.8548201931263466
6b4bf3c0659fff4c,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,13,-0.5125171348595428,-0.2446902552336218,0.6741084121531664,0.9618329000625653,0.870625860750126
459b90da32d12340,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,10,-0.7747022469334084,-0.2034661031493481,0.9511670868782698,0.9821733786128596,0.9499720059599752
e29c1cf41e785a94,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5,-0.9376045452078678,0.0023104746486641847,1.0399928774684875,0.9828859869758968,0.9828840069891672
61f97ff8feb9afab,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9,-0.9119085607551719,-0.13833984794274157,0.7792378026744483,0.9833434066174159,0.970615674051886
929b2959e4085af9,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,6,-1.3169577186499157,0.14804337023046243,0.9033478915795189,0.991737437010369,0.9799799866114784
4ae2a0e0a04e22fc,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,6,-1.0728798082335351,-0.010323133449079203,1.0744671215705381,0.9989372160152361,0.9989056569367081
f76d16dc48d41e27,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,14,-0.8819336950010512,-0.005122227681981784,0.8976464272371475,0.9694887442542797,0.969465127089712
76711e79e2ec01ef,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,11,-1.0851400535465927,-0.02979755974762388,1.1057187793366154,0.9905537650195851,0.9900511195862841
b7bc69fc789d9b76,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,7,-1.0215357513173928,-0.044922400999397816,1.1107289592252818,0.9782622748669438,0.976677155340556
0abbcf420e23e3c7,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,14,-1.0985528640084932,-0.03582397067402332,1.120483159335735,0.985396739077864,0.9846553308765973
652810ec40425074,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,14,-1.1415545066284152,-0.05122282186329663,1.1704882878301657,0.9845169049622777,0.9831278690737627
85fadbeefe51dede,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5,0.09650841085422046,2.5803150930701833,0.23933034146484433,0.8433424063650778,0.03027200620743209
4e816bdc993aa716,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5,-0.03145037423932684,0.9368528645608849,0.11504159204928695,0.5625799573560897,0.09869402985074294
e492acad0936b2a0,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5,0.02936720631030254,1.9054634533441577,0.19064542746246532,0.752018633540376,0.05326086956521692
9171eebe4dc639c6,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5,0.16641546944622787,2.246858988734976,0.1908590068449158,0.9722671417919818,0.0028638243069212255
af971a0b699f29ae,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,14,-1.1019680166171504,-0.042947997174611174,1.1238635534430432,0.9904982891519107,0.9894390859904263
8226bcd57b08d4d8,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,10,-1.1459844642106682,-0.03282753014611295,1.1387701835156192,0.9807253415660026,0.9800654998832636
44012938119033a5,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,14,-1.149899964296425,-0.04783471491818814,1.177738097901757,0.9841545877981375,0.9829580965025029
4cb2ffb4332ca124,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,11,-1.190462041374989,0.009138253766580506,1.0953154090589183,0.9857816883097584,0.9857388001792246
5169c377777d282b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,14,-1.1526599877572021,-0.039683306057015866,1.1777237876558102,0.9833570700630268,0.9825335969752099
9f969f90406c97a4,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,14,-0.9371835160507915,-0.1695245633199437,1.0178205507206994,0.9856472355980435,0.9655265187564731
4abc313a070a9a28,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,8,-0.2994077364968955,-0.006290548764481707,0.2993005753167403,0.9020016053156514,0.901579872854234
070747aae4dc989c,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,6,1.408546803153715,2.0848757182084503,0.5242871563506151,0.9540960494503553,0.3540452305194284
baac03fd9286c92d,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,6,1.659148555652968,2.2543612071670287,0.5493229374435593,0.8850626728086157,0.2459790839734104
74533b00ce755709,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,6,0.39183061425447385,1.2714285667616536,0.49864332540130574,0.932459806179957,0.6857593017422767
953982f25eb9e94b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,8,-0.40635009167284025,0.3275490863562256,0.4581270210627564,0.5633398516819348,0.2037846359020532
d4654555019558c8,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,6,-0.7021193458518049,0.2963248648042094,0.4680538927189715,0.9910952595598261,0.8202501452031183
6bc4387fd909f896,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,14,-0.8554105611572221,-0.2511338054596861,0.9820331216355496,0.9805982994114985,0.93316550673215
f6224659cc3203a0,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,8,-0.2458145578241953,-0.017905582228136402,0.2494021712598011,0.917197556887478,0.9122765780002058
366305791859fdae,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,8,-0.27351487120459483,-0.028068369796738324,0.2780645314609933,0.939910325025767,0.9301824439056214
131a35ee31599805,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,14,-0.7552764560114249,-0.3147524237219048,0.9244575569385212,0.9740842834056018,0.8900058088440388
5fb4f83d5104f22b,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,14,-0.7449008531665898,-0.16295999726441723,0.8242117289115839,0.9832333787788384,0.9548799851014071
3634230792682dfb,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,14,-0.8227606068958184,-0.3204613299748562,0.9924255110281271,0.9760868010640644,0.900459947204413
1fb1bf5499f79939,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,13,-0.9496751593990178,-0.18458617378883035,0.8950632118539998,0.963754630843962,0.9419156602399615
3ebd75679757f580,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,14,-1.0387247330670217,-0.1812956445827998,1.128534753157876,0.9792401466952002,0.960521886598177
0ff595d576155f6c,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,14,-0.23035962350705988,-0.22338671526229373,0.3785592382133061,0.9374862428738802,0.6849244814191339
14adb12855160ba8,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,9,0.08999102420933143,0.08091363296858717,0.23882794228206747,0.36031870867632076,0.3116775805898704
7ef399519f43aa6d,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,7,-0.3739907210589337,-0.6894226446101622,1.0735862982630915,0.8923548424547916,0.7356605044063134
37eb96b580471a48,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,14,-0.949224920105072,-0.1980082370331313,1.0437586151806064,0.9862321275366193,0.9601293345461435
75aae14ed0f55590,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,14,-0.691907794522337,0.04194014066876239,0.6951082372381269,0.9493593398220721,0.9467189046639441
029b985df55ed873,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,14,-0.12417692923737994,0.43852987120027126,0.3873164735065801,0.9397451727670337,0.009950536956042755
