arm,published_all_extractants,eligible_extractants_all_rows,k0_random,k0free_random,k0_adjacent,k0free_adjacent,k0_widest,k0free_widest,k0_foreign,k0free_foreign,k0_cross_condition,k0free_cross_condition
A2_refit_TP,0.3174635416663392,0.31132694302069275,0.3115886151126216,0.3321519679702895,0.3283223416523417,0.37614246601040713,0.2829471951348368,0.3093108575244739,0.3115886151126216,0.3115886151126216,0.37370180165316164,0.37370180165316164
A2_refit,0.31922069395861274,0.3131201976566079,0.3133584583924029,0.3339717260162721,0.32975475725547954,0.3778703883370571,0.28492678489022627,0.31106738196173617,0.3133584583924029,0.3133584583924029,0.3748951266725669,0.3748951266725669
PAIRMEAN_baseline,0.4481814482251588,0.4435786489552672,0.44314594215534087,0.4420779843859042,0.4807206006291887,0.5103549071937573,0.37958720117098016,0.39982474539074847,0.44314594215534087,0.44314594215534087,0.3932572578067498,0.3932572578067498
ZERO,0.635955683807689,0.6439583946055218,0.6430379018302027,0.6486682126720233,0.7045702480420437,0.7698121857724756,0.5408645751128157,0.5844848153559423,0.6430379018302027,0.6430379018302027,0.4051219383508771,0.4051219383508771
