arm,policy,form,lam,k,macro_mae,macro_mae_free,pooled_mae,pooled_r2,macro_r2_median,dispersion,sign_acc,reject_frac,n_rows,n_rows_free,n_ext,k0_macro_mae,k0_macro_mae_free,k0_pooled_mae,delta
A2_refit,adjacent,affine,0.03,1,0.33368601870889686,0.3673959168388684,0.436053766187094,0.32216220110995475,0.36874367497008265,0.7752373081196524,0.818256837472493,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.010474471498188698
A2_refit,adjacent,affine,0.03,2,0.34889511780929583,0.3794992451128493,0.43232248329105827,0.2814051845658281,0.2845773491279334,0.8293095886938737,0.8319034894687206,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,-0.00162885677579222
A2_refit,adjacent,affine,0.03,3,0.34511011593335994,0.37069214898668884,0.4266460946711049,0.2690241062438636,0.2846686733017783,0.8212816072706033,0.8406680289217228,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.007178239350368265
A2_refit,adjacent,affine,0.03,5,0.3336549684240066,0.3363241766897299,0.4186877246054042,0.2679426658601146,0.33776944843440404,0.8194796893416173,0.8452357749135493,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.04154621164732719
A2_refit,adjacent,affine,0.03,10,0.24481193036868384,0.27269431944849454,0.39429254421430227,0.3360399755844373,0.49937224213740106,0.7515669909422863,0.8565246777742848,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.10517606888856257
A2_refit,adjacent,affine,0.1,1,0.3311208322957756,0.3655995167070586,0.43382873602516464,0.326311785490237,0.37610742842727046,0.7708925411286535,0.8213439170072304,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.012270871629998514
A2_refit,adjacent,affine,0.1,2,0.3148615222817521,0.34576131464442295,0.41649473882148114,0.3566817682309007,0.3961070697129597,0.7700677218356952,0.8356585979251807,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.03210907369263416
A2_refit,adjacent,affine,0.1,3,0.3082041656921614,0.3357797305998039,0.4071457603287881,0.37252972345683383,0.3908322842658359,0.7591085151592305,0.8455014146494813,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.04209065773725318
A2_refit,adjacent,affine,0.1,5,0.30030874716154426,0.3142546732773756,0.3990841354091319,0.38004887873064663,0.42565994800454365,0.75642166401129,0.8531593838415592,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.0636157150596815
A2_refit,adjacent,affine,0.1,10,0.24522801068207287,0.27305600763793636,0.3840998256745522,0.4004093183685645,0.513567492310684,0.7235703333641219,0.8634155925809495,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.10481438069912075
A2_refit,adjacent,affine,0.3,1,0.3260973822594567,0.362425565850312,0.4295406558979383,0.33340387389632753,0.389142257090261,0.7620045433039531,0.8282096824897831,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.015444822486745113
A2_refit,adjacent,affine,0.3,2,0.30831346301848617,0.34202223932695863,0.41505690439563897,0.36406023963646195,0.4240950306849916,0.7546165968349391,0.8377412763281986,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.03584814901009847
A2_refit,adjacent,affine,0.3,3,0.2985266345195735,0.33047596905717347,0.40564423547638756,0.38482312409611713,0.4276143868875291,0.7452163290351888,0.8452137692549513,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.04739441927988364
A2_refit,adjacent,affine,0.3,5,0.28507248196505663,0.31184594623417883,0.39679538064415054,0.40095854829948985,0.45058785730651535,0.7384938525441991,0.851766740018862,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.06602444210287828
A2_refit,adjacent,affine,0.3,10,0.2540255347367929,0.284000080185247,0.3841009867819948,0.4210962291085651,0.5074782498304469,0.7175720781027538,0.860580006287331,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.09387030815181013
A2_refit,adjacent,affine,1.0,1,0.32044996177419743,0.3606619148455141,0.42476678904052656,0.3376079535729332,0.40910855741096447,0.7490070737751863,0.8403096510531279,0.0,6362.0,5973.68,32,0.32975475725547954,0.3778703883370571,0.4332515560107632,0.01720847349154303
