arm,policy,k,form,lam,is_control,macro_k0_confirm,macro_confirm,delta_mean_confirm,delta_mean_incl_selection,positive_confirm_seeds,seed_delta_spread,per_seed_delta,pooled_mae_k0_confirm,pooled_mae_confirm,boot_delta_confirm,ci95_low,ci95_high,p_worse_one_sided,extractants_improved,n_extractants,holm_family_size,holm_p_one_sided,passes_rule
PAIRMEAN_baseline,foreign,10,scale,10.0,True,0.4413826582192063,0.46010264218164426,-0.018719983962437972,-0.019089405559359562,0,0.01597740017686622,104729:-0.0206;130363:-0.0268;155921:-0.0207;196613:-0.0108;262147:-0.0166,0.37878244803963257,0.3987894755641453,-0.01871998396243798,-0.028634546112297418,-0.00875338194938511,1.0,8,32,80,,False
PAIRMEAN_baseline,random,1,scale,0.1,False,0.43999470211545977,0.31175957854679515,0.12823512356866465,0.1292163004260347,4,0.025525615273250424,104729:+0.1331;130363:+0.1434;155921:+0.1184;196613:+0.1332;262147:+0.1179,0.37878244803963257,0.3452925055148326,0.098896272626141,0.00533391912382415,0.17737668276522484,0.019596080783843232,23,32,80,0.13717256548690263,False
PAIRMEAN_baseline,random,2,trend,0.1,False,0.43999470211545977,0.264220741093087,0.17577396102237275,0.17663637967498383,4,0.02565414333448479,104729:+0.1801;130363:+0.1816;155921:+0.1759;196613:+0.1856;262147:+0.1600,0.37878244803963257,0.3352153157255585,0.14134491712077862,0.03798569689715331,0.22990399822310917,0.0065986802639472104,23,32,80,0.09238152369526095,False
PAIRMEAN_baseline,random,3,trend,0.1,False,0.43999470211545977,0.23838140502350325,0.20161329709195652,0.20327096588837987,4,0.02689542051869842,104729:+0.2099;130363:+0.2089;155921:+0.1974;196613:+0.2135;262147:+0.1866,0.37878244803963257,0.32128388774654015,0.16658985606503002,0.0559536531648377,0.2665096654388679,0.002599480103979204,24,32,80,0.046790641871625675,True
PAIRMEAN_baseline,random,5,trend,0.1,False,0.43999470211545977,0.21490417292885827,0.2250905291866015,0.2274180273680293,4,0.028120193398776472,104729:+0.2367;130363:+0.2334;155921:+0.2215;196613:+0.2368;262147:+0.2087,0.37878244803963257,0.29634737616717327,0.19387600744977926,0.09197217095211443,0.290374588488505,0.0003999200159968006,26,32,80,0.015996800639872025,True
PAIRMEAN_baseline,random,10,trend,0.1,False,0.43999470211545977,0.19678504778243827,0.24320965433302155,0.24504403584965653,4,0.023229939518650045,104729:+0.2524;130363:+0.2500;155921:+0.2394;196613:+0.2533;262147:+0.2301,0.37878244803963257,0.2730177102561637,0.22065042152806125,0.13417475629372583,0.3113502987239212,0.0001999600079984003,28,32,80,0.015996800639872025,True
PAIRMEAN_baseline,widest,1,scale,1.0,False,0.39868795966074494,0.24413087959507507,0.15455708006566987,0.15600310818588406,4,0.013635413413063374,104729:+0.1618;130363:+0.1585;155921:+0.1482;196613:+0.1611;262147:+0.1505,0.35741891765174305,0.3101532698201064,0.15455708006566982,0.09242393472677692,0.2213940430969195,0.0001999600079984003,22,27,80,0.015996800639872025,True
PAIRMEAN_baseline,widest,2,trend,0.3,False,0.39868795966074494,0.2178724793290528,0.18081548033169215,0.18194350257838515,4,0.016809222918900135,104729:+0.1865;130363:+0.1870;155921:+0.1791;196613:+0.1870;262147:+0.1702,0.35741891765174305,0.289344688523053,0.18081548033169212,0.1098502605671027,0.25545524487970633,0.0001999600079984003,20,27,80,0.015996800639872025,True
PAIRMEAN_baseline,widest,3,trend,0.3,False,0.39868795966074494,0.2093588590024854,0.18932910065825947,0.19063711343436357,4,0.016153458041455737,104729:+0.1959;130363:+0.1944;155921:+0.1879;196613:+0.1953;262147:+0.1797,0.35741891765174305,0.27921702001970483,0.18932910065825947,0.11757269157944163,0.267726907422482,0.0001999600079984003,23,27,80,0.015996800639872025,True
PAIRMEAN_baseline,widest,5,trend,0.3,False,0.39868795966074494,0.2029294836494214,0.1957584760113235,0.19711862005459319,4,0.01778156066983258,104729:+0.2026;130363:+0.2018;155921:+0.1931;196613:+0.2029;262147:+0.1851,0.35741891765174305,0.2654599388935812,0.1957584760113235,0.12492909347939854,0.27295275424178633,0.0001999600079984003,22,27,80,0.015996800639872025,True
PAIRMEAN_baseline,widest,10,trend,0.3,False,0.39868795966074494,0.19394925301663066,0.20473870664411425,0.20633679656943257,4,0.019261754204332043,104729:+0.2127;130363:+0.2114;155921:+0.2021;196613:+0.2120;262147:+0.1935,0.35741891765174305,0.2535615685627577,0.20473870664411423,0.13226824304064067,0.2818941047355524,0.0001999600079984003,26,27,80,0.015996800639872025,True
ZERO,adjacent,1,affine,0.03,False,0.768634261789726,0.685723778058104,0.08291048373162199,0.08381124684130237,4,0.008933763273186068,104729:+0.0874;130363:+0.0885;155921:+0.0818;196613:+0.0818;262147:+0.0796,0.6798118762472771,0.6144009269811862,0.08291048373162199,0.05332662678095637,0.11449119371717821,0.0001999600079984003,21,27,80,0.015996800639872025,True
ZERO,adjacent,2,affine,0.03,False,0.768634261789726,0.6699954698456838,0.09863879194404229,0.09849887203301504,4,0.010861984431994043,104729:+0.0979;130363:+0.1011;155921:+0.1041;196613:+0.0932;262147:+0.0962,0.6798118762472771,0.5994367371197229,0.09863879194404228,0.06660756642196419,0.13200788155674692,0.0001999600079984003,22,27,80,0.015996800639872025,True
ZERO,adjacent,3,affine,0.03,False,0.768634261789726,0.6645625020572945,0.10407175973243155,0.10357356675364833,4,0.009221737299191513,104729:+0.1016;130363:+0.1042;155921:+0.1088;196613:+0.0995;262147:+0.1038,0.6798118762472771,0.5934407273577236,0.10407175973243156,0.0719506047851969,0.13966974570813837,0.0001999600079984003,23,27,80,0.015996800639872025,True
ZERO,adjacent,5,trend,0.3,False,0.768634261789726,0.5930170275929014,0.1756172341968246,0.1708006795901428,4,0.03441877178575614,104729:+0.1515;130363:+0.1860;155921:+0.1743;196613:+0.1639;262147:+0.1783,0.6798118762472771,0.5609649530705371,0.17561723419682462,0.10622150571543003,0.25935191110021605,0.0001999600079984003,21,27,80,0.015996800639872025,True
ZERO,adjacent,10,trend,0.1,False,0.768634261789726,0.4354407258680483,0.3331935359216778,0.33193262603637785,4,0.02594744616740019,104729:+0.3269;130363:+0.3286;155921:+0.3268;196613:+0.3257;262147:+0.3517,0.6798118762472771,0.4775427758365941,0.3331935359216777,0.20140293084287897,0.47788262573585427,0.0001999600079984003,22,27,80,0.015996800639872025,True
ZERO,cross_condition,1,affine,3.0,False,0.4012575570568023,0.354146747372018,0.04711080968478429,0.046487035104792615,4,0.019409398054572646,104729:+0.0440;130363:+0.0410;155921:+0.0436;196613:+0.0605;262147:+0.0434,0.4001420207180896,0.35531748112417494,0.04711080968478428,0.022452659879338675,0.0733076039302885,0.0001999600079984003,10,12,80,0.015996800639872025,True
ZERO,cross_condition,2,trend,0.3,False,0.4012575570568023,0.2938606472483475,0.10739690980845487,0.10826790397376782,4,0.05241005642118901,104729:+0.1118;130363:+0.0909;155921:+0.0865;196613:+0.1389;262147:+0.1133,0.4001420207180896,0.2779033564069201,0.10739690980845486,0.04765985399112057,0.1651792517755091,0.0003999200159968006,10,12,80,0.015996800639872025,True
ZERO,cross_condition,3,trend,0.1,False,0.4012575570568023,0.2718843626866509,0.12937319437015143,0.13232645271566584,4,0.04690798529027229,104729:+0.1441;130363:+0.1174;155921:+0.1090;196613:+0.1559;262147:+0.1352,0.4001420207180896,0.24914163169159054,0.1293731943701514,0.05471891616317636,0.19935729891994586,0.0003999200159968006,9,12,80,0.015996800639872025,True
ZERO,cross_condition,5,trend,0.1,False,0.4012575570568023,0.24934275402075884,0.15191480303604354,0.15346857886464021,4,0.0540240603469887,104729:+0.1597;130363:+0.1371;155921:+0.1347;196613:+0.1887;262147:+0.1472,0.4001420207180896,0.23179634007481897,0.15191480303604352,0.07334982670036179,0.2307293505945178,0.0001999600079984003,10,12,80,0.015996800639872025,True
ZERO,cross_condition,10,trend,0.03,False,0.4012575570568023,0.23948304058886521,0.1617745164679371,0.1633148386358252,4,0.05952941520526467,104729:+0.1695;130363:+0.1375;155921:+0.1533;196613:+0.1970;262147:+0.1593,0.4001420207180896,0.2228523474884174,0.16177451646793709,0.08370513251282169,0.2435469700729739,0.0001999600079984003,10,12,80,0.015996800639872025,True
ZERO,foreign,1,affine,3.0,True,0.642819781605836,0.6046222870723743,0.03819749453346169,0.03625067938814126,4,0.013665511033302713,104729:+0.0285;130363:+0.0341;155921:+0.0421;196613:+0.0392;262147:+0.0374,0.6589657683326449,0.6112562605037868,0.03819749453346169,0.011662421859490596,0.06183968578305109,0.003199360127974405,24,32,80,,False
ZERO,foreign,2,trend,1.0,True,0.642819781605836,0.5592627242236625,0.08355705738217348,0.08178497868548855,4,0.02093543561374067,104729:+0.0747;130363:+0.0708;155921:+0.0911;196613:+0.0918;262147:+0.0805,0.6589657683326449,0.5422168276465398,0.08355705738217352,0.029699599804203797,0.13279702456104556,0.001799640071985603,25,32,80,,False
ZERO,foreign,3,trend,1.0,True,0.642819781605836,0.5458005044397726,0.09701927716606343,0.09501477391658053,4,0.017434139162496698,104729:+0.0870;130363:+0.0927;155921:+0.1006;196613:+0.1044;262147:+0.0903,0.6589657683326449,0.5215866273408698,0.0970192771660634,0.03354840905032029,0.15274253318841632,0.0003999200159968006,25,32,80,,False
ZERO,foreign,5,trend,1.0,True,0.642819781605836,0.5396179959049221,0.10320178570091387,0.1015523073668084,4,0.01606177623428695,104729:+0.0950;130363:+0.0990;155921:+0.1032;196613:+0.1110;262147:+0.0997,0.6589657683326449,0.5165857152453094,0.10320178570091387,0.03978898928889207,0.16126262603959138,0.0003999200159968006,25,32,80,,False
ZERO,foreign,10,trend,1.0,True,0.642819781605836,0.5358414749848173,0.10697830662101876,0.10558504481825685,4,0.01773946597379339,104729:+0.1000;130363:+0.1038;155921:+0.1054;196613:+0.1178;262147:+0.1010,0.6589657683326449,0.5146124487123218,0.10697830662101876,0.045030767485649915,0.1617977066753374,0.0007998400319936012,25,32,80,,False
ZERO,random,1,affine,1.0,False,0.6483353946679525,0.5324695293012494,0.11586586536670318,0.1165208577834673,4,0.006489172759669537,104729:+0.1191;130363:+0.1141;155921:+0.1127;196613:+0.1188;262147:+0.1179,0.6589657683326449,0.5751449745029475,0.1211548256590185,0.08131335647996102,0.16567412278979346,0.0001999600079984003,25,32,80,0.015996800639872025,True
ZERO,random,2,trend,0.1,False,0.6483353946679525,0.3692876347644494,0.2790477599035031,0.2776646883756875,4,0.027285980827635337,104729:+0.2721;130363:+0.2786;155921:+0.2776;196613:+0.2936;262147:+0.2664,0.6589657683326449,0.429996660581356,0.24025491710143274,0.13750375824742397,0.34197162834606676,0.0001999600079984003,26,32,80,0.015996800639872025,True
ZERO,random,3,trend,0.1,False,0.6483353946679525,0.32308838711886234,0.3252470075490902,0.3254807566144309,4,0.01988223025629593,104729:+0.3264;130363:+0.3251;155921:+0.3260;196613:+0.3349;262147:+0.3150,0.6589657683326449,0.38560851271532487,0.2822390344619563,0.1682705181061882,0.3972025126426379,0.0001999600079984003,27,32,80,0.015996800639872025,True
ZERO,random,5,trend,0.03,False,0.6483353946679525,0.29877186987718984,0.3495635247907627,0.350236833363662,4,0.013541223750063447,104729:+0.3529;130363:+0.3540;155921:+0.3532;196613:+0.3506;262147:+0.3404,0.6589657683326449,0.3583817596519284,0.30623335422079234,0.19203424727869015,0.42358633485888014,0.0001999600079984003,27,32,80,0.015996800639872025,True
ZERO,random,10,trend,0.03,False,0.6483353946679525,0.2812042595284339,0.3671311351395186,0.36783567723901794,4,0.01113672580668168,104729:+0.3707;130363:+0.3693;155921:+0.3700;196613:+0.3697;262147:+0.3595,0.6589657683326449,0.3327300072584126,0.33262841979805097,0.22897593723027693,0.4438202451389483,0.0001999600079984003,27,32,80,0.015996800639872025,True
ZERO,widest,1,affine,3.0,False,0.5844853271985454,0.40450670967437696,0.1799786175241685,0.17990218077787778,4,0.002879399902109392,104729:+0.1796;130363:+0.1812;155921:+0.1802;196613:+0.1784;262147:+0.1801,0.6234633830780097,0.4851108363848343,0.1799786175241685,0.11329193103208648,0.2553954212071996,0.0001999600079984003,22,27,80,0.015996800639872025,True
ZERO,widest,2,trend,0.03,False,0.5844853271985454,0.33799687138101275,0.24648845581753268,0.24642401807446804,4,0.0007865695408029727,104729:+0.2462;130363:+0.2468;155921:+0.2467;196613:+0.2465;262147:+0.2460,0.6234633830780097,0.4970334998203554,0.24648845581753273,0.1431122101613179,0.35732658607865375,0.0001999600079984003,22,27,80,0.015996800639872025,True
ZERO,widest,3,trend,0.03,False,0.5844853271985454,0.3363275247772941,0.2481578024212513,0.2481635769641176,4,0.0005655163802633645,104729:+0.2482;130363:+0.2482;155921:+0.2485;196613:+0.2480;262147:+0.2480,0.6234633830780097,0.4951578920274073,0.24815780242125132,0.14976958146017028,0.3652674889006271,0.0001999600079984003,22,27,80,0.015996800639872025,True
ZERO,widest,5,trend,0.03,False,0.5844853271985454,0.32624588764239987,0.2582394395561456,0.25825337855944525,4,0.0002872006360349899,104729:+0.2583;130363:+0.2582;155921:+0.2581;196613:+0.2584;262147:+0.2583,0.6234633830780097,0.48642540135252743,0.25823943955614553,0.15881097044661005,0.370916962257463,0.0001999600079984003,24,27,80,0.015996800639872025,True
ZERO,widest,10,trend,0.3,False,0.5844853271985454,0.3180014396452307,0.26648388755331476,0.26650045846280723,4,0.0001171572996754855,104729:+0.2666;130363:+0.2665;155921:+0.2665;196613:+0.2665;262147:+0.2664,0.6234633830780097,0.48747099640105807,0.26648388755331476,0.17417846105454754,0.3638568372221194,0.0001999600079984003,24,27,80,0.015996800639872025,True
