arm,policy,form,lam,k,n_draws,delta_mean,delta_sd,delta_q10,frac_harmful,delta_free_mean,frac_harmful_free
A2_refit,widest,affine,0.3,10,100,-0.02447277833584742,0.011925209294136613,-0.04203868391184892,0.99,-0.02507725610890899,0.98
A2_refit,widest,affine,1.0,1,100,0.028900454404725055,0.007615043836688425,0.018920787922352057,0.0,0.0344011521377293,0.0
A2_refit,widest,affine,1.0,2,100,0.02681423267442032,0.007318202082006679,0.016423678866403564,0.0,0.032963895405857466,0.0
A2_refit,widest,affine,1.0,3,100,0.024036850104939084,0.006902865170482456,0.014159308920614034,0.0,0.029870407969577562,0.0
A2_refit,widest,affine,1.0,5,100,0.016884552935312627,0.007277829798984834,0.007307933625289681,0.01,0.022313890538819128,0.0
A2_refit,widest,affine,1.0,10,100,0.013518021479703641,0.008364711836501709,0.002115434276020811,0.07,0.0179863434362542,0.04
A2_refit,widest,affine,3.0,1,100,0.054948453772209804,0.005639546497148984,0.04746696960579699,0.0,0.06558442207610775,0.0
A2_refit,widest,affine,3.0,2,100,0.05518574472333307,0.0052180473198567764,0.04905240462486188,0.0,0.06559189925474078,0.0
A2_refit,widest,affine,3.0,3,100,0.051751247093192815,0.004981863868504909,0.04546093804661347,0.0,0.0611915324444548,0.0
A2_refit,widest,affine,3.0,5,100,0.04584305430637642,0.004919475270656586,0.039005540215503,0.0,0.05457309763382612,0.0
A2_refit,widest,affine,3.0,10,100,0.04042694885760509,0.0057068878848906815,0.03284786278747188,0.0,0.04879575057944058,0.0
A2_refit,widest,affine,10.0,1,100,0.04481621839053157,0.003979846148959488,0.04000653608882044,0.0,0.05356085551432839,0.0
A2_refit,widest,affine,10.0,2,100,0.05968840729718128,0.003980617899485149,0.05468870627388569,0.0,0.0715313630102373,0.0
A2_refit,widest,affine,10.0,3,100,0.06590711806127994,0.004114984094241684,0.06071858771042164,0.0,0.07884090412207102,0.0
A2_refit,widest,affine,10.0,5,100,0.06782325669775592,0.003996942223938455,0.06242804365381377,0.0,0.08089393835482882,0.0
A2_refit,widest,affine,10.0,10,100,0.0653109393469536,0.00446724372266967,0.060074761296273066,0.0,0.07807745407158607,0.0
A2_refit,widest,offset,0.03,1,100,-0.25792799252481347,0.03057186691553477,-0.2936064078282598,1.0,-0.2875101049621949,1.0
A2_refit,widest,offset,0.03,2,100,-0.20870704380511498,0.021192572125637608,-0.2372316808389554,1.0,-0.23071346617904745,1.0
A2_refit,widest,offset,0.03,3,100,-0.1892682547105274,0.015251825940699225,-0.21009396301976477,1.0,-0.20928143759688655,1.0
A2_refit,widest,offset,0.03,5,100,-0.17132684535411646,0.01249501844182695,-0.18568514530362704,1.0,-0.18784069466064535,1.0
A2_refit,widest,offset,0.03,10,100,-0.12799665380536462,0.008884942581679947,-0.14131020583723145,1.0,-0.13841793256682766,1.0
A2_refit,widest,offset,0.1,1,100,-0.22242072398991353,0.02791932361016027,-0.2532274701262055,1.0,-0.24709361826036724,1.0
A2_refit,widest,offset,0.1,2,100,-0.19180325559943223,0.020215784084004755,-0.2188079923769497,1.0,-0.21152352154533044,1.0
A2_refit,widest,offset,0.1,3,100,-0.17830738312737915,0.014798831003826377,-0.19781253468930485,1.0,-0.19682692651234254,1.0
A2_refit,widest,offset,0.1,5,100,-0.1649434271621729,0.012239532955995185,-0.17886482860310748,1.0,-0.18061332563421836,1.0
A2_refit,widest,offset,0.1,10,100,-0.12515165657530491,0.008824386488752776,-0.13839666711674636,1.0,-0.1351922493378592,1.0
A2_refit,widest,offset,0.3,1,100,-0.14700133520267292,0.02223158966992358,-0.17300749014041125,1.0,-0.16170529028960925,1.0
A2_refit,widest,offset,0.3,2,100,-0.1509035206048387,0.0177813430098535,-0.17403638041142921,1.0,-0.1651610607437299,1.0
A2_refit,widest,offset,0.3,3,100,-0.1503072622279876,0.013677087056033831,-0.1673449740599626,1.0,-0.165030765774648,1.0
A2_refit,widest,offset,0.3,5,100,-0.14792674377228618,0.011575776470057699,-0.16111987377325226,1.0,-0.16136166329607332,1.0
A2_refit,widest,offset,0.3,10,100,-0.11730087057810422,0.0086564979062728,-0.13034925287978893,1.0,-0.12630097746963267,1.0
A2_refit,widest,offset,1.0,1,100,-0.029497173367285395,0.01280684274266572,-0.04277801233177333,1.0,-0.028764378774079117,1.0
A2_refit,widest,offset,1.0,2,100,-0.0631822245304585,0.012405682488042715,-0.07739212536631768,1.0,-0.06596141670784482,1.0
A2_refit,widest,offset,1.0,3,100,-0.0813845366660741,0.010982016381247326,-0.09604937238487807,1.0,-0.08699953948409454,1.0
A2_refit,widest,offset,1.0,5,100,-0.10043237773996347,0.009798341791086395,-0.11262549480390273,1.0,-0.10775056745246311,1.0
A2_refit,widest,offset,1.0,10,100,-0.09295393510983238,0.00813739428615951,-0.10531593401656306,1.0,-0.09877465327331611,1.0
A2_refit,widest,offset,3.0,1,100,0.030936811429684154,0.005818895866665828,0.02489740846803004,0.0,0.0391966500723627,0.0
A2_refit,widest,offset,3.0,2,100,0.017632620136558474,0.006803903600260588,0.009980323316950212,0.02,0.02565484380133059,0.01
A2_refit,widest,offset,3.0,3,100,0.001401520649980218,0.0075739254612982665,-0.00810677545097841,0.36,0.007300957212771443,0.24
A2_refit,widest,offset,3.0,5,100,-0.02562345792657439,0.007320427961384687,-0.035723721531224766,1.0,-0.022997141406755753,1.0
A2_refit,widest,offset,3.0,10,100,-0.04381668197458894,0.007334130564603919,-0.05522638275097726,1.0,-0.043044089480376455,1.0
A2_refit,widest,offset,10.0,1,100,0.026428902356730278,0.002357115673810201,0.023864420553293204,0.0,0.03195950033862805,0.0
A2_refit,widest,offset,10.0,2,100,0.03755463512960413,0.0027989606879287358,0.034419682646506876,0.0,0.04612502854251632,0.0
A2_refit,widest,offset,10.0,3,100,0.040782281630186025,0.003527322885394587,0.036207259799709374,0.0,0.05072933761870849,0.0
A2_refit,widest,offset,10.0,5,100,0.03629265342792808,0.003995441045712097,0.03143673167774899,0.0,0.04705496380943187,0.0
A2_refit,widest,offset,10.0,10,100,0.02346203926552794,0.005563827156926925,0.015459097071794426,0.0,0.032906012938949104,0.0
A2_refit,widest,scale,0.03,1,100,0.06477656435392987,0.00811298811597345,0.05516561773150464,0.0,0.07404520573137997,0.0
A2_refit,widest,scale,0.03,2,100,0.07721023075998332,0.006655342799855311,0.06898754507471265,0.0,0.08896032391033193,0.0
A2_refit,widest,scale,0.03,3,100,0.08133463702997684,0.0061184365380034965,0.07352752796850939,0.0,0.09389480552060396,0.0
A2_refit,widest,scale,0.03,5,100,0.08587886622452366,0.0062360525767600076,0.0779978364328975,0.0,0.10016368966517125,0.0
A2_refit,widest,scale,0.03,10,100,0.08982453045916763,0.006108660133587236,0.08224655253306905,0.0,0.1054517933824887,0.0
A2_refit,widest,scale,0.1,1,100,0.06671164759790028,0.007846818862378513,0.056469205188576996,0.0,0.07687839580219963,0.0
A2_refit,widest,scale,0.1,2,100,0.07843773162983099,0.006377567500370152,0.0710946918238844,0.0,0.0904628829574114,0.0
A2_refit,widest,scale,0.1,3,100,0.08267625679182,0.005863745280787588,0.07516312392344174,0.0,0.09541641390186008,0.0
A2_refit,widest,scale,0.1,5,100,0.08717870405962037,0.005785291642704636,0.07997950625382767,0.0,0.10151805070127176,0.0
A2_refit,widest,scale,0.1,10,100,0.09084514832057179,0.0056007146489076304,0.08401587407521241,0.0,0.10638650441418887,0.0
A2_refit,widest,scale,0.3,1,100,0.06712300899602895,0.007358700107671091,0.05712611568951294,0.0,0.07929580386707438,0.0
A2_refit,widest,scale,0.3,2,100,0.07818678654454747,0.00619269222930859,0.07000046762898059,0.0,0.09118151037318284,0.0
A2_refit,widest,scale,0.3,3,100,0.08276005085711924,0.005878481398376386,0.07484784836866679,0.0,0.09603284431839475,0.0
A2_refit,widest,scale,0.3,5,100,0.08741671298874348,0.005738637759982808,0.08002761537316129,0.0,0.1019600735969866,0.0
A2_refit,widest,scale,0.3,10,100,0.09140128873320327,0.0055214850650502035,0.08431347278689291,0.0,0.10713215563980709,0.0
A2_refit,widest,scale,1.0,1,100,0.06336108000022142,0.0062457570018203245,0.05611050523672741,0.0,0.07776726166356014,0.0
A2_refit,widest,scale,1.0,2,100,0.07453981133327574,0.005660019485001488,0.06686680105013408,0.0,0.08960274796582032,0.0
A2_refit,widest,scale,1.0,3,100,0.07954042254032417,0.005715520719849077,0.07197728934436974,0.0,0.09449538524570147,0.0
A2_refit,widest,scale,1.0,5,100,0.08485665545574735,0.005766209804341695,0.07667765467095183,0.0,0.10029971260255677,0.0
A2_refit,widest,scale,1.0,10,100,0.09033206039779826,0.005565046350381026,0.08266958471082904,0.0,0.10672645735998891,0.0
A2_refit,widest,scale,3.0,1,100,0.04831166385817604,0.004770794756587227,0.042353598628795876,0.0,0.05949999435172195,0.0
A2_refit,widest,scale,3.0,2,100,0.06386841640337901,0.004591430578429356,0.05817826553303625,0.0,0.07869463867850653,0.0
A2_refit,widest,scale,3.0,3,100,0.07140175818209721,0.004919878672885705,0.06402519627138106,0.0,0.0874194601191358,0.0
A2_refit,widest,scale,3.0,5,100,0.07801598914552917,0.005378712254308592,0.06930036116016591,0.0,0.09452474439704858,0.0
A2_refit,widest,scale,3.0,10,100,0.08561437896780437,0.005420273536905467,0.07690327458695112,0.0,0.10315784288513985,0.0
A2_refit,widest,scale,10.0,1,100,0.028444106458060635,0.003075283145295559,0.02427502889985957,0.0,0.03462716897935735,0.0
A2_refit,widest,scale,10.0,2,100,0.04079251557693324,0.0032670522517494116,0.036387327522872305,0.0,0.04989597410202345,0.0
A2_refit,widest,scale,10.0,3,100,0.04945826734009959,0.0033963610860310222,0.04397667329833877,0.0,0.060746289221029065,0.0
A2_refit,widest,scale,10.0,5,100,0.0606201505663333,0.003943315591166079,0.05367163169370799,0.0,0.0747511098813408,0.0
A2_refit,widest,scale,10.0,10,100,0.07198189437400208,0.004525388592510765,0.06404924436029064,0.0,0.08826707034711183,0.0
A2_refit,widest,trend,0.03,1,100,0.06477656435392987,0.00811298811597345,0.05516561773150464,0.0,0.07404520573137997,0.0
A2_refit,widest,trend,0.03,2,100,0.08140141292740789,0.006688530856589999,0.07327392635505389,0.0,0.09205619575195118,0.0
A2_refit,widest,trend,0.03,3,100,0.08727530695693952,0.006340705741869243,0.079770453450969,0.0,0.09806462788524746,0.0
A2_refit,widest,trend,0.03,5,100,0.0909047691962787,0.006413154715461388,0.08394157624009388,0.0,0.1025410571192171,0.0
A2_refit,widest,trend,0.03,10,100,0.09871557050735114,0.005769185047105917,0.09242277212198302,0.0,0.11199437029576714,0.0
A2_refit,widest,trend,0.1,1,100,0.06671164759790028,0.007846818862378513,0.056469205188576996,0.0,0.07687839580219963,0.0
A2_refit,widest,trend,0.1,2,100,0.08550296302651832,0.006560188331490515,0.07765619882256104,0.0,0.09813846175156912,0.0
A2_refit,widest,trend,0.1,3,100,0.0918041751511359,0.0059412365797951875,0.08395312317729957,0.0,0.10482695056271885,0.0
A2_refit,widest,trend,0.1,5,100,0.09546806468651634,0.0059338997752144094,0.08847771392808423,0.0,0.1087891093890675,0.0
A2_refit,widest,trend,0.1,10,100,0.10399671125941178,0.0055696240151603404,0.09644584058585798,0.0,0.11882939693779981,0.0
A2_refit,widest,trend,0.3,1,100,0.06712300899602895,0.007358700107671091,0.05712611568951294,0.0,0.07929580386707438,0.0
A2_refit,widest,trend,0.3,2,100,0.08472092709477763,0.006330170834879746,0.0765665851649261,0.0,0.09842672122258689,0.0
A2_refit,widest,trend,0.3,3,100,0.09124392197470187,0.005957144052755014,0.0834302898686344,0.0,0.10524880528145225,0.0
A2_refit,widest,trend,0.3,5,100,0.09623801374234629,0.005654327798186775,0.08916694770363075,0.0,0.11031857621349907,0.0
A2_refit,widest,trend,0.3,10,100,0.10429410012743766,0.0054781149972705934,0.09683956684556931,0.0,0.11954190361432789,0.0
A2_refit,widest,trend,1.0,1,100,0.06336108000022142,0.0062457570018203245,0.05611050523672741,0.0,0.07776726166356014,0.0
A2_refit,widest,trend,1.0,2,100,0.08007667473550663,0.005628975198707868,0.0723941364406877,0.0,0.09482692079726932,0.0
A2_refit,widest,trend,1.0,3,100,0.08660328625432596,0.005684733635625831,0.07882972215110665,0.0,0.10161189061326321,0.0
A2_refit,widest,trend,1.0,5,100,0.09267616302902136,0.005508520952318514,0.0855830910293019,0.0,0.10778525092185504,0.0
A2_refit,widest,trend,1.0,10,100,0.10081043307819472,0.0056417883163449685,0.09378840734164198,0.0,0.11643034323494886,0.0
A2_refit,widest,trend,3.0,1,100,0.04831166385817604,0.004770794756587227,0.042353598628795876,0.0,0.05949999435172195,0.0
A2_refit,widest,trend,3.0,2,100,0.06966358397799279,0.00485730239064654,0.06247265212704465,0.0,0.0839791031844257,0.0
A2_refit,widest,trend,3.0,3,100,0.0774904561469068,0.005005616153501712,0.07027735549810606,0.0,0.09276897844602723,0.0
A2_refit,widest,trend,3.0,5,100,0.08456531271889262,0.005179073944130086,0.07671975346915241,0.0,0.10019865232184076,0.0
A2_refit,widest,trend,3.0,10,100,0.09359443585077123,0.005407825976003609,0.08616273189197443,0.0,0.10997453126910661,0.0
A2_refit,widest,trend,10.0,1,100,0.028444106458060635,0.003075283145295559,0.02427502889985957,0.0,0.03462716897935735,0.0
A2_refit,widest,trend,10.0,2,100,0.04902955974862499,0.0037855557239163977,0.043485870506145,0.0,0.05918659378083097,0.0
A2_refit,widest,trend,10.0,3,100,0.05804052283818363,0.003923880302079959,0.05183509931189679,0.0,0.07018730059986833,0.0
A2_refit,widest,trend,10.0,5,100,0.06908369862013634,0.004444607536833931,0.06132487758543652,0.0,0.08339182956811703,0.0
A2_refit,widest,trend,10.0,10,100,0.08020459108512094,0.004862620280267519,0.07223735530508239,0.0,0.09609272508612726,0.0
A2_refit_TP,adjacent,affine,0.03,1,100,-0.0025047771341439127,0.022542843708957493,-0.032986608354004174,0.5,0.010843020722776243,0.28
A2_refit_TP,adjacent,affine,0.03,2,100,-0.019444761150044555,0.03369052405620101,-0.058863769754032895,0.67,-0.0020021661662691843,0.51
A2_refit_TP,adjacent,affine,0.03,3,100,-0.02107045010549734,0.040274814239366845,-0.07175511195252994,0.67,-0.0023801729630845564,0.48
A2_refit_TP,adjacent,affine,0.03,5,100,-0.007894281427447717,0.03350738674697634,-0.05409164154313998,0.56,0.030407155785961138,0.21
A2_refit_TP,adjacent,affine,0.03,10,100,0.07432119729098738,0.01702134731781268,0.049914756712678775,0.0,0.0890294812583455,0.0
A2_refit_TP,adjacent,affine,0.1,1,100,-0.00010865344454470682,0.02129911285413096,-0.029663632626186414,0.46,0.012533202418714827,0.26
A2_refit_TP,adjacent,affine,0.1,2,100,0.013672858896583212,0.02107004358315664,-0.013888228838357409,0.29,0.030109684785637927,0.05
A2_refit_TP,adjacent,affine,0.1,3,100,0.017174474729781345,0.023336933226046845,-0.011011968201114313,0.22,0.035760799729411916,0.09
A2_refit_TP,adjacent,affine,0.1,5,100,0.023959593684398834,0.02072917760003923,-0.0015925873970798865,0.13,0.05410556635641575,0.01
A2_refit_TP,adjacent,affine,0.1,10,100,0.0743568740547968,0.01263164146913988,0.05730327436856653,0.0,0.08936759544992981,0.0
A2_refit_TP,adjacent,affine,0.3,1,100,0.004509107138243202,0.018457850881581563,-0.022589841355428304,0.37,0.015433647195011729,0.18
A2_refit_TP,adjacent,affine,0.3,2,100,0.020496968377965934,0.015072636939657009,0.00013528101364327982,0.1,0.034058457407419675,0.0
A2_refit_TP,adjacent,affine,0.3,3,100,0.028789480974873483,0.013811111808537531,0.012471577140607433,0.04,0.043731654067360515,0.0
A2_refit_TP,adjacent,affine,0.3,5,100,0.04006414828625998,0.01152153992891603,0.025188739750944652,0.0,0.05933725089961379,0.0
A2_refit_TP,adjacent,affine,0.3,10,100,0.06755545318359282,0.008873497893011664,0.0555453175678092,0.0,0.08157443263833317,0.0
A2_refit_TP,adjacent,affine,1.0,1,100,0.009490207324108817,0.012745134636157517,-0.007511638632723804,0.23,0.016846653347520547,0.1
A2_refit_TP,adjacent,affine,1.0,2,100,0.019441318638337188,0.011197659298934475,0.004338439654887267,0.05,0.028815490303432018,0.01
A2_refit_TP,adjacent,affine,1.0,3,100,0.02680051751512646,0.009757133487890255,0.014302066771541472,0.0,0.03700337554970903,0.0
A2_refit_TP,adjacent,affine,1.0,5,100,0.038547133250935214,0.00717578589545302,0.028359280394770436,0.0,0.04920234951727529,0.0
A2_refit_TP,adjacent,affine,1.0,10,100,0.054208308329493526,0.006157786288379979,0.04561802393681432,0.0,0.06524768516442875,0.0
A2_refit_TP,adjacent,affine,3.0,1,100,0.008458612456627752,0.006652087705661887,-0.0013347947047271324,0.16,0.011937625406769401,0.08
A2_refit_TP,adjacent,affine,3.0,2,100,0.015000191871240015,0.007066885193103402,0.005859489742872437,0.02,0.019990681949589383,0.01
A2_refit_TP,adjacent,affine,3.0,3,100,0.020458644349149808,0.0068198669419859605,0.012143860901907323,0.0,0.026161466839209068,0.0
A2_refit_TP,adjacent,affine,3.0,5,100,0.02985628545539194,0.0054480440130797005,0.022813763892737197,0.0,0.03542494442234705,0.0
A2_refit_TP,adjacent,affine,3.0,10,100,0.04069768244420221,0.0044771770721306605,0.03494533389456098,0.0,0.04805753315930325,0.0
A2_refit_TP,adjacent,affine,10.0,1,100,0.004418080175627294,0.002486787381309247,0.0004992596637385715,0.05,0.005276133380471471,0.02
A2_refit_TP,adjacent,affine,10.0,2,100,0.007961663511909921,0.0032075627594086702,0.004419685349354385,0.01,0.009603610591751497,0.01
A2_refit_TP,adjacent,affine,10.0,3,100,0.011204464504570305,0.003464579839473062,0.00665093146169356,0.0,0.013405271219090716,0.0
A2_refit_TP,adjacent,affine,10.0,5,100,0.01701830615287423,0.0031965319371296307,0.013006359258979661,0.0,0.01977919114771711,0.0
A2_refit_TP,adjacent,affine,10.0,10,100,0.026146549174681653,0.002835264501537336,0.022464626269935513,0.0,0.029953021860287796,0.0
A2_refit_TP,adjacent,offset,0.03,1,100,-0.001741255419855473,0.019229685426278408,-0.027472706839159228,0.5,0.008279625163173009,0.29
A2_refit_TP,adjacent,offset,0.03,2,100,0.01534940686620437,0.013332886992350999,-0.002179221584631523,0.13,0.023714652741429414,0.07
A2_refit_TP,adjacent,offset,0.03,3,100,0.0231550792409196,0.00974585310251954,0.01229209590373248,0.02,0.030726903386810642,0.0
A2_refit_TP,adjacent,offset,0.03,5,100,0.030715699936716905,0.0062152937659899704,0.022619494404357864,0.0,0.036506931787575116,0.0
A2_refit_TP,adjacent,offset,0.03,10,100,0.035944823739834854,0.003578253664235864,0.031665863008230925,0.0,0.0404950784307234,0.0
A2_refit_TP,adjacent,offset,0.1,1,100,0.00047427364387809314,0.018102094303531862,-0.023865021286477522,0.43,0.009860113946433246,0.23
A2_refit_TP,adjacent,offset,0.1,2,100,0.015609071692957097,0.0129365923544631,-0.0016926338974498176,0.12,0.023680751525165404,0.04
A2_refit_TP,adjacent,offset,0.1,3,100,0.02305280080404478,0.009572759663106377,0.012256997352741522,0.01,0.030438177454052848,0.0
A2_refit_TP,adjacent,offset,0.1,5,100,0.030479561516196706,0.006157437943693147,0.022460790518328423,0.0,0.03619712613655443,0.0
A2_refit_TP,adjacent,offset,0.1,10,100,0.03576956463521439,0.003562453435094426,0.031499626479497764,0.0,0.04028357078685131,0.0
A2_refit_TP,adjacent,offset,0.3,1,100,0.004619403733499005,0.01553756546427057,-0.01645780857352309,0.34,0.012527001012368063,0.18
A2_refit_TP,adjacent,offset,0.3,2,100,0.01606909214325838,0.011929720804642965,-0.0005296299069573287,0.11,0.023385664126715014,0.04
A2_refit_TP,adjacent,offset,0.3,3,100,0.022701525110264617,0.009109708596834281,0.012090159676268447,0.01,0.029595453865156565,0.0
A2_refit_TP,adjacent,offset,0.3,5,100,0.029815598602953637,0.0059976902256784256,0.022014857374415477,0.0,0.035332246576453515,0.0
A2_refit_TP,adjacent,offset,0.3,10,100,0.03527646052051772,0.003517821278111778,0.031047479371997495,0.0,0.03969012478900108,0.0
A2_refit_TP,adjacent,offset,1.0,1,100,0.008884001484288178,0.010456783530979615,-0.005810761273859027,0.2,0.013814519378122765,0.13
A2_refit_TP,adjacent,offset,1.0,2,100,0.015921686886309808,0.009413184883216087,0.0021606053068930764,0.06,0.02133795332206959,0.01
A2_refit_TP,adjacent,offset,1.0,3,100,0.021130889093497533,0.0077896391155520125,0.011276926208686843,0.0,0.026692988065209054,0.0
A2_refit_TP,adjacent,offset,1.0,5,100,0.02762399891763121,0.005505856692163113,0.020143288634864354,0.0,0.03254645814565648,0.0
A2_refit_TP,adjacent,offset,1.0,10,100,0.033634568353455734,0.0033678447648549602,0.029610755763084317,0.0,0.03773219948330219,0.0
A2_refit_TP,adjacent,offset,3.0,1,100,0.007777888630645526,0.005365037832690712,-0.0005688112436613599,0.12,0.009781520955797117,0.07
A2_refit_TP,adjacent,offset,3.0,2,100,0.012693423549016846,0.005928847496392904,0.0052390990903719405,0.03,0.01562242049205201,0.01
A2_refit_TP,adjacent,offset,3.0,3,100,0.01670303829695663,0.005518126288898288,0.0096792366145943,0.0,0.020253854690608825,0.0
A2_refit_TP,adjacent,offset,3.0,5,100,0.022541035180282817,0.004453141469113839,0.016604975266653072,0.0,0.02632202184708028,0.0
A2_refit_TP,adjacent,offset,3.0,10,100,0.029604847067268333,0.003009470895868188,0.02604300642148965,0.0,0.0330131093867946,0.0
A2_refit_TP,adjacent,offset,10.0,1,100,0.00370442763899413,0.0020194101471177717,0.000497422370479278,0.03,0.004299453055418217,0.04
A2_refit_TP,adjacent,offset,10.0,2,100,0.006505447295656675,0.002603214150374097,0.003400129329387697,0.01,0.007645722170379295,0.01
A2_refit_TP,adjacent,offset,10.0,3,100,0.009077416209080615,0.002734231311883627,0.0057112687883302485,0.0,0.010683077614421053,0.0
A2_refit_TP,adjacent,offset,10.0,5,100,0.013449924290242112,0.0026309264180214066,0.009960616973096937,0.0,0.015542779881056507,0.0
A2_refit_TP,adjacent,offset,10.0,10,100,0.02069888293737315,0.002179102005966644,0.018041599051118677,0.0,0.022863672974374086,0.0
A2_refit_TP,adjacent,scale,0.03,1,100,-0.03982384820986344,0.050817511800256114,-0.11045071080391841,0.76,-0.021724410379644236,0.63
A2_refit_TP,adjacent,scale,0.03,2,100,-0.023924228947745103,0.04670082641343603,-0.08448445618998154,0.62,-0.0049282313916197565,0.51
A2_refit_TP,adjacent,scale,0.03,3,100,0.00377261646361655,0.033179172197962306,-0.047560837701803034,0.42,0.02612533150724001,0.24
A2_refit_TP,adjacent,scale,0.03,5,100,0.047964288056098106,0.021998925054884245,0.01827859415597013,0.0,0.06919891024219436,0.01
A2_refit_TP,adjacent,scale,0.03,10,100,0.1006956468085124,0.01176522219851051,0.08559343692421478,0.0,0.12482086114759498,0.0
A2_refit_TP,adjacent,scale,0.1,1,100,-0.0038707677600486857,0.027212009781258498,-0.04690386712989135,0.51,0.013702166487060307,0.27
A2_refit_TP,adjacent,scale,0.1,2,100,0.004853442686914442,0.027485193336757405,-0.03400387574283719,0.39,0.02639145211633817,0.12
A2_refit_TP,adjacent,scale,0.1,3,100,0.019093995594483337,0.02274087337639089,-0.010901624106766615,0.2,0.04233275938894453,0.07
A2_refit_TP,adjacent,scale,0.1,5,100,0.04927004128330704,0.01640839741170476,0.026841589701083468,0.0,0.07063936588720879,0.0
A2_refit_TP,adjacent,scale,0.1,10,100,0.09288983436097684,0.010966802552552625,0.07761950130038035,0.0,0.11542553220562335,0.0
A2_refit_TP,adjacent,scale,0.3,1,100,0.005850937734780233,0.01423122845172692,-0.014533935869205383,0.32,0.016652228647912982,0.07
A2_refit_TP,adjacent,scale,0.3,2,100,0.01341467998713941,0.015517680667985817,-0.00602265360095452,0.15,0.029501193328430445,0.04
A2_refit_TP,adjacent,scale,0.3,3,100,0.021939706761467795,0.014909234621571241,1.4072849139368408e-05,0.1,0.0403139347950732,0.01
A2_refit_TP,adjacent,scale,0.3,5,100,0.04234833711367805,0.011902230825409393,0.02609202763722356,0.0,0.06051988437474131,0.0
A2_refit_TP,adjacent,scale,0.3,10,100,0.0754139858852641,0.009355787741406302,0.06337659925006343,0.0,0.0944817399832511,0.0
A2_refit_TP,adjacent,scale,1.0,1,100,0.004701922448151133,0.005895030985536798,-0.002404146281664709,0.21,0.009037390419478077,0.04
A2_refit_TP,adjacent,scale,1.0,2,100,0.010106091087076234,0.007286760713480579,0.0019549963483232735,0.06,0.01770720268392732,0.01
A2_refit_TP,adjacent,scale,1.0,3,100,0.015174927020802625,0.008037955085720184,0.005181474551871246,0.05,0.02470537188143382,0.01
A2_refit_TP,adjacent,scale,1.0,5,100,0.02731754503112239,0.007547627900222165,0.017843891449366038,0.0,0.037969585047902786,0.0
A2_refit_TP,adjacent,scale,1.0,10,100,0.047680185984470665,0.006583956791623228,0.03878021613593966,0.0,0.06081285510481294,0.0
A2_refit_TP,adjacent,scale,3.0,1,100,0.002466960043786653,0.0020608995250057504,-0.00030160914188774314,0.13,0.003655583197199758,0.03
A2_refit_TP,adjacent,scale,3.0,2,100,0.005170863541048953,0.0028919232987670617,0.002322617679590938,0.05,0.007507596130369927,0.01
A2_refit_TP,adjacent,scale,3.0,3,100,0.0077456192205425925,0.003446917313464899,0.00362978416075882,0.01,0.01078894238809919,0.0
A2_refit_TP,adjacent,scale,3.0,5,100,0.013758319301178672,0.0036527184152756777,0.009200636759356179,0.0,0.017465680159997988,0.0
A2_refit_TP,adjacent,scale,3.0,10,100,0.023914242982795687,0.003907816721032386,0.01814521888926332,0.0,0.03081365483167486,0.0
A2_refit_TP,adjacent,scale,10.0,1,100,0.0010096236982781303,0.0007420925260498279,0.00012247445773896362,0.07,0.0011784407920551704,0.03
A2_refit_TP,adjacent,scale,10.0,2,100,0.001993813002103683,0.0010396775226579303,0.0009567445611158354,0.03,0.0024596004860836743,0.01
A2_refit_TP,adjacent,scale,10.0,3,100,0.0029335368810047987,0.0012355941458930045,0.0013450132382787805,0.01,0.0035963171393031427,0.0
A2_refit_TP,adjacent,scale,10.0,5,100,0.0050139496319068074,0.0012979122184008862,0.0033012595766501395,0.0,0.005986755173416169,0.0
A2_refit_TP,adjacent,scale,10.0,10,100,0.00911531146728769,0.0016302287693020986,0.006845664066733625,0.0,0.011320614009257525,0.0
A2_refit_TP,adjacent,trend,0.03,1,100,-0.03982384820986344,0.050817511800256114,-0.11045071080391841,0.76,-0.021724410379644236,0.63
A2_refit_TP,adjacent,trend,0.03,2,100,-0.03355813257300153,0.04783385261665006,-0.09812377547805423,0.75,-0.016096800745400888,0.59
A2_refit_TP,adjacent,trend,0.03,3,100,-0.00479821983468188,0.03532221181049619,-0.05462448437119662,0.49,0.013113622996481465,0.33
A2_refit_TP,adjacent,trend,0.03,5,100,0.045228477387963165,0.024744571343154467,0.012531754979571525,0.02,0.059404527101717515,0.03
A2_refit_TP,adjacent,trend,0.03,10,100,0.11700191886864783,0.013871319065569907,0.09810671000905477,0.0,0.13988336510000762,0.0
A2_refit_TP,adjacent,trend,0.1,1,100,-0.0038707677600486857,0.027212009781258498,-0.04690386712989135,0.51,0.013702166487060307,0.27
A2_refit_TP,adjacent,trend,0.1,2,100,0.0017240525586539783,0.028289016269638315,-0.0365176580185247,0.42,0.024237333748233142,0.19
A2_refit_TP,adjacent,trend,0.1,3,100,0.017860569171689836,0.024886751596338044,-0.014868615774245518,0.2,0.04048804075518024,0.1
A2_refit_TP,adjacent,trend,0.1,5,100,0.05284258855234148,0.01953408177896623,0.025537289637971798,0.0,0.07086624234376974,0.0
A2_refit_TP,adjacent,trend,0.1,10,100,0.1128096904123376,0.013114041159054327,0.09441147864644281,0.0,0.1361500401285929,0.0
