context,candidate_index,inner_fold_count,inner_split_seed,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,2d_ensemble_weight,delta3d_weight,simplicial_weight,inner_group_balanced_r2,raw_selected,selected_after_gate
outer_0:baseline,0.0,3.0,169087.0,0.35,2.0,0.1338148050654895,-0.0432376695523955,0.13108828109588572,True,,,,,,
outer_0:baseline,1.0,3.0,169087.0,0.7,2.0,0.14419660540452006,-0.24933756667571116,0.14386353898900525,False,,,,,,
outer_0:baseline,2.0,3.0,169087.0,1.0,4.0,0.14491899635120484,-0.2181009903764477,0.14637209594456538,False,,,,,,
outer_0:2d_second_unshrunk,0.0,3.0,169087.0,0.35,2.0,0.1341640657540067,-0.050307846951682667,0.13169636656030106,True,,,,,,
outer_0:2d_second_unshrunk,1.0,3.0,169087.0,0.7,2.0,0.14448710986989188,-0.2512529769806311,0.144201087533086,False,,,,,,
outer_0:2d_second_unshrunk,2.0,3.0,169087.0,1.0,4.0,0.14531106506041072,-0.22482111541867766,0.14699158046187463,False,,,,,,
outer_0:delta3d_unshrunk,0.0,3.0,169087.0,0.35,2.0,0.13885452252651231,0.032369703296244445,0.12957399530744274,True,,,,,,
outer_0:delta3d_unshrunk,1.0,3.0,169087.0,0.7,2.0,0.14247572621937796,-0.026373041655018303,0.13529734552822037,False,,,,,,
outer_0:delta3d_unshrunk,2.0,3.0,169087.0,1.0,4.0,0.14790198468735835,-0.11601490907090972,0.14264565554507214,False,,,,,,
outer_0:2d_ensemble_weight,,,,,,0.1338148050654895,-0.0432376695523955,0.13108828109588572,True,0.0,,,,,
outer_0:2d_ensemble_weight,,,,,,0.1338783329111344,-0.04455301214893126,0.13120978534759972,False,0.25,,,,,
outer_0:2d_ensemble_weight,,,,,,0.13395293421818508,-0.04616982258099123,0.13134420326924284,False,0.5,,,,,
outer_0:2d_ensemble_weight,,,,,,0.13404619951447352,-0.048088100848574955,0.1315089479924717,False,0.75,,,,,
outer_0:2d_ensemble_weight,,,,,,0.1341640657540067,-0.050307846951682667,0.13169636656030106,False,1.0,,,,,
outer_0:delta3d_weight,,,,,,0.1338148050654895,-0.0432376695523955,0.13108828109588572,False,,0.0,,,,
outer_0:delta3d_weight,,,,,,0.13333043773374867,-0.010739101073361068,0.12917943926735329,True,,0.25,,,,
outer_0:delta3d_weight,,,,,,0.13471974876845563,0.012694983894423695,0.12862313331621997,False,,0.5,,,,
outer_0:delta3d_weight,,,,,,0.13646300738315975,0.027064585350958903,0.12871213987743868,False,,0.75,,,,
outer_0:delta3d_weight,,,,,,0.13885452252651231,0.032369703296244445,0.12957399530744274,False,,1.0,,,,
outer_0:simplicial_weight,,,,,,0.13333043773374867,-0.010739101073361068,,,,,0.0,0.04103633046125221,True,True
outer_0:simplicial_weight,,,,,,0.13821616086422547,-0.01124323599906707,,,,,0.25,0.018395415117416936,False,False
outer_0:simplicial_weight,,,,,,0.14689715633952155,-0.06823453724397255,,,,,0.5,-0.054877897712036106,False,False
outer_0:simplicial_weight,,,,,,0.15783257742241072,-0.1817130048080784,,,,,0.75,-0.17878360802710747,False,False
outer_0:simplicial_weight,,,,,,0.1708602052450753,-0.35167863869138394,,,,,1.0,-0.35332171582779703,False,False
outer_1:baseline,0.0,3.0,179094.0,0.35,2.0,0.14163938267520265,0.055639866575859176,0.11751649465321766,True,,,,,,
outer_1:baseline,1.0,3.0,179094.0,0.7,2.0,0.14756059662268703,0.06694826027477685,0.11416002062193537,False,,,,,,
outer_1:baseline,2.0,3.0,179094.0,1.0,4.0,0.1422898585799691,0.09751205407855201,0.11245080793712445,False,,,,,,
outer_1:2d_second_unshrunk,0.0,3.0,179094.0,0.35,2.0,0.14041729790444524,0.07074128265593704,0.11611091457981212,True,,,,,,
outer_1:2d_second_unshrunk,1.0,3.0,179094.0,0.7,2.0,0.14838864523797507,0.05381623626579912,0.11547343122314242,False,,,,,,
outer_1:2d_second_unshrunk,2.0,3.0,179094.0,1.0,4.0,0.14194679270036933,0.10208831580832567,0.11213720007827589,False,,,,,,
outer_1:delta3d_unshrunk,0.0,3.0,179094.0,0.35,2.0,0.13722361832272348,0.10747627387243741,0.11586047807453424,True,,,,,,
outer_1:delta3d_unshrunk,1.0,3.0,179094.0,0.7,2.0,0.13955120866707155,0.08707974730074985,0.11681920356955336,False,,,,,,
outer_1:delta3d_unshrunk,2.0,3.0,179094.0,1.0,4.0,0.13832051053542074,0.11356829191705864,0.11578538813145868,False,,,,,,
outer_1:2d_ensemble_weight,,,,,,0.14163938267520265,0.055639866575859176,0.11751649465321766,False,0.0,,,,,
outer_1:2d_ensemble_weight,,,,,,0.1412865266755544,0.0599634875448708,0.117131673038771,False,0.25,,,,,
outer_1:2d_ensemble_weight,,,,,,0.1409439729766325,0.06392159721455426,0.11675815618263466,False,0.5,,,,,
outer_1:2d_ensemble_weight,,,,,,0.14066499344406314,0.06751419558490956,0.11642139620042434,False,0.75,,,,,
outer_1:2d_ensemble_weight,,,,,,0.14041729790444524,0.07074128265593704,0.11611091457981212,True,1.0,,,,,
outer_1:delta3d_weight,,,,,,0.14163938267520265,0.055639866575859176,0.11751649465321766,False,,0.0,,,,
outer_1:delta3d_weight,,,,,,0.13857604133251414,0.08449780944968588,0.11561160055284775,False,,0.25,,,,
outer_1:delta3d_weight,,,,,,0.13623622663338433,0.10275652495705778,0.11460937541963974,False,,0.5,,,,
outer_1:delta3d_weight,,,,,,0.13616280178801446,0.11041601309797489,0.11474230587876262,True,,0.75,,,,
outer_1:delta3d_weight,,,,,,0.13722361832272348,0.10747627387243741,0.11586047807453424,False,,1.0,,,,
outer_1:simplicial_weight,,,,,,0.13616280178801446,0.11041601309797489,,,,,0.0,0.062200159336277205,False,False
outer_1:simplicial_weight,,,,,,0.13501309883321522,0.12851156802417352,,,,,0.25,0.08110057564271245,True,True
outer_1:simplicial_weight,,,,,,0.1377799397334037,0.09727671047677178,,,,,0.5,0.06858885434320283,False,False
outer_1:simplicial_weight,,,,,,0.1431211276488984,0.01671144045577011,,,,,0.75,0.024664995437748027,False,False
outer_1:simplicial_weight,,,,,,0.15058500536508357,-0.1131842420388316,,,,,1.0,-0.050671001073651745,False,False
outer_2:baseline,0.0,3.0,189101.0,0.35,2.0,0.14268382684672723,-0.011685888327896521,0.1325114288656682,True,,,,,,
outer_2:baseline,1.0,3.0,189101.0,0.7,2.0,0.15527282234358336,-0.13398042831910884,0.14200032004366378,False,,,,,,
outer_2:baseline,2.0,3.0,189101.0,1.0,4.0,0.1440274706366086,-0.020861257268188105,0.13290240707644263,False,,,,,,
outer_2:2d_second_unshrunk,0.0,3.0,189101.0,0.35,2.0,0.1411114240135061,0.02467306130170155,0.12887870521306372,True,,,,,,
outer_2:2d_second_unshrunk,1.0,3.0,189101.0,0.7,2.0,0.15521458978784328,-0.11674338548831886,0.14026272804036616,False,,,,,,
outer_2:2d_second_unshrunk,2.0,3.0,189101.0,1.0,4.0,0.14338107364410055,-0.016255851203229588,0.13239367733566676,False,,,,,,
outer_2:delta3d_unshrunk,0.0,3.0,189101.0,0.35,2.0,0.1469373502680141,0.05971095335479726,0.12775897563904828,True,,,,,,
outer_2:delta3d_unshrunk,1.0,3.0,189101.0,0.7,2.0,0.15643791085409806,0.008945422034724926,0.1309648400416627,False,,,,,,
outer_2:delta3d_unshrunk,2.0,3.0,189101.0,1.0,4.0,0.14732291567895126,0.05387497167435251,0.12664762510162328,False,,,,,,
outer_2:2d_ensemble_weight,,,,,,0.14268382684672723,-0.011685888327896521,0.1325114288656682,False,0.0,,,,,
outer_2:2d_ensemble_weight,,,,,,0.14223159054906465,-0.0013956304166284905,0.13151990566166968,False,0.25,,,,,
outer_2:2d_ensemble_weight,,,,,,0.14182917668346848,0.008094280492060513,0.1305883137320823,False,0.5,,,,,
outer_2:2d_ensemble_weight,,,,,,0.14144792846389034,0.016783844398170378,0.12971260220750427,False,0.75,,,,,
outer_2:2d_ensemble_weight,,,,,,0.1411114240135061,0.02467306130170155,0.12887870521306372,True,1.0,,,,,
outer_2:delta3d_weight,,,,,,0.14268382684672723,-0.011685888327896521,0.1325114288656682,True,,0.0,,,,
outer_2:delta3d_weight,,,,,,0.14269647940475144,0.019276177578462006,0.1302587642618023,False,,0.25,,,,
outer_2:delta3d_weight,,,,,,0.14349137937767248,0.04149633982769707,0.12869923469558145,False,,0.5,,,,
outer_2:delta3d_weight,,,,,,0.14493882018897264,0.05497459841980867,0.1278126479330919,False,,0.75,,,,
outer_2:delta3d_weight,,,,,,0.1469373502680141,0.05971095335479726,0.12775897563904828,False,,1.0,,,,
outer_2:simplicial_weight,,,,,,0.14268382684672723,-0.011685888327896521,,,,,0.0,-0.0028895479411472635,False,True
outer_2:simplicial_weight,,,,,,0.14157252317414715,0.08299671046472257,,,,,0.25,0.032240615396189276,True,False
outer_2:simplicial_weight,,,,,,0.14570280789792475,0.08974184157815779,,,,,0.5,0.027442000658443044,False,False
outer_2:simplicial_weight,,,,,,0.15291860735041848,0.008549505012409031,,,,,0.75,-0.017285392154385626,False,False
outer_2:simplicial_weight,,,,,,0.1625644784942832,-0.16058029923252337,,,,,1.0,-0.10194156304229685,False,False
outer_3:baseline,0.0,3.0,199108.0,0.35,2.0,0.14118573197717396,-0.00742307108831497,0.1300718483140912,True,,,,,,
outer_3:baseline,1.0,3.0,199108.0,0.7,2.0,0.15145287352719752,-0.13619366807710342,0.14084861967371154,False,,,,,,
outer_3:baseline,2.0,3.0,199108.0,1.0,4.0,0.14911187852242835,-0.16475981875627999,0.1419341469869446,False,,,,,,
outer_3:2d_second_unshrunk,0.0,3.0,199108.0,0.35,2.0,0.14162042357188395,0.008316129985780463,0.12935648350458817,True,,,,,,
outer_3:2d_second_unshrunk,1.0,3.0,199108.0,0.7,2.0,0.15039594673519707,-0.12922508595900672,0.1399074251216832,False,,,,,,
outer_3:2d_second_unshrunk,2.0,3.0,199108.0,1.0,4.0,0.14945181653222236,-0.16820577309966334,0.14226811568463826,False,,,,,,
outer_3:delta3d_unshrunk,0.0,3.0,199108.0,0.35,2.0,0.14056223834637877,0.05044289789293965,0.12739000288690117,True,,,,,,
