grouping,extractant,n_rows,baseline_mae,baseline_sign_accuracy,2d_ensemble_mae,2d_ensemble_sign_accuracy,delta3d_unshrunk_mae,delta3d_unshrunk_sign_accuracy,delta3d_mae,delta3d_sign_accuracy,simplicial_unshrunk_mae,simplicial_unshrunk_sign_accuracy,simplicial_mae,simplicial_sign_accuracy,mae_reduction_simplicial_vs_delta3d
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.12303402624779866,0.7749469214437368,0.12303402624779866,0.7749469214437368,0.1123529331688362,0.8110403397027601,0.11921261988144422,0.8004246284501062,0.13897878806902295,0.5435244161358811,0.11921261988144422,0.8004246284501062,0.0
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.14673682864239077,0.7894736842105263,0.1458945224659435,0.7894736842105263,0.15171735196706965,0.8526315789473684,0.1494334525466654,0.8526315789473684,0.15529903262248398,0.8105263157894737,0.14924168778962316,0.8421052631578947,0.00019176475704224538
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.07398543427261825,0.4393939393939394,0.07398543427261825,0.4393939393939394,0.0854987898507684,0.4393939393939394,0.078875531466689,0.45454545454545453,0.08140702516530068,0.5757575757575758,0.07821484392614085,0.4393939393939394,0.0006606875405481549
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.136573966534471,0.2982456140350877,0.13477446887344097,0.3333333333333333,0.10535474112009582,0.42105263157894735,0.136573966534471,0.2982456140350877,0.09774755601049284,0.5789473684210527,0.136573966534471,0.2982456140350877,0.0
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.11822992462826434,0.625,0.11822992462826434,0.625,0.08729133965267093,0.725,0.11015768906046781,0.725,0.08536577862037516,0.375,0.11015768906046781,0.725,0.0
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.06704047629774293,0.717948717948718,0.06827171839580877,0.6666666666666666,0.0745754200728874,0.6410256410256411,0.07039331842929958,0.6153846153846154,0.07932910933436702,0.7948717948717948,0.0625634323920482,0.6923076923076923,0.007829886037251377
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.1068809607765839,0.8333333333333334,0.10621706405927824,0.8333333333333334,0.10693183708461909,0.8,0.1068809607765839,0.8333333333333334,0.11552663061274614,0.8333333333333334,0.1068809607765839,0.8333333333333334,0.0
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.06135875529643716,0.6153846153846154,0.06325086760762501,0.6153846153846154,0.0630494401157161,0.6538461538461539,0.061753129450746395,0.6538461538461539,0.13043849240496913,0.8076923076923077,0.07663074237899455,0.6538461538461539,-0.01487761292824815
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.13699461865758877,0.52,0.13699461865758877,0.52,0.11764029690824364,0.52,0.12731745778291623,0.52,0.1496926740530897,0.68,0.12916328178497094,0.52,-0.0018458240020547134
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.23945387191032444,0.8181818181818182,0.2395703682168479,0.8181818181818182,0.2339741546264721,0.8181818181818182,0.23671401326839828,0.8181818181818182,0.2834325232040886,0.7727272727272727,0.24580181559960954,0.8181818181818182,-0.009087802331211259
