grouping,extractant,n_rows,baseline_mae,baseline_sign_accuracy,2d_ensemble_mae,2d_ensemble_sign_accuracy,delta3d_unshrunk_mae,delta3d_unshrunk_sign_accuracy,delta3d_mae,delta3d_sign_accuracy,simplicial_unshrunk_mae,simplicial_unshrunk_sign_accuracy,simplicial_mae,simplicial_sign_accuracy,mae_reduction_simplicial_vs_delta3d
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,20,0.3065884253835562,0.25,0.30011924377290894,0.25,0.27991810087257496,0.15,0.29325326312806566,0.15,0.26317493630196254,0.25,0.2827368214906804,0.15,0.010516441637385243
extractant,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,12,0.09126936493422964,0.9166666666666666,0.09564347304617415,0.9166666666666666,0.11800450325651979,0.8333333333333334,0.09126936493422964,0.9166666666666666,0.12335809942802374,0.9166666666666666,0.09126936493422964,0.9166666666666666,0.0
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,12,0.10413180580048136,0.9166666666666666,0.10432772667342179,0.8333333333333334,0.1431828801770191,0.8333333333333334,0.13342011158288467,0.75,0.1790691773850861,0.6666666666666666,0.14421801224420383,0.75,-0.010797900661319165
extractant,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,12,0.05256204735813932,0.9166666666666666,0.053016011089725014,0.9166666666666666,0.05004296546562841,0.9166666666666666,0.05036364228861876,0.9166666666666666,0.11826345138147017,0.8333333333333334,0.056890491483091214,0.8333333333333334,-0.006526849194472453
extractant,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,12,0.10284557792497913,0.75,0.10496076509366326,0.75,0.11054803312735689,0.75,0.10484720041566299,0.75,0.17669881970028326,0.8333333333333334,0.11145695403273537,0.8333333333333334,-0.006609753617072375
extractant,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,12,0.11388883420666529,0.9166666666666666,0.11388883420666529,0.9166666666666666,0.13017749309232965,0.8333333333333334,0.12062872255223783,0.8333333333333334,0.16535445812209523,0.75,0.13181015644470218,0.8333333333333334,-0.011181433892464343
extractant,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,12,0.1064125868397564,1.0,0.1064125868397564,1.0,0.15294591283764722,0.8333333333333334,0.12920360093698285,0.9166666666666666,0.15694128877601807,0.9166666666666666,0.1330797338048562,0.9166666666666666,-0.003876132867873333
extractant,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,12,0.046193227882983655,0.4166666666666667,0.04910515096576368,0.4166666666666667,0.05226842326295308,0.4166666666666667,0.04904119961049511,0.4166666666666667,0.14066860140016715,0.5,0.06535006378795052,0.4166666666666667,-0.01630886417745541
extractant,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,12,0.115120216342109,0.8333333333333334,0.11428652164872781,0.8333333333333334,0.10990812061077863,0.9166666666666666,0.115120216342109,0.8333333333333334,0.12758232600674477,0.75,0.115120216342109,0.8333333333333334,0.0
extractant,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,12,0.047219860655234404,0.6666666666666666,0.04630126838594847,0.6666666666666666,0.060413863872521206,0.8333333333333334,0.047219860655234404,0.6666666666666666,0.06397445038402151,0.8333333333333334,0.047219860655234404,0.6666666666666666,0.0
extractant,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,12,0.15157097102577008,0.75,0.15311854460260205,0.75,0.19318273347440526,0.75,0.18006946443398641,0.75,0.2342996585370818,0.5,0.19362701295976026,0.75,-0.013557548525773844
extractant,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,12,0.04213870263772776,1.0,0.03933794015747972,0.9166666666666666,0.04613790229817937,1.0,0.04213870263772776,1.0,0.12471560948223774,0.4166666666666667,0.04213870263772776,1.0,0.0
extractant,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,12,0.10182981047694857,0.75,0.10182981047694857,0.75,0.09032973313478421,0.8333333333333334,0.08739069082889545,0.8333333333333334,0.1332138183302933,0.6666666666666666,0.09316526076545734,0.75,-0.005774569936561891
extractant,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,11,0.09387929404072516,0.2727272727272727,0.09349504008938983,0.2727272727272727,0.08645512445331686,0.18181818181818182,0.08831116685016892,0.18181818181818182,0.08850959982045672,0.45454545454545453,0.0801996249366439,0.18181818181818182,0.00811154191352502
extractant,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,11,0.08244046978295033,1.0,0.08244046978295033,1.0,0.11287648315582381,0.8181818181818182,0.09342613348061901,0.8181818181818182,0.10775767401871476,0.9090909090909091,0.07850843742551018,0.9090909090909091,0.014917696055108828
extractant,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,10,0.38083909192518983,0.8,0.38083909192518983,0.8,0.43017574802126635,0.7,0.39317325594920893,0.8,0.3988715898400593,0.8,0.39317325594920893,0.8,0.0
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,4,0.2867314431971849,0.75,0.284441031221635,0.75,0.275827957151292,0.75,0.2757432747525724,0.75,0.2899118028216528,0.75,0.2758647946057666,0.75,-0.00012151985319419634
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,2,0.2117436357387622,1.0,0.2117436357387622,1.0,0.2114171323507648,1.0,0.21166200989176287,1.0,0.22944620042860978,1.0,0.21166200989176287,1.0,0.0
extractant,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,2,0.11754572455533988,0.5,0.11754572455533988,0.5,0.22688167347119492,0.5,0.17221369901326739,0.5,0.22122183015316466,0.0,0.18446573179824172,0.5,-0.012252032784974332
extractant,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,2,0.08383368119091571,0.5,0.07614132658022554,0.5,0.1807873678944269,0.5,0.13231052454267128,0.5,0.17708150083273094,0.5,0.1435032686151862,0.5,-0.011192744072514915
extractant,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,2,0.0968403915196726,0.5,0.09671611286420763,0.0,0.0798614063296848,0.5,0.08835089892467869,0.5,0.15408526219643104,0.5,0.10478448974261678,0.5,-0.01643359081793809
extractant,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,2,0.10287071882662022,0.5,0.10287071882662022,0.5,0.07778528124959996,0.5,0.09659935943236517,0.5,0.050819981631657865,1.0,0.09659935943236517,0.5,0.0
