context,outer_fold,inner_fold,initialization,epoch,model_seed,train_loss,validation_macro_group_mae,validation_r2,validation_group_balanced_r2
inner_fixed_fit,0,0,0,1,137,0.5035654356082281,,,
inner_fixed_fit,0,0,0,2,137,0.5006987353165945,,,
inner_fixed_fit,0,0,0,3,137,0.4882105737924576,,,
inner_fixed_fit,0,0,0,4,137,0.475920965274175,,,
inner_fixed_fit,0,0,0,5,137,0.4373775124549866,,,
inner_fixed_fit,0,0,0,6,137,0.43869568904240924,,,
inner_fixed_fit,0,0,0,7,137,0.4359814375638962,,,
inner_fixed_fit,0,0,0,8,137,0.4384142408768336,,,
inner_fixed_fit,0,0,0,9,137,0.4086083521445592,,,
inner_fixed_fit,0,0,0,10,137,0.42329833408196765,,,
inner_fixed_fit,0,0,0,11,137,0.4019913325707118,,,
inner_fixed_fit,0,0,0,12,137,0.37407781928777695,,,
inner_fixed_fit,0,0,0,13,137,0.3877302408218384,,,
inner_fixed_fit,0,0,0,14,137,0.37340233971675235,,,
inner_fixed_fit,0,0,0,15,137,0.3745467960834503,,,
inner_fixed_fit,0,0,0,16,137,0.35984127471844357,,,
inner_fixed_fit,0,0,0,17,137,0.35661886384089786,,,
inner_fixed_fit,0,0,0,18,137,0.35843563824892044,,,
inner_fixed_fit,0,0,0,19,137,0.3410378322005272,,,
inner_fixed_fit,0,0,0,20,137,0.34581801295280457,,,
inner_fixed_fit,0,0,0,21,137,0.3604037364323934,,,
inner_fixed_fit,0,0,0,22,137,0.35148485749959946,,,
inner_fixed_fit,0,0,0,23,137,0.3473431741197904,,,
inner_fixed_fit,0,0,0,24,137,0.3351704652110736,,,
inner_fixed_fit,0,0,0,25,137,0.334692046046257,,,
inner_fixed_fit,0,0,0,26,137,0.33258743087450665,,,
inner_fixed_fit,0,0,0,27,137,0.33012619366248447,,,
inner_fixed_fit,0,0,0,28,137,0.3130974794427554,,,
inner_fixed_fit,0,0,0,29,137,0.3313302199045817,,,
inner_fixed_fit,0,0,0,30,137,0.302866630256176,,,
inner_fixed_fit,0,0,0,31,137,0.3146587088704109,,,
inner_fixed_fit,0,0,0,32,137,0.32205624133348465,,,
inner_fixed_fit,0,0,0,33,137,0.31712601085503894,,,
inner_fixed_fit,0,0,0,34,137,0.3234167695045471,,,
inner_fixed_fit,0,0,0,35,137,0.30284930268923443,,,
inner_fixed_fit,0,0,0,36,137,0.29087211688359577,,,
inner_fixed_fit,0,0,0,37,137,0.3072928786277771,,,
inner_fixed_fit,0,0,0,38,137,0.28525198499361676,,,
inner_fixed_fit,0,0,0,39,137,0.3097337906559308,,,
inner_fixed_fit,0,0,0,40,137,0.29284630467494327,,,
inner_fixed_fit,0,0,0,41,137,0.3006725609302521,,,
inner_fixed_fit,0,0,0,42,137,0.30411318441232044,,,
inner_fixed_fit,0,0,0,43,137,0.2889571239550908,,,
inner_fixed_fit,0,0,0,44,137,0.2775411456823349,,,
inner_fixed_fit,0,0,0,45,137,0.2794981648524602,,,
inner_fixed_fit,0,0,0,46,137,0.2770789886514346,,,
inner_fixed_fit,0,0,0,47,137,0.25422295928001404,,,
inner_fixed_fit,0,0,0,48,137,0.2976488123337428,,,
inner_fixed_fit,0,0,0,49,137,0.25963306178649265,,,
inner_fixed_fit,0,0,0,50,137,0.261867880821228,,,
inner_fixed_fit,0,0,0,51,137,0.2577366828918457,,,
inner_fixed_fit,0,0,0,52,137,0.24310908963282904,,,
inner_fixed_fit,0,0,0,53,137,0.2434776375691096,,,
inner_fixed_fit,0,0,0,54,137,0.23318200558423996,,,
inner_fixed_fit,0,0,0,55,137,0.22567201405763626,,,
inner_fixed_fit,0,0,0,56,137,0.25046032170454663,,,
inner_fixed_fit,0,0,0,57,137,0.2633928482731183,,,
inner_fixed_fit,0,0,0,58,137,0.2651588171720505,,,
inner_fixed_fit,0,0,0,59,137,0.24262798329194388,,,
inner_fixed_fit,0,0,0,60,137,0.23147337387005487,,,
inner_fixed_fit,0,0,0,61,137,0.23642850170532861,,,
inner_fixed_fit,0,0,0,62,137,0.22812345375617346,,,
inner_fixed_fit,0,0,0,63,137,0.23058493187030157,,,
inner_fixed_fit,0,0,0,64,137,0.23215042303005853,,,
inner_fixed_fit,0,0,0,65,137,0.2198046644528707,,,
inner_fixed_fit,0,0,0,66,137,0.22491195797920227,,,
inner_fixed_fit,0,0,0,67,137,0.2213617463906606,,,
inner_fixed_fit,0,0,0,68,137,0.21020679424206415,,,
inner_fixed_fit,0,0,0,69,137,0.21023504932721457,,,
inner_fixed_fit,0,0,0,70,137,0.20771009723345438,,,
inner_fixed_fit,0,0,0,71,137,0.21941466629505157,,,
inner_fixed_fit,0,0,0,72,137,0.22492154563466707,,,
inner_fixed_fit,0,0,0,73,137,0.2443375438451767,,,
inner_fixed_fit,0,0,0,74,137,0.22704075773557028,,,
inner_fixed_fit,0,0,0,75,137,0.213045467933019,,,
inner_fixed_fit,0,0,0,76,137,0.2058036377032598,,,
inner_fixed_fit,0,0,0,77,137,0.2004185045758883,,,
inner_fixed_fit,0,0,0,78,137,0.20776688059171042,,,
inner_fixed_fit,0,0,0,79,137,0.19439717630545297,,,
inner_fixed_fit,0,0,0,80,137,0.20026801774899164,,,
inner_fixed_fit,0,0,0,81,137,0.20129060869415602,,,
inner_fixed_fit,0,0,0,82,137,0.20024445901314417,,,
inner_fixed_fit,0,0,0,83,137,0.2057420735557874,,,
inner_fixed_fit,0,0,0,84,137,0.18638841807842255,,,
inner_fixed_fit,0,0,0,85,137,0.21165411919355392,,,
inner_fixed_fit,0,0,0,86,137,0.20477439214785895,,,
inner_fixed_fit,0,0,0,87,137,0.19251317530870438,,,
inner_fixed_fit,0,0,0,88,137,0.18599203725655875,,,
inner_fixed_fit,0,0,0,89,137,0.2058291087547938,,,
inner_fixed_fit,0,0,0,90,137,0.19503923753897348,,,
inner_fixed_fit,0,0,0,91,137,0.188882348438104,,,
inner_fixed_fit,0,0,0,92,137,0.20827175925175348,,,
inner_fixed_fit,0,0,0,93,137,0.19071724514166513,,,
inner_fixed_fit,0,0,0,94,137,0.18602706988652548,,,
inner_fixed_fit,0,0,0,95,137,0.18293424447377524,,,
inner_fixed_fit,0,0,0,96,137,0.18454875300327936,,,
inner_fixed_fit,0,0,0,97,137,0.1920199804008007,,,
inner_fixed_fit,0,0,0,98,137,0.17096206918358803,,,
inner_fixed_fit,0,0,0,99,137,0.17549757162729898,,,
inner_fixed_fit,0,0,0,100,137,0.18195493519306183,,,
inner_fixed_fit,0,0,0,101,137,0.19365095595518747,,,
inner_fixed_fit,0,0,0,102,137,0.172727782279253,,,
inner_fixed_fit,0,0,0,103,137,0.1812568207581838,,,
inner_fixed_fit,0,0,0,104,137,0.17220383137464523,,,
inner_fixed_fit,0,0,0,105,137,0.17148165528972945,,,
inner_fixed_fit,0,0,0,106,137,0.18685966730117798,,,
inner_fixed_fit,0,0,0,107,137,0.18272497256596884,,,
inner_fixed_fit,0,0,0,108,137,0.17338760818044344,,,
inner_fixed_fit,0,0,0,109,137,0.16548538953065872,,,
inner_fixed_fit,0,0,0,110,137,0.16673052807648978,,,
inner_fixed_fit,0,0,0,111,137,0.16739387065172195,,,
inner_fixed_fit,0,0,0,112,137,0.17868863294521967,,,
inner_fixed_fit,0,0,0,113,137,0.17202881475289664,,,
inner_fixed_fit,0,0,0,114,137,0.16495517392953238,,,
inner_fixed_fit,0,0,0,115,137,0.18779634684324265,,,
inner_fixed_fit,0,0,0,116,137,0.1741874615351359,,,
inner_fixed_fit,0,0,0,117,137,0.17309947311878204,,,
inner_fixed_fit,0,0,0,118,137,0.1745924117664496,,,
inner_fixed_fit,0,0,0,119,137,0.1696144255499045,,,
inner_fixed_fit,0,0,0,120,137,0.16795678560932478,,,
inner_fixed_fit,0,0,0,121,137,0.15128374099731445,,,
inner_fixed_fit,0,0,0,122,137,0.16320909187197685,,,
inner_fixed_fit,0,0,0,123,137,0.15238017961382866,,,
inner_fixed_fit,0,0,0,124,137,0.17733504126469293,,,
inner_fixed_fit,0,0,0,125,137,0.17748117943604788,,,
inner_fixed_fit,0,0,0,126,137,0.1799734060962995,,,
inner_fixed_fit,0,0,0,127,137,0.16194222619136175,,,
