context,candidate_index,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_0:baseline,0.0,0.35,2.0,0.13470662544755208,0.019481395629207587,0.1320972025057537,True,
outer_0:baseline,1.0,0.7,2.0,0.1473677965237252,-0.15530160393647297,0.14321353644461468,False,
outer_0:baseline,2.0,1.0,4.0,0.1497061071352567,-0.16289141995278467,0.14832755831255962,False,
outer_0:2d_second_unshrunk,0.0,0.35,2.0,0.1347904096784953,0.017380640740854325,0.1316156473771842,True,
outer_0:2d_second_unshrunk,1.0,0.7,2.0,0.14622880015248482,-0.13560862599764434,0.14089187949476156,False,
outer_0:2d_second_unshrunk,2.0,1.0,4.0,0.149913650333847,-0.16003131934725423,0.14863106338231233,False,
outer_0:delta3d_unshrunk,0.0,0.35,2.0,0.1365234604522804,0.0839791418369189,0.12879196631168544,True,
outer_0:delta3d_unshrunk,1.0,0.7,2.0,0.14176374458425203,0.03520638694021505,0.13371449831088078,False,
outer_0:delta3d_unshrunk,2.0,1.0,4.0,0.14816174044157213,-0.0372858826550595,0.13978404085361582,False,
outer_0:2d_ensemble_weight,,,,0.13292632522321765,0.02117357520812424,0.1309848629492656,True,0.0
outer_0:2d_ensemble_weight,,,,0.13316802739911965,0.024203959846091472,0.13066077131960355,False,0.25
outer_0:2d_ensemble_weight,,,,0.1334389267436886,0.02652440255535049,0.13038334436855029,False,0.5
outer_0:2d_ensemble_weight,,,,0.13371595390088772,0.02813490333590185,0.13011877243742023,False,0.75
outer_0:2d_ensemble_weight,,,,0.13401162215180712,0.02903546218774511,0.12987767106829842,False,1.0
outer_0:delta3d_weight,,,,0.13292632522321765,0.02117357520812424,0.1309848629492656,False,0.0
outer_0:delta3d_weight,,,,0.13266940171432626,0.045449076981735614,0.12974456083085925,True,0.25
outer_0:delta3d_weight,,,,0.1335720680568748,0.06381235191525336,0.12906803356237503,False,0.5
outer_0:delta3d_weight,,,,0.13492713977541249,0.07626340000867782,0.1288921118814983,False,0.75
outer_0:delta3d_weight,,,,0.1367049398356973,0.08280222126200865,0.1290938670497083,False,1.0
outer_1:baseline,0.0,0.35,2.0,0.12911748519396013,0.10776661905948803,0.11323686344669792,True,
outer_1:baseline,1.0,0.7,2.0,0.13332341538605208,0.024810748958901452,0.12023409216589467,False,
outer_1:baseline,2.0,1.0,4.0,0.13012171136517256,-0.01035234386393058,0.1230829852557827,False,
outer_1:2d_second_unshrunk,0.0,0.35,2.0,0.12906939896767827,0.11188638103820459,0.11263015930741355,True,
outer_1:2d_second_unshrunk,1.0,0.7,2.0,0.1305306335674767,0.0484404156130106,0.1188735319419609,False,
outer_1:2d_second_unshrunk,2.0,1.0,4.0,0.13009218038836862,-0.00713075160080634,0.12261633608473933,False,
outer_1:delta3d_unshrunk,0.0,0.35,2.0,0.12948621799793417,0.13314778903783886,0.11202913519198304,True,
outer_1:delta3d_unshrunk,1.0,0.7,2.0,0.13317836058322854,0.08961398788380948,0.1153573320820855,False,
outer_1:delta3d_unshrunk,2.0,1.0,4.0,0.13351233655284195,0.02479562312520267,0.11793948936141527,False,
outer_1:2d_ensemble_weight,,,,0.12972778043734876,0.09551067802436985,0.1145735380510608,False,0.0
outer_1:2d_ensemble_weight,,,,0.12965744716784422,0.10229853539302636,0.1139292152846268,False,0.25
outer_1:2d_ensemble_weight,,,,0.12960890507943867,0.10836516842150612,0.1133251548076404,False,0.5
outer_1:2d_ensemble_weight,,,,0.12958324647062827,0.11371057710980936,0.11278228537044206,True,0.75
outer_1:2d_ensemble_weight,,,,0.12961021940382658,0.11833476145793609,0.11235332789883073,False,1.0
outer_1:delta3d_weight,,,,0.12972778043734876,0.09551067802436985,0.1145735380510608,False,0.0
outer_1:delta3d_weight,,,,0.12829065404077772,0.11668272104234245,0.11243660877334297,False,0.25
outer_1:delta3d_weight,,,,0.12790575592362496,0.12973910004405165,0.11100046375422207,True,0.5
