design,G14_minus_DIR_DONORS13,G14_minus_DIR_BITE6,G14_minus_DIR_MASSACT8
A,3.347681652042413,0.7772905296589874,1.8472088220400122
B,5.018903234005629,0.7171082236578066,2.2795567204475464
BP,5.130711165444966,1.8857268498944921,3.705286399107802
BQ,4.140835844715926,0.7156307612020896,2.919464575425243
BR,4.209928118943424,0.7582120896333429,2.252827755672284
