comparison,dropped_chemotype,delta,n_units
P1_M_SELECTED_vs_C_DIRECT_ROW,(none),-0.018520495414178016,90
P1_M_SELECTED_vs_C_DIRECT_ROW,sc000,-0.01587343092547015,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc001,-0.020462870576898377,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc007,-0.018342815264368525,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc008,-0.019630311478391282,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc009,-0.017108165813515198,67
P1_M_SELECTED_vs_C_DIRECT_ROW,sc010,-0.018514619898380737,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc012,-0.016849273195157183,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc015,-0.017410745365107984,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc016,-0.019993396880704672,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc017,-0.01699009496176844,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc018,-0.017630494935647167,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc019,-0.020228797298537757,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc020,-0.01754057148763065,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc021,-0.015541661400616871,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc027,-0.0025797265861179416,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc028,-0.01821216751768395,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc029,-0.015804997256281133,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc030,-0.02224607044906125,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc031,-0.024031773297998188,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc032,-0.01878413231747857,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc033,-0.01772730251319802,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc036,-0.02344667955867359,86
P1_M_SELECTED_vs_C_DIRECT_ROW,sc055,-0.021112870634130414,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc057,-0.01777762971581576,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc058,-0.018319059271687317,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc059,-0.016280368957076574,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc060,-0.021421496805582106,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc061,-0.026988514964974283,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc062,-0.016297276854202115,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc063,-0.017730140874647967,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc068,-0.019615142323963792,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc069,-0.017334437392402365,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc070,-0.018508538075098183,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc071,-0.01941609476502149,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc075,-0.021124056194420714,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc076,-0.018946257198329097,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc077,-0.01878287253946135,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc078,-0.017269809577236537,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc083,-0.019013289372631522,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc084,-0.018862517776254698,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc085,-0.01901077373329095,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc086,-0.019027576737442948,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc092,-0.016822039707279874,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc096,-0.018965284396157706,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc097,-0.0190664035432926,89
