arm,n_units,cellset_mismatches,amp_share_pooled,amp_share_equal_cell,amp_share_equal_extractant,amp_share_excl_dominant_chemotype,dominant_chemotype,n_units_excl_dom,sse_share_dominant_chemotype,sse_share_top1_unit,sse_share_top10_units,sse_share_top1pct_units
C_DIRECT_ROW,2605,0,0.8699576422765247,0.7854539494573134,0.6737328333343755,0.8603123145500615,sc009,730,0.5124627687180311,0.015001940393592346,0.10025305425989751,0.17957618363904898
M_SELECTED,2605,0,0.8372276118643307,0.7769130606365452,0.674303080959507,0.7809532692782315,sc009,730,0.5845473577560399,0.014258849414308586,0.09037671158497078,0.1871753746243067
M_PHYSICS_radius+radius_sq,2605,0,0.8260086299143594,0.7677517291365324,0.6705489593721149,0.7785592349436088,sc009,730,0.5612954878878889,0.01353330259939584,0.0987820675826017,0.19634939476385363
M_LOWRANK_K2,2605,0,0.8250692842046958,0.7866456394390471,0.6769806626213289,0.7508192897418081,sc009,730,0.5886606334339223,0.013453157898790504,0.09398446981929098,0.19457235304883033
X_ENS_DIRECT+LOWRANK_K2,2605,0,0.8462977067310719,0.7928945843681822,0.6781443292451204,0.8059915069212666,sc009,730,0.5669801928927732,0.014292846458347813,0.09516592178290485,0.18442617051767532
