arm,n_cells,slope_through_origin,ci_lo,ci_hi,n_extractants,slope_with_intercept,intercept,r_squared
C_DIRECT_ROW,2605,1.4111048293508954,0.9810275725734119,1.8609876021724858,90,1.0703523118818403,-0.35150666121607993,0.2040451408935159
M_SELECTED,2605,1.200206993802997,0.8658901424918566,1.4624085146629195,90,0.9533914922395911,-0.32191879253402866,0.2533809405825278
M_PHYSICS_radius+radius_sq,2605,1.1667768191048773,0.855285344374366,1.4424926095254336,90,0.9632408938993293,-0.26903814534646314,0.2755787274099447
M_LOWRANK_K2,2605,1.1884463584518627,0.8540221500483084,1.4220951677522065,90,0.9810101420928286,-0.28121386657325503,0.29253514328350394
X_ENS_DIRECT+LOWRANK_K2,2605,1.4913580484078588,1.0673403252556952,1.8923049685547506,90,1.3068029281600002,-0.19092839674488213,0.31940321994598597
