full_arm,global_model,arm,k,mae,n_ligands
GEN9_A0_ROW_ONLY | NEAREST_OBSERVED@CENTRAL,GEN9_A0_ROW_ONLY,NEAREST_OBSERVED@CENTRAL,1,0.7575156334349555,143
GEN9_A0_ROW_ONLY | NO_MODEL@D_OPTIMAL,GEN9_A0_ROW_ONLY,NO_MODEL@D_OPTIMAL,1,1.0636892959958917,143
GEN9_A0_ROW_ONLY | NO_MODEL@D_OPTIMAL,GEN9_A0_ROW_ONLY,NO_MODEL@D_OPTIMAL,2,0.7561055897239792,143
GEN9_A0_ROW_ONLY | NO_MODEL@D_OPTIMAL,GEN9_A0_ROW_ONLY,NO_MODEL@D_OPTIMAL,3,0.74581503755955,140
GEN9_A0_ROW_ONLY | NO_MODEL@D_OPTIMAL,GEN9_A0_ROW_ONLY,NO_MODEL@D_OPTIMAL,5,0.7761169849969408,99
GEN9_A0_ROW_ONLY | NO_MODEL@MEDOID,GEN9_A0_ROW_ONLY,NO_MODEL@MEDOID,1,0.7538848498932323,143
GEN9_A0_ROW_ONLY | NO_MODEL@MEDOID,GEN9_A0_ROW_ONLY,NO_MODEL@MEDOID,2,0.7318114593322019,143
GEN9_A0_ROW_ONLY | NO_MODEL@MEDOID,GEN9_A0_ROW_ONLY,NO_MODEL@MEDOID,3,0.7192407977421663,140
GEN9_A0_ROW_ONLY | NO_MODEL@MEDOID,GEN9_A0_ROW_ONLY,NO_MODEL@MEDOID,5,0.7657437731812652,99
GEN9_A0_ROW_ONLY | NO_MODEL@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,NO_MODEL@ORACLE[OFFSET_K1],1,0.6238443324808323,143
GEN9_A0_ROW_ONLY | NO_MODEL@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,NO_MODEL@ORACLE[OFFSET_K1],2,0.60725018412009,143
GEN9_A0_ROW_ONLY | NO_MODEL@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,NO_MODEL@ORACLE[OFFSET_K1],3,0.633924451206406,140
GEN9_A0_ROW_ONLY | NO_MODEL@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,NO_MODEL@ORACLE[OFFSET_K1],5,0.6953877823847558,99
GEN9_A0_ROW_ONLY | NO_MODEL@RANDOM,GEN9_A0_ROW_ONLY,NO_MODEL@RANDOM,1,0.84589642363874,143
GEN9_A0_ROW_ONLY | NO_MODEL@RANDOM,GEN9_A0_ROW_ONLY,NO_MODEL@RANDOM,2,0.7538060274474901,143
GEN9_A0_ROW_ONLY | NO_MODEL@RANDOM,GEN9_A0_ROW_ONLY,NO_MODEL@RANDOM,3,0.7293150496401231,140
GEN9_A0_ROW_ONLY | NO_MODEL@RANDOM,GEN9_A0_ROW_ONLY,NO_MODEL@RANDOM,5,0.7687039885593794,99
GEN9_A0_ROW_ONLY | OFFSET_K1@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K1@CENTRAL,1,0.6464225820417543,143
GEN9_A0_ROW_ONLY | OFFSET_K1@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K1@CENTRAL,2,0.613279784693714,143
GEN9_A0_ROW_ONLY | OFFSET_K1@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K1@CENTRAL,3,0.596800373881045,140
GEN9_A0_ROW_ONLY | OFFSET_K1@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K1@CENTRAL,5,0.6198880027594327,99
GEN9_A0_ROW_ONLY | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K1@CENTRAL_THEN_SPREAD,1,0.6444691674541048,143
GEN9_A0_ROW_ONLY | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K1@CENTRAL_THEN_SPREAD,2,0.6175029012840564,143
GEN9_A0_ROW_ONLY | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K1@CENTRAL_THEN_SPREAD,3,0.6026873491362379,140
GEN9_A0_ROW_ONLY | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K1@CENTRAL_THEN_SPREAD,5,0.6274940658867004,99
GEN9_A0_ROW_ONLY | OFFSET_K1@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K1@D_OPTIMAL,1,0.8865789786518616,143
GEN9_A0_ROW_ONLY | OFFSET_K1@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K1@D_OPTIMAL,2,0.6413744678663649,143
GEN9_A0_ROW_ONLY | OFFSET_K1@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K1@D_OPTIMAL,3,0.6227117747770826,140
GEN9_A0_ROW_ONLY | OFFSET_K1@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K1@D_OPTIMAL,5,0.6349945562770579,99
GEN9_A0_ROW_ONLY | OFFSET_K1@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K1@MEDOID,1,0.6444691674541048,143
GEN9_A0_ROW_ONLY | OFFSET_K1@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K1@MEDOID,2,0.6179213025415248,143
GEN9_A0_ROW_ONLY | OFFSET_K1@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K1@MEDOID,3,0.6011294858063766,140
GEN9_A0_ROW_ONLY | OFFSET_K1@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K1@MEDOID,5,0.6237270790431844,99
GEN9_A0_ROW_ONLY | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K1@ORACLE[OFFSET_K1],1,0.47904936904408196,143
GEN9_A0_ROW_ONLY | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K1@ORACLE[OFFSET_K1],2,0.4836230268630193,143
GEN9_A0_ROW_ONLY | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K1@ORACLE[OFFSET_K1],3,0.5122549348357698,140
GEN9_A0_ROW_ONLY | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K1@ORACLE[OFFSET_K1],5,0.5518002686939923,99
GEN9_A0_ROW_ONLY | OFFSET_K1@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K1@RANDOM,1,0.7153125381561343,143
GEN9_A0_ROW_ONLY | OFFSET_K1@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K1@RANDOM,2,0.6334100100931572,143
GEN9_A0_ROW_ONLY | OFFSET_K1@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K1@RANDOM,3,0.6095587533013188,140
GEN9_A0_ROW_ONLY | OFFSET_K1@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K1@RANDOM,5,0.6260919960680681,99
GEN9_A0_ROW_ONLY | OFFSET_K2@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K2@CENTRAL,1,0.6464225820417543,143
GEN9_A0_ROW_ONLY | OFFSET_K2@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K2@CENTRAL,2,0.6102221015792554,143
GEN9_A0_ROW_ONLY | OFFSET_K2@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K2@CENTRAL,3,0.5844383226670891,140
GEN9_A0_ROW_ONLY | OFFSET_K2@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K2@CENTRAL,5,0.5754565997498526,99
GEN9_A0_ROW_ONLY | OFFSET_K2@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K2@CENTRAL_THEN_SPREAD,1,0.6444691674541048,143
GEN9_A0_ROW_ONLY | OFFSET_K2@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K2@CENTRAL_THEN_SPREAD,2,0.5889161008436354,143
GEN9_A0_ROW_ONLY | OFFSET_K2@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K2@CENTRAL_THEN_SPREAD,3,0.559800406532065,140
GEN9_A0_ROW_ONLY | OFFSET_K2@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K2@CENTRAL_THEN_SPREAD,5,0.5575222163062505,99
GEN9_A0_ROW_ONLY | OFFSET_K2@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K2@D_OPTIMAL,1,0.8865789786518616,143
GEN9_A0_ROW_ONLY | OFFSET_K2@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K2@D_OPTIMAL,2,0.6097305129395212,143
GEN9_A0_ROW_ONLY | OFFSET_K2@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K2@D_OPTIMAL,3,0.574574387787499,140
GEN9_A0_ROW_ONLY | OFFSET_K2@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K2@D_OPTIMAL,5,0.5560307732295857,99
GEN9_A0_ROW_ONLY | OFFSET_K2@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K2@MEDOID,1,0.6444691674541048,143
GEN9_A0_ROW_ONLY | OFFSET_K2@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K2@MEDOID,2,0.6159786382346429,143
GEN9_A0_ROW_ONLY | OFFSET_K2@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K2@MEDOID,3,0.5896279260103813,140
GEN9_A0_ROW_ONLY | OFFSET_K2@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K2@MEDOID,5,0.5805518974109957,99
GEN9_A0_ROW_ONLY | OFFSET_K2@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K2@ORACLE[OFFSET_K1],1,0.47904936904408196,143
GEN9_A0_ROW_ONLY | OFFSET_K2@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K2@ORACLE[OFFSET_K1],2,0.4783972903427126,143
GEN9_A0_ROW_ONLY | OFFSET_K2@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K2@ORACLE[OFFSET_K1],3,0.49908619783371455,140
GEN9_A0_ROW_ONLY | OFFSET_K2@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K2@ORACLE[OFFSET_K1],5,0.51097965529477,99
GEN9_A0_ROW_ONLY | OFFSET_K2@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K2@RANDOM,1,0.7153125381561343,143
GEN9_A0_ROW_ONLY | OFFSET_K2@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K2@RANDOM,2,0.618491688599962,143
GEN9_A0_ROW_ONLY | OFFSET_K2@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K2@RANDOM,3,0.5780649227735448,140
GEN9_A0_ROW_ONLY | OFFSET_K2@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K2@RANDOM,5,0.5616532564880948,99
GEN9_A0_ROW_ONLY | OFFSET_K3@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K3@CENTRAL,1,0.6464225820417543,143
GEN9_A0_ROW_ONLY | OFFSET_K3@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K3@CENTRAL,2,0.6058254623460134,143
GEN9_A0_ROW_ONLY | OFFSET_K3@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K3@CENTRAL,3,0.5615505675367327,140
GEN9_A0_ROW_ONLY | OFFSET_K3@CENTRAL,GEN9_A0_ROW_ONLY,OFFSET_K3@CENTRAL,5,0.5569641567310536,99
GEN9_A0_ROW_ONLY | OFFSET_K3@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K3@CENTRAL_THEN_SPREAD,1,0.6444691674541048,143
GEN9_A0_ROW_ONLY | OFFSET_K3@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K3@CENTRAL_THEN_SPREAD,2,0.5535372558612889,143
GEN9_A0_ROW_ONLY | OFFSET_K3@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K3@CENTRAL_THEN_SPREAD,3,0.4977964956323815,140
GEN9_A0_ROW_ONLY | OFFSET_K3@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,OFFSET_K3@CENTRAL_THEN_SPREAD,5,0.48927053749684063,99
GEN9_A0_ROW_ONLY | OFFSET_K3@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K3@D_OPTIMAL,1,0.8865789786518616,143
GEN9_A0_ROW_ONLY | OFFSET_K3@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K3@D_OPTIMAL,2,0.5653431676759666,143
GEN9_A0_ROW_ONLY | OFFSET_K3@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K3@D_OPTIMAL,3,0.5135585889337395,140
GEN9_A0_ROW_ONLY | OFFSET_K3@D_OPTIMAL,GEN9_A0_ROW_ONLY,OFFSET_K3@D_OPTIMAL,5,0.4855503941200015,99
GEN9_A0_ROW_ONLY | OFFSET_K3@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K3@MEDOID,1,0.6444691674541048,143
GEN9_A0_ROW_ONLY | OFFSET_K3@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K3@MEDOID,2,0.6115535136256873,143
GEN9_A0_ROW_ONLY | OFFSET_K3@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K3@MEDOID,3,0.5684069836204494,140
GEN9_A0_ROW_ONLY | OFFSET_K3@MEDOID,GEN9_A0_ROW_ONLY,OFFSET_K3@MEDOID,5,0.5646681736412593,99
GEN9_A0_ROW_ONLY | OFFSET_K3@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K3@ORACLE[OFFSET_K1],1,0.47904936904408196,143
GEN9_A0_ROW_ONLY | OFFSET_K3@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K3@ORACLE[OFFSET_K1],2,0.4697619025917454,143
GEN9_A0_ROW_ONLY | OFFSET_K3@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K3@ORACLE[OFFSET_K1],3,0.47625485655090116,140
GEN9_A0_ROW_ONLY | OFFSET_K3@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,OFFSET_K3@ORACLE[OFFSET_K1],5,0.49303787798704324,99
GEN9_A0_ROW_ONLY | OFFSET_K3@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K3@RANDOM,1,0.7153125381561343,143
GEN9_A0_ROW_ONLY | OFFSET_K3@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K3@RANDOM,2,0.5930489015901202,143
GEN9_A0_ROW_ONLY | OFFSET_K3@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K3@RANDOM,3,0.5360159650521571,140
GEN9_A0_ROW_ONLY | OFFSET_K3@RANDOM,GEN9_A0_ROW_ONLY,OFFSET_K3@RANDOM,5,0.5121456223248817,99
GEN9_A0_ROW_ONLY | SERIES_MAP@CENTRAL,GEN9_A0_ROW_ONLY,SERIES_MAP@CENTRAL,1,0.6464225820417543,143
GEN9_A0_ROW_ONLY | SERIES_MAP@CENTRAL,GEN9_A0_ROW_ONLY,SERIES_MAP@CENTRAL,2,0.6061810551282775,143
GEN9_A0_ROW_ONLY | SERIES_MAP@CENTRAL,GEN9_A0_ROW_ONLY,SERIES_MAP@CENTRAL,3,0.584349411423804,140
GEN9_A0_ROW_ONLY | SERIES_MAP@CENTRAL,GEN9_A0_ROW_ONLY,SERIES_MAP@CENTRAL,5,0.586834718066946,99
GEN9_A0_ROW_ONLY | SERIES_MAP@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,SERIES_MAP@CENTRAL_THEN_SPREAD,1,0.6444691674541048,143
GEN9_A0_ROW_ONLY | SERIES_MAP@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,SERIES_MAP@CENTRAL_THEN_SPREAD,2,0.6111621139718034,143
GEN9_A0_ROW_ONLY | SERIES_MAP@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,SERIES_MAP@CENTRAL_THEN_SPREAD,3,0.5873799765455755,140
GEN9_A0_ROW_ONLY | SERIES_MAP@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,SERIES_MAP@CENTRAL_THEN_SPREAD,5,0.5923279433541903,99
GEN9_A0_ROW_ONLY | SERIES_MAP@D_OPTIMAL,GEN9_A0_ROW_ONLY,SERIES_MAP@D_OPTIMAL,1,0.8865789786518616,143
GEN9_A0_ROW_ONLY | SERIES_MAP@D_OPTIMAL,GEN9_A0_ROW_ONLY,SERIES_MAP@D_OPTIMAL,2,0.6384218575474703,143
GEN9_A0_ROW_ONLY | SERIES_MAP@D_OPTIMAL,GEN9_A0_ROW_ONLY,SERIES_MAP@D_OPTIMAL,3,0.6122068493788662,140
GEN9_A0_ROW_ONLY | SERIES_MAP@D_OPTIMAL,GEN9_A0_ROW_ONLY,SERIES_MAP@D_OPTIMAL,5,0.6009103190936269,99
GEN9_A0_ROW_ONLY | SERIES_MAP@MEDOID,GEN9_A0_ROW_ONLY,SERIES_MAP@MEDOID,1,0.6444691674541048,143
GEN9_A0_ROW_ONLY | SERIES_MAP@MEDOID,GEN9_A0_ROW_ONLY,SERIES_MAP@MEDOID,2,0.611130927313477,143
GEN9_A0_ROW_ONLY | SERIES_MAP@MEDOID,GEN9_A0_ROW_ONLY,SERIES_MAP@MEDOID,3,0.5885261981946031,140
GEN9_A0_ROW_ONLY | SERIES_MAP@MEDOID,GEN9_A0_ROW_ONLY,SERIES_MAP@MEDOID,5,0.5908329589887924,99
GEN9_A0_ROW_ONLY | SERIES_MAP@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,SERIES_MAP@ORACLE[OFFSET_K1],1,0.47904936904408196,143
GEN9_A0_ROW_ONLY | SERIES_MAP@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,SERIES_MAP@ORACLE[OFFSET_K1],2,0.48393859171801373,143
GEN9_A0_ROW_ONLY | SERIES_MAP@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,SERIES_MAP@ORACLE[OFFSET_K1],3,0.5101604075892089,140
GEN9_A0_ROW_ONLY | SERIES_MAP@ORACLE[OFFSET_K1],GEN9_A0_ROW_ONLY,SERIES_MAP@ORACLE[OFFSET_K1],5,0.5404257236433776,99
GEN9_A0_ROW_ONLY | SERIES_MAP@RANDOM,GEN9_A0_ROW_ONLY,SERIES_MAP@RANDOM,1,0.7153125381561343,143
GEN9_A0_ROW_ONLY | SERIES_MAP@RANDOM,GEN9_A0_ROW_ONLY,SERIES_MAP@RANDOM,2,0.6276623674676303,143
GEN9_A0_ROW_ONLY | SERIES_MAP@RANDOM,GEN9_A0_ROW_ONLY,SERIES_MAP@RANDOM,3,0.5963183971306835,140
GEN9_A0_ROW_ONLY | SERIES_MAP@RANDOM,GEN9_A0_ROW_ONLY,SERIES_MAP@RANDOM,5,0.5908331208293457,99
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@CENTRAL,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@CENTRAL,1,0.6464225820417543,143
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@CENTRAL,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@CENTRAL,2,0.6062663161129833,143
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@CENTRAL,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@CENTRAL,3,0.5848989875113934,140
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@CENTRAL,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@CENTRAL,5,0.5879162625317953,99
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@CENTRAL_THEN_SPREAD,1,0.6444691674541048,143
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@CENTRAL_THEN_SPREAD,2,0.6124522228140399,143
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@CENTRAL_THEN_SPREAD,3,0.5896327035530936,140
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@CENTRAL_THEN_SPREAD,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@CENTRAL_THEN_SPREAD,5,0.5958982479925006,99
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@D_OPTIMAL,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@D_OPTIMAL,1,0.8865789786518616,143
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@D_OPTIMAL,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@D_OPTIMAL,2,0.6401536087396221,143
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@D_OPTIMAL,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@D_OPTIMAL,3,0.6147607525672187,140
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@D_OPTIMAL,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@D_OPTIMAL,5,0.6053090263755947,99
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@MEDOID,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@MEDOID,1,0.6444691674541048,143
GEN9_A0_ROW_ONLY | SERIES_MAP_LEVELONLY@MEDOID,GEN9_A0_ROW_ONLY,SERIES_MAP_LEVELONLY@MEDOID,2,0.6112068724630381,143
