full_arm,global_model,arm,k,mae,n_ligands
GEN9_A0_ROW_ONLY | NEAREST_OBSERVED@CENTRAL,GEN9_A0_ROW_ONLY,NEAREST_OBSERVED@CENTRAL,1,0.8318047597214827,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@D_OPTIMAL,3,0.6608554276600818,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@D_OPTIMAL,5,0.5533122148454758,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_BLEND,1,0.9046017412707318,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_BLEND,2,0.7237891386784711,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_BLEND,3,0.62518798236925,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_BLEND,5,0.5382191929137169,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_RANK,1,0.9046017412707318,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_RANK,2,0.7237891386784711,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_RANK,3,0.62518798236925,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_RANK,5,0.5382191929137169,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_SCALAR,1,0.9071426744802601,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_SCALAR,2,0.7238619022603952,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_SCALAR,3,0.6206351602703861,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@LEARNED_SCALAR,5,0.5355860357284358,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@MAX_PREDICTIVE_VARIANCE,1,0.9933416796226432,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@MAX_PREDICTIVE_VARIANCE,2,0.7178350507232893,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@MAX_PREDICTIVE_VARIANCE,3,0.6151474953629152,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@MAX_PREDICTIVE_VARIANCE,5,0.5285390514560736,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@MEDOID,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@MEDOID,1,0.8252974768084728,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@MEDOID,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@MEDOID,2,0.7720468667569355,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@MEDOID,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@MEDOID,3,0.7089494683909865,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@MEDOID,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@MEDOID,5,0.6217730265965451,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@ORACLE[OFFSET_K1],1,0.7290930301751952,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@ORACLE[OFFSET_K1],2,0.6398550925041878,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@ORACLE[OFFSET_K1],3,0.5956419071410853,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@ORACLE[OFFSET_K1],5,0.539541252752896,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@RANDOM,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@RANDOM,1,0.9459775028894392,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@RANDOM,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@RANDOM,2,0.7630663154930473,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@RANDOM,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@RANDOM,3,0.6700591572967497,99
GEN9_SHAPE_RECOMPOSED | NEAREST_OBSERVED@RANDOM,GEN9_SHAPE_RECOMPOSED,NEAREST_OBSERVED@RANDOM,5,0.5619447134754055,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@CENTRAL,GEN9_SHAPE_RECOMPOSED,NO_MODEL@CENTRAL,1,0.8318047597214827,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@CENTRAL,GEN9_SHAPE_RECOMPOSED,NO_MODEL@CENTRAL,2,0.7918850754543143,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@CENTRAL,GEN9_SHAPE_RECOMPOSED,NO_MODEL@CENTRAL,3,0.7713157574750913,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@CENTRAL,GEN9_SHAPE_RECOMPOSED,NO_MODEL@CENTRAL,5,0.7612714879985231,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,NO_MODEL@CENTRAL_THEN_SPREAD,1,0.8252974768084728,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,NO_MODEL@CENTRAL_THEN_SPREAD,2,0.8172571360213573,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,NO_MODEL@CENTRAL_THEN_SPREAD,3,0.7879096274409648,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,NO_MODEL@CENTRAL_THEN_SPREAD,5,0.7615849126435005,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,NO_MODEL@D_OPTIMAL,1,1.199971537757043,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,NO_MODEL@D_OPTIMAL,2,0.8623267800819991,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,NO_MODEL@D_OPTIMAL,3,0.825175852676328,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,NO_MODEL@D_OPTIMAL,5,0.7761169849969408,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_BLEND,1,0.9046017412707318,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_BLEND,2,0.8238318202235201,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_BLEND,3,0.7832410298833414,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_BLEND,5,0.7605487102842295,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_RANK,1,0.9046017412707318,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_RANK,2,0.8238318202235201,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_RANK,3,0.7832410298833414,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_RANK,5,0.7605487102842295,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_SCALAR,1,0.9071426744802601,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_SCALAR,2,0.8236889194934645,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_SCALAR,3,0.7836533712759354,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,NO_MODEL@LEARNED_SCALAR,5,0.762417675245691,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,NO_MODEL@MAX_PREDICTIVE_VARIANCE,1,0.9933416796226432,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,NO_MODEL@MAX_PREDICTIVE_VARIANCE,2,0.8284704648508263,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,NO_MODEL@MAX_PREDICTIVE_VARIANCE,3,0.7822647993093259,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,NO_MODEL@MAX_PREDICTIVE_VARIANCE,5,0.7620576859005267,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@MEDOID,GEN9_SHAPE_RECOMPOSED,NO_MODEL@MEDOID,1,0.8252974768084728,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@MEDOID,GEN9_SHAPE_RECOMPOSED,NO_MODEL@MEDOID,2,0.7958143257403774,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@MEDOID,GEN9_SHAPE_RECOMPOSED,NO_MODEL@MEDOID,3,0.7792362829525142,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@MEDOID,GEN9_SHAPE_RECOMPOSED,NO_MODEL@MEDOID,5,0.7657437731812652,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,NO_MODEL@ORACLE[OFFSET_K1],1,0.7290930301751952,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,NO_MODEL@ORACLE[OFFSET_K1],2,0.6978164459756511,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,NO_MODEL@ORACLE[OFFSET_K1],3,0.6912520338841848,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,NO_MODEL@ORACLE[OFFSET_K1],5,0.70548561518642,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@RANDOM,GEN9_SHAPE_RECOMPOSED,NO_MODEL@RANDOM,1,0.9459775028894392,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@RANDOM,GEN9_SHAPE_RECOMPOSED,NO_MODEL@RANDOM,2,0.8466128596341697,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@RANDOM,GEN9_SHAPE_RECOMPOSED,NO_MODEL@RANDOM,3,0.8014821783216913,99
GEN9_SHAPE_RECOMPOSED | NO_MODEL@RANDOM,GEN9_SHAPE_RECOMPOSED,NO_MODEL@RANDOM,5,0.7687039885593794,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@CENTRAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@CENTRAL,1,0.6656721269496029,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@CENTRAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@CENTRAL,2,0.6248551295467113,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@CENTRAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@CENTRAL,3,0.6051207169886028,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@CENTRAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@CENTRAL,5,0.5899981031321926,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@CENTRAL_THEN_SPREAD,1,0.6628685958387509,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@CENTRAL_THEN_SPREAD,2,0.6472566622648167,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@CENTRAL_THEN_SPREAD,3,0.6195330949851172,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@CENTRAL_THEN_SPREAD,5,0.5943048948700314,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@D_OPTIMAL,1,0.9237062506632704,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@D_OPTIMAL,2,0.6864136540845555,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@D_OPTIMAL,3,0.646292188443084,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@D_OPTIMAL,5,0.6016775103087725,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_BLEND,1,0.719051507115799,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_BLEND,2,0.6615394040342402,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_BLEND,3,0.6201566286211418,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_BLEND,5,0.5942016887965121,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_RANK,1,0.719051507115799,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_RANK,2,0.6615394040342402,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_RANK,3,0.6201566286211418,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_RANK,5,0.5942016887965121,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_SCALAR,1,0.719624479563352,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_SCALAR,2,0.6503892785863186,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_SCALAR,3,0.6151473931851408,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@LEARNED_SCALAR,5,0.5943828879918241,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@MAX_PREDICTIVE_VARIANCE,1,0.7631239515636109,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@MAX_PREDICTIVE_VARIANCE,2,0.6576805164923241,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@MAX_PREDICTIVE_VARIANCE,3,0.617793958822244,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@MAX_PREDICTIVE_VARIANCE,5,0.5966990201928188,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@MEDOID,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@MEDOID,1,0.6628685958387509,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@MEDOID,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@MEDOID,2,0.6306727363942045,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@MEDOID,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@MEDOID,3,0.6111554761920199,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@MEDOID,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@MEDOID,5,0.5936669471494052,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,OFFSET_K1@ORACLE[OFFSET_K1],1,0.5042242850540751,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,OFFSET_K1@ORACLE[OFFSET_K1],2,0.5021924147087408,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,OFFSET_K1@ORACLE[OFFSET_K1],3,0.5050374224664314,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,OFFSET_K1@ORACLE[OFFSET_K1],5,0.5227577163493299,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@RANDOM,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@RANDOM,1,0.7506369430625743,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@RANDOM,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@RANDOM,2,0.6672905852973631,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@RANDOM,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@RANDOM,3,0.6313374411954432,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K1@RANDOM,GEN9_SHAPE_RECOMPOSED,OFFSET_K1@RANDOM,5,0.5953332746341149,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@CENTRAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@CENTRAL,1,0.6656721269496029,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@CENTRAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@CENTRAL,2,0.6220558540870693,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@CENTRAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@CENTRAL,3,0.5931550730064657,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@CENTRAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@CENTRAL,5,0.552829219771778,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@CENTRAL_THEN_SPREAD,1,0.6628685958387509,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@CENTRAL_THEN_SPREAD,2,0.611396732610748,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@CENTRAL_THEN_SPREAD,3,0.5682058736279997,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@CENTRAL_THEN_SPREAD,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@CENTRAL_THEN_SPREAD,5,0.5335982120096423,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@D_OPTIMAL,1,0.9237062506632704,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@D_OPTIMAL,2,0.6462620759405684,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@D_OPTIMAL,3,0.5879298893290653,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@D_OPTIMAL,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@D_OPTIMAL,5,0.5328146395614537,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_BLEND,1,0.719051507115799,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_BLEND,2,0.6176795183521774,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_BLEND,3,0.5683887952460018,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_BLEND,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_BLEND,5,0.5334382739933764,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_RANK,1,0.719051507115799,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_RANK,2,0.6176795183521774,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_RANK,3,0.5683887952460018,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_RANK,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_RANK,5,0.5334382739933764,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_SCALAR,1,0.719624479563352,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_SCALAR,2,0.613231121807744,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_SCALAR,3,0.5668550405142618,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@LEARNED_SCALAR,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@LEARNED_SCALAR,5,0.5337760816184873,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@MAX_PREDICTIVE_VARIANCE,1,0.7631239515636109,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@MAX_PREDICTIVE_VARIANCE,2,0.6129802438658082,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@MAX_PREDICTIVE_VARIANCE,3,0.5707925331467046,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@MAX_PREDICTIVE_VARIANCE,5,0.5337526311830849,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@MEDOID,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@MEDOID,1,0.6628685958387509,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@MEDOID,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@MEDOID,2,0.6287260413612329,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@MEDOID,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@MEDOID,3,0.6000301859908068,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@MEDOID,GEN9_SHAPE_RECOMPOSED,OFFSET_K2@MEDOID,5,0.556443373587923,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,OFFSET_K2@ORACLE[OFFSET_K1],1,0.5042242850540751,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,OFFSET_K2@ORACLE[OFFSET_K1],2,0.4970176906317523,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,OFFSET_K2@ORACLE[OFFSET_K1],3,0.4922654104801103,99
GEN9_SHAPE_RECOMPOSED | OFFSET_K2@ORACLE[OFFSET_K1],GEN9_SHAPE_RECOMPOSED,OFFSET_K2@ORACLE[OFFSET_K1],5,0.49008744823260936,99
