full_arm,k,failure_class,mae,n_ligands
GEN9_A1_ADJ_d05 | OFFSET_K2@CENTRAL_THEN_SPREAD,2,RESIDUAL_SHAPE,1.2690671475728748,23
GEN9_A1_ADJ_d05 | OFFSET_K2@CENTRAL_THEN_SPREAD,3,ALREADY_GOOD,0.43192542489212615,51
GEN9_A1_ADJ_d05 | OFFSET_K2@CENTRAL_THEN_SPREAD,3,PARTIAL_LEVEL,0.7502253066474447,5
GEN9_A1_ADJ_d05 | OFFSET_K2@CENTRAL_THEN_SPREAD,3,PURE_LEVEL,0.3847288839499453,20
GEN9_A1_ADJ_d05 | OFFSET_K2@CENTRAL_THEN_SPREAD,3,RESIDUAL_SHAPE,1.1818739543442702,23
GEN9_A1_ADJ_d05 | OFFSET_K2@CENTRAL_THEN_SPREAD,5,ALREADY_GOOD,0.4019517261110516,51
GEN9_A1_ADJ_d05 | OFFSET_K2@CENTRAL_THEN_SPREAD,5,PARTIAL_LEVEL,0.7123223635534903,5
GEN9_A1_ADJ_d05 | OFFSET_K2@CENTRAL_THEN_SPREAD,5,PURE_LEVEL,0.36530339878677387,20
GEN9_A1_ADJ_d05 | OFFSET_K2@CENTRAL_THEN_SPREAD,5,RESIDUAL_SHAPE,1.1141703147608153,23
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,1,ALREADY_GOOD,0.6979036417091673,51
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,1,PARTIAL_LEVEL,1.39321405189871,5
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,1,PURE_LEVEL,0.7083485919394258,20
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,1,RESIDUAL_SHAPE,1.8156975324191436,23
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,2,ALREADY_GOOD,0.4762895335986069,51
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,2,PARTIAL_LEVEL,0.9038673398012944,5
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,2,PURE_LEVEL,0.47570083244701145,20
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,2,RESIDUAL_SHAPE,1.308499146267063,23
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,3,ALREADY_GOOD,0.4444364698817974,51
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,3,PARTIAL_LEVEL,0.8266306859684572,5
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,3,PURE_LEVEL,0.4120265543350882,20
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,3,RESIDUAL_SHAPE,1.1840353833939157,23
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,5,ALREADY_GOOD,0.4059608125584869,51
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,5,PARTIAL_LEVEL,0.6769362045031653,5
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,5,PURE_LEVEL,0.37403822139634146,20
GEN9_A1_ADJ_d05 | OFFSET_K2@D_OPTIMAL,5,RESIDUAL_SHAPE,1.087773833701204,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,1,ALREADY_GOOD,0.5928428505811866,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,1,PARTIAL_LEVEL,0.950754295127819,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,1,PURE_LEVEL,0.510270531527616,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,1,RESIDUAL_SHAPE,1.3136566230924893,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,2,ALREADY_GOOD,0.4707073721182328,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,2,PARTIAL_LEVEL,0.774664715236883,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,2,PURE_LEVEL,0.40319960527811166,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,2,RESIDUAL_SHAPE,1.241518543217733,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,3,ALREADY_GOOD,0.4307296483689526,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,3,PARTIAL_LEVEL,0.7276562028501194,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,3,PURE_LEVEL,0.39412176628463685,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,3,RESIDUAL_SHAPE,1.157539996722102,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,5,ALREADY_GOOD,0.40339407139934624,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,5,PARTIAL_LEVEL,0.6814044864262832,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,5,PURE_LEVEL,0.3645692775333286,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_BLEND,5,RESIDUAL_SHAPE,1.0990045252666678,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,1,ALREADY_GOOD,0.5928428505811866,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,1,PARTIAL_LEVEL,0.950754295127819,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,1,PURE_LEVEL,0.510270531527616,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,1,RESIDUAL_SHAPE,1.3136566230924893,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,2,ALREADY_GOOD,0.4707073721182328,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,2,PARTIAL_LEVEL,0.774664715236883,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,2,PURE_LEVEL,0.40319960527811166,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,2,RESIDUAL_SHAPE,1.241518543217733,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,3,ALREADY_GOOD,0.4307296483689526,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,3,PARTIAL_LEVEL,0.7276562028501194,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,3,PURE_LEVEL,0.39412176628463685,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,3,RESIDUAL_SHAPE,1.157539996722102,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,5,ALREADY_GOOD,0.40339407139934624,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,5,PARTIAL_LEVEL,0.6814044864262832,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,5,PURE_LEVEL,0.3645692775333286,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_RANK,5,RESIDUAL_SHAPE,1.0990045252666678,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,1,ALREADY_GOOD,0.5899747958570768,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,1,PARTIAL_LEVEL,0.883776685647064,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,1,PURE_LEVEL,0.5087624182156075,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,1,RESIDUAL_SHAPE,1.399976156405927,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,2,ALREADY_GOOD,0.47048499407635,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,2,PARTIAL_LEVEL,0.8650974432102408,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,2,PURE_LEVEL,0.4200969713616159,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,2,RESIDUAL_SHAPE,1.2421681392199548,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,3,ALREADY_GOOD,0.43027414395285635,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,3,PARTIAL_LEVEL,0.7869641429700798,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,3,PURE_LEVEL,0.3938414925820053,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,3,RESIDUAL_SHAPE,1.1619143480648413,23
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,5,ALREADY_GOOD,0.4046709648673234,51
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,5,PARTIAL_LEVEL,0.7135749059960417,5
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,5,PURE_LEVEL,0.3643821878069949,20
GEN9_A1_ADJ_d05 | OFFSET_K2@LEARNED_SCALAR,5,RESIDUAL_SHAPE,1.1068634951972525,23
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,1,ALREADY_GOOD,0.6141690524960721,51
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,1,PARTIAL_LEVEL,0.8724920397221938,5
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,1,PURE_LEVEL,0.5933344624146848,20
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,1,RESIDUAL_SHAPE,1.467561221826899,23
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,2,ALREADY_GOOD,0.472522985763064,51
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,2,PARTIAL_LEVEL,0.7807941820185055,5
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,2,PURE_LEVEL,0.3989997659341533,20
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,2,RESIDUAL_SHAPE,1.2711161344637179,23
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,3,ALREADY_GOOD,0.4343087934412669,51
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,3,PARTIAL_LEVEL,0.7908624938679654,5
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,3,PURE_LEVEL,0.38941476236040884,20
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,3,RESIDUAL_SHAPE,1.18010470596086,23
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,5,ALREADY_GOOD,0.3997577429300955,51
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,5,PARTIAL_LEVEL,0.7318763257533961,5
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,5,PURE_LEVEL,0.36164048512030494,20
GEN9_A1_ADJ_d05 | OFFSET_K2@MAX_PREDICTIVE_VARIANCE,5,RESIDUAL_SHAPE,1.1094906265827884,23
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,1,ALREADY_GOOD,0.5436541799209464,51
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,1,PARTIAL_LEVEL,0.6786480815097612,5
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,1,PURE_LEVEL,0.4698576410047413,20
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,1,RESIDUAL_SHAPE,1.306450256959617,23
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,2,ALREADY_GOOD,0.5216926710179548,51
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,2,PARTIAL_LEVEL,0.6899913835855219,5
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,2,PURE_LEVEL,0.4458204562407741,20
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,2,RESIDUAL_SHAPE,1.2236928391864064,23
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,3,ALREADY_GOOD,0.4904216726292032,51
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,3,PARTIAL_LEVEL,0.6699439171627513,5
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,3,PURE_LEVEL,0.4201777412651758,20
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,3,RESIDUAL_SHAPE,1.1728665136966152,23
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,5,ALREADY_GOOD,0.4406164451617084,51
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,5,PARTIAL_LEVEL,0.6461686355097687,5
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,5,PURE_LEVEL,0.3916202407274211,20
GEN9_A1_ADJ_d05 | OFFSET_K2@MEDOID,5,RESIDUAL_SHAPE,1.1133854195025812,23
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],1,ALREADY_GOOD,0.40081015577251344,51
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],1,PARTIAL_LEVEL,0.6128971324678872,5
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],1,PURE_LEVEL,0.35738110921028676,20
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],1,RESIDUAL_SHAPE,1.0007741850055174,23
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],2,ALREADY_GOOD,0.39118611715299206,51
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],2,PARTIAL_LEVEL,0.6110101134615399,5
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],2,PURE_LEVEL,0.3503633499404234,20
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],2,RESIDUAL_SHAPE,0.9916714978095654,23
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],3,ALREADY_GOOD,0.38549130115545904,51
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],3,PARTIAL_LEVEL,0.5959328234871396,5
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],3,PURE_LEVEL,0.3426321215248833,20
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],3,RESIDUAL_SHAPE,0.9906817337236395,23
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],5,ALREADY_GOOD,0.38017543906385326,51
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],5,PARTIAL_LEVEL,0.5679475238657994,5
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],5,PURE_LEVEL,0.33331210540009726,20
GEN9_A1_ADJ_d05 | OFFSET_K2@ORACLE[OFFSET_K1],5,RESIDUAL_SHAPE,1.0032248055807922,23
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,1,ALREADY_GOOD,0.5926287846636816,51
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,1,PARTIAL_LEVEL,0.968548251273134,5
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,1,PURE_LEVEL,0.5276159206257044,20
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,1,RESIDUAL_SHAPE,1.4778146290778218,23
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,2,ALREADY_GOOD,0.5086337708745499,51
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,2,PARTIAL_LEVEL,0.8250015361028202,5
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,2,PURE_LEVEL,0.45405158290176695,20
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,2,RESIDUAL_SHAPE,1.28859109644449,23
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,3,ALREADY_GOOD,0.46471373190195314,51
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,3,PARTIAL_LEVEL,0.7677807542333357,5
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,3,PURE_LEVEL,0.41230122005561504,20
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,3,RESIDUAL_SHAPE,1.1790277535851768,23
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,5,ALREADY_GOOD,0.4195597726346114,51
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,5,PARTIAL_LEVEL,0.6495027394500259,5
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,5,PURE_LEVEL,0.37195983611701966,20
GEN9_A1_ADJ_d05 | OFFSET_K2@RANDOM,5,RESIDUAL_SHAPE,1.0981350184207093,23
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,1,ALREADY_GOOD,0.5386669776798592,51
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,1,PARTIAL_LEVEL,0.7210825233334337,5
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,1,PURE_LEVEL,0.4722033290083975,20
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,1,RESIDUAL_SHAPE,1.335483714567181,23
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,2,ALREADY_GOOD,0.5059867719694223,51
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,2,PARTIAL_LEVEL,0.6598674193218507,5
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,2,PURE_LEVEL,0.4429462446968274,20
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,2,RESIDUAL_SHAPE,1.2360541359371398,23
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,3,ALREADY_GOOD,0.47459982287089664,51
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,3,PARTIAL_LEVEL,0.6685600096944034,5
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,3,PURE_LEVEL,0.42204014446463267,20
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,3,RESIDUAL_SHAPE,1.1622779184317698,23
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,5,ALREADY_GOOD,0.42124865339932216,51
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,5,PARTIAL_LEVEL,0.6395138750907453,5
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,5,PURE_LEVEL,0.3780430981665975,20
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL,5,RESIDUAL_SHAPE,1.0831452307038656,23
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,1,ALREADY_GOOD,0.5436541799209464,51
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,1,PARTIAL_LEVEL,0.6786480815097612,5
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,1,PURE_LEVEL,0.4698576410047413,20
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,1,RESIDUAL_SHAPE,1.306450256959617,23
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,2,ALREADY_GOOD,0.4592369044154387,51
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,2,PARTIAL_LEVEL,0.690559315647428,5
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,2,PURE_LEVEL,0.3991273561406417,20
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,2,RESIDUAL_SHAPE,1.1928825417331594,23
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,3,ALREADY_GOOD,0.40042864750758406,51
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,3,PARTIAL_LEVEL,0.6883913099418975,5
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,3,PURE_LEVEL,0.3509521935369516,20
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,3,RESIDUAL_SHAPE,1.0680650312218756,23
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,5,ALREADY_GOOD,0.35983019104477626,51
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,5,PARTIAL_LEVEL,0.6615125388961478,5
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,5,PURE_LEVEL,0.3235482923221349,20
GEN9_A1_ADJ_d05 | OFFSET_K3@CENTRAL_THEN_SPREAD,5,RESIDUAL_SHAPE,0.992880555990332,23
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,1,ALREADY_GOOD,0.6979036417091673,51
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,1,PARTIAL_LEVEL,1.39321405189871,5
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,1,PURE_LEVEL,0.7083485919394258,20
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,1,RESIDUAL_SHAPE,1.8156975324191436,23
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,2,ALREADY_GOOD,0.45177958967137205,51
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,2,PARTIAL_LEVEL,0.8923945311715737,5
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,2,PURE_LEVEL,0.47545990159845425,20
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,2,RESIDUAL_SHAPE,1.2104527684786495,23
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,3,ALREADY_GOOD,0.4156399001758426,51
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,3,PARTIAL_LEVEL,0.7902644625624395,5
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,3,PURE_LEVEL,0.3762687478931315,20
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,3,RESIDUAL_SHAPE,1.0821036531340362,23
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,5,ALREADY_GOOD,0.36112428267060753,51
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,5,PARTIAL_LEVEL,0.6501418977081329,5
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,5,PURE_LEVEL,0.33048232479203693,20
GEN9_A1_ADJ_d05 | OFFSET_K3@D_OPTIMAL,5,RESIDUAL_SHAPE,0.9660157031262955,23
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,1,ALREADY_GOOD,0.5928428505811866,51
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,1,PARTIAL_LEVEL,0.950754295127819,5
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,1,PURE_LEVEL,0.510270531527616,20
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,1,RESIDUAL_SHAPE,1.3136566230924893,23
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,2,ALREADY_GOOD,0.46412878987939915,51
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,2,PARTIAL_LEVEL,0.7550009527091396,5
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,2,PURE_LEVEL,0.3896396436228372,20
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,2,RESIDUAL_SHAPE,1.149077657894272,23
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,3,ALREADY_GOOD,0.40087637042029983,51
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,3,PARTIAL_LEVEL,0.6952657989505566,5
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,3,PURE_LEVEL,0.3619086726062172,20
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,3,RESIDUAL_SHAPE,1.0584433121762564,23
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,5,ALREADY_GOOD,0.3629898966073365,51
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,5,PARTIAL_LEVEL,0.6573063589774749,5
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,5,PURE_LEVEL,0.32682432000702744,20
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_BLEND,5,RESIDUAL_SHAPE,0.972052210309821,23
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,1,ALREADY_GOOD,0.5928428505811866,51
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,1,PARTIAL_LEVEL,0.950754295127819,5
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,1,PURE_LEVEL,0.510270531527616,20
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,1,RESIDUAL_SHAPE,1.3136566230924893,23
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,2,ALREADY_GOOD,0.46412878987939915,51
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,2,PARTIAL_LEVEL,0.7550009527091396,5
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,2,PURE_LEVEL,0.3896396436228372,20
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,2,RESIDUAL_SHAPE,1.149077657894272,23
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,3,ALREADY_GOOD,0.40087637042029983,51
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,3,PARTIAL_LEVEL,0.6952657989505566,5
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,3,PURE_LEVEL,0.3619086726062172,20
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,3,RESIDUAL_SHAPE,1.0584433121762564,23
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,5,ALREADY_GOOD,0.3629898966073365,51
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,5,PARTIAL_LEVEL,0.6573063589774749,5
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,5,PURE_LEVEL,0.32682432000702744,20
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_RANK,5,RESIDUAL_SHAPE,0.972052210309821,23
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_SCALAR,1,ALREADY_GOOD,0.5899747958570768,51
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_SCALAR,1,PARTIAL_LEVEL,0.883776685647064,5
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_SCALAR,1,PURE_LEVEL,0.5087624182156075,20
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_SCALAR,1,RESIDUAL_SHAPE,1.399976156405927,23
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_SCALAR,2,ALREADY_GOOD,0.45615991953498863,51
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_SCALAR,2,PARTIAL_LEVEL,0.8192945923381687,5
GEN9_A1_ADJ_d05 | OFFSET_K3@LEARNED_SCALAR,2,PURE_LEVEL,0.40995966624960356,20
