k,comparison,point,ci95_low,ci95_high,bca_low,bca_high,block_macro,n_units,units_improved,seeds_positive,n_seeds
1,NEW GLOBAL + CENTRAL + OLD ADAPTER vs OLD GLOBAL + CENTRAL + OLD ADAPTER,0.03072649753922518,0.011785609870063093,0.05611047396736939,0.012781081312472457,0.05788011816527707,0.02764498585417201,99,67,5,5
1,OLD GLOBAL + LEARNED ACQ + OLD ADAPTER vs NEW GLOBAL + CENTRAL + OLD ADAPTER,-0.07458899212164327,-0.11321105654450035,-0.04020303419561753,-0.1145149076143224,-0.04154753318066167,-0.07235371890096534,99,32,0,5
1,NEW GLOBAL + LEARNED ACQ + OLD ADAPTER vs OLD GLOBAL + LEARNED ACQ + OLD ADAPTER,0.02120961195544725,-0.011768143271234289,0.06495931866328108,-0.01440907976563119,0.062358392811674684,0.01782733765564279,99,62,5,5
1,NEW GLOBAL + LEARNED ACQ + NEW ADAPTER vs NEW GLOBAL + LEARNED ACQ + OLD ADAPTER,2.523234146875356e-18,-1.6096104273257943e-18,6.6084703846735505e-18,-4.950273381137869e-19,8.493158857308202e-18,7.615859162825007e-19,99,4,0,5
1,FINAL vs BASELINE,-0.022652882626970853,-0.060259565888586074,0.029476066500989336,-0.06417686744157138,0.025928200027362715,-0.026881395391150528,99,52,1,5
2,NEW GLOBAL + CENTRAL + OLD ADAPTER vs OLD GLOBAL + CENTRAL + OLD ADAPTER,0.03186179496293064,0.013701673035611282,0.053495274686934706,0.014745836630144133,0.05469728598272797,0.028999055879527662,99,64,5,5
2,OLD GLOBAL + LEARNED ACQ + OLD ADAPTER vs NEW GLOBAL + CENTRAL + OLD ADAPTER,-0.0616658070680271,-0.08615021373266926,-0.020330958605037166,-0.0917898832937222,-0.027968134177426152,-0.04475086417921009,99,30,0,5
2,NEW GLOBAL + LEARNED ACQ + OLD ADAPTER vs OLD GLOBAL + LEARNED ACQ + OLD ADAPTER,0.02498153258049828,0.00594015901106473,0.048981826900793515,0.008115755805452148,0.05159169396731788,0.018199814157139324,99,63,5,5
2,NEW GLOBAL + LEARNED ACQ + NEW ADAPTER vs NEW GLOBAL + LEARNED ACQ + OLD ADAPTER,0.013643805586599838,-9.682095633436048e-05,0.02192001126459275,0.0025455716122366346,0.023659417998322614,0.007293358109127391,99,81,5,5
2,FINAL vs BASELINE,0.008821326062001656,-0.02118198664087172,0.056776006574225386,-0.026457753613197944,0.051946892036705244,0.009741363966584286,99,52,3,5
5,NEW GLOBAL + CENTRAL + OLD ADAPTER vs OLD GLOBAL + CENTRAL + OLD ADAPTER,0.03139886016117369,0.01459657195613329,0.05350479060248242,0.014871658042150147,0.0536452744546836,0.03092248901266048,99,68,5,5
5,OLD GLOBAL + LEARNED ACQ + OLD ADAPTER vs NEW GLOBAL + CENTRAL + OLD ADAPTER,-0.03610716945199067,-0.056850714745489424,-0.01206437608327363,-0.056921055189427625,-0.01239373709166707,-0.03388530827732937,99,37,0,5
5,NEW GLOBAL + LEARNED ACQ + OLD ADAPTER vs OLD GLOBAL + LEARNED ACQ + OLD ADAPTER,0.031903583787671115,0.013208473062397448,0.0506585654890756,0.014482861932983766,0.0516422519860707,0.027941612903499415,99,68,5,5
5,NEW GLOBAL + LEARNED ACQ + NEW ADAPTER vs NEW GLOBAL + LEARNED ACQ + OLD ADAPTER,0.03792260452461276,0.01171537120514842,0.0549212273479198,0.016714070035719158,0.05999979260884656,0.02432239629842191,99,82,5,5
5,FINAL vs BASELINE,0.0651178790214669,0.03714634411079396,0.08751127405204707,0.039061385785697754,0.08916638427329321,0.04930118993725243,99,70,5,5
